strategy,sma_fast,sma_slow,rsi_threshold,upro_pct,tqqq_pct,defensive,sma_delay,bull_caution,vix_kill,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,calmar,num_trades,years,final_equity
SMA50_200_RSI35_UPRO100_TLT_delay0_cautionTrue_vixNone,50,200,35,100,0,TLT,0,True,,22611.95,43.39,-74.43,0.9346,0.5829,105,15.1,22711947.09
SMA100_200_RSI45_UPRO100_TLT_delay2_cautionFalse_vix35,100,200,45,100,0,TLT,2,False,35.0,21299.84,42.82,-73.17,0.9311,0.5852,51,15.1,21399840.41
SMA100_200_RSI40_UPRO100_TLT_delay2_cautionFalse_vix35,100,200,40,100,0,TLT,2,False,35.0,21299.84,42.82,-73.17,0.9311,0.5852,51,15.1,21399840.41
SMA100_200_RSI50_UPRO100_TLT_delay2_cautionFalse_vix35,100,200,50,100,0,TLT,2,False,35.0,21299.84,42.82,-73.17,0.9311,0.5852,51,15.1,21399840.41
SMA100_200_RSI35_UPRO100_TLT_delay2_cautionFalse_vix35,100,200,35,100,0,TLT,2,False,35.0,21299.84,42.82,-73.17,0.9311,0.5852,51,15.1,21399840.41
SMA50_200_RSI45_UPRO75_SHY_delay2_cautionTrue_vixNone,50,200,45,75,25,SHY,2,True,,681448.92,79.73,-65.04,0.9272,1.226,289,15.1,681548923.19
SMA50_200_RSI35_UPRO100_TLT_delay2_cautionTrue_vixNone,50,200,35,100,0,TLT,2,True,,20859.74,42.62,-72.99,0.9237,0.584,105,15.1,20959741.4
SMA50_200_RSI45_UPRO75_cash_delay2_cautionTrue_vixNone,50,200,45,75,25,cash,2,True,,651033.55,79.19,-63.95,0.9234,1.2383,289,15.1,651133549.8
SMA50_200_RSI45_UPRO75_SHY_delay0_cautionTrue_vixNone,50,200,45,75,25,SHY,0,True,,632787.18,78.85,-65.67,0.9212,1.2007,290,15.1,632887178.18
SMA50_200_RSI35_UPRO100_SHY_delay0_cautionTrue_vixNone,50,200,35,100,0,SHY,0,True,,19642.72,42.06,-69.29,0.9192,0.607,105,15.1,19742719.95
SMA50_200_RSI45_UPRO75_cash_delay0_cautionTrue_vixNone,50,200,45,75,25,cash,0,True,,600528.2,78.23,-64.6,0.9169,1.2111,290,15.1,600628202.26
SMA50_200_RSI35_UPRO100_SHY_delay2_cautionTrue_vixNone,50,200,35,100,0,SHY,2,True,,19281.34,41.88,-68.02,0.9163,0.6158,105,15.1,19381344.93
SMA50_200_RSI35_UPRO100_cash_delay0_cautionTrue_vixNone,50,200,35,100,0,cash,0,True,,19182.14,41.83,-68.53,0.916,0.6105,105,15.1,19282144.42
SMA100_200_RSI40_UPRO100_SHY_delay2_cautionFalse_vix35,100,200,40,100,0,SHY,2,False,35.0,18119.98,41.3,-66.6,0.9156,0.6201,51,15.1,18219981.26
SMA100_200_RSI35_UPRO100_SHY_delay2_cautionFalse_vix35,100,200,35,100,0,SHY,2,False,35.0,18119.98,41.3,-66.6,0.9156,0.6201,51,15.1,18219981.26
SMA100_200_RSI50_UPRO100_SHY_delay2_cautionFalse_vix35,100,200,50,100,0,SHY,2,False,35.0,18119.98,41.3,-66.6,0.9156,0.6201,51,15.1,18219981.26
SMA100_200_RSI45_UPRO100_SHY_delay2_cautionFalse_vix35,100,200,45,100,0,SHY,2,False,35.0,18119.98,41.3,-66.6,0.9156,0.6201,51,15.1,18219981.26
SMA50_200_RSI35_UPRO100_cash_delay2_cautionTrue_vixNone,50,200,35,100,0,cash,2,True,,18956.7,41.72,-67.26,0.9139,0.6203,105,15.1,19056697.95
SMA50_200_RSI40_UPRO75_TLT_delay0_cautionTrue_vix35,50,200,40,75,25,TLT,0,True,35.0,573055.16,77.68,-71.57,0.9135,1.0853,205,15.1,573155160.71
SMA100_200_RSI35_UPRO100_cash_delay2_cautionFalse_vix35,100,200,35,100,0,cash,2,False,35.0,17809.91,41.14,-66.3,0.9133,0.6205,51,15.1,17909908.96
SMA100_200_RSI45_UPRO100_cash_delay2_cautionFalse_vix35,100,200,45,100,0,cash,2,False,35.0,17809.91,41.14,-66.3,0.9133,0.6205,51,15.1,17909908.96
SMA100_200_RSI40_UPRO100_cash_delay2_cautionFalse_vix35,100,200,40,100,0,cash,2,False,35.0,17809.91,41.14,-66.3,0.9133,0.6205,51,15.1,17909908.96
SMA100_200_RSI50_UPRO100_cash_delay2_cautionFalse_vix35,100,200,50,100,0,cash,2,False,35.0,17809.91,41.14,-66.3,0.9133,0.6205,51,15.1,17909908.96
SMA100_200_RSI40_UPRO75_TLT_delay2_cautionTrue_vixNone,100,200,40,75,25,TLT,2,True,,562775.58,77.46,-69.06,0.91,1.1217,200,15.1,562875577.67
SMA50_200_RSI40_UPRO75_TLT_delay2_cautionTrue_vix35,50,200,40,75,25,TLT,2,True,35.0,532435.46,76.81,-70.78,0.9076,1.0852,204,15.1,532535463.58
SMA100_200_RSI50_UPRO100_TLT_delay0_cautionFalse_vix35,100,200,50,100,0,TLT,0,False,35.0,17622.26,41.04,-72.24,0.9065,0.5681,51,15.1,17722264.65
SMA100_200_RSI45_UPRO100_TLT_delay0_cautionFalse_vix35,100,200,45,100,0,TLT,0,False,35.0,17622.26,41.04,-72.24,0.9065,0.5681,51,15.1,17722264.65
SMA100_200_RSI40_UPRO100_TLT_delay0_cautionFalse_vix35,100,200,40,100,0,TLT,0,False,35.0,17622.26,41.04,-72.24,0.9065,0.5681,51,15.1,17722264.65
SMA100_200_RSI35_UPRO100_TLT_delay0_cautionFalse_vix35,100,200,35,100,0,TLT,0,False,35.0,17622.26,41.04,-72.24,0.9065,0.5681,51,15.1,17722264.65
SMA100_200_RSI35_UPRO100_SHY_delay0_cautionFalse_vix35,100,200,35,100,0,SHY,0,False,35.0,15582.7,39.9,-67.63,0.8958,0.59,51,15.1,15682697.08
SMA100_200_RSI50_UPRO100_SHY_delay0_cautionFalse_vix35,100,200,50,100,0,SHY,0,False,35.0,15582.7,39.9,-67.63,0.8958,0.59,51,15.1,15682697.08
SMA100_200_RSI45_UPRO100_SHY_delay0_cautionFalse_vix35,100,200,45,100,0,SHY,0,False,35.0,15582.7,39.9,-67.63,0.8958,0.59,51,15.1,15682697.08
SMA100_200_RSI40_UPRO100_SHY_delay0_cautionFalse_vix35,100,200,40,100,0,SHY,0,False,35.0,15582.7,39.9,-67.63,0.8958,0.59,51,15.1,15682697.08
SMA100_200_RSI50_UPRO100_cash_delay0_cautionFalse_vix35,100,200,50,100,0,cash,0,False,35.0,15477.82,39.84,-66.52,0.8949,0.5989,51,15.1,15577815.55
SMA100_200_RSI45_UPRO100_cash_delay0_cautionFalse_vix35,100,200,45,100,0,cash,0,False,35.0,15477.82,39.84,-66.52,0.8949,0.5989,51,15.1,15577815.55
SMA100_200_RSI40_UPRO100_cash_delay0_cautionFalse_vix35,100,200,40,100,0,cash,0,False,35.0,15477.82,39.84,-66.52,0.8949,0.5989,51,15.1,15577815.55
SMA100_200_RSI35_UPRO100_cash_delay0_cautionFalse_vix35,100,200,35,100,0,cash,0,False,35.0,15477.82,39.84,-66.52,0.8949,0.5989,51,15.1,15577815.55
SMA100_200_RSI40_UPRO75_TLT_delay0_cautionTrue_vixNone,100,200,40,75,25,TLT,0,True,,451376.07,74.88,-67.82,0.8926,1.1041,200,15.1,451476071.21
SMA50_200_RSI40_UPRO75_SHY_delay0_cautionTrue_vix35,50,200,40,75,25,SHY,0,True,35.0,427945.72,74.26,-65.64,0.8902,1.1314,205,15.1,428045721.85
SMA50_200_RSI40_UPRO75_SHY_delay2_cautionTrue_vix35,50,200,40,75,25,SHY,2,True,35.0,414210.52,73.89,-65.0,0.8876,1.1367,204,15.1,414310516.96
SMA50_200_RSI40_UPRO75_cash_delay0_cautionTrue_vix35,50,200,40,75,25,cash,0,True,35.0,410068.25,73.77,-64.57,0.8868,1.1425,205,15.1,410168246.46
SMA50_200_RSI40_UPRO75_cash_delay2_cautionTrue_vix35,50,200,40,75,25,cash,2,True,35.0,399408.62,73.47,-63.92,0.8846,1.1494,204,15.1,399508623.19
SMA100_200_RSI40_UPRO75_SHY_delay2_cautionTrue_vixNone,100,200,40,75,25,SHY,2,True,,387544.9,73.12,-62.48,0.8806,1.1703,200,15.1,387644896.09
SMA100_200_RSI40_UPRO75_cash_delay2_cautionTrue_vixNone,100,200,40,75,25,cash,2,True,,371969.11,72.65,-62.36,0.8774,1.165,200,15.1,372069105.65
SMA100_200_RSI40_UPRO75_SHY_delay0_cautionTrue_vixNone,100,200,40,75,25,SHY,0,True,,322669.49,71.03,-62.48,0.8661,1.1368,200,15.1,322769490.86
SMA100_200_RSI40_UPRO75_cash_delay0_cautionTrue_vixNone,100,200,40,75,25,cash,0,True,,311720.39,70.64,-62.36,0.8634,1.1327,200,15.1,311820392.65
SMA100_200_RSI35_UPRO75_TLT_delay2_cautionTrue_vix35,100,200,35,75,25,TLT,2,True,35.0,254686.74,68.36,-70.55,0.8478,0.9689,129,15.1,254786737.05
SMA50_200_RSI40_UPRO75_TLT_delay0_cautionTrue_vixNone,50,200,40,75,25,TLT,0,True,,225681.06,67.02,-72.9,0.8379,0.9193,193,15.1,225781056.21
SMA100_200_RSI35_UPRO75_TLT_delay0_cautionTrue_vix35,100,200,35,75,25,TLT,0,True,35.0,210388.38,66.24,-69.38,0.8326,0.9548,130,15.1,210488375.85
SMA50_200_RSI40_UPRO75_TLT_delay2_cautionTrue_vixNone,50,200,40,75,25,TLT,2,True,,207494.05,66.09,-72.14,0.8312,0.9161,192,15.1,207594054.58
SMA50_200_RSI45_UPRO100_TLT_delay0_cautionFalse_vix35,50,200,45,100,0,TLT,0,False,35.0,9335.25,35.26,-76.84,0.8297,0.4589,37,15.1,9435249.89
SMA50_200_RSI50_UPRO100_TLT_delay0_cautionFalse_vix35,50,200,50,100,0,TLT,0,False,35.0,9335.25,35.26,-76.84,0.8297,0.4589,37,15.1,9435249.89
SMA50_200_RSI35_UPRO100_TLT_delay0_cautionFalse_vix35,50,200,35,100,0,TLT,0,False,35.0,9335.25,35.26,-76.84,0.8297,0.4589,37,15.1,9435249.89
SMA50_200_RSI40_UPRO100_TLT_delay0_cautionFalse_vix35,50,200,40,100,0,TLT,0,False,35.0,9335.25,35.26,-76.84,0.8297,0.4589,37,15.1,9435249.89
SMA50_200_RSI35_UPRO100_SHY_delay0_cautionFalse_vix35,50,200,35,100,0,SHY,0,False,35.0,8975.76,34.91,-71.62,0.8296,0.4875,37,15.1,9075764.0
SMA50_200_RSI40_UPRO100_SHY_delay0_cautionFalse_vix35,50,200,40,100,0,SHY,0,False,35.0,8975.76,34.91,-71.62,0.8296,0.4875,37,15.1,9075764.0
SMA50_200_RSI45_UPRO100_SHY_delay0_cautionFalse_vix35,50,200,45,100,0,SHY,0,False,35.0,8975.76,34.91,-71.62,0.8296,0.4875,37,15.1,9075764.0
SMA50_200_RSI50_UPRO100_SHY_delay0_cautionFalse_vix35,50,200,50,100,0,SHY,0,False,35.0,8975.76,34.91,-71.62,0.8296,0.4875,37,15.1,9075764.0
SMA50_200_RSI40_UPRO100_cash_delay0_cautionFalse_vix35,50,200,40,100,0,cash,0,False,35.0,8919.66,34.85,-70.66,0.8288,0.4932,37,15.1,9019661.53
SMA50_200_RSI35_UPRO100_cash_delay0_cautionFalse_vix35,50,200,35,100,0,cash,0,False,35.0,8919.66,34.85,-70.66,0.8288,0.4932,37,15.1,9019661.53
SMA50_200_RSI45_UPRO100_cash_delay0_cautionFalse_vix35,50,200,45,100,0,cash,0,False,35.0,8919.66,34.85,-70.66,0.8288,0.4932,37,15.1,9019661.53
SMA50_200_RSI50_UPRO100_cash_delay0_cautionFalse_vix35,50,200,50,100,0,cash,0,False,35.0,8919.66,34.85,-70.66,0.8288,0.4932,37,15.1,9019661.53
SMA100_200_RSI35_UPRO75_SHY_delay2_cautionTrue_vix35,100,200,35,75,25,SHY,2,True,35.0,195687.01,65.44,-63.99,0.8268,1.0227,129,15.1,195787011.21
SMA100_200_RSI35_UPRO75_cash_delay2_cautionTrue_vix35,100,200,35,75,25,cash,2,True,35.0,188097.9,65.01,-63.95,0.8237,1.0165,129,15.1,188197895.04
SMA50_200_RSI50_UPRO100_cash_delay2_cautionFalse_vix35,50,200,50,100,0,cash,2,False,35.0,8582.86,34.51,-69.48,0.8232,0.4967,37,15.1,8682856.85
SMA50_200_RSI40_UPRO100_SHY_delay2_cautionFalse_vix35,50,200,40,100,0,SHY,2,False,35.0,8586.37,34.52,-70.45,0.8232,0.49,37,15.1,8686372.89
SMA50_200_RSI50_UPRO100_SHY_delay2_cautionFalse_vix35,50,200,50,100,0,SHY,2,False,35.0,8586.37,34.52,-70.45,0.8232,0.49,37,15.1,8686372.89
SMA50_200_RSI40_UPRO100_cash_delay2_cautionFalse_vix35,50,200,40,100,0,cash,2,False,35.0,8582.86,34.51,-69.48,0.8232,0.4967,37,15.1,8682856.85
SMA50_200_RSI35_UPRO100_SHY_delay2_cautionFalse_vix35,50,200,35,100,0,SHY,2,False,35.0,8586.37,34.52,-70.45,0.8232,0.49,37,15.1,8686372.89
SMA50_200_RSI35_UPRO100_cash_delay2_cautionFalse_vix35,50,200,35,100,0,cash,2,False,35.0,8582.86,34.51,-69.48,0.8232,0.4967,37,15.1,8682856.85
SMA50_200_RSI45_UPRO100_SHY_delay2_cautionFalse_vix35,50,200,45,100,0,SHY,2,False,35.0,8586.37,34.52,-70.45,0.8232,0.49,37,15.1,8686372.89
SMA50_200_RSI45_UPRO100_cash_delay2_cautionFalse_vix35,50,200,45,100,0,cash,2,False,35.0,8582.86,34.51,-69.48,0.8232,0.4967,37,15.1,8682856.85
SMA50_200_RSI35_UPRO100_TLT_delay2_cautionFalse_vix35,50,200,35,100,0,TLT,2,False,35.0,8618.03,34.55,-75.53,0.8188,0.4574,37,15.1,8718030.18
SMA50_200_RSI50_UPRO100_TLT_delay2_cautionFalse_vix35,50,200,50,100,0,TLT,2,False,35.0,8618.03,34.55,-75.53,0.8188,0.4574,37,15.1,8718030.18
SMA50_200_RSI45_UPRO100_TLT_delay2_cautionFalse_vix35,50,200,45,100,0,TLT,2,False,35.0,8618.03,34.55,-75.53,0.8188,0.4574,37,15.1,8718030.18
SMA50_200_RSI40_UPRO100_TLT_delay2_cautionFalse_vix35,50,200,40,100,0,TLT,2,False,35.0,8618.03,34.55,-75.53,0.8188,0.4574,37,15.1,8718030.18
SMA50_200_RSI40_UPRO75_SHY_delay0_cautionTrue_vixNone,50,200,40,75,25,SHY,0,True,,171898.81,64.02,-67.42,0.8162,0.9497,193,15.1,171998805.88
SMA50_200_RSI40_UPRO75_SHY_delay2_cautionTrue_vixNone,50,200,40,75,25,SHY,2,True,,169087.15,63.84,-66.82,0.8149,0.9555,192,15.1,169187149.28
SMA100_200_RSI35_UPRO75_SHY_delay0_cautionTrue_vix35,100,200,35,75,25,SHY,0,True,35.0,166047.69,63.65,-64.04,0.8137,0.9939,130,15.1,166147686.59
SMA50_200_RSI40_UPRO75_cash_delay0_cautionTrue_vixNone,50,200,40,75,25,cash,0,True,,165804.2,63.63,-66.43,0.8133,0.9578,193,15.1,165904200.64
SMA50_200_RSI40_UPRO75_cash_delay2_cautionTrue_vixNone,50,200,40,75,25,cash,2,True,,164271.27,63.53,-65.82,0.8126,0.9652,192,15.1,164371271.77
SMA100_200_RSI35_UPRO75_cash_delay0_cautionTrue_vix35,100,200,35,75,25,cash,0,True,35.0,160728.85,63.29,-63.95,0.8111,0.9897,130,15.1,160828847.42
SMA100_200_RSI35_UPRO75_TLT_delay2_cautionTrue_vixNone,100,200,35,75,25,TLT,2,True,,102936.55,58.54,-71.92,0.777,0.8138,106,15.1,103036547.0
SMA50_200_RSI35_UPRO75_TLT_delay0_cautionTrue_vix35,50,200,35,75,25,TLT,0,True,35.0,102533.35,58.49,-74.49,0.7752,0.7852,115,15.1,102633347.51
SMA50_200_RSI35_UPRO75_TLT_delay2_cautionTrue_vix35,50,200,35,75,25,TLT,2,True,35.0,94073.52,57.59,-73.18,0.7684,0.787,115,15.1,94173517.43
SMA50_200_RSI35_UPRO75_SHY_delay0_cautionTrue_vix35,50,200,35,75,25,SHY,0,True,35.0,89032.65,57.02,-69.3,0.7636,0.8228,115,15.1,89132648.71
SMA50_200_RSI35_UPRO75_cash_delay0_cautionTrue_vix35,50,200,35,75,25,cash,0,True,35.0,86315.2,56.69,-68.39,0.7611,0.829,115,15.1,86415201.42
SMA50_200_RSI35_UPRO75_SHY_delay2_cautionTrue_vix35,50,200,35,75,25,SHY,2,True,35.0,84616.39,56.49,-68.18,0.7595,0.8285,115,15.1,84716386.5
SMA50_200_RSI35_UPRO75_cash_delay2_cautionTrue_vix35,50,200,35,75,25,cash,2,True,35.0,82511.0,56.23,-67.26,0.7575,0.8359,115,15.1,82611000.78
SMA100_200_RSI35_UPRO75_SHY_delay2_cautionTrue_vixNone,100,200,35,75,25,SHY,2,True,,79841.34,55.89,-65.62,0.757,0.8517,106,15.1,79941338.37
SMA100_200_RSI35_UPRO75_TLT_delay0_cautionTrue_vixNone,100,200,35,75,25,TLT,0,True,,79700.0,55.87,-70.8,0.757,0.7891,107,15.1,79799998.27
SMA100_200_RSI35_UPRO75_cash_delay2_cautionTrue_vixNone,100,200,35,75,25,cash,2,True,,77579.48,55.59,-64.99,0.7548,0.8553,106,15.1,77679483.87
SMA100_200_RSI35_UPRO75_SHY_delay0_cautionTrue_vixNone,100,200,35,75,25,SHY,0,True,,64309.92,53.66,-65.9,0.7401,0.8143,107,15.1,64409915.27
SMA100_200_RSI35_UPRO75_cash_delay0_cautionTrue_vixNone,100,200,35,75,25,cash,0,True,,62964.2,53.45,-64.93,0.7385,0.8232,107,15.1,63064204.18
SMA50_200_RSI35_UPRO75_TLT_delay0_cautionTrue_vixNone,50,200,35,75,25,TLT,0,True,,44791.3,50.02,-75.68,0.7111,0.661,105,15.1,44891302.23
SMA50_200_RSI35_UPRO75_TLT_delay2_cautionTrue_vixNone,50,200,35,75,25,TLT,2,True,,40661.82,49.07,-74.43,0.7036,0.6592,105,15.1,40761821.72
SMA100_200_RSI40_UPRO75_TLT_delay2_cautionFalse_vix35,100,200,40,75,25,TLT,2,False,35.0,39969.31,48.9,-75.15,0.7025,0.6506,51,15.1,40069305.43
SMA100_200_RSI45_UPRO75_TLT_delay2_cautionFalse_vix35,100,200,45,75,25,TLT,2,False,35.0,39969.31,48.9,-75.15,0.7025,0.6506,51,15.1,40069305.43
SMA100_200_RSI50_UPRO75_TLT_delay2_cautionFalse_vix35,100,200,50,75,25,TLT,2,False,35.0,39969.31,48.9,-75.15,0.7025,0.6506,51,15.1,40069305.43
SMA100_200_RSI35_UPRO75_TLT_delay2_cautionFalse_vix35,100,200,35,75,25,TLT,2,False,35.0,39969.31,48.9,-75.15,0.7025,0.6506,51,15.1,40069305.43
SMA50_200_RSI35_UPRO75_SHY_delay0_cautionTrue_vixNone,50,200,35,75,25,SHY,0,True,,38912.72,48.63,-70.89,0.6997,0.686,105,15.1,39012721.63
SMA50_200_RSI35_UPRO75_cash_delay0_cautionTrue_vixNone,50,200,35,75,25,cash,0,True,,38003.06,48.4,-70.05,0.6979,0.6909,105,15.1,38103057.78
SMA50_200_RSI35_UPRO75_SHY_delay2_cautionTrue_vixNone,50,200,35,75,25,SHY,2,True,,37582.79,48.29,-69.83,0.6971,0.6916,105,15.1,37682785.97
SMA50_200_RSI35_UPRO75_cash_delay2_cautionTrue_vixNone,50,200,35,75,25,cash,2,True,,36952.03,48.12,-68.99,0.6958,0.6976,105,15.1,37052027.48
SMA100_200_RSI50_UPRO75_SHY_delay2_cautionFalse_vix35,100,200,50,75,25,SHY,2,False,35.0,34015.3,47.31,-69.05,0.689,0.6852,51,15.1,34115300.87
SMA100_200_RSI40_UPRO75_SHY_delay2_cautionFalse_vix35,100,200,40,75,25,SHY,2,False,35.0,34015.3,47.31,-69.05,0.689,0.6852,51,15.1,34115300.87
SMA100_200_RSI45_UPRO75_SHY_delay2_cautionFalse_vix35,100,200,45,75,25,SHY,2,False,35.0,34015.3,47.31,-69.05,0.689,0.6852,51,15.1,34115300.87
SMA100_200_RSI35_UPRO75_SHY_delay2_cautionFalse_vix35,100,200,35,75,25,SHY,2,False,35.0,34015.3,47.31,-69.05,0.689,0.6852,51,15.1,34115300.87
SMA100_200_RSI40_UPRO75_cash_delay2_cautionFalse_vix35,100,200,40,75,25,cash,2,False,35.0,33434.72,47.15,-68.45,0.6877,0.6888,51,15.1,33534717.94
SMA100_200_RSI35_UPRO75_cash_delay2_cautionFalse_vix35,100,200,35,75,25,cash,2,False,35.0,33434.72,47.15,-68.45,0.6877,0.6888,51,15.1,33534717.94
SMA100_200_RSI45_UPRO75_cash_delay2_cautionFalse_vix35,100,200,45,75,25,cash,2,False,35.0,33434.72,47.15,-68.45,0.6877,0.6888,51,15.1,33534717.94
SMA100_200_RSI50_UPRO75_cash_delay2_cautionFalse_vix35,100,200,50,75,25,cash,2,False,35.0,33434.72,47.15,-68.45,0.6877,0.6888,51,15.1,33534717.94
SMA100_200_RSI50_UPRO75_TLT_delay0_cautionFalse_vix35,100,200,50,75,25,TLT,0,False,35.0,31989.31,46.72,-74.23,0.6849,0.6293,51,15.1,32089306.32
SMA100_200_RSI40_UPRO75_TLT_delay0_cautionFalse_vix35,100,200,40,75,25,TLT,0,False,35.0,31989.31,46.72,-74.23,0.6849,0.6293,51,15.1,32089306.32
SMA100_200_RSI45_UPRO75_TLT_delay0_cautionFalse_vix35,100,200,45,75,25,TLT,0,False,35.0,31989.31,46.72,-74.23,0.6849,0.6293,51,15.1,32089306.32
SMA100_200_RSI35_UPRO75_TLT_delay0_cautionFalse_vix35,100,200,35,75,25,TLT,0,False,35.0,31989.31,46.72,-74.23,0.6849,0.6293,51,15.1,32089306.32
SMA100_200_RSI50_UPRO75_SHY_delay0_cautionFalse_vix35,100,200,50,75,25,SHY,0,False,35.0,28296.31,45.53,-69.94,0.6745,0.651,51,15.1,28396307.16
SMA100_200_RSI45_UPRO75_SHY_delay0_cautionFalse_vix35,100,200,45,75,25,SHY,0,False,35.0,28296.31,45.53,-69.94,0.6745,0.651,51,15.1,28396307.16
SMA100_200_RSI40_UPRO75_SHY_delay0_cautionFalse_vix35,100,200,40,75,25,SHY,0,False,35.0,28296.31,45.53,-69.94,0.6745,0.651,51,15.1,28396307.16
SMA100_200_RSI35_UPRO75_SHY_delay0_cautionFalse_vix35,100,200,35,75,25,SHY,0,False,35.0,28296.31,45.53,-69.94,0.6745,0.651,51,15.1,28396307.16
SMA100_200_RSI45_UPRO75_cash_delay0_cautionFalse_vix35,100,200,45,75,25,cash,0,False,35.0,28106.4,45.46,-68.91,0.6739,0.6598,51,15.1,28206400.54
SMA100_200_RSI35_UPRO75_cash_delay0_cautionFalse_vix35,100,200,35,75,25,cash,0,False,35.0,28106.4,45.46,-68.91,0.6739,0.6598,51,15.1,28206400.54
SMA100_200_RSI40_UPRO75_cash_delay0_cautionFalse_vix35,100,200,40,75,25,cash,0,False,35.0,28106.4,45.46,-68.91,0.6739,0.6598,51,15.1,28206400.54
SMA100_200_RSI50_UPRO75_cash_delay0_cautionFalse_vix35,100,200,50,75,25,cash,0,False,35.0,28106.4,45.46,-68.91,0.6739,0.6598,51,15.1,28206400.54
SMA50_200_RSI40_UPRO75_TLT_delay0_cautionFalse_vix35,50,200,40,75,25,TLT,0,False,35.0,17110.39,40.77,-77.99,0.6346,0.5227,37,15.1,17210393.09
SMA50_200_RSI45_UPRO75_TLT_delay0_cautionFalse_vix35,50,200,45,75,25,TLT,0,False,35.0,17110.39,40.77,-77.99,0.6346,0.5227,37,15.1,17210393.09
SMA50_200_RSI50_UPRO75_TLT_delay0_cautionFalse_vix35,50,200,50,75,25,TLT,0,False,35.0,17110.39,40.77,-77.99,0.6346,0.5227,37,15.1,17210393.09
SMA50_200_RSI35_UPRO75_TLT_delay0_cautionFalse_vix35,50,200,35,75,25,TLT,0,False,35.0,17110.39,40.77,-77.99,0.6346,0.5227,37,15.1,17210393.09
SMA50_200_RSI45_UPRO75_SHY_delay0_cautionFalse_vix35,50,200,45,75,25,SHY,0,False,35.0,16454.67,40.41,-73.03,0.6305,0.5532,37,15.1,16554671.88
SMA50_200_RSI40_UPRO75_SHY_delay0_cautionFalse_vix35,50,200,40,75,25,SHY,0,False,35.0,16454.67,40.41,-73.03,0.6305,0.5532,37,15.1,16554671.88
SMA50_200_RSI35_UPRO75_SHY_delay0_cautionFalse_vix35,50,200,35,75,25,SHY,0,False,35.0,16454.67,40.41,-73.03,0.6305,0.5532,37,15.1,16554671.88
SMA50_200_RSI50_UPRO75_SHY_delay0_cautionFalse_vix35,50,200,50,75,25,SHY,0,False,35.0,16454.67,40.41,-73.03,0.6305,0.5532,37,15.1,16554671.88
SMA50_200_RSI40_UPRO75_cash_delay0_cautionFalse_vix35,50,200,40,75,25,cash,0,False,35.0,16352.34,40.35,-72.13,0.63,0.5594,37,15.1,16452338.01
SMA50_200_RSI45_UPRO75_cash_delay0_cautionFalse_vix35,50,200,45,75,25,cash,0,False,35.0,16352.34,40.35,-72.13,0.63,0.5594,37,15.1,16452338.01
SMA50_200_RSI50_UPRO75_cash_delay0_cautionFalse_vix35,50,200,50,75,25,cash,0,False,35.0,16352.34,40.35,-72.13,0.63,0.5594,37,15.1,16452338.01
SMA50_200_RSI35_UPRO75_cash_delay0_cautionFalse_vix35,50,200,35,75,25,cash,0,False,35.0,16352.34,40.35,-72.13,0.63,0.5594,37,15.1,16452338.01
SMA50_200_RSI35_UPRO75_TLT_delay2_cautionFalse_vix35,50,200,35,75,25,TLT,2,False,35.0,15691.78,39.97,-76.86,0.6279,0.52,37,15.1,15791780.08
SMA50_200_RSI40_UPRO75_TLT_delay2_cautionFalse_vix35,50,200,40,75,25,TLT,2,False,35.0,15691.78,39.97,-76.86,0.6279,0.52,37,15.1,15791780.08
SMA50_200_RSI45_UPRO75_TLT_delay2_cautionFalse_vix35,50,200,45,75,25,TLT,2,False,35.0,15691.78,39.97,-76.86,0.6279,0.52,37,15.1,15791780.08
SMA50_200_RSI50_UPRO75_TLT_delay2_cautionFalse_vix35,50,200,50,75,25,TLT,2,False,35.0,15691.78,39.97,-76.86,0.6279,0.52,37,15.1,15791780.08
SMA50_200_RSI45_UPRO75_SHY_delay2_cautionFalse_vix35,50,200,45,75,25,SHY,2,False,35.0,15634.44,39.93,-72.05,0.6265,0.5542,37,15.1,15734436.28
SMA50_200_RSI40_UPRO75_cash_delay2_cautionFalse_vix35,50,200,40,75,25,cash,2,False,35.0,15628.07,39.93,-71.14,0.6265,0.5613,37,15.1,15728067.35
SMA50_200_RSI50_UPRO75_SHY_delay2_cautionFalse_vix35,50,200,50,75,25,SHY,2,False,35.0,15634.44,39.93,-72.05,0.6265,0.5542,37,15.1,15734436.28
SMA50_200_RSI50_UPRO75_cash_delay2_cautionFalse_vix35,50,200,50,75,25,cash,2,False,35.0,15628.07,39.93,-71.14,0.6265,0.5613,37,15.1,15728067.35
SMA50_200_RSI45_UPRO75_cash_delay2_cautionFalse_vix35,50,200,45,75,25,cash,2,False,35.0,15628.07,39.93,-71.14,0.6265,0.5613,37,15.1,15728067.35
SMA50_200_RSI40_UPRO75_SHY_delay2_cautionFalse_vix35,50,200,40,75,25,SHY,2,False,35.0,15634.44,39.93,-72.05,0.6265,0.5542,37,15.1,15734436.28
SMA50_200_RSI35_UPRO75_SHY_delay2_cautionFalse_vix35,50,200,35,75,25,SHY,2,False,35.0,15634.44,39.93,-72.05,0.6265,0.5542,37,15.1,15734436.28
SMA50_200_RSI35_UPRO75_cash_delay2_cautionFalse_vix35,50,200,35,75,25,cash,2,False,35.0,15628.07,39.93,-71.14,0.6265,0.5613,37,15.1,15728067.35
