variant_name,sma_fast,sma_slow,rsi_entry,upro_pct,tqqq_pct,defensive,confirm_days,bull_caution,vix_kill,total_return_pct,cagr_pct,sharpe,sortino,max_dd_pct,calmar,transitions,best_year,worst_year,year_2022_return
SMA50_200_RSI40_U75T25_CASH_C2_noBC_VIX35,50,200,40,75,25,CASH,2,False,35,-38.79,-7.86,0.0303,0.0236,-75.14,-0.1047,178,2021: +67.32%,2022: -69.99%,-69.99
SMA50_200_RSI50_U75T25_TLT_C2_BC,50,200,50,75,25,TLT,2,True,False,-35.95,-7.16,0.0284,0.0261,-78.85,-0.0908,233,2024: +41.46%,2022: -74.20%,-74.2
SMA50_200_RSI40_U100T0_TLT_C2_noBC,50,200,40,100,0,TLT,2,False,False,-37.29,-7.49,0.0275,0.0258,-80.39,-0.0932,60,2021: +87.28%,2022: -76.68%,-76.68
SMA50_200_RSI45_U75T25_TLT_C0_BC,50,200,45,75,25,TLT,0,True,False,-39.97,-8.16,0.0261,0.0241,-81.45,-0.1002,209,2024: +51.23%,2022: -77.66%,-77.66
SMA50_200_RSI35_U75T25_TLT_C2_BC_VIX35,50,200,35,75,25,TLT,2,True,35,-42.64,-8.86,0.0247,0.0231,-80.96,-0.1094,160,2021: +83.95%,2022: -78.14%,-78.14
SMA50_200_RSI45_U75T25_CASH_C2_BC_VIX35,50,200,45,75,25,CASH,2,True,35,-38.16,-7.71,0.0228,0.0179,-76.21,-0.1011,215,2024: +51.04%,2022: -69.66%,-69.66
SMA50_200_RSI40_U100T0_TLT_C0_noBC,50,200,40,100,0,TLT,0,False,False,-38.02,-7.67,0.0225,0.0211,-80.39,-0.0954,59,2021: +87.28%,2022: -76.68%,-76.68
SMA50_200_RSI50_U75T25_TLT_C0_BC,50,200,50,75,25,TLT,0,True,False,-36.9,-7.4,0.0218,0.0201,-78.85,-0.0938,232,2024: +41.46%,2022: -74.20%,-74.2
SMA100_200_RSI40_U75T25_TLT_C2_noBC_VIX35,100,200,40,75,25,TLT,2,False,35,-41.83,-8.64,0.0216,0.0201,-75.71,-0.1142,183,2021: +68.49%,2022: -73.82%,-73.82
SMA50_200_RSI40_U75T25_CASH_C0_noBC_VIX35,50,200,40,75,25,CASH,0,False,35,-40.13,-8.2,0.0211,0.0165,-75.14,-0.1092,178,2021: +67.32%,2022: -69.99%,-69.99
SMA50_200_RSI35_U75T25_TLT_C0_BC_VIX35,50,200,35,75,25,TLT,0,True,35,-43.5,-9.09,0.0188,0.0176,-80.96,-0.1122,159,2021: +83.95%,2022: -78.14%,-78.14
SMA50_200_RSI40_U75T25_SHY_C2_noBC_VIX35,50,200,40,75,25,SHY,2,False,35,-40.56,-8.31,0.0182,0.0159,-75.69,-0.1099,183,2021: +67.39%,2022: -71.03%,-71.03
SMA100_200_RSI40_U75T25_TLT_C0_noBC_VIX35,100,200,40,75,25,TLT,0,False,35,-42.7,-8.87,0.0156,0.0145,-75.71,-0.1172,182,2021: +68.49%,2022: -73.82%,-73.82
SMA50_200_RSI45_U75T25_CASH_C0_BC_VIX35,50,200,45,75,25,CASH,0,True,35,-39.51,-8.05,0.0134,0.0105,-76.21,-0.1056,215,2024: +51.04%,2022: -69.66%,-69.66
SMA50_200_RSI50_U75T25_CASH_C2_BC_VIX35,50,200,50,75,25,CASH,2,True,35,-35.94,-7.16,0.0105,0.0081,-72.15,-0.0992,239,2024: +38.61%,2022: -65.50%,-65.5
SMA50_200_RSI40_U75T25_SHY_C0_noBC_VIX35,50,200,40,75,25,SHY,0,False,35,-41.68,-8.6,0.0103,0.009,-75.69,-0.1137,182,2021: +67.39%,2022: -71.03%,-71.03
SMA100_200_RSI45_U75T25_CASH_C2_noBC_VIX35,100,200,45,75,25,CASH,2,False,35,-38.98,-7.91,0.007,0.0051,-73.55,-0.1076,207,2023: +55.72%,2022: -69.72%,-69.72
SMA50_200_RSI45_U75T25_SHY_C2_BC_VIX35,50,200,45,75,25,SHY,2,True,35,-40.53,-8.31,0.0062,0.0053,-76.99,-0.1079,217,2024: +51.11%,2022: -70.88%,-70.88
SMA100_200_RSI45_U100T0_TLT_C2_noBC_VIX35,100,200,45,100,0,TLT,2,False,35,-37.31,-7.5,0.0057,0.0052,-79.15,-0.0947,100,2023: +51.05%,2022: -74.64%,-74.64
SMA100_200_RSI45_U100T0_TLT_C0_noBC_VIX35,100,200,45,100,0,TLT,0,False,35,-38.04,-7.68,0.0004,0.0003,-79.15,-0.097,99,2023: +51.05%,2022: -74.64%,-74.64
SMA50_200_RSI50_U75T25_CASH_C0_BC_VIX35,50,200,50,75,25,CASH,0,True,35,-37.34,-7.5,0.0003,0.0002,-72.15,-0.104,239,2024: +38.61%,2022: -65.50%,-65.5
SMA100_200_RSI45_U75T25_SHY_C2_noBC_VIX35,100,200,45,75,25,SHY,2,False,35,-40.1,-8.2,-0.0009,-0.0008,-74.37,-0.1102,214,2023: +58.44%,2022: -70.81%,-70.81
SMA50_200_RSI45_U75T25_SHY_C0_BC_VIX35,50,200,45,75,25,SHY,0,True,35,-41.65,-8.6,-0.002,-0.0017,-76.99,-0.1117,216,2024: +51.11%,2022: -70.88%,-70.88
SMA100_200_RSI45_U75T25_CASH_C0_noBC_VIX35,100,200,45,75,25,CASH,0,False,35,-40.32,-8.25,-0.0027,-0.002,-73.55,-0.1122,207,2023: +55.72%,2022: -69.72%,-69.72
SMA50_200_RSI35_U75T25_TLT_C2_noBC_VIX35,50,200,35,75,25,TLT,2,False,35,-46.33,-9.86,-0.0045,-0.0042,-81.91,-0.1204,160,2021: +81.94%,2022: -78.65%,-78.65
SMA100_200_RSI45_U100T0_TLT_C2_noBC,100,200,45,100,0,TLT,2,False,False,-38.99,-7.92,-0.0056,-0.0051,-79.62,-0.0994,94,2023: +51.05%,2022: -75.21%,-75.21
SMA50_200_RSI45_U100T0_TLT_C2_BC_VIX35,50,200,45,100,0,TLT,2,True,35,-40.2,-8.22,-0.0072,-0.0065,-80.53,-0.1021,102,2021: +53.58%,2022: -76.72%,-76.72
SMA100_200_RSI45_U75T25_SHY_C0_noBC_VIX35,100,200,45,75,25,SHY,0,False,35,-41.23,-8.49,-0.0092,-0.0078,-74.37,-0.1141,213,2023: +58.44%,2022: -70.81%,-70.81
SMA50_200_RSI50_U75T25_SHY_C2_BC_VIX35,50,200,50,75,25,SHY,2,True,35,-38.64,-7.83,-0.0093,-0.008,-73.18,-0.1069,241,2024: +39.16%,2022: -66.90%,-66.9
SMA50_200_RSI35_U75T25_TLT_C0_noBC_VIX35,50,200,35,75,25,TLT,0,False,35,-47.13,-10.09,-0.0105,-0.0098,-81.91,-0.1232,159,2021: +81.94%,2022: -78.65%,-78.65
SMA100_200_RSI45_U100T0_TLT_C0_noBC,100,200,45,100,0,TLT,0,False,False,-39.71,-8.1,-0.0109,-0.0099,-79.62,-0.1017,93,2023: +51.05%,2022: -75.21%,-75.21
SMA50_200_RSI45_U100T0_TLT_C0_BC_VIX35,50,200,45,100,0,TLT,0,True,35,-40.9,-8.4,-0.0124,-0.0113,-80.53,-0.1043,101,2021: +53.58%,2022: -76.72%,-76.72
SMA50_200_RSI40_U100T0_TLT_C2_noBC_VIX35,50,200,40,100,0,TLT,2,False,35,-43.01,-8.96,-0.0162,-0.0151,-79.82,-0.1122,66,2021: +78.06%,2022: -76.00%,-76.0
SMA50_200_RSI50_U75T25_SHY_C0_BC_VIX35,50,200,50,75,25,SHY,0,True,35,-39.79,-8.12,-0.0181,-0.0155,-73.18,-0.1109,240,2024: +39.16%,2022: -66.90%,-66.9
SMA50_200_RSI40_U100T0_TLT_C0_noBC_VIX35,50,200,40,100,0,TLT,0,False,35,-43.68,-9.14,-0.0213,-0.0198,-79.82,-0.1145,65,2021: +78.06%,2022: -76.00%,-76.0
SMA50_200_RSI45_U100T0_CASH_C2_noBC,50,200,45,100,0,CASH,2,False,False,-39.78,-8.11,-0.0257,-0.0189,-78.03,-0.104,93,2024: +32.74%,2022: -67.86%,-67.86
SMA50_200_RSI40_U75T25_TLT_C2_BC_VIX35,50,200,40,75,25,TLT,2,True,35,-48.52,-10.49,-0.0268,-0.0248,-80.08,-0.131,183,2021: +77.57%,2022: -77.68%,-77.68
SMA50_200_RSI40_U75T25_TLT_C0_BC_VIX35,50,200,40,75,25,TLT,0,True,35,-49.29,-10.71,-0.0328,-0.0304,-80.08,-0.1338,182,2021: +77.57%,2022: -77.68%,-77.68
SMA50_200_RSI45_U100T0_SHY_C2_noBC,50,200,45,100,0,SHY,2,False,False,-40.83,-8.38,-0.0337,-0.0287,-78.66,-0.1066,94,2024: +33.44%,2022: -69.20%,-69.2
SMA50_200_RSI45_U100T0_CASH_C0_noBC,50,200,45,100,0,CASH,0,False,False,-40.9,-8.4,-0.0345,-0.0255,-78.03,-0.1077,93,2024: +32.74%,2022: -67.86%,-67.86
SMA50_200_RSI45_U100T0_SHY_C0_noBC,50,200,45,100,0,SHY,0,False,False,-41.75,-8.62,-0.041,-0.035,-78.66,-0.1096,93,2024: +33.44%,2022: -69.20%,-69.2
SMA50_200_RSI50_U100T0_TLT_C2_BC_VIX35,50,200,50,100,0,TLT,2,True,35,-42.52,-8.83,-0.0432,-0.0385,-78.09,-0.113,126,2024: +44.33%,2022: -73.39%,-73.39
SMA100_200_RSI50_U100T0_CASH_C2_noBC,100,200,50,100,0,CASH,2,False,False,-38.66,-7.83,-0.0435,-0.0295,-70.3,-0.1114,115,2020: +26.46%,2022: -60.04%,-60.04
SMA100_200_RSI50_U100T0_SHY_C2_noBC,100,200,50,100,0,SHY,2,False,False,-39.0,-7.92,-0.0459,-0.0377,-71.13,-0.1113,116,2020: +26.07%,2022: -61.29%,-61.29
SMA50_200_RSI45_U100T0_CASH_C2_noBC_VIX35,50,200,45,100,0,CASH,2,False,35,-42.42,-8.8,-0.0476,-0.035,-78.03,-0.1128,93,2024: +32.74%,2022: -67.86%,-67.86
SMA50_200_RSI50_U100T0_TLT_C0_BC_VIX35,50,200,50,100,0,TLT,0,True,35,-43.19,-9.0,-0.0486,-0.0433,-78.09,-0.1153,125,2024: +44.33%,2022: -73.39%,-73.39
SMA100_200_RSI50_U100T0_CASH_C0_noBC,100,200,50,100,0,CASH,0,False,False,-39.81,-8.12,-0.053,-0.036,-70.3,-0.1155,115,2020: +24.10%,2022: -60.04%,-60.04
SMA50_200_RSI40_U75T25_TLT_C2_noBC,50,200,40,75,25,TLT,2,False,False,-51.52,-11.38,-0.0532,-0.0495,-81.33,-0.1399,177,2021: +76.83%,2022: -78.34%,-78.34
SMA100_200_RSI50_U100T0_SHY_C0_noBC,100,200,50,100,0,SHY,0,False,False,-39.95,-8.16,-0.0538,-0.0442,-71.13,-0.1147,115,2020: +24.10%,2022: -61.29%,-61.29
SMA50_200_RSI45_U100T0_CASH_C0_noBC_VIX35,50,200,45,100,0,CASH,0,False,35,-43.5,-9.09,-0.0564,-0.0416,-78.03,-0.1164,93,2024: +32.74%,2022: -67.86%,-67.86
SMA50_200_RSI40_U75T25_TLT_C0_noBC,50,200,40,75,25,TLT,0,False,False,-52.24,-11.6,-0.0592,-0.0551,-81.33,-0.1427,176,2021: +76.83%,2022: -78.34%,-78.34
SMA50_200_RSI45_U100T0_SHY_C2_noBC_VIX35,50,200,45,100,0,SHY,2,False,35,-44.37,-9.32,-0.0635,-0.054,-78.73,-0.1184,101,2024: +32.88%,2022: -69.30%,-69.3
SMA100_200_RSI50_U100T0_CASH_C2_noBC_VIX35,100,200,50,100,0,CASH,2,False,35,-41.36,-8.52,-0.067,-0.0454,-70.3,-0.1212,115,2020: +20.91%,2022: -60.04%,-60.04
SMA50_200_RSI45_U100T0_SHY_C0_noBC_VIX35,50,200,45,100,0,SHY,0,False,35,-45.24,-9.56,-0.0709,-0.0603,-78.73,-0.1214,100,2024: +32.88%,2022: -69.30%,-69.3
SMA100_200_RSI45_U75T25_TLT_C2_noBC_VIX35,100,200,45,75,25,TLT,2,False,35,-50.52,-11.08,-0.0714,-0.0644,-80.91,-0.1369,214,2023: +56.17%,2022: -76.53%,-76.53
SMA100_200_RSI45_U75T25_TLT_C2_noBC,100,200,45,75,25,TLT,2,False,False,-51.05,-11.24,-0.0742,-0.0674,-81.34,-0.1382,208,2023: +56.17%,2022: -77.05%,-77.05
SMA100_200_RSI50_U100T0_CASH_C0_noBC_VIX35,100,200,50,100,0,CASH,0,False,35,-42.45,-8.81,-0.0766,-0.052,-70.3,-0.1253,115,2020: +18.65%,2022: -60.04%,-60.04
SMA100_200_RSI45_U75T25_TLT_C0_noBC_VIX35,100,200,45,75,25,TLT,0,False,35,-51.26,-11.3,-0.0778,-0.0702,-80.91,-0.1397,213,2023: +56.17%,2022: -76.53%,-76.53
SMA100_200_RSI45_U75T25_TLT_C0_noBC,100,200,45,75,25,TLT,0,False,False,-51.79,-11.46,-0.0806,-0.0732,-81.34,-0.1409,207,2023: +56.17%,2022: -77.05%,-77.05
SMA100_200_RSI50_U100T0_SHY_C2_noBC_VIX35,100,200,50,100,0,SHY,2,False,35,-43.0,-8.95,-0.0811,-0.0664,-71.21,-0.1257,125,2020: +20.24%,2022: -61.41%,-61.41
SMA50_200_RSI45_U75T25_TLT_C2_BC_VIX35,50,200,45,75,25,TLT,2,True,35,-53.08,-11.86,-0.086,-0.0778,-81.87,-0.1449,217,2024: +52.24%,2022: -78.17%,-78.17
SMA100_200_RSI50_U100T0_SHY_C0_noBC_VIX35,100,200,50,100,0,SHY,0,False,35,-43.89,-9.19,-0.089,-0.0729,-71.21,-0.1291,124,2023: +19.22%,2022: -61.41%,-61.41
SMA100_200_RSI50_U75T25_CASH_C2_noBC,100,200,50,75,25,CASH,2,False,False,-46.11,-9.8,-0.0897,-0.0618,-73.61,-0.1332,229,2020: +26.36%,2022: -62.44%,-62.44
SMA100_200_RSI50_U75T25_SHY_C2_noBC,100,200,50,75,25,SHY,2,False,False,-46.41,-9.89,-0.0919,-0.0764,-74.35,-0.133,230,2020: +25.97%,2022: -63.61%,-63.61
SMA50_200_RSI45_U75T25_TLT_C0_BC_VIX35,50,200,45,75,25,TLT,0,True,35,-53.79,-12.08,-0.0923,-0.0835,-81.87,-0.1476,216,2024: +52.24%,2022: -78.17%,-78.17
SMA50_200_RSI45_U75T25_CASH_C2_noBC,50,200,45,75,25,CASH,2,False,False,-51.88,-11.49,-0.0985,-0.0725,-79.42,-0.1447,208,2024: +34.21%,2022: -69.85%,-69.85
SMA50_200_RSI50_U75T25_TLT_C2_BC_VIX35,50,200,50,75,25,TLT,2,True,35,-50.83,-11.17,-0.0998,-0.0895,-79.33,-0.1408,241,2024: +42.42%,2022: -74.78%,-74.78
SMA100_200_RSI50_U75T25_CASH_C0_noBC,100,200,50,75,25,CASH,0,False,False,-47.29,-10.13,-0.1003,-0.0693,-73.61,-0.1377,229,2020: +23.60%,2022: -62.44%,-62.44
SMA100_200_RSI50_U75T25_SHY_C0_noBC,100,200,50,75,25,SHY,0,False,False,-47.42,-10.17,-0.101,-0.084,-74.35,-0.1368,229,2020: +23.60%,2022: -63.61%,-63.61
SMA50_200_RSI40_U75T25_TLT_C2_noBC_VIX35,50,200,40,75,25,TLT,2,False,35,-56.64,-13.01,-0.1016,-0.0938,-80.78,-0.1611,183,2021: +68.49%,2022: -77.71%,-77.71
SMA50_200_RSI45_U75T25_SHY_C2_noBC,50,200,45,75,25,SHY,2,False,False,-52.72,-11.75,-0.1059,-0.0902,-80.01,-0.1468,209,2024: +34.91%,2022: -71.11%,-71.11
SMA50_200_RSI50_U75T25_TLT_C0_BC_VIX35,50,200,50,75,25,TLT,0,True,35,-51.57,-11.39,-0.1066,-0.0956,-79.33,-0.1436,240,2024: +42.42%,2022: -74.78%,-74.78
SMA50_200_RSI40_U75T25_TLT_C0_noBC_VIX35,50,200,40,75,25,TLT,0,False,35,-57.28,-13.23,-0.1077,-0.0995,-80.78,-0.1638,182,2021: +68.49%,2022: -77.71%,-77.71
SMA50_200_RSI45_U75T25_CASH_C0_noBC,50,200,45,75,25,CASH,0,False,False,-52.93,-11.82,-0.1081,-0.0798,-79.42,-0.1488,208,2024: +34.21%,2022: -69.85%,-69.85
SMA50_200_RSI45_U75T25_SHY_C0_noBC,50,200,45,75,25,SHY,0,False,False,-53.61,-12.03,-0.1142,-0.0973,-80.01,-0.1503,208,2024: +34.91%,2022: -71.11%,-71.11
SMA50_200_RSI50_U100T0_CASH_C2_noBC,50,200,50,100,0,CASH,2,False,False,-47.12,-10.08,-0.119,-0.0813,-73.42,-0.1374,115,2020: +26.46%,2022: -59.43%,-59.43
SMA100_200_RSI50_U75T25_CASH_C2_noBC_VIX35,100,200,50,75,25,CASH,2,False,35,-49.44,-10.76,-0.1222,-0.084,-73.61,-0.1461,229,2023: +20.98%,2022: -62.44%,-62.44
SMA50_200_RSI45_U75T25_CASH_C2_noBC_VIX35,50,200,45,75,25,CASH,2,False,35,-54.85,-12.43,-0.1281,-0.0941,-79.42,-0.1565,208,2024: +34.21%,2022: -69.85%,-69.85
SMA50_200_RSI50_U100T0_SHY_C2_noBC,50,200,50,100,0,SHY,2,False,False,-48.14,-10.38,-0.1284,-0.1057,-74.33,-0.1396,116,2020: +26.07%,2022: -61.17%,-61.17
SMA50_200_RSI50_U100T0_CASH_C0_noBC,50,200,50,100,0,CASH,0,False,False,-48.1,-10.37,-0.1285,-0.0879,-73.42,-0.1412,115,2020: +24.10%,2022: -59.43%,-59.43
SMA100_200_RSI50_U75T25_CASH_C0_noBC_VIX35,100,200,50,75,25,CASH,0,False,35,-50.55,-11.08,-0.1329,-0.0915,-73.61,-0.1506,229,2023: +20.98%,2022: -62.44%,-62.44
SMA100_200_RSI50_U75T25_SHY_C2_noBC_VIX35,100,200,50,75,25,SHY,2,False,35,-50.86,-11.18,-0.1356,-0.1123,-74.42,-0.1502,239,2023: +22.42%,2022: -63.73%,-63.73
SMA50_200_RSI50_U100T0_SHY_C0_noBC,50,200,50,100,0,SHY,0,False,False,-48.95,-10.61,-0.1363,-0.1122,-74.33,-0.1428,115,2020: +24.10%,2022: -61.17%,-61.17
SMA50_200_RSI45_U75T25_CASH_C0_noBC_VIX35,50,200,45,75,25,CASH,0,False,35,-55.84,-12.75,-0.1378,-0.1014,-79.42,-0.1605,208,2024: +34.21%,2022: -69.85%,-69.85
SMA50_200_RSI50_U100T0_CASH_C2_noBC_VIX35,50,200,50,100,0,CASH,2,False,35,-49.44,-10.76,-0.1427,-0.0973,-73.42,-0.1465,115,2020: +20.91%,2022: -59.43%,-59.43
SMA50_200_RSI45_U75T25_SHY_C2_noBC_VIX35,50,200,45,75,25,SHY,2,False,35,-56.38,-12.93,-0.143,-0.1213,-80.08,-0.1614,216,2024: +34.35%,2022: -71.21%,-71.21
SMA100_200_RSI50_U75T25_SHY_C0_noBC_VIX35,100,200,50,75,25,SHY,0,False,35,-51.78,-11.46,-0.1447,-0.1199,-74.42,-0.154,238,2023: +22.42%,2022: -63.73%,-63.73
SMA50_200_RSI45_U75T25_SHY_C0_noBC_VIX35,50,200,45,75,25,SHY,0,False,35,-57.2,-13.2,-0.1513,-0.1284,-80.08,-0.1649,215,2024: +34.35%,2022: -71.21%,-71.21
SMA50_200_RSI50_U100T0_CASH_C0_noBC_VIX35,50,200,50,100,0,CASH,0,False,35,-50.38,-11.04,-0.1522,-0.104,-73.42,-0.1503,115,2020: +18.65%,2022: -59.43%,-59.43
SMA100_200_RSI50_U100T0_TLT_C2_noBC_VIX35,100,200,50,100,0,TLT,2,False,35,-53.63,-12.04,-0.1624,-0.1437,-78.76,-0.1528,125,2024: +23.37%,2022: -69.25%,-69.25
SMA50_200_RSI50_U100T0_SHY_C2_noBC_VIX35,50,200,50,100,0,SHY,2,False,35,-51.54,-11.39,-0.1637,-0.1345,-74.4,-0.153,125,2020: +20.24%,2022: -61.29%,-61.29
SMA50_200_RSI45_U100T0_TLT_C2_noBC_VIX35,50,200,45,100,0,TLT,2,False,35,-56.82,-13.07,-0.1643,-0.1482,-83.6,-0.1564,101,2024: +34.77%,2022: -77.57%,-77.57
SMA50_200_RSI50_U75T25_CASH_C2_noBC,50,200,50,75,25,CASH,2,False,False,-53.92,-12.13,-0.1673,-0.1157,-76.08,-0.1594,230,2020: +26.36%,2022: -61.56%,-61.56
SMA100_200_RSI50_U100T0_TLT_C0_noBC_VIX35,100,200,50,100,0,TLT,0,False,35,-54.17,-12.21,-0.1681,-0.1487,-78.76,-0.155,124,2024: +23.37%,2022: -69.25%,-69.25
SMA50_200_RSI45_U100T0_TLT_C0_noBC_VIX35,50,200,45,100,0,TLT,0,False,35,-57.33,-13.25,-0.1696,-0.153,-83.6,-0.1585,100,2024: +34.77%,2022: -77.57%,-77.57
SMA100_200_RSI50_U100T0_TLT_C2_noBC,100,200,50,100,0,TLT,2,False,False,-54.65,-12.36,-0.1715,-0.1526,-79.24,-0.156,116,2024: +22.90%,2022: -69.94%,-69.94
SMA50_200_RSI50_U100T0_SHY_C0_noBC_VIX35,50,200,50,100,0,SHY,0,False,35,-52.29,-11.62,-0.1716,-0.141,-74.4,-0.1561,124,2020: +18.36%,2022: -61.29%,-61.29
SMA50_200_RSI45_U100T0_TLT_C2_noBC,50,200,45,100,0,TLT,2,False,False,-58.03,-13.49,-0.1756,-0.1593,-83.96,-0.1606,94,2024: +34.25%,2022: -78.07%,-78.07
SMA50_200_RSI50_U75T25_SHY_C2_noBC,50,200,50,75,25,SHY,2,False,False,-54.8,-12.41,-0.1762,-0.1465,-76.9,-0.1614,231,2020: +25.97%,2022: -63.20%,-63.2
SMA100_200_RSI50_U100T0_TLT_C0_noBC,100,200,50,100,0,TLT,0,False,False,-55.18,-12.53,-0.1771,-0.1576,-79.24,-0.1582,115,2024: +22.90%,2022: -69.94%,-69.94
SMA50_200_RSI50_U75T25_CASH_C0_noBC,50,200,50,75,25,CASH,0,False,False,-54.92,-12.45,-0.1779,-0.1233,-76.08,-0.1636,230,2020: +23.60%,2022: -61.56%,-61.56
SMA50_200_RSI45_U100T0_TLT_C0_noBC,50,200,45,100,0,TLT,0,False,False,-58.52,-13.66,-0.1809,-0.1641,-83.96,-0.1626,93,2024: +34.25%,2022: -78.07%,-78.07
SMA50_200_RSI50_U75T25_SHY_C0_noBC,50,200,50,75,25,SHY,0,False,False,-55.65,-12.69,-0.1853,-0.1541,-76.9,-0.165,230,2020: +23.60%,2022: -63.20%,-63.2
SMA50_200_RSI50_U75T25_CASH_C2_noBC_VIX35,50,200,50,75,25,CASH,2,False,35,-56.76,-13.06,-0.2002,-0.1381,-76.08,-0.1716,230,2020: +18.56%,2022: -61.56%,-61.56
SMA100_200_RSI50_U75T25_TLT_C2_noBC,100,200,50,75,25,TLT,2,False,False,-60.16,-14.23,-0.2108,-0.1895,-81.43,-0.1748,230,2020: +22.78%,2022: -71.74%,-71.74
SMA50_200_RSI50_U75T25_CASH_C0_noBC_VIX35,50,200,50,75,25,CASH,0,False,35,-57.71,-13.38,-0.2108,-0.1457,-76.08,-0.1758,230,2020: +15.97%,2022: -61.56%,-61.56
SMA100_200_RSI50_U75T25_TLT_C2_noBC_VIX35,100,200,50,75,25,TLT,2,False,35,-60.02,-14.19,-0.2118,-0.1891,-80.89,-0.1754,239,2024: +21.72%,2022: -71.10%,-71.1
SMA100_200_RSI50_U75T25_TLT_C0_noBC,100,200,50,75,25,TLT,0,False,False,-60.75,-14.45,-0.2177,-0.1957,-81.43,-0.1775,229,2024: +21.26%,2022: -71.74%,-71.74
SMA100_200_RSI50_U75T25_TLT_C0_noBC_VIX35,100,200,50,75,25,TLT,0,False,35,-60.62,-14.4,-0.2187,-0.1953,-80.89,-0.178,238,2024: +21.72%,2022: -71.10%,-71.1
SMA50_200_RSI50_U75T25_SHY_C2_noBC_VIX35,50,200,50,75,25,SHY,2,False,35,-58.56,-13.67,-0.2203,-0.1824,-76.96,-0.1776,240,2020: +17.90%,2022: -63.32%,-63.32
SMA50_200_RSI50_U75T25_SHY_C0_noBC_VIX35,50,200,50,75,25,SHY,0,False,35,-59.34,-13.94,-0.2295,-0.19,-76.96,-0.1811,239,2024: +16.34%,2022: -63.32%,-63.32
SMA50_200_RSI45_U75T25_TLT_C2_noBC_VIX35,50,200,45,75,25,TLT,2,False,35,-66.14,-16.53,-0.2356,-0.2113,-84.63,-0.1953,216,2024: +36.25%,2022: -78.96%,-78.96
SMA50_200_RSI45_U75T25_TLT_C2_noBC,50,200,45,75,25,TLT,2,False,False,-66.46,-16.66,-0.2372,-0.2142,-84.98,-0.1961,209,2024: +35.73%,2022: -79.43%,-79.43
SMA50_200_RSI45_U75T25_TLT_C0_noBC_VIX35,50,200,45,75,25,TLT,0,False,35,-66.65,-16.74,-0.2419,-0.2171,-84.63,-0.1978,215,2024: +36.25%,2022: -78.96%,-78.96
SMA50_200_RSI45_U75T25_TLT_C0_noBC,50,200,45,75,25,TLT,0,False,False,-66.96,-16.87,-0.2435,-0.22,-84.98,-0.1986,208,2024: +35.73%,2022: -79.43%,-79.43
SMA50_200_RSI50_U100T0_TLT_C2_noBC_VIX35,50,200,50,100,0,TLT,2,False,35,-61.19,-14.61,-0.2486,-0.219,-81.64,-0.1789,125,2024: +23.37%,2022: -70.81%,-70.81
SMA50_200_RSI50_U100T0_TLT_C0_noBC_VIX35,50,200,50,100,0,TLT,0,False,35,-61.65,-14.78,-0.2542,-0.224,-81.64,-0.181,124,2024: +23.37%,2022: -70.81%,-70.81
SMA50_200_RSI50_U100T0_TLT_C2_noBC,50,200,50,100,0,TLT,2,False,False,-62.05,-14.93,-0.2573,-0.2281,-82.06,-0.1819,116,2024: +22.90%,2022: -71.47%,-71.47
SMA50_200_RSI50_U100T0_TLT_C0_noBC,50,200,50,100,0,TLT,0,False,False,-62.49,-15.09,-0.2629,-0.2331,-82.06,-0.184,115,2024: +22.90%,2022: -71.47%,-71.47
SMA50_200_RSI50_U75T25_TLT_C2_noBC,50,200,50,75,25,TLT,2,False,False,-66.93,-16.86,-0.2987,-0.2668,-83.74,-0.2013,231,2020: +22.78%,2022: -72.97%,-72.97
SMA50_200_RSI50_U75T25_TLT_C2_noBC_VIX35,50,200,50,75,25,TLT,2,False,35,-66.81,-16.81,-0.3001,-0.2662,-83.28,-0.2019,240,2024: +21.72%,2022: -72.35%,-72.35
SMA50_200_RSI50_U75T25_TLT_C0_noBC,50,200,50,75,25,TLT,0,False,False,-67.42,-17.07,-0.3055,-0.273,-83.74,-0.2038,230,2024: +21.26%,2022: -72.97%,-72.97
SMA50_200_RSI50_U75T25_TLT_C0_noBC_VIX35,50,200,50,75,25,TLT,0,False,35,-67.31,-17.02,-0.307,-0.2724,-83.28,-0.2044,239,2024: +21.72%,2022: -72.35%,-72.35
