variant_name,sma_fast,sma_slow,rsi_entry,upro_pct,tqqq_pct,defensive,confirm_days,bull_caution,vix_kill,total_return_pct,cagr_pct,sharpe,sortino,max_dd_pct,calmar,transitions,best_year,worst_year,year_2022_return
SMA100_200_RSI40_U75T25_SHY_C0_noBC,100,200,40,75,25,SHY,0,False,False,-8.43,-1.46,0.2023,0.1794,-71.76,-0.0203,175,2021: +75.68%,2022: -68.78%,-68.78
SMA100_200_RSI40_U100T0_SHY_C2_noBC_VIX35,100,200,40,100,0,SHY,2,False,35,-5.43,-0.93,0.1998,0.1757,-69.29,-0.0134,67,2021: +76.90%,2022: -66.09%,-66.09
SMA50_200_RSI40_U100T0_CASH_C2_noBC,50,200,40,100,0,CASH,2,False,False,-5.6,-0.96,0.1988,0.1563,-73.89,-0.013,59,2021: +85.97%,2022: -67.70%,-67.7
SMA50_200_RSI35_U75T25_CASH_C0_noBC,50,200,35,75,25,CASH,0,False,False,-10.0,-1.74,0.1986,0.1608,-76.56,-0.0228,152,2021: +89.71%,2022: -71.74%,-71.74
SMA50_200_RSI35_U100T0_SHY_C0_noBC_VIX35,50,200,35,100,0,SHY,0,False,35,-6.83,-1.17,0.1972,0.1761,-76.08,-0.0154,42,2021: +92.03%,2022: -70.74%,-70.74
SMA100_200_RSI35_U75T25_TLT_C2_BC_VIX35,100,200,35,75,25,TLT,2,True,35,-12.2,-2.15,0.1968,0.1868,-74.56,-0.0288,158,2021: +83.95%,2022: -72.59%,-72.59
SMA50_200_RSI40_U100T0_TLT_C2_BC,50,200,40,100,0,TLT,2,True,False,-8.37,-1.45,0.1966,0.1874,-78.66,-0.0184,60,2021: +97.36%,2022: -75.49%,-75.49
SMA50_200_RSI50_U100T0_CASH_C0_BC,50,200,50,100,0,CASH,0,True,False,-3.97,-0.67,0.1962,0.155,-69.23,-0.0097,117,2021: +40.50%,2022: -62.34%,-62.34
SMA100_200_RSI40_U100T0_CASH_C0_noBC_VIX35,100,200,40,100,0,CASH,0,False,35,-6.22,-1.07,0.196,0.1531,-69.25,-0.0154,63,2021: +76.82%,2022: -65.30%,-65.3
SMA50_200_RSI35_U75T25_SHY_C2_noBC,50,200,35,75,25,SHY,2,False,False,-10.75,-1.88,0.1953,0.1751,-77.27,-0.0243,153,2021: +89.66%,2022: -72.78%,-72.78
SMA100_200_RSI40_U100T0_SHY_C0_noBC_VIX35,100,200,40,100,0,SHY,0,False,35,-6.91,-1.19,0.1929,0.1697,-69.29,-0.0171,66,2021: +76.90%,2022: -66.09%,-66.09
SMA50_200_RSI40_U100T0_TLT_C0_BC,50,200,40,100,0,TLT,0,True,False,-9.45,-1.64,0.1917,0.1828,-78.66,-0.0209,59,2021: +97.36%,2022: -75.49%,-75.49
SMA50_200_RSI50_U100T0_SHY_C2_BC,50,200,50,100,0,SHY,2,True,False,-4.93,-0.84,0.1915,0.1671,-70.27,-0.012,118,2024: +40.65%,2022: -63.80%,-63.8
SMA100_200_RSI35_U75T25_TLT_C0_BC_VIX35,100,200,35,75,25,TLT,0,True,35,-13.51,-2.39,0.1909,0.1813,-74.56,-0.0321,157,2021: +83.95%,2022: -72.59%,-72.59
SMA50_200_RSI40_U100T0_CASH_C0_noBC,50,200,40,100,0,CASH,0,False,False,-7.36,-1.27,0.1904,0.15,-73.89,-0.0172,59,2021: +85.97%,2022: -67.70%,-67.7
SMA50_200_RSI40_U100T0_SHY_C2_noBC,50,200,40,100,0,SHY,2,False,False,-7.52,-1.3,0.1898,0.168,-74.54,-0.0174,60,2021: +86.06%,2022: -68.90%,-68.9
SMA50_200_RSI40_U100T0_CASH_C2_BC_VIX35,50,200,40,100,0,CASH,2,True,35,-8.06,-1.39,0.1895,0.1528,-72.9,-0.0191,64,2021: +87.00%,2022: -67.63%,-67.63
SMA50_200_RSI35_U75T25_SHY_C0_noBC,50,200,35,75,25,SHY,0,False,False,-12.43,-2.19,0.1876,0.1683,-77.27,-0.0283,152,2021: +89.66%,2022: -72.78%,-72.78
SMA100_200_RSI40_U100T0_TLT_C2_noBC,100,200,40,100,0,TLT,2,False,False,-9.61,-1.67,0.1865,0.1758,-74.38,-0.0225,60,2021: +87.28%,2022: -72.44%,-72.44
SMA50_200_RSI50_U100T0_SHY_C0_BC,50,200,50,100,0,SHY,0,True,False,-6.41,-1.1,0.1841,0.1607,-70.27,-0.0156,117,2024: +40.65%,2022: -63.80%,-63.8
SMA50_200_RSI40_U100T0_SHY_C0_noBC,50,200,40,100,0,SHY,0,False,False,-8.97,-1.56,0.1828,0.1619,-74.54,-0.0209,59,2021: +86.06%,2022: -68.90%,-68.9
SMA100_200_RSI40_U100T0_TLT_C0_noBC,100,200,40,100,0,TLT,0,False,False,-10.67,-1.87,0.1815,0.1712,-74.38,-0.0251,59,2021: +87.28%,2022: -72.44%,-72.44
SMA50_200_RSI40_U100T0_CASH_C0_BC_VIX35,50,200,40,100,0,CASH,0,True,35,-9.78,-1.7,0.1813,0.1463,-72.9,-0.0234,64,2021: +87.00%,2022: -67.63%,-67.63
SMA100_200_RSI40_U75T25_CASH_C2_BC_VIX35,100,200,40,75,25,CASH,2,True,35,-13.41,-2.37,0.1812,0.1459,-71.69,-0.0331,182,2021: +76.95%,2022: -67.21%,-67.21
SMA100_200_RSI35_U75T25_TLT_C2_noBC_VIX35,100,200,35,75,25,TLT,2,False,35,-15.47,-2.77,0.1803,0.1707,-75.16,-0.0368,158,2021: +81.94%,2022: -73.22%,-73.22
SMA100_200_RSI50_U75T25_TLT_C2_BC,100,200,50,75,25,TLT,2,True,False,-10.41,-1.82,0.1783,0.1655,-74.27,-0.0245,232,2024: +41.46%,2022: -70.41%,-70.41
SMA100_200_RSI40_U75T25_SHY_C2_BC_VIX35,100,200,40,75,25,SHY,2,True,35,-14.24,-2.53,0.1774,0.1573,-71.72,-0.0353,183,2021: +76.99%,2022: -67.94%,-67.94
SMA100_200_RSI50_U100T0_CASH_C2_BC_VIX35,100,200,50,100,0,CASH,2,True,35,-7.64,-1.32,0.1745,0.1338,-66.17,-0.0199,126,2024: +40.48%,2022: -61.70%,-61.7
SMA100_200_RSI35_U75T25_TLT_C0_noBC_VIX35,100,200,35,75,25,TLT,0,False,35,-16.73,-3.01,0.1744,0.1652,-75.16,-0.04,157,2021: +81.94%,2022: -73.22%,-73.22
SMA50_200_RSI40_U100T0_SHY_C2_BC_VIX35,50,200,40,100,0,SHY,2,True,35,-11.37,-1.99,0.1736,0.1538,-73.67,-0.0271,66,2021: +87.04%,2022: -68.76%,-68.76
SMA100_200_RSI40_U75T25_CASH_C0_BC_VIX35,100,200,40,75,25,CASH,0,True,35,-15.3,-2.73,0.1722,0.1389,-71.69,-0.0381,182,2021: +76.95%,2022: -67.21%,-67.21
SMA100_200_RSI50_U75T25_TLT_C0_BC,100,200,50,75,25,TLT,0,True,False,-11.75,-2.06,0.1717,0.1595,-74.27,-0.0278,231,2024: +41.46%,2022: -70.41%,-70.41
SMA100_200_RSI40_U75T25_SHY_C0_BC_VIX35,100,200,40,75,25,SHY,0,True,35,-15.85,-2.84,0.1697,0.1505,-71.72,-0.0396,182,2021: +76.99%,2022: -67.94%,-67.94
SMA100_200_RSI45_U100T0_TLT_C2_BC_VIX35,100,200,45,100,0,TLT,2,True,35,-11.43,-2.01,0.1695,0.1555,-75.05,-0.0267,100,2023: +57.77%,2022: -72.14%,-72.14
SMA50_200_RSI40_U100T0_SHY_C0_BC_VIX35,50,200,40,100,0,SHY,0,True,35,-12.75,-2.25,0.1667,0.1478,-73.67,-0.0305,65,2021: +87.04%,2022: -68.76%,-68.76
SMA100_200_RSI50_U100T0_SHY_C2_BC_VIX35,100,200,50,100,0,SHY,2,True,35,-9.34,-1.62,0.1658,0.141,-66.54,-0.0244,127,2024: +41.03%,2022: -62.77%,-62.77
SMA100_200_RSI50_U100T0_CASH_C0_BC_VIX35,100,200,50,100,0,CASH,0,True,35,-9.37,-1.63,0.1655,0.127,-66.17,-0.0246,126,2024: +40.48%,2022: -61.70%,-61.7
SMA100_200_RSI45_U100T0_TLT_C0_BC_VIX35,100,200,45,100,0,TLT,0,True,35,-12.47,-2.2,0.1643,0.1508,-75.05,-0.0293,99,2023: +57.77%,2022: -72.14%,-72.14
SMA50_200_RSI35_U75T25_TLT_C2_BC,50,200,35,75,25,TLT,2,True,False,-20.55,-3.77,0.1592,0.1526,-80.58,-0.0467,153,2021: +93.05%,2022: -77.70%,-77.7
SMA100_200_RSI50_U100T0_SHY_C0_BC_VIX35,100,200,50,100,0,SHY,0,True,35,-10.76,-1.88,0.1583,0.1347,-66.54,-0.0283,126,2024: +41.03%,2022: -62.77%,-62.77
SMA50_200_RSI35_U75T25_TLT_C0_BC,50,200,35,75,25,TLT,0,True,False,-21.74,-4.01,0.1534,0.1471,-80.58,-0.0497,152,2021: +93.05%,2022: -77.70%,-77.7
SMA50_200_RSI45_U75T25_CASH_C2_BC,50,200,45,75,25,CASH,2,True,False,-17.64,-3.19,0.1515,0.1214,-75.39,-0.0423,209,2021: +52.56%,2022: -68.62%,-68.62
SMA100_200_RSI45_U75T25_CASH_C2_BC_VIX35,100,200,45,75,25,CASH,2,True,35,-17.4,-3.14,0.1493,0.117,-71.74,-0.0438,213,2023: +59.63%,2022: -67.99%,-67.99
SMA50_200_RSI50_U75T25_CASH_C2_BC,50,200,50,75,25,CASH,2,True,False,-14.7,-2.62,0.149,0.1186,-71.19,-0.0368,232,2024: +37.95%,2022: -64.31%,-64.31
SMA100_200_RSI45_U75T25_SHY_C2_BC_VIX35,100,200,45,75,25,SHY,2,True,35,-18.53,-3.36,0.1436,0.1244,-71.95,-0.0467,214,2023: +61.80%,2022: -68.92%,-68.92
SMA50_200_RSI45_U75T25_CASH_C0_BC,50,200,45,75,25,CASH,0,True,False,-19.44,-3.54,0.1422,0.1141,-75.39,-0.047,209,2021: +52.56%,2022: -68.62%,-68.62
SMA50_200_RSI35_U75T25_CASH_C2_BC_VIX35,50,200,35,75,25,CASH,2,True,35,-21.95,-4.05,0.142,0.1159,-75.51,-0.0536,158,2021: +83.37%,2022: -70.80%,-70.8
SMA100_200_RSI45_U75T25_CASH_C0_BC_VIX35,100,200,45,75,25,CASH,0,True,35,-19.21,-3.5,0.1398,0.1098,-71.74,-0.0487,213,2023: +59.63%,2022: -67.99%,-67.99
SMA50_200_RSI45_U75T25_SHY_C2_BC,50,200,45,75,25,SHY,2,True,False,-19.93,-3.64,0.1397,0.1232,-76.16,-0.0478,210,2021: +52.09%,2022: -69.82%,-69.82
SMA50_200_RSI50_U75T25_CASH_C0_BC,50,200,50,75,25,CASH,0,True,False,-16.57,-2.98,0.139,0.1108,-71.19,-0.0418,232,2024: +37.95%,2022: -64.31%,-64.31
SMA50_200_RSI50_U75T25_SHY_C2_BC,50,200,50,75,25,SHY,2,True,False,-17.13,-3.09,0.1359,0.1194,-72.2,-0.0427,233,2024: +38.79%,2022: -65.70%,-65.7
SMA100_200_RSI45_U75T25_SHY_C0_BC_VIX35,100,200,45,75,25,SHY,0,True,35,-20.06,-3.67,0.1355,0.1174,-71.95,-0.051,213,2023: +61.80%,2022: -68.92%,-68.92
SMA50_200_RSI35_U100T0_TLT_C2_noBC,50,200,35,100,0,TLT,2,False,False,-20.55,-3.77,0.1354,0.1282,-81.8,-0.046,36,2021: +103.33%,2022: -77.77%,-77.77
SMA50_200_RSI35_U75T25_CASH_C0_BC_VIX35,50,200,35,75,25,CASH,0,True,35,-23.65,-4.4,0.1332,0.1088,-75.51,-0.0583,158,2021: +83.37%,2022: -70.80%,-70.8
SMA50_200_RSI45_U75T25_SHY_C0_BC,50,200,45,75,25,SHY,0,True,False,-21.43,-3.94,0.1317,0.1162,-76.16,-0.0518,209,2021: +52.09%,2022: -69.82%,-69.82
SMA50_200_RSI35_U100T0_TLT_C0_noBC,50,200,35,100,0,TLT,0,False,False,-21.48,-3.96,0.1304,0.1236,-81.8,-0.0484,35,2021: +103.33%,2022: -77.77%,-77.77
SMA50_200_RSI35_U75T25_CASH_C2_noBC_VIX35,50,200,35,75,25,CASH,2,False,35,-24.07,-4.49,0.1282,0.103,-76.56,-0.0587,156,2021: +80.76%,2022: -71.74%,-71.74
SMA50_200_RSI50_U75T25_SHY_C0_BC,50,200,50,75,25,SHY,0,True,False,-18.69,-3.39,0.1274,0.1119,-72.2,-0.047,232,2024: +38.79%,2022: -65.70%,-65.7
SMA50_200_RSI40_U100T0_CASH_C2_noBC_VIX35,50,200,40,100,0,CASH,2,False,35,-19.56,-3.57,0.1265,0.099,-73.89,-0.0483,61,2021: +76.82%,2022: -67.70%,-67.7
SMA50_200_RSI35_U75T25_SHY_C2_BC_VIX35,50,200,35,75,25,SHY,2,True,35,-25.02,-4.69,0.1259,0.1126,-76.24,-0.0615,160,2021: +83.35%,2022: -71.81%,-71.81
SMA100_200_RSI45_U100T0_CASH_C2_noBC,100,200,45,100,0,CASH,2,False,False,-17.68,-3.2,0.1224,0.0898,-71.24,-0.0448,93,2023: +50.62%,2022: -67.28%,-67.28
SMA100_200_RSI45_U100T0_SHY_C2_noBC,100,200,45,100,0,SHY,2,False,False,-18.23,-3.3,0.1195,0.1016,-71.91,-0.0459,94,2023: +53.25%,2022: -68.36%,-68.36
SMA50_200_RSI35_U75T25_CASH_C0_noBC_VIX35,50,200,35,75,25,CASH,0,False,35,-25.73,-4.84,0.1192,0.0959,-76.56,-0.0633,156,2021: +80.76%,2022: -71.74%,-71.74
SMA50_200_RSI35_U75T25_SHY_C0_BC_VIX35,50,200,35,75,25,SHY,0,True,35,-26.43,-4.99,0.1183,0.1058,-76.24,-0.0655,159,2021: +83.35%,2022: -71.81%,-71.81
SMA50_200_RSI40_U100T0_CASH_C0_noBC_VIX35,50,200,40,100,0,CASH,0,False,35,-21.06,-3.87,0.1182,0.0926,-73.89,-0.0524,61,2021: +76.82%,2022: -67.70%,-67.7
SMA100_200_RSI40_U75T25_TLT_C2_BC_VIX35,100,200,40,75,25,TLT,2,True,35,-27.07,-5.13,0.1172,0.1095,-74.84,-0.0686,183,2021: +77.57%,2022: -72.88%,-72.88
SMA100_200_RSI40_U100T0_TLT_C2_noBC_VIX35,100,200,40,100,0,TLT,2,False,35,-22.97,-4.26,0.1159,0.108,-73.63,-0.0579,67,2021: +78.06%,2022: -71.64%,-71.64
SMA50_200_RSI40_U100T0_SHY_C2_noBC_VIX35,50,200,40,100,0,SHY,2,False,35,-21.89,-4.04,0.1136,0.0999,-74.47,-0.0542,66,2021: +76.90%,2022: -68.81%,-68.81
SMA100_200_RSI45_U100T0_CASH_C0_noBC,100,200,45,100,0,CASH,0,False,False,-19.22,-3.5,0.1135,0.0834,-71.24,-0.0491,93,2023: +50.62%,2022: -67.28%,-67.28
SMA100_200_RSI50_U75T25_CASH_C2_BC_VIX35,100,200,50,75,25,CASH,2,True,35,-20.35,-3.73,0.1135,0.088,-68.52,-0.0544,240,2023: +40.49%,2022: -63.99%,-63.99
SMA50_200_RSI35_U75T25_SHY_C2_noBC_VIX35,50,200,35,75,25,SHY,2,False,35,-26.8,-5.07,0.1134,0.1009,-77.21,-0.0657,160,2021: +80.72%,2022: -72.70%,-72.7
SMA100_200_RSI45_U100T0_SHY_C0_noBC,100,200,45,100,0,SHY,0,False,False,-19.51,-3.56,0.1121,0.0953,-71.91,-0.0495,93,2023: +53.25%,2022: -68.36%,-68.36
SMA100_200_RSI40_U75T25_TLT_C0_BC_VIX35,100,200,40,75,25,TLT,0,True,35,-28.16,-5.37,0.1113,0.1039,-74.84,-0.0717,182,2021: +77.57%,2022: -72.88%,-72.88
SMA100_200_RSI40_U100T0_TLT_C0_noBC_VIX35,100,200,40,100,0,TLT,0,False,35,-23.88,-4.45,0.1108,0.1034,-73.63,-0.0604,66,2021: +78.06%,2022: -71.64%,-71.64
SMA50_200_RSI45_U100T0_CASH_C2_BC_VIX35,50,200,45,100,0,CASH,2,True,35,-21.17,-3.89,0.1102,0.0867,-74.45,-0.0523,100,2021: +54.88%,2022: -67.66%,-67.66
SMA50_200_RSI40_U75T25_TLT_C2_BC,50,200,40,75,25,TLT,2,True,False,-29.14,-5.59,0.1088,0.103,-79.68,-0.0701,177,2021: +86.35%,2022: -77.23%,-77.23
SMA50_200_RSI45_U100T0_TLT_C2_BC,50,200,45,100,0,TLT,2,True,False,-23.76,-4.43,0.1073,0.0998,-80.07,-0.0553,95,2021: +57.11%,2022: -76.18%,-76.18
SMA50_200_RSI35_U100T0_TLT_C2_BC_VIX35,50,200,35,100,0,TLT,2,True,35,-25.84,-4.87,0.1068,0.1006,-80.0,-0.0608,43,2021: +95.46%,2022: -76.57%,-76.57
SMA50_200_RSI40_U100T0_SHY_C0_noBC_VIX35,50,200,40,100,0,SHY,0,False,35,-23.11,-4.29,0.1066,0.0938,-74.47,-0.0576,65,2021: +76.90%,2022: -68.81%,-68.81
SMA50_200_RSI35_U75T25_SHY_C0_noBC_VIX35,50,200,35,75,25,SHY,0,False,35,-28.18,-5.37,0.1057,0.0941,-77.21,-0.0696,159,2021: +80.72%,2022: -72.70%,-72.7
SMA50_200_RSI40_U75T25_CASH_C2_noBC,50,200,40,75,25,CASH,2,False,False,-27.03,-5.12,0.1054,0.0827,-75.14,-0.0682,176,2021: +75.59%,2022: -69.99%,-69.99
SMA100_200_RSI50_U75T25_SHY_C2_BC_VIX35,100,200,50,75,25,SHY,2,True,35,-21.82,-4.02,0.1051,0.0903,-68.86,-0.0584,241,2023: +42.02%,2022: -65.00%,-65.0
SMA100_200_RSI50_U75T25_CASH_C0_BC_VIX35,100,200,50,75,25,CASH,0,True,35,-22.09,-4.08,0.1033,0.0802,-68.52,-0.0595,240,2023: +40.49%,2022: -63.99%,-63.99
SMA50_200_RSI40_U75T25_TLT_C0_BC,50,200,40,75,25,TLT,0,True,False,-30.2,-5.82,0.1029,0.0975,-79.68,-0.0731,176,2021: +86.35%,2022: -77.23%,-77.23
SMA50_200_RSI45_U100T0_TLT_C0_BC,50,200,45,100,0,TLT,0,True,False,-24.66,-4.61,0.1022,0.0951,-80.07,-0.0576,94,2021: +57.11%,2022: -76.18%,-76.18
SMA50_200_RSI35_U100T0_TLT_C0_BC_VIX35,50,200,35,100,0,TLT,0,True,35,-26.71,-5.05,0.1019,0.096,-80.0,-0.0632,42,2021: +95.46%,2022: -76.57%,-76.57
SMA100_200_RSI40_U75T25_CASH_C2_noBC_VIX35,100,200,40,75,25,CASH,2,False,35,-27.83,-5.3,0.1018,0.0796,-71.65,-0.0739,179,2021: +67.32%,2022: -67.97%,-67.97
SMA50_200_RSI45_U100T0_CASH_C0_BC_VIX35,50,200,45,100,0,CASH,0,True,35,-22.64,-4.19,0.1016,0.08,-74.45,-0.0563,100,2021: +54.88%,2022: -67.66%,-67.66
SMA100_200_RSI40_U75T25_SHY_C2_noBC_VIX35,100,200,40,75,25,SHY,2,False,35,-28.58,-5.46,0.0977,0.0858,-71.68,-0.0762,183,2021: +67.39%,2022: -68.70%,-68.7
SMA50_200_RSI40_U75T25_SHY_C2_noBC,50,200,40,75,25,SHY,2,False,False,-28.51,-5.45,0.097,0.0856,-75.75,-0.0719,177,2021: +75.68%,2022: -71.11%,-71.11
SMA100_200_RSI50_U100T0_TLT_C2_BC_VIX35,100,200,50,100,0,TLT,2,True,35,-22.8,-4.23,0.0965,0.0866,-72.76,-0.0581,127,2024: +44.33%,2022: -69.24%,-69.24
SMA100_200_RSI50_U75T25_SHY_C0_BC_VIX35,100,200,50,75,25,SHY,0,True,35,-23.29,-4.33,0.0964,0.0828,-68.86,-0.0628,240,2023: +42.02%,2022: -65.00%,-65.0
SMA50_200_RSI40_U75T25_CASH_C0_noBC,50,200,40,75,25,CASH,0,False,False,-28.62,-5.47,0.0963,0.0756,-75.14,-0.0728,176,2021: +75.59%,2022: -69.99%,-69.99
SMA100_200_RSI40_U75T25_TLT_C2_noBC,100,200,40,75,25,TLT,2,False,False,-30.71,-5.94,0.095,0.0893,-76.4,-0.0777,176,2021: +76.83%,2022: -74.56%,-74.56
SMA100_200_RSI40_U75T25_CASH_C0_noBC_VIX35,100,200,40,75,25,CASH,0,False,35,-29.41,-5.65,0.0927,0.0725,-71.65,-0.0788,179,2021: +67.32%,2022: -67.97%,-67.97
SMA50_200_RSI45_U100T0_SHY_C2_BC_VIX35,50,200,45,100,0,SHY,2,True,35,-24.2,-4.52,0.0925,0.0801,-75.29,-0.06,102,2021: +54.45%,2022: -68.96%,-68.96
SMA100_200_RSI45_U100T0_CASH_C2_noBC_VIX35,100,200,45,100,0,CASH,2,False,35,-22.68,-4.2,0.0923,0.0676,-71.24,-0.059,93,2023: +50.62%,2022: -67.28%,-67.28
SMA50_200_RSI40_U75T25_CASH_C2_BC_VIX35,50,200,40,75,25,CASH,2,True,35,-30.02,-5.78,0.0911,0.0733,-74.38,-0.0777,181,2021: +76.95%,2022: -69.93%,-69.93
SMA100_200_RSI50_U100T0_TLT_C0_BC_VIX35,100,200,50,100,0,TLT,0,True,35,-23.71,-4.41,0.091,0.0817,-72.76,-0.0607,126,2024: +44.33%,2022: -69.24%,-69.24
SMA100_200_RSI40_U75T25_SHY_C0_noBC_VIX35,100,200,40,75,25,SHY,0,False,35,-29.93,-5.76,0.0899,0.079,-71.68,-0.0804,182,2021: +67.39%,2022: -68.70%,-68.7
SMA50_200_RSI40_U75T25_SHY_C0_noBC,50,200,40,75,25,SHY,0,False,False,-29.86,-5.75,0.0892,0.0787,-75.75,-0.0758,176,2021: +75.68%,2022: -71.11%,-71.11
SMA100_200_RSI40_U75T25_TLT_C0_noBC,100,200,40,75,25,TLT,0,False,False,-31.75,-6.17,0.089,0.0837,-76.4,-0.0808,175,2021: +76.83%,2022: -74.56%,-74.56
SMA50_200_RSI45_U100T0_SHY_C0_BC_VIX35,50,200,45,100,0,SHY,0,True,35,-25.38,-4.77,0.0853,0.0739,-75.29,-0.0633,101,2021: +54.45%,2022: -68.96%,-68.96
SMA100_200_RSI45_U75T25_TLT_C2_BC_VIX35,100,200,45,75,25,TLT,2,True,35,-30.07,-5.79,0.0848,0.0774,-77.16,-0.0751,214,2023: +63.12%,2022: -74.21%,-74.21
SMA100_200_RSI45_U100T0_SHY_C2_noBC_VIX35,100,200,45,100,0,SHY,2,False,35,-24.1,-4.5,0.0837,0.071,-72.01,-0.0625,100,2023: +53.25%,2022: -68.46%,-68.46
SMA100_200_RSI45_U100T0_CASH_C0_noBC_VIX35,100,200,45,100,0,CASH,0,False,35,-24.13,-4.5,0.0834,0.0611,-71.24,-0.0632,93,2023: +50.62%,2022: -67.28%,-67.28
SMA50_200_RSI40_U75T25_CASH_C0_BC_VIX35,50,200,40,75,25,CASH,0,True,35,-31.55,-6.13,0.082,0.0661,-74.38,-0.0824,181,2021: +76.95%,2022: -69.93%,-69.93
SMA50_200_RSI50_U100T0_TLT_C2_BC,50,200,50,100,0,TLT,2,True,False,-26.51,-5.01,0.0787,0.0719,-77.58,-0.0646,118,2024: +43.37%,2022: -72.77%,-72.77
SMA100_200_RSI45_U75T25_TLT_C0_BC_VIX35,100,200,45,75,25,TLT,0,True,35,-31.12,-6.03,0.0785,0.0717,-77.16,-0.0782,213,2023: +63.12%,2022: -74.21%,-74.21
SMA50_200_RSI35_U100T0_TLT_C2_noBC_VIX35,50,200,35,100,0,TLT,2,False,35,-30.6,-5.91,0.0764,0.0718,-81.27,-0.0728,43,2021: +93.32%,2022: -77.12%,-77.12
SMA100_200_RSI45_U100T0_SHY_C0_noBC_VIX35,100,200,45,100,0,SHY,0,False,35,-25.29,-4.75,0.0763,0.0647,-72.01,-0.0659,99,2023: +53.25%,2022: -68.46%,-68.46
SMA50_200_RSI40_U75T25_SHY_C2_BC_VIX35,50,200,40,75,25,SHY,2,True,35,-32.53,-6.36,0.0762,0.0673,-75.06,-0.0847,183,2021: +76.99%,2022: -70.98%,-70.98
SMA50_200_RSI50_U100T0_TLT_C0_BC,50,200,50,100,0,TLT,0,True,False,-27.38,-5.2,0.0733,0.067,-77.58,-0.067,117,2024: +43.37%,2022: -72.77%,-72.77
SMA50_200_RSI50_U100T0_CASH_C2_BC_VIX35,50,200,50,100,0,CASH,2,True,35,-25.11,-4.71,0.0727,0.0559,-70.26,-0.067,124,2024: +40.48%,2022: -63.60%,-63.6
SMA50_200_RSI35_U100T0_TLT_C0_noBC_VIX35,50,200,35,100,0,TLT,0,False,35,-31.42,-6.1,0.0714,0.0671,-81.27,-0.075,42,2021: +93.32%,2022: -77.12%,-77.12
SMA50_200_RSI40_U75T25_SHY_C0_BC_VIX35,50,200,40,75,25,SHY,0,True,35,-33.8,-6.65,0.0684,0.0604,-75.06,-0.0886,182,2021: +76.99%,2022: -70.98%,-70.98
SMA50_200_RSI50_U100T0_CASH_C0_BC_VIX35,50,200,50,100,0,CASH,0,True,35,-26.51,-5.01,0.0636,0.049,-70.26,-0.0713,124,2024: +40.48%,2022: -63.60%,-63.6
SMA50_200_RSI40_U100T0_TLT_C2_BC_VIX35,50,200,40,100,0,TLT,2,True,35,-32.38,-6.32,0.0621,0.0578,-79.08,-0.0799,66,2021: +87.65%,2022: -75.97%,-75.97
SMA50_200_RSI40_U100T0_TLT_C0_BC_VIX35,50,200,40,100,0,TLT,0,True,35,-33.17,-6.5,0.0571,0.0532,-79.08,-0.0822,65,2021: +87.65%,2022: -75.97%,-75.97
SMA50_200_RSI35_U75T25_TLT_C2_noBC,50,200,35,75,25,TLT,2,False,False,-38.41,-7.77,0.0527,0.0497,-82.42,-0.0943,153,2021: +90.94%,2022: -79.26%,-79.26
SMA50_200_RSI50_U100T0_SHY_C2_BC_VIX35,50,200,50,100,0,SHY,2,True,35,-28.26,-5.39,0.0521,0.0443,-71.31,-0.0756,126,2024: +41.03%,2022: -65.07%,-65.07
SMA50_200_RSI35_U75T25_TLT_C0_noBC,50,200,35,75,25,TLT,0,False,False,-39.33,-8.0,0.0468,0.0441,-82.42,-0.0971,152,2021: +90.94%,2022: -79.26%,-79.26
SMA50_200_RSI50_U100T0_SHY_C0_BC_VIX35,50,200,50,100,0,SHY,0,True,35,-29.38,-5.64,0.0446,0.0379,-71.31,-0.0791,125,2024: +41.03%,2022: -65.07%,-65.07
SMA100_200_RSI45_U75T25_CASH_C2_noBC,100,200,45,75,25,CASH,2,False,False,-33.96,-6.69,0.0431,0.0317,-73.55,-0.0909,207,2023: +55.72%,2022: -69.72%,-69.72
SMA100_200_RSI45_U75T25_SHY_C2_noBC,100,200,45,75,25,SHY,2,False,False,-34.4,-6.79,0.0404,0.0344,-74.29,-0.0914,208,2023: +58.44%,2022: -70.72%,-70.72
SMA100_200_RSI50_U75T25_TLT_C2_BC_VIX35,100,200,50,75,25,TLT,2,True,35,-33.43,-6.56,0.04,0.0362,-74.85,-0.0877,241,2024: +42.42%,2022: -71.08%,-71.08
SMA100_200_RSI45_U75T25_CASH_C0_noBC,100,200,45,75,25,CASH,0,False,False,-35.4,-7.03,0.0334,0.0246,-73.55,-0.0956,207,2023: +55.72%,2022: -69.72%,-69.72
SMA100_200_RSI50_U75T25_TLT_C0_BC_VIX35,100,200,50,75,25,TLT,0,True,35,-34.42,-6.8,0.0333,0.0302,-74.85,-0.0908,240,2024: +42.42%,2022: -71.08%,-71.08
SMA50_200_RSI45_U75T25_TLT_C2_BC,50,200,45,75,25,TLT,2,True,False,-39.06,-7.93,0.0322,0.0298,-81.45,-0.0974,210,2024: +51.23%,2022: -77.66%,-77.66
SMA100_200_RSI45_U75T25_SHY_C0_noBC,100,200,45,75,25,SHY,0,False,False,-35.63,-7.09,0.0321,0.0273,-74.29,-0.0954,207,2023: +58.44%,2022: -70.72%,-70.72
