strategy,etf,ifa_score,sharpe,total_return_pct,cagr_pct,max_drawdown_pct,calmar,sortino,win_rate,total_trades,profit_factor,avg_trade_pct,avg_win,avg_loss,avg_bars_held,passes_gates,final_capital,data_source
Insider_ZScore_2.5,QQQ,0.0848,-0.751,-19.66,-3.73,19.66,-0.19,-0.291,35.9,39,0.45,-0.5,1169.84,-1441.41,1.6,False,80342.67,databento
RSI_Bounce_25_60_ATR2.0,TQQQ,0.0834,0.227,12.43,2.0,51.36,0.039,0.109,50.0,6,1.14,2.07,32488.88,-28400.48,19.8,False,112265.19,databento
RSI_Bounce_35_60_ATR2.5,UPRO,0.0834,0.131,-21.1,-3.94,75.64,-0.052,0.096,45.5,22,0.84,-0.96,10863.75,-10811.06,18.6,False,78904.84,databento
SMA50_RSI_45_70,TQQQ,0.0833,0.261,16.08,2.62,19.06,0.138,0.094,33.3,6,2.05,2.68,15682.44,-3822.05,13.7,False,116076.68,databento
RSI_Bounce_35_70_ATR2.5,SOXL,0.0832,0.247,-52.63,-11.89,84.84,-0.14,0.254,46.7,15,0.78,-3.51,26537.29,-29798.4,47.0,False,47373.8,databento
RSI_MeanRev_30_70,UPRO,0.0827,0.196,2.09,0.35,67.47,0.005,0.118,46.7,15,1.02,0.14,17095.93,-14697.93,13.8,False,102088.03,databento
RSI_Bounce_30_60_ATR2.0,UPRO,0.0827,0.196,2.09,0.35,67.47,0.005,0.118,46.7,15,1.02,0.14,17095.93,-14697.93,13.8,False,102088.03,databento
RSI_Bounce_30_65_ATR2.0,UPRO,0.0827,0.196,2.09,0.35,67.47,0.005,0.118,46.7,15,1.02,0.14,17095.93,-14697.93,13.8,False,102088.03,databento
RSI_Bounce_30_70_ATR2.0,UPRO,0.0827,0.196,2.09,0.35,67.47,0.005,0.118,46.7,15,1.02,0.14,17095.93,-14697.93,13.8,False,102088.03,databento
Insider_ZScore_2.5,GLD,0.0824,-0.151,-4.02,-0.71,10.07,-0.07,-0.046,40.0,35,0.83,-0.11,1444.65,-1154.5,1.6,False,95980.57,databento
RSI_Bounce_35_55_ATR1.5,UPRO,0.0821,0.022,-31.61,-6.24,62.68,-0.1,0.014,43.3,30,0.78,-1.05,8514.83,-8371.0,8.3,False,68385.79,databento
RSI_Bounce_30_65_ATR2.5,SHY,0.0817,-0.19,-1.29,-0.22,4.97,-0.044,-0.134,57.1,14,0.73,-0.09,426.87,-784.22,24.5,False,98709.64,databento
RSI_Bounce_35_70_ATR2.5,UPRO,0.0814,0.113,-25.81,-4.93,75.64,-0.065,0.086,45.5,22,0.82,-1.17,12033.28,-12178.63,20.1,False,74189.26,databento
RSI_Bounce_35_70_ATR2.0,TLT,0.0813,-0.688,-34.12,-6.83,45.21,-0.151,-0.739,29.7,37,0.49,-0.92,3035.02,-2600.08,17.8,False,65783.11,databento
Insider_ZScore_2.5,SOXL,0.0811,-1.14,-36.66,-7.62,36.66,-0.208,-1.364,15.8,38,0.34,-0.96,3099.83,-1726.86,1.0,False,63339.34,databento
SMA100_RSI_35_65,UPRO,0.081,0.261,9.89,1.65,15.03,0.11,0.067,33.3,3,2.55,3.3,16267.55,-3188.28,16.7,False,109890.99,databento
RSI_Bounce_35_65_ATR2.0,TLT,0.081,-0.743,-35.81,-7.24,45.73,-0.158,-0.782,29.7,37,0.47,-0.97,2838.48,-2581.61,16.9,False,64101.51,databento
SMA100_RSI_35_70,QQQ,0.0809,0.195,3.02,0.52,6.75,0.077,0.036,50.0,2,1.75,1.51,7042.1,-4027.04,16.0,False,103015.05,databento
RSI_Bounce_35_60_ATR2.0,TLT,0.0804,-0.812,-37.64,-7.69,46.55,-0.165,-0.826,29.7,37,0.43,-1.02,2611.34,-2555.91,15.5,False,62271.09,databento
SMA100_RSI_45_75,UPRO,0.0799,0.238,8.8,1.48,58.4,0.025,0.126,42.9,14,1.08,0.63,19145.6,-13278.18,33.1,False,108648.18,databento
RSI_Bounce_35_55_ATR2.5,QQQ,0.0797,0.006,-6.21,-1.08,31.02,-0.035,0.004,47.8,23,0.91,-0.27,5875.23,-5902.79,11.2,False,93793.99,databento
SMA200_RSI_35_75,SOXL,0.0795,0.161,5.36,0.91,48.67,0.019,0.045,50.0,2,2.09,2.68,10300.86,-4939.06,36.0,False,105361.8,databento
RSI_Bounce_35_65_ATR2.5,SPY,0.0795,0.084,1.42,0.24,30.26,0.008,0.057,43.5,23,1.02,0.06,6732.89,-5069.84,14.3,False,101420.93,databento
RSI_Bounce_35_70_ATR2.5,SPY,0.0795,0.084,1.42,0.24,30.26,0.008,0.057,43.5,23,1.02,0.06,6732.89,-5069.84,14.3,False,101420.93,databento
RSI_Bounce_35_65_ATR2.5,UPRO,0.0787,0.091,-29.87,-5.84,75.64,-0.077,0.069,45.5,22,0.79,-1.36,11292.16,-11899.72,20.0,False,70125.01,databento
SMA100_RSI_45_65,SOXL,0.0781,0.148,-72.15,-19.9,93.63,-0.213,0.051,45.0,20,0.72,-3.61,20715.66,-23512.08,10.5,False,27808.01,databento
RSI_MeanRev_25_75,GLD,0.0777,0.164,1.36,0.23,2.2,0.104,0.032,50.0,2,1.66,0.68,3430.07,-2070.3,10.5,False,101359.77,databento
RSI_Bounce_25_55_ATR2.0,GLD,0.0777,0.164,1.36,0.23,2.2,0.104,0.032,50.0,2,1.66,0.68,3430.07,-2070.3,10.5,False,101359.77,databento
RSI_Bounce_25_60_ATR2.0,GLD,0.0777,0.164,1.36,0.23,2.2,0.104,0.032,50.0,2,1.66,0.68,3430.07,-2070.3,10.5,False,101359.77,databento
RSI_Bounce_25_65_ATR2.0,GLD,0.0777,0.164,1.36,0.23,2.2,0.104,0.032,50.0,2,1.66,0.68,3430.07,-2070.3,10.5,False,101359.77,databento
RSI_Bounce_25_70_ATR2.0,GLD,0.0777,0.164,1.36,0.23,2.2,0.104,0.032,50.0,2,1.66,0.68,3430.07,-2070.3,10.5,False,101359.77,databento
RSI_Bounce_35_70_ATR2.5,GLD,0.0777,0.141,4.62,0.77,16.96,0.045,0.104,46.2,13,1.17,0.36,5177.1,-3777.02,29.8,False,104623.46,databento
RSI_Bounce_35_65_ATR2.0,SPY,0.0776,0.032,-2.25,-0.39,27.66,-0.014,0.02,44.0,25,0.96,-0.09,5003.63,-4092.37,10.8,False,97746.78,databento
RSI_Bounce_35_70_ATR2.0,SPY,0.0776,0.032,-2.25,-0.39,27.66,-0.014,0.02,44.0,25,0.96,-0.09,5003.63,-4092.37,10.8,False,97746.78,databento
RSI_Bounce_35_55_ATR2.5,TLT,0.0773,-0.645,-32.05,-6.34,44.32,-0.143,-0.652,40.0,35,0.49,-0.92,2248.75,-3030.1,16.2,False,67850.44,databento
SMA200_RSI_40_65,SOXL,0.0772,0.256,19.73,3.17,42.07,0.075,0.087,42.9,7,1.27,2.82,30877.2,-18268.61,14.0,False,119557.18,databento
SMA100_RSI_45_65,UPRO,0.077,0.156,-4.48,-0.79,58.94,-0.013,0.067,44.4,18,0.96,-0.25,14231.92,-11847.6,16.8,False,95379.34,databento
EMA_12_26_ADX25,UPRO,0.0758,0.101,-31.1,-6.18,79.29,-0.078,0.093,60.0,5,0.38,-6.22,6458.19,-25286.77,203.8,False,68801.04,databento
SMA200_RSI_40_75,SHY,0.0758,-0.284,-2.26,-0.4,4.35,-0.091,-0.283,66.7,3,0.2,-0.75,296.33,-2995.32,318.7,False,97597.34,databento
RSI_BB_MeanRev_30_70,UPRO,0.0757,-0.009,-31.13,-6.17,46.85,-0.132,-0.005,47.8,23,0.68,-1.35,6044.86,-8135.37,9.6,False,68869.05,databento
RSI_Bounce_35_55_ATR2.0,UPRO,0.0755,-0.024,-43.08,-9.11,70.64,-0.129,-0.016,44.4,27,0.7,-1.6,8291.03,-9505.04,11.5,False,56916.78,databento
SMA100_RSI_40_75,SHY,0.0754,-0.37,-2.53,-0.44,4.66,-0.095,-0.323,66.7,3,0.18,-0.84,295.54,-3261.16,295.0,False,97329.92,databento
RSI_Bounce_30_60_ATR1.5,SHY,0.0754,-0.672,-3.11,-0.53,3.94,-0.136,-0.313,52.6,19,0.39,-0.16,200.71,-568.79,7.9,False,96887.93,databento
RSI_Bounce_30_65_ATR1.5,SHY,0.0754,-0.672,-3.11,-0.53,3.94,-0.136,-0.313,52.6,19,0.39,-0.16,200.71,-568.79,7.9,False,96887.93,databento
RSI_Bounce_30_70_ATR1.5,SHY,0.0754,-0.672,-3.11,-0.53,3.94,-0.136,-0.313,52.6,19,0.39,-0.16,200.71,-568.79,7.9,False,96887.93,databento
RSI_Bounce_30_55_ATR1.5,SHY,0.0752,-0.681,-3.16,-0.54,3.94,-0.138,-0.318,52.6,19,0.38,-0.17,196.11,-568.79,7.8,False,96841.99,databento
RSI_Bounce_35_65_ATR2.5,GLD,0.0749,0.124,3.86,0.64,17.56,0.037,0.091,46.2,13,1.15,0.3,5029.66,-3759.39,29.7,False,103862.24,databento
RSI_Bounce_35_65_ATR1.5,SOXL,0.0738,0.165,-54.54,-12.51,76.85,-0.163,0.154,39.1,23,0.75,-2.37,18047.49,-15497.57,22.3,False,45461.5,databento
RSI_Bounce_35_60_ATR2.0,SPY,0.0738,-0.003,-4.72,-0.82,27.66,-0.03,-0.002,44.0,25,0.92,-0.19,4728.26,-4052.46,10.6,False,95276.35,databento
EMA_5_13_ADX20,SOXL,0.0735,0.286,-38.47,-7.98,92.79,-0.086,0.352,37.5,16,0.86,-2.4,38194.73,-26772.21,61.6,False,61446.28,databento
SMA200_RSI_35_65,SPY,0.0735,0.141,3.11,0.53,10.59,0.05,0.064,50.0,6,1.2,0.52,6102.21,-5066.88,24.0,False,103105.96,databento
RSI_MeanRev_30_70,SHY,0.0734,-0.571,-3.14,-0.54,4.63,-0.116,-0.277,52.9,17,0.48,-0.18,322.76,-755.69,12.0,False,96859.3,databento
RSI_Bounce_30_65_ATR2.0,SHY,0.0734,-0.571,-3.14,-0.54,4.63,-0.116,-0.277,52.9,17,0.48,-0.18,322.76,-755.69,12.0,False,96859.3,databento
RSI_Bounce_30_70_ATR2.0,SHY,0.0734,-0.571,-3.14,-0.54,4.63,-0.116,-0.277,52.9,17,0.48,-0.18,322.76,-755.69,12.0,False,96859.3,databento
RSI_Bounce_25_55_ATR2.0,TQQQ,0.0731,0.186,3.37,0.56,51.36,0.011,0.087,50.0,6,1.04,0.56,27649.43,-26574.58,19.5,False,103224.57,databento
EMA_5_13_ADX25,TQQQ,0.073,0.304,-16.9,-3.12,88.72,-0.035,0.284,44.4,9,0.91,-1.88,41589.59,-36651.75,114.3,False,83099.58,databento
RSI_Bounce_35_60_ATR2.5,SPY,0.073,0.037,-2.19,-0.38,30.26,-0.012,0.025,43.5,23,0.97,-0.1,6284.58,-5003.03,13.9,False,97806.38,databento
RSI_Bounce_35_70_ATR2.5,TLT,0.0721,-0.531,-31.31,-6.17,43.93,-0.14,-0.639,31.2,32,0.54,-0.98,3694.14,-3106.59,25.9,False,68596.37,databento
RSI_Bounce_35_65_ATR1.5,UPRO,0.072,-0.043,-41.62,-8.72,62.68,-0.139,-0.028,41.4,29,0.7,-1.44,8191.26,-8230.57,9.4,False,58375.43,databento
RSI_Bounce_35_70_ATR1.5,UPRO,0.072,-0.043,-41.62,-8.72,62.68,-0.139,-0.028,41.4,29,0.7,-1.44,8191.26,-8230.57,9.4,False,58375.43,databento
RSI_Bounce_35_65_ATR2.5,TLT,0.0716,-0.577,-33.14,-6.59,43.93,-0.15,-0.686,31.2,32,0.51,-1.04,3511.1,-3106.59,24.9,False,66765.95,databento
Insider_ZScore_2.5,SPY,0.0714,-0.756,-17.91,-3.37,18.21,-0.185,-0.284,39.4,33,0.36,-0.54,766.58,-1393.62,2.0,False,82093.11,databento
EMA_5_13_ADX15,TLT,0.0713,-0.817,-37.87,-7.83,42.83,-0.183,-0.887,23.5,34,0.22,-1.11,1342.39,-1869.69,17.6,False,62127.28,databento
RSI_Bounce_35_60_ATR2.5,TLT,0.071,-0.648,-33.71,-6.73,43.25,-0.156,-0.706,34.4,32,0.47,-1.05,2777.55,-3064.45,20.2,False,66199.67,databento
RSI_Bounce_35_70_ATR1.5,SOXL,0.0703,0.155,-57.46,-13.49,78.34,-0.172,0.149,36.4,22,0.72,-2.61,18811.57,-14854.09,25.6,False,42535.32,databento
RSI_Bounce_30_55_ATR2.0,UPRO,0.0701,0.103,-14.28,-2.58,67.47,-0.038,0.056,46.7,15,0.87,-0.95,13971.29,-14010.14,11.5,False,85717.95,databento
RSI_BB_MeanRev_30_70,TLT,0.069,-0.374,-16.44,-3.02,18.17,-0.166,-0.278,44.0,25,0.6,-0.66,2222.5,-2920.35,10.2,False,83562.6,databento
EMA_5_13_ADX20,SHY,0.0689,-1.67,-12.86,-2.33,12.86,-0.181,-1.385,5.9,34,0.06,-0.38,436.43,-429.24,21.1,False,87137.1,databento
SMA_20_50,SOXL,0.0688,0.305,-77.03,-22.53,97.79,-0.23,0.254,33.3,15,0.55,-5.14,18794.52,-17104.0,55.1,False,22932.58,databento
Insider_ZScore_2.5,TLT,0.0685,-0.594,-11.1,-2.02,13.98,-0.145,-0.185,42.9,28,0.35,-0.4,506.39,-1073.82,1.6,False,88895.49,databento
RSI_Bounce_35_65_ATR1.5,TQQQ,0.0682,-0.128,-68.21,-17.65,86.91,-0.203,-0.096,40.0,30,0.55,-2.27,6926.75,-8409.65,12.1,False,31747.32,databento
RSI_Bounce_35_70_ATR1.5,TQQQ,0.0682,-0.128,-68.21,-17.65,86.91,-0.203,-0.096,40.0,30,0.55,-2.27,6926.75,-8409.65,12.1,False,31747.32,databento
SMA200_RSI_35_65,TQQQ,0.0678,0.135,5.28,0.9,28.12,0.032,0.047,50.0,4,1.16,1.32,18884.14,-16245.34,24.2,False,105277.59,databento
SMA100_RSI_40_70,SHY,0.0672,0.078,0.34,0.06,1.26,0.047,0.042,50.0,4,1.54,0.08,280.15,-182.49,93.8,False,100195.33,databento
SMA50_RSI_45_70,SPY,0.067,0.193,5.88,1.0,13.59,0.073,0.119,30.0,10,1.39,0.59,6971.24,-2147.08,26.6,False,105884.14,databento
RSI_Bounce_35_55_ATR2.5,UPRO,0.067,-0.037,-45.61,-9.8,75.64,-0.13,-0.024,45.5,22,0.62,-2.07,7384.6,-9954.36,14.7,False,54393.71,databento
RSI_Bounce_35_60_ATR1.5,SHY,0.0669,-1.461,-9.23,-1.63,9.75,-0.167,-0.841,28.1,32,0.19,-0.29,237.85,-494.49,8.5,False,90767.47,databento
RSI_Bounce_35_65_ATR1.5,SHY,0.0669,-1.462,-9.23,-1.63,9.75,-0.167,-0.841,28.1,32,0.19,-0.29,238.15,-494.51,8.6,False,90769.63,databento
RSI_Bounce_35_70_ATR1.5,SHY,0.0669,-1.462,-9.23,-1.63,9.75,-0.167,-0.841,28.1,32,0.19,-0.29,238.15,-494.51,8.6,False,90769.63,databento
RSI_Bounce_35_55_ATR1.5,SHY,0.0664,-1.526,-9.5,-1.68,9.97,-0.168,-0.858,28.1,32,0.16,-0.3,207.48,-494.16,8.1,False,90501.65,databento
Insider_ZScore_2.5,SHY,0.0662,-2.956,-10.4,-1.89,10.4,-0.182,-1.378,3.0,33,0.01,-0.32,103.1,-328.31,1.6,False,89597.08,databento
RSI_Bounce_25_55_ATR1.5,SPY,0.0661,0.213,6.62,1.09,9.26,0.118,0.058,40.0,5,1.65,1.32,8420.78,-3407.44,4.2,False,106619.24,databento
RSI_Bounce_25_60_ATR1.5,SPY,0.0661,0.213,6.62,1.09,9.26,0.118,0.058,40.0,5,1.65,1.32,8420.78,-3407.44,4.2,False,106619.24,databento
RSI_Bounce_25_65_ATR1.5,SPY,0.0661,0.213,6.62,1.09,9.26,0.118,0.058,40.0,5,1.65,1.32,8420.78,-3407.44,4.2,False,106619.24,databento
RSI_Bounce_25_70_ATR1.5,SPY,0.0661,0.213,6.62,1.09,9.26,0.118,0.058,40.0,5,1.65,1.32,8420.78,-3407.44,4.2,False,106619.24,databento
RSI_Bounce_35_65_ATR2.0,UPRO,0.0661,-0.03,-45.65,-9.82,72.95,-0.135,-0.022,40.7,27,0.69,-1.69,9362.13,-9289.68,13.3,False,54348.55,databento
RSI_Bounce_35_70_ATR2.0,UPRO,0.0661,-0.03,-45.65,-9.82,72.95,-0.135,-0.022,40.7,27,0.69,-1.69,9362.13,-9289.68,13.3,False,54348.55,databento
RSI_Bounce_35_60_ATR1.5,SPY,0.0652,-0.666,-29.86,-5.83,32.53,-0.179,-0.281,37.9,29,0.48,-1.03,2521.73,-3200.22,5.9,False,70135.12,databento
RSI_Bounce_35_65_ATR1.5,SPY,0.0652,-0.666,-29.86,-5.83,32.53,-0.179,-0.281,37.9,29,0.48,-1.03,2521.73,-3200.22,5.9,False,70135.12,databento
RSI_Bounce_35_70_ATR1.5,SPY,0.0652,-0.666,-29.86,-5.83,32.53,-0.179,-0.281,37.9,29,0.48,-1.03,2521.73,-3200.22,5.9,False,70135.12,databento
RSI_Bounce_35_55_ATR1.5,SPY,0.0649,-0.697,-30.93,-6.08,33.56,-0.181,-0.294,37.9,29,0.46,-1.07,2396.23,-3182.72,5.8,False,69069.46,databento
EMA_9_21_ADX20,GLD,0.0644,0.157,5.99,1.0,26.31,0.038,0.119,42.9,7,1.53,0.86,5608.3,-2746.46,71.1,False,105839.08,databento
SMA100_RSI_45_70,UPRO,0.0642,0.15,-6.67,-1.19,58.86,-0.02,0.078,42.9,14,0.93,-0.48,15468.53,-12451.42,31.4,False,93199.79,databento
EMA_9_21_ADX25,TQQQ,0.0636,0.387,6.18,1.03,88.23,0.012,0.396,33.3,3,1.07,2.06,91716.34,-42842.27,425.0,False,106031.79,databento
SMA_10_30,SHY,0.0636,-1.524,-11.99,-2.19,11.99,-0.183,-1.248,9.7,31,0.11,-0.39,502.83,-481.99,20.1,False,88012.72,databento
SMA100_RSI_35_65,QQQ,0.0619,0.098,1.37,0.24,6.73,0.035,0.018,50.0,2,1.35,0.68,5319.4,-3954.16,14.5,False,101365.25,databento
SMA200_RSI_45_75,SOXL,0.0618,0.265,-67.1,-17.54,94.43,-0.186,0.121,38.5,13,0.62,-5.16,21911.19,-22087.33,25.2,False,32857.37,databento
RSI_Bounce_30_60_ATR2.5,SHY,0.0613,-0.344,-2.14,-0.37,4.97,-0.074,-0.225,50.0,14,0.55,-0.15,368.36,-674.46,21.2,False,97857.34,databento
RSI_Bounce_30_65_ATR2.5,SPY,0.0609,0.162,7.53,1.24,23.1,0.054,0.103,40.0,10,1.24,0.75,9606.53,-5149.24,18.6,False,107530.66,databento
RSI_Bounce_30_70_ATR2.5,SPY,0.0609,0.162,7.53,1.24,23.1,0.054,0.103,40.0,10,1.24,0.75,9606.53,-5149.24,18.6,False,107530.66,databento
RSI_Bounce_30_55_ATR1.5,TLT,0.0607,-0.52,-17.73,-3.25,22.61,-0.144,-0.358,30.8,26,0.58,-0.68,3017.78,-2326.37,8.1,False,82267.68,databento
RSI_Bounce_30_60_ATR1.5,TLT,0.0607,-0.52,-17.73,-3.25,22.61,-0.144,-0.358,30.8,26,0.58,-0.68,3017.78,-2326.37,8.1,False,82267.68,databento
RSI_Bounce_30_65_ATR1.5,TLT,0.0607,-0.52,-17.73,-3.25,22.61,-0.144,-0.358,30.8,26,0.58,-0.68,3017.78,-2326.37,8.1,False,82267.68,databento
RSI_Bounce_30_70_ATR1.5,TLT,0.0607,-0.52,-17.73,-3.25,22.61,-0.144,-0.358,30.8,26,0.58,-0.68,3017.78,-2326.37,8.1,False,82267.68,databento
RSI_Bounce_30_55_ATR2.5,SHY,0.0606,-0.442,-2.42,-0.41,4.97,-0.083,-0.234,50.0,14,0.51,-0.17,363.23,-708.3,14.2,False,97584.45,databento
RSI_Bounce_30_60_ATR2.5,UPRO,0.0602,0.121,-16.42,-2.99,72.74,-0.041,0.068,42.9,14,0.86,-1.17,16170.7,-14180.07,16.7,False,83583.62,databento
SMA100_RSI_35_70,SHY,0.0602,0.044,0.13,0.02,1.36,0.016,0.018,50.0,2,1.71,0.06,310.43,-181.98,113.0,False,100128.45,databento
EMA_5_13_ADX20,GLD,0.059,-0.025,-4.14,-0.72,22.45,-0.032,-0.023,34.8,23,0.87,-0.18,3737.69,-2278.83,30.1,False,95719.14,databento
RSI_Bounce_25_55_ATR1.5,TLT,0.0585,0.092,1.45,0.24,5.06,0.048,0.028,44.4,9,1.11,0.16,3596.58,-2586.5,3.7,False,101453.81,databento
RSI_Bounce_25_60_ATR1.5,TLT,0.0585,0.092,1.45,0.24,5.06,0.048,0.028,44.4,9,1.11,0.16,3596.58,-2586.5,3.7,False,101453.81,databento
RSI_Bounce_25_65_ATR1.5,TLT,0.0585,0.092,1.45,0.24,5.06,0.048,0.028,44.4,9,1.11,0.16,3596.58,-2586.5,3.7,False,101453.81,databento
RSI_Bounce_25_70_ATR1.5,TLT,0.0585,0.092,1.45,0.24,5.06,0.048,0.028,44.4,9,1.11,0.16,3596.58,-2586.5,3.7,False,101453.81,databento
Bollinger_20_1.5,TLT,0.0577,-0.393,-24.01,-4.56,35.16,-0.13,-0.393,24.0,25,0.51,-0.96,4121.78,-2565.22,23.7,False,75991.58,databento
EMA_9_21_ADX15,SHY,0.0577,-1.211,-10.12,-1.81,10.15,-0.178,-1.087,7.1,28,0.11,-0.36,651.69,-439.33,22.6,False,89880.74,databento
RSI_BB_MeanRev_30_70,SHY,0.057,-1.113,-7.24,-1.27,7.43,-0.172,-0.526,25.9,27,0.2,-0.27,252.67,-450.5,8.1,False,92758.73,databento
SMA100_RSI_45_75,SOXL,0.0554,0.158,-74.92,-21.34,94.26,-0.226,0.073,33.3,15,0.64,-4.99,26273.51,-20632.32,22.8,False,25044.28,databento
RSI_Bounce_35_60_ATR2.0,SHY,0.0553,-1.334,-8.6,-1.51,9.56,-0.158,-0.75,34.6,26,0.22,-0.33,267.99,-647.76,11.8,False,91399.98,databento
RSI_Bounce_30_60_ATR2.5,SPY,0.0552,0.133,5.35,0.89,23.1,0.038,0.081,40.0,10,1.17,0.53,9006.46,-5113.35,16.4,False,105345.77,databento
RSI_Bounce_35_55_ATR2.0,SHY,0.0552,-1.354,-8.72,-1.53,9.56,-0.16,-0.759,34.6,26,0.21,-0.34,255.06,-647.76,11.6,False,91283.59,databento
EMA_12_26_ADX20,SOXL,0.0551,0.359,-1.76,-0.3,81.01,-0.004,0.426,33.3,3,0.88,-0.59,13354.02,-7628.94,294.7,False,98096.13,databento
SMA_10_30,TLT,0.0548,-0.386,-18.32,-3.45,21.41,-0.161,-0.394,33.3,24,0.45,-0.76,1862.55,-2076.47,23.3,False,81676.82,databento
Insider_ZScore_3.0,UPRO,0.0547,-0.438,-12.34,-2.26,13.3,-0.17,-0.134,34.8,23,0.58,-0.54,2126.18,-1956.75,1.1,False,87658.25,databento
SMA_20_50,TQQQ,0.0544,0.144,-40.71,-8.67,82.62,-0.105,0.115,35.7,14,0.8,-2.91,32611.75,-22640.94,63.9,False,59290.31,databento
EMA_9_21_ADX25,TLT,0.0537,0.049,0.33,0.06,18.44,0.003,0.047,50.0,4,1.03,0.08,5780.07,-5616.61,149.2,False,100326.93,databento
RSI_Bounce_30_55_ATR1.5,SPY,0.0535,-0.123,-5.74,-1.0,16.93,-0.059,-0.043,46.2,13,0.8,-0.44,3735.82,-4022.43,6.0,False,94257.91,databento
RSI_Bounce_30_60_ATR1.5,SPY,0.0535,-0.123,-5.74,-1.0,16.93,-0.059,-0.043,46.2,13,0.8,-0.44,3735.82,-4022.43,6.0,False,94257.91,databento
RSI_Bounce_30_65_ATR1.5,SPY,0.0535,-0.123,-5.74,-1.0,16.93,-0.059,-0.043,46.2,13,0.8,-0.44,3735.82,-4022.43,6.0,False,94257.91,databento
RSI_Bounce_30_70_ATR1.5,SPY,0.0535,-0.123,-5.74,-1.0,16.93,-0.059,-0.043,46.2,13,0.8,-0.44,3735.82,-4022.43,6.0,False,94257.91,databento
RSI_Bounce_35_65_ATR2.0,SHY,0.0532,-1.401,-8.84,-1.56,9.87,-0.158,-0.833,32.0,25,0.21,-0.35,295.25,-659.01,12.8,False,91158.86,databento
RSI_Bounce_35_70_ATR2.0,SHY,0.0532,-1.401,-8.84,-1.56,9.87,-0.158,-0.833,32.0,25,0.21,-0.35,295.25,-659.01,12.8,False,91158.86,databento
EMA_20_50_ADX15,TQQQ,0.0522,0.247,-28.22,-5.52,81.76,-0.067,0.176,37.5,8,0.77,-3.53,30999.95,-24243.58,107.1,False,71781.96,databento
EMA_5_13_ADX25,TLT,0.0515,-0.099,-8.46,-1.5,20.98,-0.072,-0.112,50.0,8,0.7,-1.06,4867.99,-6982.02,95.8,False,91543.87,databento
RSI_BB_MeanRev_30_70,SPY,0.0508,-0.29,-17.22,-3.17,24.39,-0.13,-0.151,42.1,19,0.5,-0.91,2158.58,-3135.31,8.7,False,82780.21,databento
SMA100_RSI_45_65,SHY,0.0507,-0.057,-0.45,-0.08,2.66,-0.03,-0.049,50.0,8,0.65,-0.06,275.43,-424.35,71.6,False,99404.32,databento
SMA200_RSI_45_70,SOXL,0.0506,0.124,-76.73,-22.36,94.82,-0.236,0.047,40.0,15,0.55,-5.12,15409.22,-18802.3,15.6,False,23234.64,databento
RSI_Bounce_35_65_ATR2.5,SHY,0.0504,-0.962,-7.65,-1.34,8.86,-0.151,-0.685,30.4,23,0.29,-0.33,444.99,-680.81,20.9,False,92221.94,databento
Bollinger_20_1.5,SHY,0.0499,-0.96,-8.56,-1.51,9.97,-0.152,-0.842,13.0,23,0.26,-0.37,980.66,-575.14,30.7,False,91439.28,databento
SMA200_RSI_45_65,SOXL,0.0496,-0.014,-83.01,-26.48,94.72,-0.28,-0.005,43.8,16,0.54,-5.19,14017.07,-20128.71,11.8,False,16961.03,databento
RSI_Bounce_35_60_ATR2.5,SHY,0.0495,-1.125,-8.39,-1.47,9.55,-0.154,-0.746,30.4,23,0.23,-0.36,353.97,-678.97,17.8,False,91614.28,databento
RSI_Bounce_30_70_ATR2.5,SHY,0.0493,-0.326,-2.64,-0.45,4.97,-0.091,-0.229,46.2,13,0.52,-0.2,479.86,-788.25,30.0,False,97361.4,databento
RSI_Bounce_35_55_ATR2.5,SHY,0.0493,-1.253,-8.64,-1.52,9.68,-0.157,-0.714,30.4,23,0.22,-0.38,349.46,-692.89,13.6,False,91359.99,databento
RSI_Bounce_25_60_ATR1.5,UPRO,0.0487,0.16,2.15,0.36,47.62,0.008,0.078,37.5,8,1.03,0.27,22853.65,-13282.94,13.5,False,102146.23,databento
RSI_Bounce_35_70_ATR2.5,SHY,0.048,-0.86,-7.84,-1.37,8.25,-0.167,-0.637,27.3,22,0.27,-0.36,501.12,-686.18,23.8,False,92027.84,databento
RSI_Bounce_30_70_ATR2.5,UPRO,0.0474,0.015,-36.66,-7.45,72.74,-0.102,0.01,42.9,14,0.71,-2.62,14814.72,-15693.31,19.5,False,63341.85,databento
RSI_Bounce_30_60_ATR1.5,UPRO,0.0462,0.045,-21.14,-3.94,60.79,-0.065,0.023,40.0,15,0.78,-1.41,12858.65,-10920.79,10.4,False,78864.78,databento
RSI_MeanRev_30_70,TLT,0.0462,-0.949,-34.25,-6.86,38.95,-0.176,-0.678,19.0,21,0.28,-1.63,3280.38,-2786.79,13.2,False,65746.01,databento
RSI_Bounce_30_60_ATR2.0,TLT,0.0462,-0.949,-34.25,-6.86,38.95,-0.176,-0.678,19.0,21,0.28,-1.63,3280.38,-2786.79,13.2,False,65746.01,databento
RSI_Bounce_30_65_ATR2.0,TLT,0.0462,-0.949,-34.25,-6.86,38.95,-0.176,-0.678,19.0,21,0.28,-1.63,3280.38,-2786.79,13.2,False,65746.01,databento
RSI_Bounce_30_70_ATR2.0,TLT,0.0462,-0.949,-34.25,-6.86,38.95,-0.176,-0.678,19.0,21,0.28,-1.63,3280.38,-2786.79,13.2,False,65746.01,databento
