strategy,sma_fast,sma_slow,rsi_threshold,upro_pct,tqqq_pct,defensive,sma_delay,bull_caution,vix_kill,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,calmar,win_rate_pct,num_trades,years,final_equity
SMA100_200_RSI40_UPRO75_cash_delay2_cautionTrue_vixNone,100,200,40,75,25,cash,2,True,,1239.97,46.26,-62.36,1.0304,0.7419,44.3,80,6.8,1339973.88
SMA50_200_RSI35_UPRO100_TLT_delay0_cautionTrue_vix35,50,200,35,100,0,TLT,0,True,35.0,939.33,40.92,-73.24,1.0271,0.5587,41.5,54,6.8,1039326.07
SMA50_200_RSI35_UPRO100_TLT_delay2_cautionTrue_vix35,50,200,35,100,0,TLT,2,True,35.0,931.34,40.76,-71.73,1.0243,0.5682,41.5,54,6.8,1031336.04
SMA100_200_RSI35_UPRO75_TLT_delay2_cautionTrue_vix35,100,200,35,75,25,TLT,2,True,35.0,1095.42,43.84,-70.55,1.0232,0.6213,43.1,59,6.8,1195419.89
SMA100_200_RSI40_UPRO75_TLT_delay2_cautionTrue_vixNone,100,200,40,75,25,TLT,2,True,,1223.55,46.0,-69.06,1.0203,0.6661,46.8,80,6.8,1323553.19
SMA100_200_RSI40_UPRO100_TLT_delay0_cautionTrue_vixNone,100,200,40,100,0,TLT,0,True,,1075.82,43.49,-65.58,1.0113,0.6632,48.1,80,6.8,1175819.34
SMA50_200_RSI35_UPRO75_SHY_delay0_cautionTrue_vix35,50,200,35,75,25,SHY,0,True,35.0,944.93,41.03,-69.3,1.0061,0.592,43.4,54,6.8,1044930.86
SMA50_200_RSI35_UPRO75_cash_delay0_cautionTrue_vix35,50,200,35,75,25,cash,0,True,35.0,943.59,41.0,-68.39,1.0059,0.5996,34.0,54,6.8,1043585.55
SMA100_200_RSI40_UPRO75_SHY_delay0_cautionTrue_vixNone,100,200,40,75,25,SHY,0,True,,1116.2,44.2,-62.48,1.003,0.7074,45.6,80,6.8,1216202.13
SMA100_200_RSI40_UPRO75_cash_delay0_cautionTrue_vixNone,100,200,40,75,25,cash,0,True,,1116.14,44.2,-62.36,1.0029,0.7088,44.3,80,6.8,1216142.42
SMA100_200_RSI35_UPRO75_SHY_delay0_cautionTrue_vix35,100,200,35,75,25,SHY,0,True,35.0,959.49,41.31,-64.04,1.0009,0.6451,44.1,60,6.8,1059488.8
SMA100_200_RSI35_UPRO75_cash_delay0_cautionTrue_vix35,100,200,35,75,25,cash,0,True,35.0,956.13,41.25,-63.95,1.0001,0.645,33.9,60,6.8,1056130.56
SMA50_200_RSI35_UPRO75_cash_delay2_cautionTrue_vix35,50,200,35,75,25,cash,2,True,35.0,913.13,40.39,-67.26,0.9961,0.6005,34.0,54,6.8,1013125.97
SMA50_200_RSI35_UPRO75_SHY_delay2_cautionTrue_vix35,50,200,35,75,25,SHY,2,True,35.0,910.95,40.35,-68.18,0.9952,0.5918,41.5,54,6.8,1010954.41
SMA100_200_RSI40_UPRO75_TLT_delay0_cautionTrue_vixNone,100,200,40,75,25,TLT,0,True,,1053.61,43.09,-67.82,0.9813,0.6353,46.8,80,6.8,1153605.35
SMA100_200_RSI35_UPRO75_TLT_delay0_cautionTrue_vix35,100,200,35,75,25,TLT,0,True,35.0,906.06,40.25,-69.38,0.9707,0.5801,45.8,60,6.8,1006063.97
SMA50_200_RSI40_UPRO100_cash_delay0_cautionTrue_vixNone,50,200,40,100,0,cash,0,True,,787.69,37.7,-64.93,0.9636,0.5806,46.8,78,6.8,887686.25
SMA50_200_RSI40_UPRO100_SHY_delay0_cautionTrue_vixNone,50,200,40,100,0,SHY,0,True,,787.13,37.69,-65.81,0.9635,0.5726,48.1,78,6.8,887125.97
SMA50_200_RSI40_UPRO100_cash_delay2_cautionTrue_vixNone,50,200,40,100,0,cash,2,True,,781.13,37.55,-64.14,0.9572,0.5854,46.8,78,6.8,881132.27
SMA50_200_RSI40_UPRO100_SHY_delay2_cautionTrue_vixNone,50,200,40,100,0,SHY,2,True,,775.09,37.41,-65.05,0.955,0.5751,46.8,78,6.8,875093.85
SMA50_200_RSI35_UPRO75_TLT_delay0_cautionTrue_vix35,50,200,35,75,25,TLT,0,True,35.0,810.01,38.2,-74.49,0.9474,0.5128,43.4,54,6.8,910008.47
SMA50_200_RSI35_UPRO75_TLT_delay2_cautionTrue_vix35,50,200,35,75,25,TLT,2,True,35.0,789.21,37.73,-73.18,0.9399,0.5156,43.4,54,6.8,889210.78
SMA50_200_RSI40_UPRO75_cash_delay0_cautionTrue_vixNone,50,200,40,75,25,cash,0,True,,745.25,36.71,-66.43,0.9214,0.5526,45.5,78,6.8,845252.85
SMA50_200_RSI40_UPRO75_SHY_delay0_cautionTrue_vixNone,50,200,40,75,25,SHY,0,True,,744.68,36.7,-67.42,0.9213,0.5444,46.8,78,6.8,844680.14
SMA50_200_RSI40_UPRO100_TLT_delay0_cautionTrue_vixNone,50,200,40,100,0,TLT,0,True,,697.32,35.55,-71.34,0.9205,0.4983,48.1,78,6.8,797316.37
SMA50_200_RSI40_UPRO100_TLT_delay2_cautionTrue_vixNone,50,200,40,100,0,TLT,2,True,,689.33,35.35,-70.57,0.9137,0.5009,48.1,78,6.8,789327.3
SMA50_200_RSI40_UPRO75_cash_delay2_cautionTrue_vixNone,50,200,40,75,25,cash,2,True,,730.52,36.36,-65.82,0.913,0.5525,45.5,78,6.8,830519.45
SMA50_200_RSI40_UPRO75_SHY_delay2_cautionTrue_vixNone,50,200,40,75,25,SHY,2,True,,724.79,36.22,-66.82,0.9109,0.5421,45.5,78,6.8,824785.25
SMA100_200_RSI35_UPRO100_SHY_delay2_cautionTrue_vixNone,100,200,35,100,0,SHY,2,True,,731.9,36.4,-63.26,0.8945,0.5753,38.3,48,6.8,831898.93
SMA100_200_RSI35_UPRO100_cash_delay2_cautionTrue_vixNone,100,200,35,100,0,cash,2,True,,725.97,36.25,-62.35,0.8924,0.5814,34.0,48,6.8,825966.92
SMA100_200_RSI50_UPRO100_SHY_delay2_cautionFalse_vix35,100,200,50,100,0,SHY,2,False,35.0,601.76,33.04,-66.6,0.8889,0.496,57.7,27,6.8,701762.83
SMA100_200_RSI45_UPRO100_SHY_delay2_cautionFalse_vix35,100,200,45,100,0,SHY,2,False,35.0,601.76,33.04,-66.6,0.8889,0.496,57.7,27,6.8,701762.83
SMA100_200_RSI40_UPRO100_SHY_delay2_cautionFalse_vix35,100,200,40,100,0,SHY,2,False,35.0,601.76,33.04,-66.6,0.8889,0.496,57.7,27,6.8,701762.83
SMA100_200_RSI35_UPRO100_SHY_delay2_cautionFalse_vix35,100,200,35,100,0,SHY,2,False,35.0,601.76,33.04,-66.6,0.8889,0.496,57.7,27,6.8,701762.83
SMA100_200_RSI35_UPRO100_cash_delay2_cautionFalse_vix35,100,200,35,100,0,cash,2,False,35.0,600.63,33.01,-66.3,0.8887,0.4978,34.6,27,6.8,700627.0
SMA100_200_RSI50_UPRO100_cash_delay2_cautionFalse_vix35,100,200,50,100,0,cash,2,False,35.0,600.63,33.01,-66.3,0.8887,0.4978,34.6,27,6.8,700627.0
SMA100_200_RSI45_UPRO100_cash_delay2_cautionFalse_vix35,100,200,45,100,0,cash,2,False,35.0,600.63,33.01,-66.3,0.8887,0.4978,34.6,27,6.8,700627.0
SMA100_200_RSI40_UPRO100_cash_delay2_cautionFalse_vix35,100,200,40,100,0,cash,2,False,35.0,600.63,33.01,-66.3,0.8887,0.4978,34.6,27,6.8,700627.0
SMA100_200_RSI35_UPRO100_TLT_delay2_cautionTrue_vixNone,100,200,35,100,0,TLT,2,True,,721.27,36.14,-70.01,0.8849,0.5162,36.2,48,6.8,821268.39
SMA50_200_RSI40_UPRO75_TLT_delay0_cautionTrue_vixNone,50,200,40,75,25,TLT,0,True,,659.38,34.58,-72.9,0.8818,0.4744,46.8,78,6.8,759383.29
SMA100_200_RSI50_UPRO100_TLT_delay2_cautionFalse_vix35,100,200,50,100,0,TLT,2,False,35.0,598.98,32.96,-73.17,0.8743,0.4505,53.8,27,6.8,698977.84
SMA100_200_RSI40_UPRO100_TLT_delay2_cautionFalse_vix35,100,200,40,100,0,TLT,2,False,35.0,598.98,32.96,-73.17,0.8743,0.4505,53.8,27,6.8,698977.84
SMA100_200_RSI45_UPRO100_TLT_delay2_cautionFalse_vix35,100,200,45,100,0,TLT,2,False,35.0,598.98,32.96,-73.17,0.8743,0.4505,53.8,27,6.8,698977.84
SMA100_200_RSI35_UPRO100_TLT_delay2_cautionFalse_vix35,100,200,35,100,0,TLT,2,False,35.0,598.98,32.96,-73.17,0.8743,0.4505,53.8,27,6.8,698977.84
SMA50_200_RSI40_UPRO75_TLT_delay2_cautionTrue_vixNone,50,200,40,75,25,TLT,2,True,,644.14,34.19,-72.14,0.8729,0.4739,46.8,78,6.8,744137.22
SMA100_200_RSI35_UPRO100_cash_delay0_cautionTrue_vixNone,100,200,35,100,0,cash,0,True,,631.59,33.85,-62.48,0.8568,0.5418,35.4,49,6.8,731586.02
SMA100_200_RSI35_UPRO100_SHY_delay0_cautionTrue_vixNone,100,200,35,100,0,SHY,0,True,,629.52,33.8,-63.37,0.856,0.5333,37.5,49,6.8,729519.16
SMA50_200_RSI35_UPRO100_cash_delay0_cautionFalse_vix35,50,200,35,100,0,cash,0,False,35.0,498.93,29.99,-70.66,0.8446,0.4243,40.0,21,6.8,598934.47
SMA50_200_RSI45_UPRO100_cash_delay0_cautionFalse_vix35,50,200,45,100,0,cash,0,False,35.0,498.93,29.99,-70.66,0.8446,0.4243,40.0,21,6.8,598934.47
SMA50_200_RSI50_UPRO100_cash_delay0_cautionFalse_vix35,50,200,50,100,0,cash,0,False,35.0,498.93,29.99,-70.66,0.8446,0.4243,40.0,21,6.8,598934.47
SMA50_200_RSI40_UPRO100_cash_delay0_cautionFalse_vix35,50,200,40,100,0,cash,0,False,35.0,498.93,29.99,-70.66,0.8446,0.4243,40.0,21,6.8,598934.47
SMA100_200_RSI35_UPRO100_cash_delay0_cautionFalse_vix35,100,200,35,100,0,cash,0,False,35.0,510.84,30.36,-66.52,0.8438,0.4564,38.5,27,6.8,610836.87
SMA100_200_RSI40_UPRO100_cash_delay0_cautionFalse_vix35,100,200,40,100,0,cash,0,False,35.0,510.84,30.36,-66.52,0.8438,0.4564,38.5,27,6.8,610836.87
SMA100_200_RSI45_UPRO100_cash_delay0_cautionFalse_vix35,100,200,45,100,0,cash,0,False,35.0,510.84,30.36,-66.52,0.8438,0.4564,38.5,27,6.8,610836.87
SMA100_200_RSI50_UPRO100_cash_delay0_cautionFalse_vix35,100,200,50,100,0,cash,0,False,35.0,510.84,30.36,-66.52,0.8438,0.4564,38.5,27,6.8,610836.87
SMA100_200_RSI35_UPRO75_SHY_delay2_cautionTrue_vixNone,100,200,35,75,25,SHY,2,True,,639.27,34.06,-65.62,0.8424,0.519,38.3,48,6.8,739273.45
SMA100_200_RSI35_UPRO75_cash_delay2_cautionTrue_vixNone,100,200,35,75,25,cash,2,True,,634.05,33.92,-64.99,0.8405,0.5219,34.0,48,6.8,734047.5
SMA50_200_RSI35_UPRO100_SHY_delay0_cautionFalse_vix35,50,200,35,100,0,SHY,0,False,35.0,490.97,29.73,-71.62,0.8398,0.4151,65.0,21,6.8,590969.72
SMA50_200_RSI40_UPRO100_SHY_delay0_cautionFalse_vix35,50,200,40,100,0,SHY,0,False,35.0,490.97,29.73,-71.62,0.8398,0.4151,65.0,21,6.8,590969.72
SMA50_200_RSI50_UPRO100_SHY_delay0_cautionFalse_vix35,50,200,50,100,0,SHY,0,False,35.0,490.97,29.73,-71.62,0.8398,0.4151,65.0,21,6.8,590969.72
SMA50_200_RSI45_UPRO100_SHY_delay0_cautionFalse_vix35,50,200,45,100,0,SHY,0,False,35.0,490.97,29.73,-71.62,0.8398,0.4151,65.0,21,6.8,590969.72
SMA100_200_RSI35_UPRO100_SHY_delay0_cautionFalse_vix35,100,200,35,100,0,SHY,0,False,35.0,503.66,30.13,-67.63,0.8397,0.4456,61.5,27,6.8,603657.56
SMA50_200_RSI40_UPRO100_cash_delay2_cautionFalse_vix35,50,200,40,100,0,cash,2,False,35.0,490.48,29.71,-69.48,0.8397,0.4277,40.0,21,6.8,590478.09
SMA50_200_RSI45_UPRO100_cash_delay2_cautionFalse_vix35,50,200,45,100,0,cash,2,False,35.0,490.48,29.71,-69.48,0.8397,0.4277,40.0,21,6.8,590478.09
SMA50_200_RSI35_UPRO100_cash_delay2_cautionFalse_vix35,50,200,35,100,0,cash,2,False,35.0,490.48,29.71,-69.48,0.8397,0.4277,40.0,21,6.8,590478.09
SMA50_200_RSI50_UPRO100_cash_delay2_cautionFalse_vix35,50,200,50,100,0,cash,2,False,35.0,490.48,29.71,-69.48,0.8397,0.4277,40.0,21,6.8,590478.09
SMA100_200_RSI45_UPRO100_SHY_delay0_cautionFalse_vix35,100,200,45,100,0,SHY,0,False,35.0,503.66,30.13,-67.63,0.8397,0.4456,61.5,27,6.8,603657.56
SMA100_200_RSI40_UPRO100_SHY_delay0_cautionFalse_vix35,100,200,40,100,0,SHY,0,False,35.0,503.66,30.13,-67.63,0.8397,0.4456,61.5,27,6.8,603657.56
SMA100_200_RSI50_UPRO100_SHY_delay0_cautionFalse_vix35,100,200,50,100,0,SHY,0,False,35.0,503.66,30.13,-67.63,0.8397,0.4456,61.5,27,6.8,603657.56
SMA100_200_RSI35_UPRO100_TLT_delay0_cautionTrue_vixNone,100,200,35,100,0,TLT,0,True,,596.32,32.89,-68.62,0.8369,0.4793,39.6,49,6.8,696319.75
SMA100_200_RSI35_UPRO75_TLT_delay2_cautionTrue_vixNone,100,200,35,75,25,TLT,2,True,,630.01,33.81,-71.92,0.8343,0.4701,38.3,48,6.8,730014.97
SMA50_200_RSI50_UPRO100_SHY_delay2_cautionFalse_vix35,50,200,50,100,0,SHY,2,False,35.0,480.63,29.4,-70.45,0.8338,0.4173,60.0,21,6.8,580628.48
SMA50_200_RSI45_UPRO100_SHY_delay2_cautionFalse_vix35,50,200,45,100,0,SHY,2,False,35.0,480.63,29.4,-70.45,0.8338,0.4173,60.0,21,6.8,580628.48
SMA50_200_RSI35_UPRO100_SHY_delay2_cautionFalse_vix35,50,200,35,100,0,SHY,2,False,35.0,480.63,29.4,-70.45,0.8338,0.4173,60.0,21,6.8,580628.48
SMA50_200_RSI40_UPRO100_SHY_delay2_cautionFalse_vix35,50,200,40,100,0,SHY,2,False,35.0,480.63,29.4,-70.45,0.8338,0.4173,60.0,21,6.8,580628.48
SMA100_200_RSI35_UPRO100_TLT_delay0_cautionFalse_vix35,100,200,35,100,0,TLT,0,False,35.0,474.54,29.2,-72.24,0.8117,0.4041,61.5,27,6.8,574535.01
SMA100_200_RSI50_UPRO100_TLT_delay0_cautionFalse_vix35,100,200,50,100,0,TLT,0,False,35.0,474.54,29.2,-72.24,0.8117,0.4041,61.5,27,6.8,574535.01
SMA100_200_RSI45_UPRO100_TLT_delay0_cautionFalse_vix35,100,200,45,100,0,TLT,0,False,35.0,474.54,29.2,-72.24,0.8117,0.4041,61.5,27,6.8,574535.01
SMA100_200_RSI40_UPRO100_TLT_delay0_cautionFalse_vix35,100,200,40,100,0,TLT,0,False,35.0,474.54,29.2,-72.24,0.8117,0.4041,61.5,27,6.8,574535.01
SMA100_200_RSI40_UPRO75_SHY_delay2_cautionFalse_vix35,100,200,40,75,25,SHY,2,False,35.0,495.56,29.88,-69.05,0.81,0.4327,57.7,27,6.8,595559.22
SMA100_200_RSI45_UPRO75_SHY_delay2_cautionFalse_vix35,100,200,45,75,25,SHY,2,False,35.0,495.56,29.88,-69.05,0.81,0.4327,57.7,27,6.8,595559.22
SMA100_200_RSI35_UPRO75_SHY_delay2_cautionFalse_vix35,100,200,35,75,25,SHY,2,False,35.0,495.56,29.88,-69.05,0.81,0.4327,57.7,27,6.8,595559.22
SMA100_200_RSI50_UPRO75_SHY_delay2_cautionFalse_vix35,100,200,50,75,25,SHY,2,False,35.0,495.56,29.88,-69.05,0.81,0.4327,57.7,27,6.8,595559.22
SMA100_200_RSI35_UPRO75_cash_delay2_cautionFalse_vix35,100,200,35,75,25,cash,2,False,35.0,494.6,29.85,-68.45,0.8097,0.4361,34.6,27,6.8,594595.29
SMA100_200_RSI40_UPRO75_cash_delay2_cautionFalse_vix35,100,200,40,75,25,cash,2,False,35.0,494.6,29.85,-68.45,0.8097,0.4361,34.6,27,6.8,594595.29
SMA100_200_RSI50_UPRO75_cash_delay2_cautionFalse_vix35,100,200,50,75,25,cash,2,False,35.0,494.6,29.85,-68.45,0.8097,0.4361,34.6,27,6.8,594595.29
SMA100_200_RSI45_UPRO75_cash_delay2_cautionFalse_vix35,100,200,45,75,25,cash,2,False,35.0,494.6,29.85,-68.45,0.8097,0.4361,34.6,27,6.8,594595.29
SMA100_200_RSI35_UPRO75_cash_delay0_cautionTrue_vixNone,100,200,35,75,25,cash,0,True,,545.37,31.42,-64.93,0.8045,0.4838,35.4,49,6.8,645368.78
SMA100_200_RSI35_UPRO75_SHY_delay0_cautionTrue_vixNone,100,200,35,75,25,SHY,0,True,,543.51,31.36,-65.9,0.8037,0.4758,37.5,49,6.8,643505.71
SMA100_200_RSI35_UPRO75_TLT_delay2_cautionFalse_vix35,100,200,35,75,25,TLT,2,False,35.0,493.2,29.8,-75.15,0.7995,0.3966,53.8,27,6.8,593195.71
SMA100_200_RSI40_UPRO75_TLT_delay2_cautionFalse_vix35,100,200,40,75,25,TLT,2,False,35.0,493.2,29.8,-75.15,0.7995,0.3966,53.8,27,6.8,593195.71
SMA100_200_RSI45_UPRO75_TLT_delay2_cautionFalse_vix35,100,200,45,75,25,TLT,2,False,35.0,493.2,29.8,-75.15,0.7995,0.3966,53.8,27,6.8,593195.71
SMA100_200_RSI50_UPRO75_TLT_delay2_cautionFalse_vix35,100,200,50,75,25,TLT,2,False,35.0,493.2,29.8,-75.15,0.7995,0.3966,53.8,27,6.8,593195.71
SMA50_200_RSI35_UPRO100_cash_delay2_cautionTrue_vixNone,50,200,35,100,0,cash,2,True,,462.07,28.78,-67.26,0.7961,0.4279,35.4,49,6.8,562070.97
SMA50_200_RSI35_UPRO100_cash_delay0_cautionTrue_vixNone,50,200,35,100,0,cash,0,True,,456.49,28.59,-68.53,0.7956,0.4172,35.4,49,6.8,556487.11
SMA50_200_RSI35_UPRO100_SHY_delay0_cautionTrue_vixNone,50,200,35,100,0,SHY,0,True,,454.38,28.52,-69.29,0.7944,0.4116,37.5,49,6.8,554383.6
SMA50_200_RSI35_UPRO100_SHY_delay2_cautionTrue_vixNone,50,200,35,100,0,SHY,2,True,,456.93,28.61,-68.02,0.7932,0.4206,35.4,49,6.8,556933.99
SMA100_200_RSI35_UPRO75_TLT_delay0_cautionTrue_vixNone,100,200,35,75,25,TLT,0,True,,514.38,30.47,-70.8,0.7865,0.4304,41.7,49,6.8,614379.73
SMA50_200_RSI45_UPRO100_TLT_delay0_cautionFalse_vix35,50,200,45,100,0,TLT,0,False,35.0,416.45,27.19,-76.84,0.7827,0.3539,60.0,21,6.8,516449.29
SMA50_200_RSI50_UPRO100_TLT_delay0_cautionFalse_vix35,50,200,50,100,0,TLT,0,False,35.0,416.45,27.19,-76.84,0.7827,0.3539,60.0,21,6.8,516449.29
SMA50_200_RSI40_UPRO100_TLT_delay0_cautionFalse_vix35,50,200,40,100,0,TLT,0,False,35.0,416.45,27.19,-76.84,0.7827,0.3539,60.0,21,6.8,516449.29
SMA50_200_RSI35_UPRO100_TLT_delay0_cautionFalse_vix35,50,200,35,100,0,TLT,0,False,35.0,416.45,27.19,-76.84,0.7827,0.3539,60.0,21,6.8,516449.29
SMA50_200_RSI45_UPRO100_TLT_delay2_cautionFalse_vix35,50,200,45,100,0,TLT,2,False,35.0,412.48,27.05,-75.53,0.7801,0.3581,60.0,21,6.8,512478.98
SMA50_200_RSI35_UPRO100_TLT_delay2_cautionFalse_vix35,50,200,35,100,0,TLT,2,False,35.0,412.48,27.05,-75.53,0.7801,0.3581,60.0,21,6.8,512478.98
SMA50_200_RSI40_UPRO100_TLT_delay2_cautionFalse_vix35,50,200,40,100,0,TLT,2,False,35.0,412.48,27.05,-75.53,0.7801,0.3581,60.0,21,6.8,512478.98
SMA50_200_RSI50_UPRO100_TLT_delay2_cautionFalse_vix35,50,200,50,100,0,TLT,2,False,35.0,412.48,27.05,-75.53,0.7801,0.3581,60.0,21,6.8,512478.98
SMA50_200_RSI35_UPRO75_cash_delay0_cautionFalse_vix35,50,200,35,75,25,cash,0,False,35.0,407.58,26.87,-72.13,0.7663,0.3726,40.0,21,6.8,507575.56
SMA50_200_RSI45_UPRO75_cash_delay0_cautionFalse_vix35,50,200,45,75,25,cash,0,False,35.0,407.58,26.87,-72.13,0.7663,0.3726,40.0,21,6.8,507575.56
SMA50_200_RSI50_UPRO75_cash_delay0_cautionFalse_vix35,50,200,50,75,25,cash,0,False,35.0,407.58,26.87,-72.13,0.7663,0.3726,40.0,21,6.8,507575.56
SMA50_200_RSI40_UPRO75_cash_delay0_cautionFalse_vix35,50,200,40,75,25,cash,0,False,35.0,407.58,26.87,-72.13,0.7663,0.3726,40.0,21,6.8,507575.56
SMA100_200_RSI45_UPRO75_cash_delay0_cautionFalse_vix35,100,200,45,75,25,cash,0,False,35.0,414.53,27.12,-68.91,0.7655,0.3936,38.5,27,6.8,514528.08
SMA100_200_RSI35_UPRO75_cash_delay0_cautionFalse_vix35,100,200,35,75,25,cash,0,False,35.0,414.53,27.12,-68.91,0.7655,0.3936,38.5,27,6.8,514528.08
SMA100_200_RSI50_UPRO75_cash_delay0_cautionFalse_vix35,100,200,50,75,25,cash,0,False,35.0,414.53,27.12,-68.91,0.7655,0.3936,38.5,27,6.8,514528.08
SMA100_200_RSI40_UPRO75_cash_delay0_cautionFalse_vix35,100,200,40,75,25,cash,0,False,35.0,414.53,27.12,-68.91,0.7655,0.3936,38.5,27,6.8,514528.08
SMA50_200_RSI40_UPRO75_SHY_delay0_cautionFalse_vix35,50,200,40,75,25,SHY,0,False,35.0,400.83,26.62,-73.03,0.7619,0.3645,65.0,21,6.8,500825.72
SMA50_200_RSI45_UPRO75_SHY_delay0_cautionFalse_vix35,50,200,45,75,25,SHY,0,False,35.0,400.83,26.62,-73.03,0.7619,0.3645,65.0,21,6.8,500825.72
SMA50_200_RSI35_UPRO75_SHY_delay0_cautionFalse_vix35,50,200,35,75,25,SHY,0,False,35.0,400.83,26.62,-73.03,0.7619,0.3645,65.0,21,6.8,500825.72
SMA50_200_RSI50_UPRO75_SHY_delay0_cautionFalse_vix35,50,200,50,75,25,SHY,0,False,35.0,400.83,26.62,-73.03,0.7619,0.3645,65.0,21,6.8,500825.72
SMA100_200_RSI50_UPRO75_SHY_delay0_cautionFalse_vix35,100,200,50,75,25,SHY,0,False,35.0,408.48,26.9,-69.94,0.7616,0.3847,61.5,27,6.8,508480.71
SMA100_200_RSI45_UPRO75_SHY_delay0_cautionFalse_vix35,100,200,45,75,25,SHY,0,False,35.0,408.48,26.9,-69.94,0.7616,0.3847,61.5,27,6.8,508480.71
SMA100_200_RSI35_UPRO75_SHY_delay0_cautionFalse_vix35,100,200,35,75,25,SHY,0,False,35.0,408.48,26.9,-69.94,0.7616,0.3847,61.5,27,6.8,508480.71
SMA100_200_RSI40_UPRO75_SHY_delay0_cautionFalse_vix35,100,200,40,75,25,SHY,0,False,35.0,408.48,26.9,-69.94,0.7616,0.3847,61.5,27,6.8,508480.71
SMA50_200_RSI40_UPRO75_cash_delay2_cautionFalse_vix35,50,200,40,75,25,cash,2,False,35.0,392.76,26.32,-71.14,0.7569,0.37,40.0,21,6.8,492760.74
SMA50_200_RSI50_UPRO75_cash_delay2_cautionFalse_vix35,50,200,50,75,25,cash,2,False,35.0,392.76,26.32,-71.14,0.7569,0.37,40.0,21,6.8,492760.74
SMA50_200_RSI35_UPRO75_cash_delay2_cautionFalse_vix35,50,200,35,75,25,cash,2,False,35.0,392.76,26.32,-71.14,0.7569,0.37,40.0,21,6.8,492760.74
SMA50_200_RSI45_UPRO75_cash_delay2_cautionFalse_vix35,50,200,45,75,25,cash,2,False,35.0,392.76,26.32,-71.14,0.7569,0.37,40.0,21,6.8,492760.74
SMA50_200_RSI35_UPRO100_TLT_delay2_cautionTrue_vixNone,50,200,35,100,0,TLT,2,True,,400.77,26.62,-72.99,0.7544,0.3647,37.5,49,6.8,500770.82
SMA50_200_RSI40_UPRO75_SHY_delay2_cautionFalse_vix35,50,200,40,75,25,SHY,2,False,35.0,384.54,26.01,-72.05,0.7514,0.361,60.0,21,6.8,484541.12
SMA50_200_RSI50_UPRO75_SHY_delay2_cautionFalse_vix35,50,200,50,75,25,SHY,2,False,35.0,384.54,26.01,-72.05,0.7514,0.361,60.0,21,6.8,484541.12
SMA50_200_RSI45_UPRO75_SHY_delay2_cautionFalse_vix35,50,200,45,75,25,SHY,2,False,35.0,384.54,26.01,-72.05,0.7514,0.361,60.0,21,6.8,484541.12
SMA50_200_RSI35_UPRO75_SHY_delay2_cautionFalse_vix35,50,200,35,75,25,SHY,2,False,35.0,384.54,26.01,-72.05,0.7514,0.361,60.0,21,6.8,484541.12
SMA50_200_RSI35_UPRO100_TLT_delay0_cautionTrue_vixNone,50,200,35,100,0,TLT,0,True,,390.87,26.25,-74.43,0.7504,0.3527,37.5,49,6.8,490872.62
SMA100_200_RSI35_UPRO75_TLT_delay0_cautionFalse_vix35,100,200,35,75,25,TLT,0,False,35.0,383.95,25.99,-74.23,0.7385,0.3501,61.5,27,6.8,483949.82
SMA100_200_RSI45_UPRO75_TLT_delay0_cautionFalse_vix35,100,200,45,75,25,TLT,0,False,35.0,383.95,25.99,-74.23,0.7385,0.3501,61.5,27,6.8,483949.82
SMA100_200_RSI50_UPRO75_TLT_delay0_cautionFalse_vix35,100,200,50,75,25,TLT,0,False,35.0,383.95,25.99,-74.23,0.7385,0.3501,61.5,27,6.8,483949.82
SMA100_200_RSI40_UPRO75_TLT_delay0_cautionFalse_vix35,100,200,40,75,25,TLT,0,False,35.0,383.95,25.99,-74.23,0.7385,0.3501,61.5,27,6.8,483949.82
SMA50_200_RSI35_UPRO75_cash_delay0_cautionTrue_vixNone,50,200,35,75,25,cash,0,True,,376.43,25.7,-70.05,0.7325,0.3669,35.4,49,6.8,476432.28
SMA50_200_RSI35_UPRO75_SHY_delay0_cautionTrue_vixNone,50,200,35,75,25,SHY,0,True,,374.6,25.63,-70.89,0.7314,0.3615,37.5,49,6.8,474601.15
SMA50_200_RSI35_UPRO75_cash_delay2_cautionTrue_vixNone,50,200,35,75,25,cash,2,True,,376.02,25.68,-68.99,0.7306,0.3723,35.4,49,6.8,476018.8
SMA50_200_RSI35_UPRO75_SHY_delay2_cautionTrue_vixNone,50,200,35,75,25,SHY,2,True,,371.64,25.51,-69.83,0.7278,0.3654,35.4,49,6.8,471638.24
SMA50_200_RSI35_UPRO75_TLT_delay0_cautionFalse_vix35,50,200,35,75,25,TLT,0,False,35.0,337.67,24.15,-77.99,0.7119,0.3096,60.0,21,6.8,437672.32
SMA50_200_RSI40_UPRO75_TLT_delay0_cautionFalse_vix35,50,200,40,75,25,TLT,0,False,35.0,337.67,24.15,-77.99,0.7119,0.3096,60.0,21,6.8,437672.32
SMA50_200_RSI45_UPRO75_TLT_delay0_cautionFalse_vix35,50,200,45,75,25,TLT,0,False,35.0,337.67,24.15,-77.99,0.7119,0.3096,60.0,21,6.8,437672.32
SMA50_200_RSI50_UPRO75_TLT_delay0_cautionFalse_vix35,50,200,50,75,25,TLT,0,False,35.0,337.67,24.15,-77.99,0.7119,0.3096,60.0,21,6.8,437672.32
SMA50_200_RSI50_UPRO75_TLT_delay2_cautionFalse_vix35,50,200,50,75,25,TLT,2,False,35.0,327.67,23.73,-76.86,0.7047,0.3087,60.0,21,6.8,427669.58
