strategy,sma_fast,sma_slow,rsi_threshold,upro_pct,tqqq_pct,defensive,sma_delay,bull_caution,vix_kill,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,calmar,win_rate_pct,num_trades,years,final_equity
SMA50_200_RSI45_UPRO75_TLT_delay2_cautionFalse_vix35,50,200,45,75,25,TLT,2,False,35.0,327.67,23.73,-76.86,0.7047,0.3087,60.0,21,6.8,427669.58
SMA50_200_RSI35_UPRO75_TLT_delay2_cautionFalse_vix35,50,200,35,75,25,TLT,2,False,35.0,327.67,23.73,-76.86,0.7047,0.3087,60.0,21,6.8,427669.58
SMA50_200_RSI40_UPRO75_TLT_delay2_cautionFalse_vix35,50,200,40,75,25,TLT,2,False,35.0,327.67,23.73,-76.86,0.7047,0.3087,60.0,21,6.8,427669.58
SMA50_200_RSI35_UPRO75_TLT_delay2_cautionTrue_vixNone,50,200,35,75,25,TLT,2,True,,324.18,23.58,-74.43,0.6924,0.3168,39.6,49,6.8,424183.19
SMA50_200_RSI35_UPRO75_TLT_delay0_cautionTrue_vixNone,50,200,35,75,25,TLT,0,True,,320.34,23.41,-75.68,0.6911,0.3094,39.6,49,6.8,420335.79
SMA100_200_RSI40_UPRO100_cash_delay2_cautionFalse_vixNone,100,200,40,100,0,cash,2,False,,69.97,8.08,-75.73,0.4392,0.1067,16.7,7,6.8,169966.06
SMA100_200_RSI35_UPRO100_cash_delay2_cautionFalse_vixNone,100,200,35,100,0,cash,2,False,,69.97,8.08,-75.73,0.4392,0.1067,16.7,7,6.8,169966.06
SMA100_200_RSI50_UPRO100_cash_delay2_cautionFalse_vixNone,100,200,50,100,0,cash,2,False,,69.97,8.08,-75.73,0.4392,0.1067,16.7,7,6.8,169966.06
SMA100_200_RSI45_UPRO100_cash_delay2_cautionFalse_vixNone,100,200,45,100,0,cash,2,False,,69.97,8.08,-75.73,0.4392,0.1067,16.7,7,6.8,169966.06
SMA100_200_RSI45_UPRO100_SHY_delay2_cautionFalse_vixNone,100,200,45,100,0,SHY,2,False,,68.27,7.92,-75.73,0.4365,0.1046,33.3,7,6.8,168272.39
SMA100_200_RSI40_UPRO100_SHY_delay2_cautionFalse_vixNone,100,200,40,100,0,SHY,2,False,,68.27,7.92,-75.73,0.4365,0.1046,33.3,7,6.8,168272.39
SMA100_200_RSI50_UPRO100_SHY_delay2_cautionFalse_vixNone,100,200,50,100,0,SHY,2,False,,68.27,7.92,-75.73,0.4365,0.1046,33.3,7,6.8,168272.39
SMA100_200_RSI35_UPRO100_SHY_delay2_cautionFalse_vixNone,100,200,35,100,0,SHY,2,False,,68.27,7.92,-75.73,0.4365,0.1046,33.3,7,6.8,168272.39
SMA100_200_RSI35_UPRO100_TLT_delay2_cautionFalse_vixNone,100,200,35,100,0,TLT,2,False,,65.44,7.65,-75.73,0.4312,0.1011,33.3,7,6.8,165438.89
SMA100_200_RSI40_UPRO100_TLT_delay2_cautionFalse_vixNone,100,200,40,100,0,TLT,2,False,,65.44,7.65,-75.73,0.4312,0.1011,33.3,7,6.8,165438.89
SMA100_200_RSI45_UPRO100_TLT_delay2_cautionFalse_vixNone,100,200,45,100,0,TLT,2,False,,65.44,7.65,-75.73,0.4312,0.1011,33.3,7,6.8,165438.89
SMA100_200_RSI50_UPRO100_TLT_delay2_cautionFalse_vixNone,100,200,50,100,0,TLT,2,False,,65.44,7.65,-75.73,0.4312,0.1011,33.3,7,6.8,165438.89
SMA100_200_RSI35_UPRO75_cash_delay2_cautionFalse_vixNone,100,200,35,75,25,cash,2,False,,50.72,6.2,-74.25,0.4154,0.0834,16.7,7,6.8,150722.81
SMA100_200_RSI40_UPRO75_cash_delay2_cautionFalse_vixNone,100,200,40,75,25,cash,2,False,,50.72,6.2,-74.25,0.4154,0.0834,16.7,7,6.8,150722.81
SMA100_200_RSI45_UPRO75_cash_delay2_cautionFalse_vixNone,100,200,45,75,25,cash,2,False,,50.72,6.2,-74.25,0.4154,0.0834,16.7,7,6.8,150722.81
SMA100_200_RSI50_UPRO75_cash_delay2_cautionFalse_vixNone,100,200,50,75,25,cash,2,False,,50.72,6.2,-74.25,0.4154,0.0834,16.7,7,6.8,150722.81
SMA100_200_RSI45_UPRO75_SHY_delay2_cautionFalse_vixNone,100,200,45,75,25,SHY,2,False,,49.22,6.04,-74.25,0.4128,0.0813,33.3,7,6.8,149220.89
SMA100_200_RSI40_UPRO75_SHY_delay2_cautionFalse_vixNone,100,200,40,75,25,SHY,2,False,,49.22,6.04,-74.25,0.4128,0.0813,33.3,7,6.8,149220.89
SMA100_200_RSI50_UPRO75_SHY_delay2_cautionFalse_vixNone,100,200,50,75,25,SHY,2,False,,49.22,6.04,-74.25,0.4128,0.0813,33.3,7,6.8,149220.89
SMA100_200_RSI35_UPRO75_SHY_delay2_cautionFalse_vixNone,100,200,35,75,25,SHY,2,False,,49.22,6.04,-74.25,0.4128,0.0813,33.3,7,6.8,149220.89
SMA100_200_RSI40_UPRO75_TLT_delay2_cautionFalse_vixNone,100,200,40,75,25,TLT,2,False,,46.71,5.78,-77.47,0.4082,0.0746,33.3,7,6.8,146708.19
SMA100_200_RSI35_UPRO75_TLT_delay2_cautionFalse_vixNone,100,200,35,75,25,TLT,2,False,,46.71,5.78,-77.47,0.4082,0.0746,33.3,7,6.8,146708.19
SMA100_200_RSI45_UPRO75_TLT_delay2_cautionFalse_vixNone,100,200,45,75,25,TLT,2,False,,46.71,5.78,-77.47,0.4082,0.0746,33.3,7,6.8,146708.19
SMA100_200_RSI50_UPRO75_TLT_delay2_cautionFalse_vixNone,100,200,50,75,25,TLT,2,False,,46.71,5.78,-77.47,0.4082,0.0746,33.3,7,6.8,146708.19
SMA100_200_RSI35_UPRO100_cash_delay0_cautionFalse_vixNone,100,200,35,100,0,cash,0,False,,48.18,5.93,-75.73,0.4023,0.0783,16.7,7,6.8,148183.75
SMA100_200_RSI40_UPRO100_cash_delay0_cautionFalse_vixNone,100,200,40,100,0,cash,0,False,,48.18,5.93,-75.73,0.4023,0.0783,16.7,7,6.8,148183.75
SMA100_200_RSI50_UPRO100_cash_delay0_cautionFalse_vixNone,100,200,50,100,0,cash,0,False,,48.18,5.93,-75.73,0.4023,0.0783,16.7,7,6.8,148183.75
SMA100_200_RSI45_UPRO100_cash_delay0_cautionFalse_vixNone,100,200,45,100,0,cash,0,False,,48.18,5.93,-75.73,0.4023,0.0783,16.7,7,6.8,148183.75
SMA100_200_RSI40_UPRO100_SHY_delay0_cautionFalse_vixNone,100,200,40,100,0,SHY,0,False,,44.75,5.57,-75.73,0.396,0.0735,33.3,7,6.8,144748.19
SMA100_200_RSI45_UPRO100_SHY_delay0_cautionFalse_vixNone,100,200,45,100,0,SHY,0,False,,44.75,5.57,-75.73,0.396,0.0735,33.3,7,6.8,144748.19
SMA100_200_RSI50_UPRO100_SHY_delay0_cautionFalse_vixNone,100,200,50,100,0,SHY,0,False,,44.75,5.57,-75.73,0.396,0.0735,33.3,7,6.8,144748.19
SMA100_200_RSI35_UPRO100_SHY_delay0_cautionFalse_vixNone,100,200,35,100,0,SHY,0,False,,44.75,5.57,-75.73,0.396,0.0735,33.3,7,6.8,144748.19
SMA100_200_RSI45_UPRO100_TLT_delay0_cautionFalse_vixNone,100,200,45,100,0,TLT,0,False,,35.98,4.61,-75.73,0.379,0.0608,50.0,7,6.8,135984.9
SMA100_200_RSI50_UPRO100_TLT_delay0_cautionFalse_vixNone,100,200,50,100,0,TLT,0,False,,35.98,4.61,-75.73,0.379,0.0608,50.0,7,6.8,135984.9
SMA100_200_RSI35_UPRO100_TLT_delay0_cautionFalse_vixNone,100,200,35,100,0,TLT,0,False,,35.98,4.61,-75.73,0.379,0.0608,50.0,7,6.8,135984.9
SMA100_200_RSI40_UPRO100_TLT_delay0_cautionFalse_vixNone,100,200,40,100,0,TLT,0,False,,35.98,4.61,-75.73,0.379,0.0608,50.0,7,6.8,135984.9
SMA100_200_RSI40_UPRO75_cash_delay0_cautionFalse_vixNone,100,200,40,75,25,cash,0,False,,30.43,3.97,-74.25,0.3783,0.0535,16.7,7,6.8,130426.72
SMA100_200_RSI35_UPRO75_cash_delay0_cautionFalse_vixNone,100,200,35,75,25,cash,0,False,,30.43,3.97,-74.25,0.3783,0.0535,16.7,7,6.8,130426.72
SMA100_200_RSI45_UPRO75_cash_delay0_cautionFalse_vixNone,100,200,45,75,25,cash,0,False,,30.43,3.97,-74.25,0.3783,0.0535,16.7,7,6.8,130426.72
SMA100_200_RSI50_UPRO75_cash_delay0_cautionFalse_vixNone,100,200,50,75,25,cash,0,False,,30.43,3.97,-74.25,0.3783,0.0535,16.7,7,6.8,130426.72
SMA100_200_RSI45_UPRO75_SHY_delay0_cautionFalse_vixNone,100,200,45,75,25,SHY,0,False,,27.4,3.61,-74.25,0.3723,0.0486,33.3,7,6.8,127402.85
SMA100_200_RSI35_UPRO75_SHY_delay0_cautionFalse_vixNone,100,200,35,75,25,SHY,0,False,,27.4,3.61,-74.25,0.3723,0.0486,33.3,7,6.8,127402.85
SMA100_200_RSI50_UPRO75_SHY_delay0_cautionFalse_vixNone,100,200,50,75,25,SHY,0,False,,27.4,3.61,-74.25,0.3723,0.0486,33.3,7,6.8,127402.85
SMA100_200_RSI40_UPRO75_SHY_delay0_cautionFalse_vixNone,100,200,40,75,25,SHY,0,False,,27.4,3.61,-74.25,0.3723,0.0486,33.3,7,6.8,127402.85
SMA100_200_RSI45_UPRO75_TLT_delay0_cautionFalse_vixNone,100,200,45,75,25,TLT,0,False,,19.69,2.67,-76.63,0.3564,0.0348,50.0,7,6.8,119689.68
SMA100_200_RSI40_UPRO75_TLT_delay0_cautionFalse_vixNone,100,200,40,75,25,TLT,0,False,,19.69,2.67,-76.63,0.3564,0.0348,50.0,7,6.8,119689.68
SMA100_200_RSI50_UPRO75_TLT_delay0_cautionFalse_vixNone,100,200,50,75,25,TLT,0,False,,19.69,2.67,-76.63,0.3564,0.0348,50.0,7,6.8,119689.68
SMA100_200_RSI35_UPRO75_TLT_delay0_cautionFalse_vixNone,100,200,35,75,25,TLT,0,False,,19.69,2.67,-76.63,0.3564,0.0348,50.0,7,6.8,119689.68
SMA50_200_RSI40_UPRO100_cash_delay2_cautionFalse_vixNone,50,200,40,100,0,cash,2,False,,13.59,1.88,-75.73,0.3232,0.0249,33.3,7,6.8,113589.21
SMA50_200_RSI50_UPRO100_cash_delay2_cautionFalse_vixNone,50,200,50,100,0,cash,2,False,,13.59,1.88,-75.73,0.3232,0.0249,33.3,7,6.8,113589.21
SMA50_200_RSI45_UPRO100_cash_delay2_cautionFalse_vixNone,50,200,45,100,0,cash,2,False,,13.59,1.88,-75.73,0.3232,0.0249,33.3,7,6.8,113589.21
SMA50_200_RSI35_UPRO100_cash_delay2_cautionFalse_vixNone,50,200,35,100,0,cash,2,False,,13.59,1.88,-75.73,0.3232,0.0249,33.3,7,6.8,113589.21
SMA50_200_RSI45_UPRO100_cash_delay0_cautionFalse_vixNone,50,200,45,100,0,cash,0,False,,12.46,1.74,-75.73,0.3193,0.0229,33.3,7,6.8,112460.77
SMA50_200_RSI40_UPRO100_cash_delay0_cautionFalse_vixNone,50,200,40,100,0,cash,0,False,,12.46,1.74,-75.73,0.3193,0.0229,33.3,7,6.8,112460.77
SMA50_200_RSI35_UPRO100_cash_delay0_cautionFalse_vixNone,50,200,35,100,0,cash,0,False,,12.46,1.74,-75.73,0.3193,0.0229,33.3,7,6.8,112460.77
SMA50_200_RSI50_UPRO100_cash_delay0_cautionFalse_vixNone,50,200,50,100,0,cash,0,False,,12.46,1.74,-75.73,0.3193,0.0229,33.3,7,6.8,112460.77
SMA50_200_RSI45_UPRO100_SHY_delay2_cautionFalse_vixNone,50,200,45,100,0,SHY,2,False,,10.29,1.45,-75.73,0.315,0.0191,33.3,7,6.8,110288.42
SMA50_200_RSI35_UPRO100_SHY_delay2_cautionFalse_vixNone,50,200,35,100,0,SHY,2,False,,10.29,1.45,-75.73,0.315,0.0191,33.3,7,6.8,110288.42
SMA50_200_RSI40_UPRO100_SHY_delay2_cautionFalse_vixNone,50,200,40,100,0,SHY,2,False,,10.29,1.45,-75.73,0.315,0.0191,33.3,7,6.8,110288.42
SMA50_200_RSI50_UPRO100_SHY_delay2_cautionFalse_vixNone,50,200,50,100,0,SHY,2,False,,10.29,1.45,-75.73,0.315,0.0191,33.3,7,6.8,110288.42
SMA50_200_RSI50_UPRO100_SHY_delay0_cautionFalse_vixNone,50,200,50,100,0,SHY,0,False,,9.78,1.38,-75.73,0.3125,0.0182,50.0,7,6.8,109783.37
SMA50_200_RSI45_UPRO100_SHY_delay0_cautionFalse_vixNone,50,200,45,100,0,SHY,0,False,,9.78,1.38,-75.73,0.3125,0.0182,50.0,7,6.8,109783.37
SMA50_200_RSI40_UPRO100_SHY_delay0_cautionFalse_vixNone,50,200,40,100,0,SHY,0,False,,9.78,1.38,-75.73,0.3125,0.0182,50.0,7,6.8,109783.37
SMA50_200_RSI35_UPRO100_SHY_delay0_cautionFalse_vixNone,50,200,35,100,0,SHY,0,False,,9.78,1.38,-75.73,0.3125,0.0182,50.0,7,6.8,109783.37
SMA50_200_RSI35_UPRO75_cash_delay2_cautionFalse_vixNone,50,200,35,75,25,cash,2,False,,-3.96,-0.59,-74.62,0.2907,-0.0079,16.7,7,6.8,96042.6
SMA50_200_RSI40_UPRO75_cash_delay2_cautionFalse_vixNone,50,200,40,75,25,cash,2,False,,-3.96,-0.59,-74.62,0.2907,-0.0079,16.7,7,6.8,96042.6
SMA50_200_RSI45_UPRO75_cash_delay2_cautionFalse_vixNone,50,200,45,75,25,cash,2,False,,-3.96,-0.59,-74.62,0.2907,-0.0079,16.7,7,6.8,96042.6
SMA50_200_RSI50_UPRO75_cash_delay2_cautionFalse_vixNone,50,200,50,75,25,cash,2,False,,-3.96,-0.59,-74.62,0.2907,-0.0079,16.7,7,6.8,96042.6
SMA50_200_RSI35_UPRO75_cash_delay0_cautionFalse_vixNone,50,200,35,75,25,cash,0,False,,-3.87,-0.58,-75.8,0.2896,-0.0076,16.7,7,6.8,96126.03
SMA50_200_RSI40_UPRO75_cash_delay0_cautionFalse_vixNone,50,200,40,75,25,cash,0,False,,-3.87,-0.58,-75.8,0.2896,-0.0076,16.7,7,6.8,96126.03
SMA50_200_RSI45_UPRO75_cash_delay0_cautionFalse_vixNone,50,200,45,75,25,cash,0,False,,-3.87,-0.58,-75.8,0.2896,-0.0076,16.7,7,6.8,96126.03
SMA50_200_RSI50_UPRO75_cash_delay0_cautionFalse_vixNone,50,200,50,75,25,cash,0,False,,-3.87,-0.58,-75.8,0.2896,-0.0076,16.7,7,6.8,96126.03
SMA50_200_RSI35_UPRO75_SHY_delay0_cautionFalse_vixNone,50,200,35,75,25,SHY,0,False,,-6.16,-0.93,-76.58,0.2832,-0.0121,33.3,7,6.8,93837.52
SMA50_200_RSI50_UPRO75_SHY_delay0_cautionFalse_vixNone,50,200,50,75,25,SHY,0,False,,-6.16,-0.93,-76.58,0.2832,-0.0121,33.3,7,6.8,93837.52
SMA50_200_RSI40_UPRO75_SHY_delay0_cautionFalse_vixNone,50,200,40,75,25,SHY,0,False,,-6.16,-0.93,-76.58,0.2832,-0.0121,33.3,7,6.8,93837.52
SMA50_200_RSI45_UPRO75_SHY_delay0_cautionFalse_vixNone,50,200,45,75,25,SHY,0,False,,-6.16,-0.93,-76.58,0.2832,-0.0121,33.3,7,6.8,93837.52
SMA50_200_RSI45_UPRO75_SHY_delay2_cautionFalse_vixNone,50,200,45,75,25,SHY,2,False,,-6.75,-1.02,-75.41,0.2829,-0.0135,16.7,7,6.8,93251.69
SMA50_200_RSI40_UPRO75_SHY_delay2_cautionFalse_vixNone,50,200,40,75,25,SHY,2,False,,-6.75,-1.02,-75.41,0.2829,-0.0135,16.7,7,6.8,93251.69
SMA50_200_RSI50_UPRO75_SHY_delay2_cautionFalse_vixNone,50,200,50,75,25,SHY,2,False,,-6.75,-1.02,-75.41,0.2829,-0.0135,16.7,7,6.8,93251.69
SMA50_200_RSI35_UPRO75_SHY_delay2_cautionFalse_vixNone,50,200,35,75,25,SHY,2,False,,-6.75,-1.02,-75.41,0.2829,-0.0135,16.7,7,6.8,93251.69
SMA50_200_RSI50_UPRO100_TLT_delay2_cautionFalse_vixNone,50,200,50,100,0,TLT,2,False,,-2.28,-0.34,-77.71,0.282,-0.0043,50.0,7,6.8,97718.18
SMA50_200_RSI35_UPRO100_TLT_delay2_cautionFalse_vixNone,50,200,35,100,0,TLT,2,False,,-2.28,-0.34,-77.71,0.282,-0.0043,50.0,7,6.8,97718.18
SMA50_200_RSI40_UPRO100_TLT_delay2_cautionFalse_vixNone,50,200,40,100,0,TLT,2,False,,-2.28,-0.34,-77.71,0.282,-0.0043,50.0,7,6.8,97718.18
SMA50_200_RSI45_UPRO100_TLT_delay2_cautionFalse_vixNone,50,200,45,100,0,TLT,2,False,,-2.28,-0.34,-77.71,0.282,-0.0043,50.0,7,6.8,97718.18
SMA50_200_RSI50_UPRO100_TLT_delay0_cautionFalse_vixNone,50,200,50,100,0,TLT,0,False,,-4.21,-0.63,-78.9,0.275,-0.008,50.0,7,6.8,95786.69
SMA50_200_RSI35_UPRO100_TLT_delay0_cautionFalse_vixNone,50,200,35,100,0,TLT,0,False,,-4.21,-0.63,-78.9,0.275,-0.008,50.0,7,6.8,95786.69
SMA50_200_RSI40_UPRO100_TLT_delay0_cautionFalse_vixNone,50,200,40,100,0,TLT,0,False,,-4.21,-0.63,-78.9,0.275,-0.008,50.0,7,6.8,95786.69
SMA50_200_RSI45_UPRO100_TLT_delay0_cautionFalse_vixNone,50,200,45,100,0,TLT,0,False,,-4.21,-0.63,-78.9,0.275,-0.008,50.0,7,6.8,95786.69
SMA50_200_RSI35_UPRO75_TLT_delay2_cautionFalse_vixNone,50,200,35,75,25,TLT,2,False,,-17.38,-2.76,-79.17,0.252,-0.0348,33.3,7,6.8,82623.23
SMA50_200_RSI50_UPRO75_TLT_delay2_cautionFalse_vixNone,50,200,50,75,25,TLT,2,False,,-17.38,-2.76,-79.17,0.252,-0.0348,33.3,7,6.8,82623.23
SMA50_200_RSI40_UPRO75_TLT_delay2_cautionFalse_vixNone,50,200,40,75,25,TLT,2,False,,-17.38,-2.76,-79.17,0.252,-0.0348,33.3,7,6.8,82623.23
SMA50_200_RSI45_UPRO75_TLT_delay2_cautionFalse_vixNone,50,200,45,75,25,TLT,2,False,,-17.38,-2.76,-79.17,0.252,-0.0348,33.3,7,6.8,82623.23
SMA50_200_RSI45_UPRO75_TLT_delay0_cautionFalse_vixNone,50,200,45,75,25,TLT,0,False,,-18.13,-2.89,-81.02,0.248,-0.0356,33.3,7,6.8,81873.83
SMA50_200_RSI50_UPRO75_TLT_delay0_cautionFalse_vixNone,50,200,50,75,25,TLT,0,False,,-18.13,-2.89,-81.02,0.248,-0.0356,33.3,7,6.8,81873.83
SMA50_200_RSI40_UPRO75_TLT_delay0_cautionFalse_vixNone,50,200,40,75,25,TLT,0,False,,-18.13,-2.89,-81.02,0.248,-0.0356,33.3,7,6.8,81873.83
SMA50_200_RSI35_UPRO75_TLT_delay0_cautionFalse_vixNone,50,200,35,75,25,TLT,0,False,,-18.13,-2.89,-81.02,0.248,-0.0356,33.3,7,6.8,81873.83
