strategy,sma_fast,sma_slow,rsi_threshold,upro_pct,tqqq_pct,defensive,sma_delay,bull_caution,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,calmar,win_rate_pct,num_trades,years,final_equity
SMA50_200_RSI35_UPRO100_SHY_delay0_cautionFalse,50,200,35,100,0,SHY,0,False,88.22,13.02,-74.43,0.528,0.175,50.0,5,5.2,188221.36
SMA50_200_RSI45_UPRO100_SHY_delay0_cautionFalse,50,200,45,100,0,SHY,0,False,88.22,13.02,-74.43,0.528,0.175,50.0,5,5.2,188221.36
SMA100_200_RSI40_UPRO75_TLT_delay2_cautionFalse,100,200,40,75,25,TLT,2,False,84.87,12.63,-77.47,0.5234,0.163,50.0,5,5.2,184873.79
SMA100_200_RSI35_UPRO75_TLT_delay2_cautionFalse,100,200,35,75,25,TLT,2,False,84.87,12.63,-77.47,0.5234,0.163,50.0,5,5.2,184873.79
SMA100_200_RSI45_UPRO75_TLT_delay2_cautionFalse,100,200,45,75,25,TLT,2,False,84.87,12.63,-77.47,0.5234,0.163,50.0,5,5.2,184873.79
SMA100_200_RSI50_UPRO75_TLT_delay2_cautionFalse,100,200,50,75,25,TLT,2,False,84.87,12.63,-77.47,0.5234,0.163,50.0,5,5.2,184873.79
SMA100_200_RSI35_UPRO75_TLT_delay0_cautionFalse,100,200,35,75,25,TLT,0,False,67.11,10.45,-76.63,0.4856,0.1364,50.0,5,5.2,167105.15
SMA100_200_RSI45_UPRO75_TLT_delay0_cautionFalse,100,200,45,75,25,TLT,0,False,67.11,10.45,-76.63,0.4856,0.1364,50.0,5,5.2,167105.15
SMA100_200_RSI50_UPRO75_TLT_delay0_cautionFalse,100,200,50,75,25,TLT,0,False,67.11,10.45,-76.63,0.4856,0.1364,50.0,5,5.2,167105.15
SMA100_200_RSI40_UPRO75_TLT_delay0_cautionFalse,100,200,40,75,25,TLT,0,False,67.11,10.45,-76.63,0.4856,0.1364,50.0,5,5.2,167105.15
SMA50_200_RSI35_UPRO100_TLT_delay2_cautionFalse,50,200,35,100,0,TLT,2,False,60.5,9.59,-77.71,0.4614,0.1234,50.0,5,5.2,160501.05
SMA50_200_RSI45_UPRO100_TLT_delay2_cautionFalse,50,200,45,100,0,TLT,2,False,60.5,9.59,-77.71,0.4614,0.1234,50.0,5,5.2,160501.05
SMA50_200_RSI40_UPRO100_TLT_delay2_cautionFalse,50,200,40,100,0,TLT,2,False,60.5,9.59,-77.71,0.4614,0.1234,50.0,5,5.2,160501.05
SMA50_200_RSI50_UPRO100_TLT_delay2_cautionFalse,50,200,50,100,0,TLT,2,False,60.5,9.59,-77.71,0.4614,0.1234,50.0,5,5.2,160501.05
SMA50_200_RSI45_UPRO100_TLT_delay0_cautionFalse,50,200,45,100,0,TLT,0,False,57.95,9.25,-78.9,0.4548,0.1172,50.0,5,5.2,157948.2
SMA50_200_RSI50_UPRO100_TLT_delay0_cautionFalse,50,200,50,100,0,TLT,0,False,57.95,9.25,-78.9,0.4548,0.1172,50.0,5,5.2,157948.2
SMA50_200_RSI40_UPRO100_TLT_delay0_cautionFalse,50,200,40,100,0,TLT,0,False,57.95,9.25,-78.9,0.4548,0.1172,50.0,5,5.2,157948.2
SMA50_200_RSI35_UPRO100_TLT_delay0_cautionFalse,50,200,35,100,0,TLT,0,False,57.95,9.25,-78.9,0.4548,0.1172,50.0,5,5.2,157948.2
SMA50_200_RSI35_UPRO75_cash_delay2_cautionFalse,50,200,35,75,25,cash,2,False,51.34,8.35,-74.16,0.4463,0.1126,25.0,5,5.2,151339.13
SMA50_200_RSI45_UPRO75_cash_delay2_cautionFalse,50,200,45,75,25,cash,2,False,51.34,8.35,-74.16,0.4463,0.1126,25.0,5,5.2,151339.13
SMA50_200_RSI50_UPRO75_cash_delay2_cautionFalse,50,200,50,75,25,cash,2,False,51.34,8.35,-74.16,0.4463,0.1126,25.0,5,5.2,151339.13
SMA50_200_RSI40_UPRO75_cash_delay2_cautionFalse,50,200,40,75,25,cash,2,False,51.34,8.35,-74.16,0.4463,0.1126,25.0,5,5.2,151339.13
SMA50_200_RSI45_UPRO75_cash_delay0_cautionFalse,50,200,45,75,25,cash,0,False,48.33,7.93,-75.05,0.4385,0.1057,25.0,5,5.2,148331.86
SMA50_200_RSI40_UPRO75_cash_delay0_cautionFalse,50,200,40,75,25,cash,0,False,48.33,7.93,-75.05,0.4385,0.1057,25.0,5,5.2,148331.86
SMA50_200_RSI50_UPRO75_cash_delay0_cautionFalse,50,200,50,75,25,cash,0,False,48.33,7.93,-75.05,0.4385,0.1057,25.0,5,5.2,148331.86
SMA50_200_RSI35_UPRO75_cash_delay0_cautionFalse,50,200,35,75,25,cash,0,False,48.33,7.93,-75.05,0.4385,0.1057,25.0,5,5.2,148331.86
SMA50_200_RSI35_UPRO75_SHY_delay2_cautionFalse,50,200,35,75,25,SHY,2,False,46.48,7.67,-74.93,0.4337,0.1023,25.0,5,5.2,146479.31
SMA50_200_RSI45_UPRO75_SHY_delay2_cautionFalse,50,200,45,75,25,SHY,2,False,46.48,7.67,-74.93,0.4337,0.1023,25.0,5,5.2,146479.31
SMA50_200_RSI40_UPRO75_SHY_delay2_cautionFalse,50,200,40,75,25,SHY,2,False,46.48,7.67,-74.93,0.4337,0.1023,25.0,5,5.2,146479.31
SMA50_200_RSI50_UPRO75_SHY_delay2_cautionFalse,50,200,50,75,25,SHY,2,False,46.48,7.67,-74.93,0.4337,0.1023,25.0,5,5.2,146479.31
SMA50_200_RSI40_UPRO75_SHY_delay0_cautionFalse,50,200,40,75,25,SHY,0,False,44.43,7.37,-75.82,0.4281,0.0973,50.0,5,5.2,144427.91
SMA50_200_RSI50_UPRO75_SHY_delay0_cautionFalse,50,200,50,75,25,SHY,0,False,44.43,7.37,-75.82,0.4281,0.0973,50.0,5,5.2,144427.91
SMA50_200_RSI45_UPRO75_SHY_delay0_cautionFalse,50,200,45,75,25,SHY,0,False,44.43,7.37,-75.82,0.4281,0.0973,50.0,5,5.2,144427.91
SMA50_200_RSI35_UPRO75_SHY_delay0_cautionFalse,50,200,35,75,25,SHY,0,False,44.43,7.37,-75.82,0.4281,0.0973,50.0,5,5.2,144427.91
SMA50_200_RSI50_UPRO75_TLT_delay2_cautionFalse,50,200,50,75,25,TLT,2,False,22.92,4.07,-79.01,0.3675,0.0516,25.0,5,5.2,122918.12
SMA50_200_RSI35_UPRO75_TLT_delay2_cautionFalse,50,200,35,75,25,TLT,2,False,22.92,4.07,-79.01,0.3675,0.0516,25.0,5,5.2,122918.12
SMA50_200_RSI45_UPRO75_TLT_delay2_cautionFalse,50,200,45,75,25,TLT,2,False,22.92,4.07,-79.01,0.3675,0.0516,25.0,5,5.2,122918.12
SMA50_200_RSI40_UPRO75_TLT_delay2_cautionFalse,50,200,40,75,25,TLT,2,False,22.92,4.07,-79.01,0.3675,0.0516,25.0,5,5.2,122918.12
SMA50_200_RSI50_UPRO75_TLT_delay0_cautionFalse,50,200,50,75,25,TLT,0,False,21.2,3.79,-80.04,0.3619,0.0474,50.0,5,5.2,121198.4
SMA50_200_RSI45_UPRO75_TLT_delay0_cautionFalse,50,200,45,75,25,TLT,0,False,21.2,3.79,-80.04,0.3619,0.0474,50.0,5,5.2,121198.4
SMA50_200_RSI35_UPRO75_TLT_delay0_cautionFalse,50,200,35,75,25,TLT,0,False,21.2,3.79,-80.04,0.3619,0.0474,50.0,5,5.2,121198.4
SMA50_200_RSI40_UPRO75_TLT_delay0_cautionFalse,50,200,40,75,25,TLT,0,False,21.2,3.79,-80.04,0.3619,0.0474,50.0,5,5.2,121198.4
