strategy,sma_fast,sma_slow,rsi_threshold,upro_pct,tqqq_pct,defensive,sma_delay,bull_caution,vix_kill,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,calmar,num_trades,years,final_equity
SMA100_200_RSI35_UPRO100_TLT_delay2_cautionTrue_vix35,100,200,35,100,0,TLT,2,True,35.0,484.32,40.73,-68.61,1.0133,0.5937,42,5.2,584315.74
SMA50_200_RSI35_UPRO100_cash_delay2_cautionTrue_vix35,50,200,35,100,0,cash,2,True,35.0,444.56,38.83,-65.51,1.0047,0.5926,39,5.2,544556.36
SMA100_200_RSI40_UPRO75_TLT_delay0_cautionTrue_vixNone,100,200,40,75,25,TLT,0,True,,513.32,42.06,-67.82,1.0021,0.6201,63,5.2,613319.27
SMA50_200_RSI35_UPRO100_cash_delay0_cautionTrue_vix35,50,200,35,100,0,cash,0,True,35.0,431.39,38.17,-66.85,0.9945,0.571,39,5.2,531387.76
SMA50_200_RSI35_UPRO100_SHY_delay2_cautionTrue_vix35,50,200,35,100,0,SHY,2,True,35.0,430.49,38.12,-66.34,0.9929,0.5747,39,5.2,530494.26
SMA100_200_RSI35_UPRO75_cash_delay2_cautionTrue_vix35,100,200,35,75,25,cash,2,True,35.0,499.35,41.43,-63.95,0.9899,0.6477,42,5.2,599349.74
SMA100_200_RSI35_UPRO100_TLT_delay0_cautionTrue_vix35,100,200,35,100,0,TLT,0,True,35.0,451.33,39.16,-67.15,0.9891,0.5831,43,5.2,551327.92
SMA50_200_RSI35_UPRO100_SHY_delay0_cautionTrue_vix35,50,200,35,100,0,SHY,0,True,35.0,419.5,37.57,-67.68,0.9843,0.5551,39,5.2,519504.56
SMA100_200_RSI35_UPRO75_SHY_delay2_cautionTrue_vix35,100,200,35,75,25,SHY,2,True,35.0,490.02,41.0,-63.99,0.9836,0.6407,42,5.2,590018.87
SMA100_200_RSI35_UPRO75_cash_delay0_cautionTrue_vix35,100,200,35,75,25,cash,0,True,35.0,485.93,40.81,-63.95,0.9812,0.6381,43,5.2,585926.15
SMA100_200_RSI35_UPRO100_cash_delay2_cautionTrue_vixNone,100,200,35,100,0,cash,2,True,,440.17,38.61,-62.35,0.9735,0.6192,36,5.2,540170.45
SMA100_200_RSI35_UPRO75_SHY_delay0_cautionTrue_vix35,100,200,35,75,25,SHY,0,True,35.0,472.71,40.19,-64.04,0.9719,0.6275,43,5.2,572707.02
SMA100_200_RSI35_UPRO100_cash_delay0_cautionTrue_vixNone,100,200,35,100,0,cash,0,True,,434.37,38.32,-62.48,0.9693,0.6133,37,5.2,534366.2
SMA100_200_RSI35_UPRO100_SHY_delay2_cautionTrue_vixNone,100,200,35,100,0,SHY,2,True,,434.08,38.3,-63.26,0.9684,0.6055,36,5.2,534076.63
SMA100_200_RSI35_UPRO100_SHY_delay0_cautionTrue_vixNone,100,200,35,100,0,SHY,0,True,,424.58,37.83,-63.37,0.9612,0.5969,37,5.2,524584.76
SMA50_200_RSI40_UPRO75_TLT_delay2_cautionTrue_vix35,50,200,40,75,25,TLT,2,True,35.0,423.53,37.77,-70.78,0.9599,0.5337,63,5.2,523530.5
SMA50_200_RSI40_UPRO75_TLT_delay0_cautionTrue_vix35,50,200,40,75,25,TLT,0,True,35.0,421.45,37.67,-71.57,0.9583,0.5263,63,5.2,521449.19
SMA50_200_RSI40_UPRO75_cash_delay2_cautionTrue_vixNone,50,200,40,75,25,cash,2,True,,423.92,37.79,-65.82,0.9562,0.5742,59,5.2,523918.44
SMA50_200_RSI40_UPRO75_cash_delay0_cautionTrue_vixNone,50,200,40,75,25,cash,0,True,,422.16,37.7,-66.43,0.955,0.5675,59,5.2,522163.66
SMA50_200_RSI40_UPRO75_SHY_delay0_cautionTrue_vixNone,50,200,40,75,25,SHY,0,True,,412.93,37.23,-67.42,0.9474,0.5522,59,5.2,512933.42
SMA50_200_RSI40_UPRO75_SHY_delay2_cautionTrue_vixNone,50,200,40,75,25,SHY,2,True,,411.16,37.14,-66.82,0.9457,0.5558,59,5.2,511157.25
SMA50_200_RSI40_UPRO100_TLT_delay0_cautionTrue_vixNone,50,200,40,100,0,TLT,0,True,,365.56,34.68,-71.34,0.9267,0.4861,59,5.2,465563.79
SMA50_200_RSI40_UPRO100_TLT_delay2_cautionTrue_vixNone,50,200,40,100,0,TLT,2,True,,359.09,34.31,-70.57,0.9204,0.4862,59,5.2,459090.84
SMA100_200_RSI35_UPRO100_TLT_delay2_cautionTrue_vixNone,100,200,35,100,0,TLT,2,True,,366.12,34.71,-70.01,0.9034,0.4958,36,5.2,466117.78
SMA100_200_RSI35_UPRO75_TLT_delay2_cautionTrue_vix35,100,200,35,75,25,TLT,2,True,35.0,378.17,35.38,-70.55,0.8972,0.5014,42,5.2,478166.23
SMA100_200_RSI45_UPRO100_cash_delay2_cautionFalse_vix35,100,200,45,100,0,cash,2,False,35.0,342.23,33.34,-66.3,0.8888,0.5029,15,5.2,442228.05
SMA100_200_RSI35_UPRO100_cash_delay2_cautionFalse_vix35,100,200,35,100,0,cash,2,False,35.0,342.23,33.34,-66.3,0.8888,0.5029,15,5.2,442228.05
SMA100_200_RSI50_UPRO100_cash_delay2_cautionFalse_vix35,100,200,50,100,0,cash,2,False,35.0,342.23,33.34,-66.3,0.8888,0.5029,15,5.2,442228.05
SMA100_200_RSI40_UPRO100_cash_delay2_cautionFalse_vix35,100,200,40,100,0,cash,2,False,35.0,342.23,33.34,-66.3,0.8888,0.5029,15,5.2,442228.05
SMA100_200_RSI35_UPRO100_TLT_delay0_cautionTrue_vixNone,100,200,35,100,0,TLT,0,True,,339.8,33.2,-68.62,0.8796,0.4839,37,5.2,439802.88
SMA100_200_RSI50_UPRO100_SHY_delay2_cautionFalse_vix35,100,200,50,100,0,SHY,2,False,35.0,331.71,32.72,-66.6,0.8785,0.4913,15,5.2,431713.91
SMA100_200_RSI40_UPRO100_SHY_delay2_cautionFalse_vix35,100,200,40,100,0,SHY,2,False,35.0,331.71,32.72,-66.6,0.8785,0.4913,15,5.2,431713.91
SMA100_200_RSI45_UPRO100_SHY_delay2_cautionFalse_vix35,100,200,45,100,0,SHY,2,False,35.0,331.71,32.72,-66.6,0.8785,0.4913,15,5.2,431713.91
SMA100_200_RSI35_UPRO100_SHY_delay2_cautionFalse_vix35,100,200,35,100,0,SHY,2,False,35.0,331.71,32.72,-66.6,0.8785,0.4913,15,5.2,431713.91
SMA100_200_RSI35_UPRO100_cash_delay0_cautionFalse_vix35,100,200,35,100,0,cash,0,False,35.0,330.62,32.66,-66.52,0.8777,0.491,15,5.2,430615.91
SMA100_200_RSI45_UPRO100_cash_delay0_cautionFalse_vix35,100,200,45,100,0,cash,0,False,35.0,330.62,32.66,-66.52,0.8777,0.491,15,5.2,430615.91
SMA100_200_RSI50_UPRO100_cash_delay0_cautionFalse_vix35,100,200,50,100,0,cash,0,False,35.0,330.62,32.66,-66.52,0.8777,0.491,15,5.2,430615.91
SMA100_200_RSI40_UPRO100_cash_delay0_cautionFalse_vix35,100,200,40,100,0,cash,0,False,35.0,330.62,32.66,-66.52,0.8777,0.491,15,5.2,430615.91
SMA50_200_RSI35_UPRO75_cash_delay2_cautionTrue_vix35,50,200,35,75,25,cash,2,True,35.0,339.02,33.16,-67.26,0.8763,0.4929,39,5.2,439022.49
SMA100_200_RSI35_UPRO75_TLT_delay0_cautionTrue_vix35,100,200,35,75,25,TLT,0,True,35.0,345.86,33.55,-69.38,0.8698,0.4837,43,5.2,445857.6
SMA50_200_RSI35_UPRO75_cash_delay0_cautionTrue_vix35,50,200,35,75,25,cash,0,True,35.0,328.33,32.52,-68.39,0.8667,0.4756,39,5.2,428328.57
SMA50_200_RSI35_UPRO75_SHY_delay2_cautionTrue_vix35,50,200,35,75,25,SHY,2,True,35.0,327.68,32.48,-68.18,0.8654,0.4764,39,5.2,427675.52
SMA100_200_RSI35_UPRO100_SHY_delay0_cautionFalse_vix35,100,200,35,100,0,SHY,0,False,35.0,315.95,31.77,-67.63,0.8629,0.4698,15,5.2,415951.11
SMA100_200_RSI45_UPRO100_SHY_delay0_cautionFalse_vix35,100,200,45,100,0,SHY,0,False,35.0,315.95,31.77,-67.63,0.8629,0.4698,15,5.2,415951.11
SMA100_200_RSI40_UPRO100_SHY_delay0_cautionFalse_vix35,100,200,40,100,0,SHY,0,False,35.0,315.95,31.77,-67.63,0.8629,0.4698,15,5.2,415951.11
SMA100_200_RSI50_UPRO100_SHY_delay0_cautionFalse_vix35,100,200,50,100,0,SHY,0,False,35.0,315.95,31.77,-67.63,0.8629,0.4698,15,5.2,415951.11
SMA50_200_RSI35_UPRO100_cash_delay2_cautionTrue_vixNone,50,200,35,100,0,cash,2,True,,300.61,30.82,-67.26,0.858,0.4582,35,5.2,400611.94
SMA50_200_RSI35_UPRO75_SHY_delay0_cautionTrue_vix35,50,200,35,75,25,SHY,0,True,35.0,318.74,31.94,-69.3,0.8573,0.4609,39,5.2,418740.17
SMA50_200_RSI35_UPRO100_TLT_delay2_cautionTrue_vix35,50,200,35,100,0,TLT,2,True,35.0,292.61,30.31,-71.73,0.8547,0.4225,39,5.2,392614.65
SMA100_200_RSI35_UPRO75_cash_delay2_cautionTrue_vixNone,100,200,35,75,25,cash,2,True,,330.21,32.63,-64.99,0.8545,0.5021,36,5.2,430209.67
SMA100_200_RSI35_UPRO75_SHY_delay2_cautionTrue_vixNone,100,200,35,75,25,SHY,2,True,,325.35,32.34,-65.62,0.8499,0.4929,36,5.2,425346.65
SMA50_200_RSI35_UPRO100_cash_delay0_cautionTrue_vixNone,50,200,35,100,0,cash,0,True,,291.89,30.26,-68.53,0.849,0.4416,35,5.2,391888.85
SMA50_200_RSI35_UPRO100_SHY_delay2_cautionTrue_vixNone,50,200,35,100,0,SHY,2,True,,291.01,30.2,-68.02,0.8472,0.4441,35,5.2,391010.82
SMA100_200_RSI35_UPRO75_cash_delay0_cautionTrue_vixNone,100,200,35,75,25,cash,0,True,,320.57,32.05,-64.93,0.8458,0.4937,37,5.2,420574.3
SMA50_200_RSI40_UPRO75_TLT_delay0_cautionTrue_vixNone,50,200,40,75,25,TLT,0,True,,305.2,31.11,-72.9,0.8447,0.4267,59,5.2,405199.46
SMA50_200_RSI35_UPRO100_SHY_delay0_cautionTrue_vixNone,50,200,35,100,0,SHY,0,True,,284.79,29.8,-69.29,0.8409,0.4301,35,5.2,384786.16
SMA50_200_RSI35_UPRO100_TLT_delay0_cautionTrue_vix35,50,200,35,100,0,TLT,0,True,35.0,279.8,29.47,-73.24,0.8407,0.4024,39,5.2,379795.54
SMA100_200_RSI35_UPRO75_SHY_delay0_cautionTrue_vixNone,100,200,35,75,25,SHY,0,True,,312.87,31.58,-65.9,0.8384,0.4792,37,5.2,412866.47
SMA50_200_RSI40_UPRO75_TLT_delay2_cautionTrue_vixNone,50,200,40,75,25,TLT,2,True,,299.05,30.72,-72.14,0.8382,0.4258,59,5.2,399045.84
SMA100_200_RSI45_UPRO100_TLT_delay2_cautionFalse_vix35,100,200,45,100,0,TLT,2,False,35.0,264.17,28.42,-73.17,0.8053,0.3885,15,5.2,364173.37
SMA100_200_RSI40_UPRO100_TLT_delay2_cautionFalse_vix35,100,200,40,100,0,TLT,2,False,35.0,264.17,28.42,-73.17,0.8053,0.3885,15,5.2,364173.37
SMA100_200_RSI35_UPRO100_TLT_delay2_cautionFalse_vix35,100,200,35,100,0,TLT,2,False,35.0,264.17,28.42,-73.17,0.8053,0.3885,15,5.2,364173.37
SMA100_200_RSI50_UPRO100_TLT_delay2_cautionFalse_vix35,100,200,50,100,0,TLT,2,False,35.0,264.17,28.42,-73.17,0.8053,0.3885,15,5.2,364173.37
SMA100_200_RSI35_UPRO75_TLT_delay2_cautionTrue_vixNone,100,200,35,75,25,TLT,2,True,,271.27,28.9,-71.92,0.7923,0.4019,36,5.2,371268.84
SMA50_200_RSI35_UPRO100_cash_delay2_cautionFalse_vix35,50,200,35,100,0,cash,2,False,35.0,238.05,26.59,-69.48,0.7848,0.3826,13,5.2,338045.79
SMA50_200_RSI40_UPRO100_cash_delay2_cautionFalse_vix35,50,200,40,100,0,cash,2,False,35.0,238.05,26.59,-69.48,0.7848,0.3826,13,5.2,338045.79
SMA50_200_RSI45_UPRO100_cash_delay2_cautionFalse_vix35,50,200,45,100,0,cash,2,False,35.0,238.05,26.59,-69.48,0.7848,0.3826,13,5.2,338045.79
SMA50_200_RSI50_UPRO100_cash_delay2_cautionFalse_vix35,50,200,50,100,0,cash,2,False,35.0,238.05,26.59,-69.48,0.7848,0.3826,13,5.2,338045.79
SMA50_200_RSI50_UPRO100_cash_delay0_cautionFalse_vix35,50,200,50,100,0,cash,0,False,35.0,229.87,25.99,-70.66,0.7745,0.3678,13,5.2,329871.08
SMA50_200_RSI35_UPRO100_cash_delay0_cautionFalse_vix35,50,200,35,100,0,cash,0,False,35.0,229.87,25.99,-70.66,0.7745,0.3678,13,5.2,329871.08
SMA50_200_RSI40_UPRO100_cash_delay0_cautionFalse_vix35,50,200,40,100,0,cash,0,False,35.0,229.87,25.99,-70.66,0.7745,0.3678,13,5.2,329871.08
SMA50_200_RSI45_UPRO100_cash_delay0_cautionFalse_vix35,50,200,45,100,0,cash,0,False,35.0,229.87,25.99,-70.66,0.7745,0.3678,13,5.2,329871.08
SMA100_200_RSI45_UPRO75_cash_delay2_cautionFalse_vix35,100,200,45,75,25,cash,2,False,35.0,252.98,27.65,-68.45,0.7713,0.404,15,5.2,352977.23
SMA100_200_RSI40_UPRO75_cash_delay2_cautionFalse_vix35,100,200,40,75,25,cash,2,False,35.0,252.98,27.65,-68.45,0.7713,0.404,15,5.2,352977.23
SMA100_200_RSI50_UPRO75_cash_delay2_cautionFalse_vix35,100,200,50,75,25,cash,2,False,35.0,252.98,27.65,-68.45,0.7713,0.404,15,5.2,352977.23
SMA100_200_RSI35_UPRO75_cash_delay2_cautionFalse_vix35,100,200,35,75,25,cash,2,False,35.0,252.98,27.65,-68.45,0.7713,0.404,15,5.2,352977.23
SMA50_200_RSI45_UPRO100_SHY_delay2_cautionFalse_vix35,50,200,45,100,0,SHY,2,False,35.0,225.74,25.68,-70.45,0.7685,0.3646,13,5.2,325744.11
SMA50_200_RSI35_UPRO100_SHY_delay2_cautionFalse_vix35,50,200,35,100,0,SHY,2,False,35.0,225.74,25.68,-70.45,0.7685,0.3646,13,5.2,325744.11
SMA50_200_RSI40_UPRO100_SHY_delay2_cautionFalse_vix35,50,200,40,100,0,SHY,2,False,35.0,225.74,25.68,-70.45,0.7685,0.3646,13,5.2,325744.11
SMA50_200_RSI50_UPRO100_SHY_delay2_cautionFalse_vix35,50,200,50,100,0,SHY,2,False,35.0,225.74,25.68,-70.45,0.7685,0.3646,13,5.2,325744.11
SMA100_200_RSI45_UPRO100_TLT_delay0_cautionFalse_vix35,100,200,45,100,0,TLT,0,False,35.0,233.12,26.23,-72.24,0.7683,0.363,15,5.2,333119.51
SMA100_200_RSI35_UPRO100_TLT_delay0_cautionFalse_vix35,100,200,35,100,0,TLT,0,False,35.0,233.12,26.23,-72.24,0.7683,0.363,15,5.2,333119.51
SMA100_200_RSI40_UPRO100_TLT_delay0_cautionFalse_vix35,100,200,40,100,0,TLT,0,False,35.0,233.12,26.23,-72.24,0.7683,0.363,15,5.2,333119.51
SMA100_200_RSI50_UPRO100_TLT_delay0_cautionFalse_vix35,100,200,50,100,0,TLT,0,False,35.0,233.12,26.23,-72.24,0.7683,0.363,15,5.2,333119.51
SMA100_200_RSI35_UPRO75_TLT_delay0_cautionTrue_vixNone,100,200,35,75,25,TLT,0,True,,246.18,27.17,-70.8,0.7654,0.3838,37,5.2,346183.03
SMA100_200_RSI45_UPRO75_SHY_delay2_cautionFalse_vix35,100,200,45,75,25,SHY,2,False,35.0,244.59,27.06,-69.05,0.7618,0.3918,15,5.2,344585.07
SMA100_200_RSI50_UPRO75_SHY_delay2_cautionFalse_vix35,100,200,50,75,25,SHY,2,False,35.0,244.59,27.06,-69.05,0.7618,0.3918,15,5.2,344585.07
SMA100_200_RSI35_UPRO75_SHY_delay2_cautionFalse_vix35,100,200,35,75,25,SHY,2,False,35.0,244.59,27.06,-69.05,0.7618,0.3918,15,5.2,344585.07
SMA100_200_RSI40_UPRO75_SHY_delay2_cautionFalse_vix35,100,200,40,75,25,SHY,2,False,35.0,244.59,27.06,-69.05,0.7618,0.3918,15,5.2,344585.07
SMA50_200_RSI40_UPRO100_SHY_delay0_cautionFalse_vix35,50,200,40,100,0,SHY,0,False,35.0,219.0,25.17,-71.62,0.7598,0.3515,13,5.2,318996.01
SMA50_200_RSI45_UPRO100_SHY_delay0_cautionFalse_vix35,50,200,45,100,0,SHY,0,False,35.0,219.0,25.17,-71.62,0.7598,0.3515,13,5.2,318996.01
SMA50_200_RSI50_UPRO100_SHY_delay0_cautionFalse_vix35,50,200,50,100,0,SHY,0,False,35.0,219.0,25.17,-71.62,0.7598,0.3515,13,5.2,318996.01
SMA50_200_RSI35_UPRO100_SHY_delay0_cautionFalse_vix35,50,200,35,100,0,SHY,0,False,35.0,219.0,25.17,-71.62,0.7598,0.3515,13,5.2,318996.01
SMA100_200_RSI45_UPRO75_cash_delay0_cautionFalse_vix35,100,200,45,75,25,cash,0,False,35.0,239.64,26.7,-68.91,0.7562,0.3875,15,5.2,339635.5
SMA100_200_RSI35_UPRO75_cash_delay0_cautionFalse_vix35,100,200,35,75,25,cash,0,False,35.0,239.64,26.7,-68.91,0.7562,0.3875,15,5.2,339635.5
SMA100_200_RSI50_UPRO75_cash_delay0_cautionFalse_vix35,100,200,50,75,25,cash,0,False,35.0,239.64,26.7,-68.91,0.7562,0.3875,15,5.2,339635.5
SMA100_200_RSI40_UPRO75_cash_delay0_cautionFalse_vix35,100,200,40,75,25,cash,0,False,35.0,239.64,26.7,-68.91,0.7562,0.3875,15,5.2,339635.5
SMA100_200_RSI50_UPRO75_SHY_delay0_cautionFalse_vix35,100,200,50,75,25,SHY,0,False,35.0,228.07,25.86,-69.94,0.7426,0.3697,15,5.2,328069.08
SMA100_200_RSI45_UPRO75_SHY_delay0_cautionFalse_vix35,100,200,45,75,25,SHY,0,False,35.0,228.07,25.86,-69.94,0.7426,0.3697,15,5.2,328069.08
SMA100_200_RSI40_UPRO75_SHY_delay0_cautionFalse_vix35,100,200,40,75,25,SHY,0,False,35.0,228.07,25.86,-69.94,0.7426,0.3697,15,5.2,328069.08
SMA100_200_RSI35_UPRO75_SHY_delay0_cautionFalse_vix35,100,200,35,75,25,SHY,0,False,35.0,228.07,25.86,-69.94,0.7426,0.3697,15,5.2,328069.08
SMA50_200_RSI35_UPRO75_TLT_delay2_cautionTrue_vix35,50,200,35,75,25,TLT,2,True,35.0,216.54,24.99,-73.18,0.741,0.3414,39,5.2,316540.46
SMA50_200_RSI35_UPRO100_TLT_delay2_cautionTrue_vixNone,50,200,35,100,0,TLT,2,True,,207.87,24.32,-72.99,0.7377,0.3332,35,5.2,307865.59
SMA50_200_RSI35_UPRO75_cash_delay2_cautionTrue_vixNone,50,200,35,75,25,cash,2,True,,213.68,24.77,-68.99,0.7373,0.359,35,5.2,313684.95
SMA50_200_RSI35_UPRO100_TLT_delay0_cautionTrue_vixNone,50,200,35,100,0,TLT,0,True,,202.97,23.93,-74.43,0.7313,0.3215,35,5.2,302968.83
SMA50_200_RSI35_UPRO75_cash_delay0_cautionTrue_vixNone,50,200,35,75,25,cash,0,True,,207.45,24.28,-70.05,0.7296,0.3467,35,5.2,307451.69
SMA50_200_RSI35_UPRO75_TLT_delay0_cautionTrue_vix35,50,200,35,75,25,TLT,0,True,35.0,206.15,24.18,-74.49,0.7278,0.3246,39,5.2,306149.91
SMA50_200_RSI35_UPRO75_SHY_delay2_cautionTrue_vixNone,50,200,35,75,25,SHY,2,True,,206.16,24.18,-69.83,0.7274,0.3463,35,5.2,306158.9
SMA50_200_RSI35_UPRO75_SHY_delay0_cautionTrue_vixNone,50,200,35,75,25,SHY,0,True,,201.87,23.84,-70.89,0.7221,0.3364,35,5.2,301871.24
SMA100_200_RSI35_UPRO75_TLT_delay2_cautionFalse_vix35,100,200,35,75,25,TLT,2,False,35.0,190.68,22.94,-75.15,0.6966,0.3053,15,5.2,290675.61
SMA100_200_RSI45_UPRO75_TLT_delay2_cautionFalse_vix35,100,200,45,75,25,TLT,2,False,35.0,190.68,22.94,-75.15,0.6966,0.3053,15,5.2,290675.61
SMA100_200_RSI40_UPRO75_TLT_delay2_cautionFalse_vix35,100,200,40,75,25,TLT,2,False,35.0,190.68,22.94,-75.15,0.6966,0.3053,15,5.2,290675.61
SMA100_200_RSI50_UPRO75_TLT_delay2_cautionFalse_vix35,100,200,50,75,25,TLT,2,False,35.0,190.68,22.94,-75.15,0.6966,0.3053,15,5.2,290675.61
SMA50_200_RSI45_UPRO75_cash_delay2_cautionFalse_vix35,50,200,45,75,25,cash,2,False,35.0,167.16,20.95,-71.14,0.6672,0.2945,13,5.2,267160.33
SMA50_200_RSI40_UPRO75_cash_delay2_cautionFalse_vix35,50,200,40,75,25,cash,2,False,35.0,167.16,20.95,-71.14,0.6672,0.2945,13,5.2,267160.33
SMA50_200_RSI50_UPRO75_cash_delay2_cautionFalse_vix35,50,200,50,75,25,cash,2,False,35.0,167.16,20.95,-71.14,0.6672,0.2945,13,5.2,267160.33
SMA50_200_RSI35_UPRO75_cash_delay2_cautionFalse_vix35,50,200,35,75,25,cash,2,False,35.0,167.16,20.95,-71.14,0.6672,0.2945,13,5.2,267160.33
SMA100_200_RSI35_UPRO75_TLT_delay0_cautionFalse_vix35,100,200,35,75,25,TLT,0,False,35.0,162.74,20.56,-74.23,0.6576,0.277,15,5.2,262738.12
SMA100_200_RSI40_UPRO75_TLT_delay0_cautionFalse_vix35,100,200,40,75,25,TLT,0,False,35.0,162.74,20.56,-74.23,0.6576,0.277,15,5.2,262738.12
SMA100_200_RSI45_UPRO75_TLT_delay0_cautionFalse_vix35,100,200,45,75,25,TLT,0,False,35.0,162.74,20.56,-74.23,0.6576,0.277,15,5.2,262738.12
SMA100_200_RSI50_UPRO75_TLT_delay0_cautionFalse_vix35,100,200,50,75,25,TLT,0,False,35.0,162.74,20.56,-74.23,0.6576,0.277,15,5.2,262738.12
SMA50_200_RSI35_UPRO75_cash_delay0_cautionFalse_vix35,50,200,35,75,25,cash,0,False,35.0,160.65,20.37,-72.13,0.6575,0.2825,13,5.2,260652.7
SMA50_200_RSI40_UPRO75_cash_delay0_cautionFalse_vix35,50,200,40,75,25,cash,0,False,35.0,160.65,20.37,-72.13,0.6575,0.2825,13,5.2,260652.7
SMA50_200_RSI45_UPRO75_cash_delay0_cautionFalse_vix35,50,200,45,75,25,cash,0,False,35.0,160.65,20.37,-72.13,0.6575,0.2825,13,5.2,260652.7
SMA50_200_RSI50_UPRO75_cash_delay0_cautionFalse_vix35,50,200,50,75,25,cash,0,False,35.0,160.65,20.37,-72.13,0.6575,0.2825,13,5.2,260652.7
SMA100_200_RSI40_UPRO100_cash_delay2_cautionFalse_vixNone,100,200,40,100,0,cash,2,False,,159.15,20.24,-69.29,0.6565,0.2921,5,5.2,259151.81
SMA100_200_RSI35_UPRO100_cash_delay2_cautionFalse_vixNone,100,200,35,100,0,cash,2,False,,159.15,20.24,-69.29,0.6565,0.2921,5,5.2,259151.81
SMA100_200_RSI50_UPRO100_cash_delay2_cautionFalse_vixNone,100,200,50,100,0,cash,2,False,,159.15,20.24,-69.29,0.6565,0.2921,5,5.2,259151.81
SMA100_200_RSI45_UPRO100_cash_delay2_cautionFalse_vixNone,100,200,45,100,0,cash,2,False,,159.15,20.24,-69.29,0.6565,0.2921,5,5.2,259151.81
SMA50_200_RSI35_UPRO100_TLT_delay2_cautionFalse_vix35,50,200,35,100,0,TLT,2,False,35.0,149.3,19.34,-75.53,0.6526,0.2561,13,5.2,249303.75
SMA50_200_RSI50_UPRO100_TLT_delay2_cautionFalse_vix35,50,200,50,100,0,TLT,2,False,35.0,149.3,19.34,-75.53,0.6526,0.2561,13,5.2,249303.75
SMA50_200_RSI40_UPRO100_TLT_delay2_cautionFalse_vix35,50,200,40,100,0,TLT,2,False,35.0,149.3,19.34,-75.53,0.6526,0.2561,13,5.2,249303.75
SMA50_200_RSI45_UPRO100_TLT_delay2_cautionFalse_vix35,50,200,45,100,0,TLT,2,False,35.0,149.3,19.34,-75.53,0.6526,0.2561,13,5.2,249303.75
SMA50_200_RSI40_UPRO75_SHY_delay2_cautionFalse_vix35,50,200,40,75,25,SHY,2,False,35.0,157.44,20.09,-72.05,0.6523,0.2788,13,5.2,257438.2
SMA50_200_RSI45_UPRO75_SHY_delay2_cautionFalse_vix35,50,200,45,75,25,SHY,2,False,35.0,157.44,20.09,-72.05,0.6523,0.2788,13,5.2,257438.2
SMA50_200_RSI50_UPRO75_SHY_delay2_cautionFalse_vix35,50,200,50,75,25,SHY,2,False,35.0,157.44,20.09,-72.05,0.6523,0.2788,13,5.2,257438.2
SMA50_200_RSI35_UPRO75_SHY_delay2_cautionFalse_vix35,50,200,35,75,25,SHY,2,False,35.0,157.44,20.09,-72.05,0.6523,0.2788,13,5.2,257438.2
SMA100_200_RSI35_UPRO100_SHY_delay2_cautionFalse_vixNone,100,200,35,100,0,SHY,2,False,,154.73,19.84,-69.91,0.6494,0.2838,5,5.2,254729.78
SMA100_200_RSI50_UPRO100_SHY_delay2_cautionFalse_vixNone,100,200,50,100,0,SHY,2,False,,154.73,19.84,-69.91,0.6494,0.2838,5,5.2,254729.78
SMA100_200_RSI45_UPRO100_SHY_delay2_cautionFalse_vixNone,100,200,45,100,0,SHY,2,False,,154.73,19.84,-69.91,0.6494,0.2838,5,5.2,254729.78
SMA100_200_RSI40_UPRO100_SHY_delay2_cautionFalse_vixNone,100,200,40,100,0,SHY,2,False,,154.73,19.84,-69.91,0.6494,0.2838,5,5.2,254729.78
SMA100_200_RSI40_UPRO100_cash_delay0_cautionFalse_vixNone,100,200,40,100,0,cash,0,False,,152.35,19.62,-69.89,0.6457,0.2807,5,5.2,252346.93
SMA100_200_RSI50_UPRO100_cash_delay0_cautionFalse_vixNone,100,200,50,100,0,cash,0,False,,152.35,19.62,-69.89,0.6457,0.2807,5,5.2,252346.93
SMA100_200_RSI45_UPRO100_cash_delay0_cautionFalse_vixNone,100,200,45,100,0,cash,0,False,,152.35,19.62,-69.89,0.6457,0.2807,5,5.2,252346.93
SMA100_200_RSI35_UPRO100_cash_delay0_cautionFalse_vixNone,100,200,35,100,0,cash,0,False,,152.35,19.62,-69.89,0.6457,0.2807,5,5.2,252346.93
SMA50_200_RSI50_UPRO75_SHY_delay0_cautionFalse_vix35,50,200,50,75,25,SHY,0,False,35.0,152.06,19.6,-73.03,0.644,0.2683,13,5.2,252059.59
SMA50_200_RSI45_UPRO75_SHY_delay0_cautionFalse_vix35,50,200,45,75,25,SHY,0,False,35.0,152.06,19.6,-73.03,0.644,0.2683,13,5.2,252059.59
SMA50_200_RSI35_UPRO75_SHY_delay0_cautionFalse_vix35,50,200,35,75,25,SHY,0,False,35.0,152.06,19.6,-73.03,0.644,0.2683,13,5.2,252059.59
SMA50_200_RSI40_UPRO75_SHY_delay0_cautionFalse_vix35,50,200,40,75,25,SHY,0,False,35.0,152.06,19.6,-73.03,0.644,0.2683,13,5.2,252059.59
SMA50_200_RSI35_UPRO100_TLT_delay0_cautionFalse_vix35,50,200,35,100,0,TLT,0,False,35.0,141.16,18.58,-76.84,0.6386,0.2418,13,5.2,241163.83
SMA50_200_RSI40_UPRO100_TLT_delay0_cautionFalse_vix35,50,200,40,100,0,TLT,0,False,35.0,141.16,18.58,-76.84,0.6386,0.2418,13,5.2,241163.83
