datetime,open,high,low,close,volume
2019-01-02,97.16910463944146,97.56845159700572,96.91351673679138,97.56046295166016,19841500
2019-01-03,97.6722641725992,98.92621317738902,97.62434449520278,98.6706314086914,21187000
2019-01-04,97.71222251654852,97.88793617418085,97.16112779180827,97.52852630615234,12970200
2019-01-07,97.93584025650499,97.95980009659063,97.13714642138163,97.24097442626953,8498100
2019-01-08,97.19303651505744,97.39270993638442,96.95342597204537,96.9853744506836,7737100
2019-01-09,96.8496183416978,96.98539483428473,96.48221990046525,96.8336410522461,9349200
2019-01-10,96.86558389007637,96.96941798480711,96.1148097619317,96.21065521240234,8222900
2019-01-11,96.50616090171879,96.85758198489725,96.38635562842074,96.58602905273438,5786900
2019-01-14,96.56205812824143,96.6499149123345,96.03491742368308,96.22660827636719,6730500
2019-01-15,96.29053941992127,96.29852806551257,95.80333562922208,95.8752212524414,8997400
2019-01-16,95.51575477566763,96.1547120267038,95.45186392540238,95.97101593017578,6048400
2019-01-17,96.0189778464581,96.26657099575797,95.75540740739979,95.9950180053711,8153400
2019-01-18,95.71545456055591,95.93909392559895,95.35604481616288,95.4918212890625,14106400
2019-01-22,96.09085291302159,96.41832030882438,95.89916809966529,96.13877868652344,8881100
2019-01-23,95.7474039789411,96.3384417377328,95.70747294781172,96.09883117675781,5776800
2019-01-24,96.57005343916795,96.84959500170032,96.41031105090012,96.72978973388672,7121900
2019-01-25,96.31446019435116,96.44225409776917,96.09881559926912,96.26654052734375,6460800
2019-01-28,96.2745509612927,96.59402969860258,96.17072296142578,96.17072296142578,6435800
2019-01-29,96.26654738522606,96.67388286445309,96.154730758544,96.65790557861328,5750100
2019-01-30,96.51414345133583,96.62596617501684,96.10681405309151,96.58602905273438,10571300
2019-01-31,97.08120665448475,97.58438141396857,97.04126953824306,97.41665649414062,11843400
2019-02-01,97.2445401409812,97.3165820594098,96.73221558933488,96.82827758789062,12024600
2019-02-04,96.41204000121192,96.50009532361638,96.07582599415905,96.39602661132812,8966200
2019-02-05,96.6442010111127,97.04445032082815,96.58816635204532,96.83631896972656,6983300
2019-02-06,97.14852731634352,97.18855469616524,96.64421531012162,96.88436126708984,5184000
2019-02-07,97.22856306352531,97.58879111214564,97.04445179835214,97.52474975585938,8781000
2019-02-08,97.86899044517246,98.03709446965014,97.7168937103644,97.94103240966797,5885400
2019-02-11,97.5487483708135,97.80490764828599,97.46069304662119,97.55675506591797,4352800
2019-02-12,97.38864084857505,97.46068277496575,97.02040620040614,97.30858612060547,7939600
2019-02-13,96.98042655107955,97.17254454453038,96.78830855762871,96.94039916992188,4757700
2019-02-14,97.7729330922075,97.82096107085002,97.32465567201925,97.49275970458984,5868900
2019-02-15,97.30857670350666,97.67680520872175,97.29256942385283,97.64479064941406,5527200
2019-02-19,97.99704511073254,98.09310714917484,97.62080976098372,97.89298248291016,5872800
2019-02-20,97.62080118682191,97.72486991282395,97.33262120412638,97.61280059814453,4455800
2019-02-21,96.91637558050725,96.98842363798748,96.6201888683246,96.74026489257812,7382500
2019-02-22,97.23658647637643,97.62082246551041,97.19655909498621,97.31663513183594,6374600
2019-02-25,96.99640644960338,97.10047516829836,96.79628181496741,97.02842712402344,6293500
2019-02-26,97.44468515946738,97.51672709300404,97.14849851562819,97.50872039794922,6028900
2019-02-27,96.95641410383595,96.96441469433772,96.28399195510657,96.40406799316406,7737300
2019-02-28,96.5081291357206,96.55616321458969,95.82770640706406,96.07585906982422,9533400
2019-03-01,95.72526297781904,95.88569841041334,95.17175033099562,95.18779754638672,13541100
2019-03-04,95.69321515748516,96.0782628067227,95.50870882373489,95.93386840820312,9808500
2019-03-05,95.68517519331934,96.15847024322031,95.67715158360008,96.1343994140625,5595200
2019-03-06,96.19856175908897,96.6798742269793,96.17449705372748,96.48735046386719,7766700
2019-03-07,96.77612666679248,97.27348628748666,96.75206196453973,97.11304473876953,8187200
2019-03-08,97.16124142480722,97.61848941609695,96.9446467277513,97.52222442626953,7517600
2019-03-11,97.38586226457683,97.40190337086136,97.04894395058848,97.23344421386719,5157800
2019-03-12,97.30560820927538,98.05164483790867,97.27351988844777,97.91526794433594,6422300
2019-03-13,97.5944107625609,97.8350640224303,97.56232243720052,97.73078155517578,4386300
2019-03-14,97.61845073820271,97.67460376329758,97.00076134193841,97.02482604980469,8188400
2019-03-15,97.65856421959694,97.82702330812081,97.38582268205005,97.66658782958984,4302000
2019-03-18,97.52219413596151,97.76285347566991,97.48208220593636,97.61043548583984,3893300
2019-03-19,97.1371532695073,97.56231897527887,96.97671776862062,97.39385986328125,5220200
2019-03-20,97.65856036064785,98.54899130781838,97.65054287119295,98.4126205444336,10123700
2019-03-21,98.63722740563568,98.74150984498971,98.46074472348225,98.62920379638672,7182600
2019-03-22,99.63996775689526,100.49831036922927,99.51963809493387,100.16139221191406,13077000
2019-03-25,100.12127573270598,101.02775384074585,99.88062253994485,100.32182312011719,9736300
2019-03-26,100.03303917298429,100.50633421240717,99.96886865731376,100.2496337890625,7502000
2019-03-27,100.61058294505459,101.34859564986493,100.52234163032523,101.172119140625,14207200
2019-03-28,101.27643914400313,101.62940453394604,101.0839153495893,101.52511596679688,9143200
2019-03-29,100.81919766437922,101.45292823618215,100.78710934325004,101.42886352539062,10841400
2019-04-01,100.7278367608098,100.78411354093619,99.84348473009096,99.98819732666016,16501500
2019-04-02,100.07657138165939,100.28559578815461,99.89165857038492,100.17304229736328,9725000
