datetime,open,high,low,close,volume
2019-01-02,220.0487067791242,224.72736835312008,220.02187048062882,223.80593872070312,126925200
2019-01-03,222.06151737501295,222.36568485027112,217.9822360854176,218.46531677246094,144140700
2019-01-04,221.48898887122783,226.42707273146465,221.11326702808634,225.78297424316406,142628800
2019-01-07,226.05132962307513,228.96765431227632,225.15674999016903,227.56317138671875,103139100
2019-01-08,229.7460393250109,230.18437478348426,227.22331720395408,229.7012939453125,102512600
2019-01-09,230.40795353099523,231.61564162896792,229.18238366653358,230.7747344970703,95006600
2019-01-10,229.2450116148356,231.83928738611394,228.56512228014213,231.58880615234375,96823900
2019-01-11,230.51532876711232,231.70513525362898,229.93385732577602,231.6782989501953,73858100
2019-01-14,229.78173558745547,231.0699325784489,229.37919109052422,230.2648162841797,70908200
2019-01-15,230.64055347725395,233.2169474781809,230.6315989437874,232.90383911132812,85208300
2019-01-16,233.3331831885252,234.35301702855713,233.12744735442945,233.46739196777344,77636700
2019-01-17,232.5997294200896,236.09754011844694,232.55498404467215,235.2387237548828,96118400
2019-01-18,237.04565363899866,238.83481239672267,235.27437664070928,238.36961364746094,127900300
2019-01-22,236.9026423777357,237.1173328055578,233.53901340633362,235.1492462158203,115531200
2019-01-23,236.1779733228326,236.87574433178852,233.1811261470387,235.64122009277344,86030300
2019-01-24,235.46229517851125,236.3479475705065,234.4514158353714,235.76644897460938,59204100
2019-01-25,237.60932299896712,238.58443898655247,235.86490880279874,237.76141357421875,96883400
2019-01-28,235.62340130094339,236.01699132108016,234.19206807171742,235.9543914794922,85613700
2019-01-29,236.09746443338423,236.66102665952286,234.80926760140358,235.64122009277344,66136300
2019-01-30,237.15304223753876,240.21248898544735,236.3926441661389,239.37158203125,92473700
2019-01-31,239.30903974505677,241.95698818402894,239.0943220389077,241.47390747070312,104012100
2019-02-01,241.67073412788216,242.6100593238502,240.80299060610332,241.59022521972656,85782500
2019-02-04,241.63490857696522,243.35251360542537,240.9639738049802,243.28988647460938,60744800
2019-02-05,243.7193731285952,244.61395311297548,243.21841052137543,244.30979919433594,79552800
2019-02-06,244.0324162659288,244.52442420548215,243.25413625589732,243.9876708984375,58347800
2019-02-07,242.37745713067275,242.9231377133348,240.00682608227083,241.66180419921875,95482000
2019-02-08,240.41833753894525,242.05540667168086,239.59531205500326,241.95701599121094,75788900
2019-02-11,242.61004281578042,242.86945129093857,241.56337248015748,242.09117126464844,68021400
2019-02-12,243.7014429213756,245.58003867487145,243.62986124861985,245.20433044433594,72270200
2019-02-13,246.03626385603758,246.84138015886657,245.61581028783473,246.00047302246094,65277200
2019-02-14,244.91808059160886,246.58201337914272,244.1040096176557,245.454833984375,83234400
2019-02-15,247.22607377138476,248.1653989923437,247.02033787853892,248.12960815429688,97088700
2019-02-19,247.33337503112114,249.21197033101268,247.32442049908653,248.55894470214844,59120800
2019-02-20,248.5231223419569,249.5161197577168,248.02216001882726,249.05987548828125,76610800
2019-02-21,248.42472126334278,248.78254757905458,247.21703355996718,248.1742401123047,64214700
2019-02-22,248.79156931425143,249.90979403836442,248.1564253150696,249.7130126953125,78114600
2019-02-25,251.13533264063574,251.65417677932,249.97236281880927,250.05287170410156,69030700
2019-02-26,249.7040511002087,250.7506941241526,249.49828792864352,249.8740234375,56844100
2019-02-27,249.1584037628406,250.1156108841715,248.22806024904463,249.76673889160156,56921600
2019-02-28,249.5520102196407,249.99037295065955,248.97949325929966,249.30152893066406,69268300
2019-03-01,250.87599029042724,251.26960763195135,249.4267752150031,250.8581085205078,78880500
2019-03-04,251.91368898973167,252.1552157189455,247.6554802053009,249.9456024169922,106494600
2019-03-05,250.07089669638566,250.26770538513796,249.06001694508592,249.60569763183594,59114600
2019-03-06,249.72189143423049,249.73084596641513,247.77171444618895,248.09375,75039800
2019-03-07,247.6465319640461,247.7896680184655,245.1775101014412,246.01841735839844,94885100
2019-03-08,244.16664605202442,245.6963700742614,243.7014743208143,245.52639770507812,85795800
2019-03-11,246.2419896375439,249.24776399185794,246.21515334153762,249.0867462158203,65098900
2019-03-12,249.6413993075936,250.54493350601277,249.45354522192397,250.02606201171875,79667500
2019-03-13,250.91175053091055,252.61144667998187,250.7507054196275,251.6810760498047,80639200
2019-03-14,251.7078583448414,252.1283118499615,251.08166900343892,251.52000427246094,67518400
2019-03-15,252.07084468455997,253.57135794452324,251.88213571458323,252.7626953125,81309000
2019-03-18,252.9782784675199,253.97564986095543,252.753648482228,253.6791229248047,62199800
2019-03-19,254.73943697849396,255.5031571109372,252.85253932396947,253.7420654296875,90268100
2019-03-20,253.52636760024743,254.73038092507667,251.8730943443334,252.97825622558594,84609200
2019-03-21,252.1607035260337,256.239965190846,252.11576106694608,255.8356475830078,79550400
2019-03-22,254.47879175378065,254.99992119911443,250.84876389997274,250.9116668701172,122659300
2019-03-25,250.5703229974843,251.75637623870716,249.46516070418787,250.72308349609375,85575200
2019-03-26,252.47515272202335,253.54439382873687,251.19027556711794,252.5919647216797,68125900
2019-03-27,252.58291903886354,253.16697891758005,249.72563230261858,251.27108764648438,72224700
2019-03-28,251.9001024612373,252.67281654526613,250.74999788968225,252.2235565185547,56238500
2019-03-29,253.7331470879282,254.1374647488732,252.60999677308874,253.8140106201172,82186800
