date,step2_state,svix_available,step4_state,vix,svix_close,svix_shares,svix_value,cash,portfolio_value
2013-10-11,DEFENSIVE_BOTH,NO,INACTIVE,15.72,0.0,0.0,0.0,100000.0,100000.0
2013-10-14,BULL_100,NO,INACTIVE,16.07,0.0,0.0,0.0,100000.0,100000.0
2013-10-15,BULL_100,NO,INACTIVE,18.66,0.0,0.0,0.0,100000.0,100000.0
2013-10-16,BULL_100,NO,INACTIVE,14.71,0.0,0.0,0.0,100000.0,100000.0
2013-10-17,BULL_100,NO,INACTIVE,13.48,0.0,0.0,0.0,100000.0,100000.0
2013-10-18,BULL_100,NO,INACTIVE,13.04,0.0,0.0,0.0,100000.0,100000.0
2013-10-21,BULL_100,NO,INACTIVE,13.16,0.0,0.0,0.0,100000.0,100000.0
2013-10-22,BULL_100,NO,INACTIVE,13.33,0.0,0.0,0.0,100000.0,100000.0
2013-10-23,BULL_100,NO,INACTIVE,13.42,0.0,0.0,0.0,100000.0,100000.0
2013-10-24,BULL_100,NO,INACTIVE,13.2,0.0,0.0,0.0,100000.0,100000.0
2013-10-25,BULL_100,NO,INACTIVE,13.09,0.0,0.0,0.0,100000.0,100000.0
2013-10-28,BULL_100,NO,INACTIVE,13.31,0.0,0.0,0.0,100000.0,100000.0
2013-10-29,BULL_100,NO,INACTIVE,13.41,0.0,0.0,0.0,100000.0,100000.0
2013-10-30,BULL_100,NO,INACTIVE,13.65,0.0,0.0,0.0,100000.0,100000.0
2013-10-31,BULL_100,NO,INACTIVE,13.75,0.0,0.0,0.0,100000.0,100000.0
2013-11-01,BULL_100,NO,INACTIVE,13.28,0.0,0.0,0.0,100000.0,100000.0
2013-11-04,BULL_100,NO,INACTIVE,12.93,0.0,0.0,0.0,100000.0,100000.0
2013-11-05,BULL_100,NO,INACTIVE,13.27,0.0,0.0,0.0,100000.0,100000.0
2013-11-06,BULL_100,NO,INACTIVE,12.67,0.0,0.0,0.0,100000.0,100000.0
2013-11-07,BULL_100,NO,INACTIVE,13.91,0.0,0.0,0.0,100000.0,100000.0
2013-11-08,BULL_100,NO,INACTIVE,12.9,0.0,0.0,0.0,100000.0,100000.0
2013-11-11,BULL_100,NO,INACTIVE,12.53,0.0,0.0,0.0,100000.0,100000.0
2013-11-12,BULL_100,NO,INACTIVE,12.82,0.0,0.0,0.0,100000.0,100000.0
2013-11-13,BULL_100,NO,INACTIVE,12.52,0.0,0.0,0.0,100000.0,100000.0
2013-11-14,BULL_100,NO,INACTIVE,12.37,0.0,0.0,0.0,100000.0,100000.0
2013-11-15,BULL_100,NO,INACTIVE,12.19,0.0,0.0,0.0,100000.0,100000.0
2013-11-18,BULL_100,NO,INACTIVE,13.1,0.0,0.0,0.0,100000.0,100000.0
2013-11-19,BULL_100,NO,INACTIVE,13.39,0.0,0.0,0.0,100000.0,100000.0
2013-11-20,BULL_100,NO,INACTIVE,13.4,0.0,0.0,0.0,100000.0,100000.0
2013-11-21,BULL_100,NO,INACTIVE,12.66,0.0,0.0,0.0,100000.0,100000.0
2013-11-22,BULL_100,NO,INACTIVE,12.26,0.0,0.0,0.0,100000.0,100000.0
2013-11-25,BULL_100,NO,INACTIVE,12.79,0.0,0.0,0.0,100000.0,100000.0
2013-11-26,BULL_100,NO,INACTIVE,12.81,0.0,0.0,0.0,100000.0,100000.0
2013-11-27,BULL_100,NO,INACTIVE,12.98,0.0,0.0,0.0,100000.0,100000.0
2013-11-29,BULL_100,NO,INACTIVE,13.7,0.0,0.0,0.0,100000.0,100000.0
2013-12-02,BULL_100,NO,INACTIVE,14.23,0.0,0.0,0.0,100000.0,100000.0
2013-12-03,BULL_100,NO,INACTIVE,14.55,0.0,0.0,0.0,100000.0,100000.0
2013-12-04,BULL_100,NO,INACTIVE,14.7,0.0,0.0,0.0,100000.0,100000.0
2013-12-05,BULL_100,NO,INACTIVE,15.08,0.0,0.0,0.0,100000.0,100000.0
2013-12-06,BULL_100,NO,INACTIVE,13.79,0.0,0.0,0.0,100000.0,100000.0
2013-12-09,BULL_100,NO,INACTIVE,13.49,0.0,0.0,0.0,100000.0,100000.0
2013-12-10,BULL_100,NO,INACTIVE,13.91,0.0,0.0,0.0,100000.0,100000.0
2013-12-11,BULL_100,NO,INACTIVE,15.42,0.0,0.0,0.0,100000.0,100000.0
2013-12-12,BULL_100,NO,INACTIVE,15.54,0.0,0.0,0.0,100000.0,100000.0
2013-12-13,BULL_100,NO,INACTIVE,15.76,0.0,0.0,0.0,100000.0,100000.0
2013-12-16,BULL_100,NO,INACTIVE,16.03,0.0,0.0,0.0,100000.0,100000.0
2013-12-17,BULL_100,NO,INACTIVE,16.21,0.0,0.0,0.0,100000.0,100000.0
2013-12-18,BULL_100,NO,INACTIVE,13.8,0.0,0.0,0.0,100000.0,100000.0
2013-12-19,BULL_100,NO,INACTIVE,14.15,0.0,0.0,0.0,100000.0,100000.0
2013-12-20,BULL_100,NO,INACTIVE,13.79,0.0,0.0,0.0,100000.0,100000.0
2013-12-23,BULL_100,NO,INACTIVE,13.04,0.0,0.0,0.0,100000.0,100000.0
2013-12-24,BULL_100,NO,INACTIVE,12.48,0.0,0.0,0.0,100000.0,100000.0
2013-12-26,BULL_100,NO,INACTIVE,12.33,0.0,0.0,0.0,100000.0,100000.0
2013-12-27,BULL_100,NO,INACTIVE,12.46,0.0,0.0,0.0,100000.0,100000.0
2013-12-30,BULL_100,NO,INACTIVE,13.56,0.0,0.0,0.0,100000.0,100000.0
2013-12-31,BULL_100,NO,INACTIVE,13.72,0.0,0.0,0.0,100000.0,100000.0
2014-01-02,BULL_100,NO,INACTIVE,14.23,0.0,0.0,0.0,100000.0,100000.0
2014-01-03,BULL_100,NO,INACTIVE,13.76,0.0,0.0,0.0,100000.0,100000.0
2014-01-06,BULL_100,NO,INACTIVE,13.55,0.0,0.0,0.0,100000.0,100000.0
2014-01-07,BULL_100,NO,INACTIVE,12.92,0.0,0.0,0.0,100000.0,100000.0
2014-01-08,BULL_100,NO,INACTIVE,12.87,0.0,0.0,0.0,100000.0,100000.0
2014-01-09,BULL_100,NO,INACTIVE,12.89,0.0,0.0,0.0,100000.0,100000.0
2014-01-10,BULL_100,NO,INACTIVE,12.14,0.0,0.0,0.0,100000.0,100000.0
2014-01-13,BULL_100,NO,INACTIVE,13.28,0.0,0.0,0.0,100000.0,100000.0
2014-01-14,BULL_100,NO,INACTIVE,12.28,0.0,0.0,0.0,100000.0,100000.0
2014-01-15,BULL_100,NO,INACTIVE,12.28,0.0,0.0,0.0,100000.0,100000.0
2014-01-16,BULL_100,NO,INACTIVE,12.53,0.0,0.0,0.0,100000.0,100000.0
2014-01-17,BULL_100,NO,INACTIVE,12.44,0.0,0.0,0.0,100000.0,100000.0
2014-01-21,BULL_100,NO,INACTIVE,12.87,0.0,0.0,0.0,100000.0,100000.0
2014-01-22,BULL_100,NO,INACTIVE,12.84,0.0,0.0,0.0,100000.0,100000.0
2014-01-23,BULL_100,NO,INACTIVE,13.77,0.0,0.0,0.0,100000.0,100000.0
2014-01-24,BULL_100,NO,INACTIVE,18.14,0.0,0.0,0.0,100000.0,100000.0
2014-01-27,BULL_100,NO,INACTIVE,17.42,0.0,0.0,0.0,100000.0,100000.0
2014-01-28,DEFENSIVE_SPY,NO,INACTIVE,15.8,0.0,0.0,0.0,100000.0,100000.0
2014-01-29,DEFENSIVE_BOTH,NO,INACTIVE,17.35,0.0,0.0,0.0,100000.0,100000.0
2014-01-30,DEFENSIVE_BOTH,NO,INACTIVE,17.29,0.0,0.0,0.0,100000.0,100000.0
2014-01-31,DEFENSIVE_BOTH,NO,INACTIVE,18.41,0.0,0.0,0.0,100000.0,100000.0
2014-02-03,DEFENSIVE_SPY,NO,INACTIVE,21.44,0.0,0.0,0.0,100000.0,100000.0
2014-02-04,DEFENSIVE_SPY,NO,INACTIVE,19.11,0.0,0.0,0.0,100000.0,100000.0
2014-02-05,DEFENSIVE_BOTH,NO,INACTIVE,19.95,0.0,0.0,0.0,100000.0,100000.0
2014-02-06,DEFENSIVE_BOTH,NO,INACTIVE,17.23,0.0,0.0,0.0,100000.0,100000.0
2014-02-07,DEFENSIVE_BOTH,NO,INACTIVE,15.29,0.0,0.0,0.0,100000.0,100000.0
2014-02-10,DEFENSIVE_BOTH,NO,INACTIVE,15.26,0.0,0.0,0.0,100000.0,100000.0
2014-02-11,DEFENSIVE_SPY,NO,INACTIVE,14.51,0.0,0.0,0.0,100000.0,100000.0
2014-02-12,DEFENSIVE_SPY,NO,INACTIVE,14.3,0.0,0.0,0.0,100000.0,100000.0
2014-02-13,BULL_100,NO,INACTIVE,14.14,0.0,0.0,0.0,100000.0,100000.0
2014-02-14,BULL_100,NO,INACTIVE,13.57,0.0,0.0,0.0,100000.0,100000.0
2014-02-18,BULL_100,NO,INACTIVE,13.87,0.0,0.0,0.0,100000.0,100000.0
2014-02-19,BULL_100,NO,INACTIVE,15.5,0.0,0.0,0.0,100000.0,100000.0
2014-02-20,BULL_100,NO,INACTIVE,14.79,0.0,0.0,0.0,100000.0,100000.0
2014-02-21,BULL_100,NO,INACTIVE,14.68,0.0,0.0,0.0,100000.0,100000.0
2014-02-24,BULL_100,NO,INACTIVE,14.23,0.0,0.0,0.0,100000.0,100000.0
2014-02-25,BULL_100,NO,INACTIVE,13.67,0.0,0.0,0.0,100000.0,100000.0
2014-02-26,BULL_100,NO,INACTIVE,14.35,0.0,0.0,0.0,100000.0,100000.0
2014-02-27,BULL_100,NO,INACTIVE,14.04,0.0,0.0,0.0,100000.0,100000.0
2014-02-28,BULL_100,NO,INACTIVE,14.0,0.0,0.0,0.0,100000.0,100000.0
2014-03-03,BULL_100,NO,INACTIVE,16.0,0.0,0.0,0.0,100000.0,100000.0
2014-03-04,BULL_100,NO,INACTIVE,14.1,0.0,0.0,0.0,100000.0,100000.0
2014-03-05,BULL_100,NO,INACTIVE,13.89,0.0,0.0,0.0,100000.0,100000.0
2014-03-06,BULL_100,NO,INACTIVE,14.21,0.0,0.0,0.0,100000.0,100000.0
2014-03-07,BULL_100,NO,INACTIVE,14.11,0.0,0.0,0.0,100000.0,100000.0
2014-03-10,BULL_100,NO,INACTIVE,14.2,0.0,0.0,0.0,100000.0,100000.0
2014-03-11,BULL_100,NO,INACTIVE,14.8,0.0,0.0,0.0,100000.0,100000.0
2014-03-12,BULL_100,NO,INACTIVE,14.47,0.0,0.0,0.0,100000.0,100000.0
2014-03-13,BULL_100,NO,INACTIVE,16.22,0.0,0.0,0.0,100000.0,100000.0
2014-03-14,BULL_100,NO,INACTIVE,17.82,0.0,0.0,0.0,100000.0,100000.0
2014-03-17,BULL_100,NO,INACTIVE,15.64,0.0,0.0,0.0,100000.0,100000.0
2014-03-18,BULL_100,NO,INACTIVE,14.52,0.0,0.0,0.0,100000.0,100000.0
2014-03-19,BULL_100,NO,INACTIVE,15.12,0.0,0.0,0.0,100000.0,100000.0
2014-03-20,BULL_100,NO,INACTIVE,14.52,0.0,0.0,0.0,100000.0,100000.0
2014-03-21,BULL_100,NO,INACTIVE,15.0,0.0,0.0,0.0,100000.0,100000.0
2014-03-24,BULL_100,NO,INACTIVE,15.09,0.0,0.0,0.0,100000.0,100000.0
2014-03-25,BULL_100,NO,INACTIVE,14.02,0.0,0.0,0.0,100000.0,100000.0
2014-03-26,DEFENSIVE_QQQ,NO,INACTIVE,14.93,0.0,0.0,0.0,100000.0,100000.0
2014-03-27,DEFENSIVE_QQQ,NO,INACTIVE,14.62,0.0,0.0,0.0,100000.0,100000.0
2014-03-28,DEFENSIVE_QQQ,NO,INACTIVE,14.41,0.0,0.0,0.0,100000.0,100000.0
2014-03-31,DEFENSIVE_QQQ,NO,INACTIVE,13.88,0.0,0.0,0.0,100000.0,100000.0
2014-04-01,DEFENSIVE_QQQ,NO,INACTIVE,13.1,0.0,0.0,0.0,100000.0,100000.0
2014-04-02,DEFENSIVE_QQQ,NO,INACTIVE,13.09,0.0,0.0,0.0,100000.0,100000.0
2014-04-03,BULL_100,NO,INACTIVE,13.37,0.0,0.0,0.0,100000.0,100000.0
2014-04-04,BULL_100,NO,INACTIVE,13.96,0.0,0.0,0.0,100000.0,100000.0
2014-04-07,BULL_100,NO,INACTIVE,15.57,0.0,0.0,0.0,100000.0,100000.0
2014-04-08,DEFENSIVE_QQQ,NO,INACTIVE,14.89,0.0,0.0,0.0,100000.0,100000.0
2014-04-09,DEFENSIVE_QQQ,NO,INACTIVE,13.82,0.0,0.0,0.0,100000.0,100000.0
2014-04-10,DEFENSIVE_QQQ,NO,INACTIVE,15.89,0.0,0.0,0.0,100000.0,100000.0
2014-04-11,DEFENSIVE_QQQ,NO,INACTIVE,17.03,0.0,0.0,0.0,100000.0,100000.0
2014-04-14,DEFENSIVE_BOTH,NO,INACTIVE,16.11,0.0,0.0,0.0,100000.0,100000.0
2014-04-15,DEFENSIVE_BOTH,NO,INACTIVE,15.61,0.0,0.0,0.0,100000.0,100000.0
2014-04-16,DEFENSIVE_BOTH,NO,INACTIVE,14.18,0.0,0.0,0.0,100000.0,100000.0
2014-04-17,DEFENSIVE_BOTH,NO,INACTIVE,13.36,0.0,0.0,0.0,100000.0,100000.0
2014-04-21,DEFENSIVE_QQQ,NO,INACTIVE,13.25,0.0,0.0,0.0,100000.0,100000.0
2014-04-22,DEFENSIVE_QQQ,NO,INACTIVE,13.19,0.0,0.0,0.0,100000.0,100000.0
2014-04-23,DEFENSIVE_QQQ,NO,INACTIVE,13.27,0.0,0.0,0.0,100000.0,100000.0
2014-04-24,DEFENSIVE_QQQ,NO,INACTIVE,13.32,0.0,0.0,0.0,100000.0,100000.0
2014-04-25,DEFENSIVE_QQQ,NO,INACTIVE,14.06,0.0,0.0,0.0,100000.0,100000.0
2014-04-28,DEFENSIVE_QQQ,NO,INACTIVE,13.97,0.0,0.0,0.0,100000.0,100000.0
2014-04-29,DEFENSIVE_QQQ,NO,INACTIVE,13.71,0.0,0.0,0.0,100000.0,100000.0
2014-04-30,DEFENSIVE_QQQ,NO,INACTIVE,13.41,0.0,0.0,0.0,100000.0,100000.0
2014-05-01,DEFENSIVE_QQQ,NO,INACTIVE,13.25,0.0,0.0,0.0,100000.0,100000.0
2014-05-02,DEFENSIVE_QQQ,NO,INACTIVE,12.91,0.0,0.0,0.0,100000.0,100000.0
2014-05-05,DEFENSIVE_QQQ,NO,INACTIVE,13.29,0.0,0.0,0.0,100000.0,100000.0
2014-05-06,DEFENSIVE_QQQ,NO,INACTIVE,13.8,0.0,0.0,0.0,100000.0,100000.0
2014-05-07,DEFENSIVE_QQQ,NO,INACTIVE,13.4,0.0,0.0,0.0,100000.0,100000.0
2014-05-08,DEFENSIVE_QQQ,NO,INACTIVE,13.43,0.0,0.0,0.0,100000.0,100000.0
2014-05-09,DEFENSIVE_QQQ,NO,INACTIVE,12.92,0.0,0.0,0.0,100000.0,100000.0
2014-05-12,DEFENSIVE_QQQ,NO,INACTIVE,12.23,0.0,0.0,0.0,100000.0,100000.0
2014-05-13,DEFENSIVE_QQQ,NO,INACTIVE,12.13,0.0,0.0,0.0,100000.0,100000.0
2014-05-14,BULL_100,NO,INACTIVE,12.17,0.0,0.0,0.0,100000.0,100000.0
2014-05-15,BULL_100,NO,INACTIVE,13.17,0.0,0.0,0.0,100000.0,100000.0
2014-05-16,DEFENSIVE_QQQ,NO,INACTIVE,12.44,0.0,0.0,0.0,100000.0,100000.0
2014-05-19,DEFENSIVE_QQQ,NO,INACTIVE,12.42,0.0,0.0,0.0,100000.0,100000.0
2014-05-20,BULL_100,NO,INACTIVE,12.96,0.0,0.0,0.0,100000.0,100000.0
2014-05-21,BULL_100,NO,INACTIVE,11.91,0.0,0.0,0.0,100000.0,100000.0
2014-05-22,BULL_100,NO,INACTIVE,12.03,0.0,0.0,0.0,100000.0,100000.0
2014-05-23,BULL_100,NO,INACTIVE,11.36,0.0,0.0,0.0,100000.0,100000.0
2014-05-27,BULL_100,NO,INACTIVE,11.51,0.0,0.0,0.0,100000.0,100000.0
2014-05-28,BULL_100,NO,INACTIVE,11.68,0.0,0.0,0.0,100000.0,100000.0
2014-05-29,BULL_100,NO,INACTIVE,11.57,0.0,0.0,0.0,100000.0,100000.0
2014-05-30,BULL_100,NO,INACTIVE,11.4,0.0,0.0,0.0,100000.0,100000.0
2014-06-02,BULL_100,NO,INACTIVE,11.58,0.0,0.0,0.0,100000.0,100000.0
2014-06-03,BULL_100,NO,INACTIVE,11.87,0.0,0.0,0.0,100000.0,100000.0
2014-06-04,BULL_100,NO,INACTIVE,12.08,0.0,0.0,0.0,100000.0,100000.0
2014-06-05,BULL_100,NO,INACTIVE,11.68,0.0,0.0,0.0,100000.0,100000.0
2014-06-06,BULL_100,NO,INACTIVE,10.73,0.0,0.0,0.0,100000.0,100000.0
2014-06-09,BULL_100,NO,INACTIVE,11.15,0.0,0.0,0.0,100000.0,100000.0
2014-06-10,BULL_100,NO,INACTIVE,10.99,0.0,0.0,0.0,100000.0,100000.0
2014-06-11,BULL_100,NO,INACTIVE,11.6,0.0,0.0,0.0,100000.0,100000.0
2014-06-12,BULL_100,NO,INACTIVE,12.56,0.0,0.0,0.0,100000.0,100000.0
2014-06-13,BULL_100,NO,INACTIVE,12.18,0.0,0.0,0.0,100000.0,100000.0
2014-06-16,BULL_100,NO,INACTIVE,12.65,0.0,0.0,0.0,100000.0,100000.0
2014-06-17,BULL_100,NO,INACTIVE,12.06,0.0,0.0,0.0,100000.0,100000.0
2014-06-18,BULL_100,NO,INACTIVE,10.61,0.0,0.0,0.0,100000.0,100000.0
2014-06-19,BULL_100,NO,INACTIVE,10.62,0.0,0.0,0.0,100000.0,100000.0
2014-06-20,BULL_100,NO,INACTIVE,10.85,0.0,0.0,0.0,100000.0,100000.0
2014-06-23,BULL_100,NO,INACTIVE,10.98,0.0,0.0,0.0,100000.0,100000.0
2014-06-24,BULL_100,NO,INACTIVE,12.13,0.0,0.0,0.0,100000.0,100000.0
2014-06-25,BULL_100,NO,INACTIVE,11.59,0.0,0.0,0.0,100000.0,100000.0
2014-06-26,BULL_100,NO,INACTIVE,11.63,0.0,0.0,0.0,100000.0,100000.0
2014-06-27,BULL_100,NO,INACTIVE,11.26,0.0,0.0,0.0,100000.0,100000.0
2014-06-30,BULL_100,NO,INACTIVE,11.57,0.0,0.0,0.0,100000.0,100000.0
2014-07-01,BULL_100,NO,INACTIVE,11.15,0.0,0.0,0.0,100000.0,100000.0
2014-07-02,BULL_100,NO,INACTIVE,10.82,0.0,0.0,0.0,100000.0,100000.0
2014-07-03,BULL_100,NO,INACTIVE,10.32,0.0,0.0,0.0,100000.0,100000.0
2014-07-07,BULL_100,NO,INACTIVE,11.33,0.0,0.0,0.0,100000.0,100000.0
2014-07-08,BULL_100,NO,INACTIVE,11.98,0.0,0.0,0.0,100000.0,100000.0
2014-07-09,BULL_100,NO,INACTIVE,11.65,0.0,0.0,0.0,100000.0,100000.0
2014-07-10,BULL_100,NO,INACTIVE,12.59,0.0,0.0,0.0,100000.0,100000.0
2014-07-11,BULL_100,NO,INACTIVE,12.08,0.0,0.0,0.0,100000.0,100000.0
2014-07-14,BULL_100,NO,INACTIVE,11.82,0.0,0.0,0.0,100000.0,100000.0
2014-07-15,BULL_100,NO,INACTIVE,11.96,0.0,0.0,0.0,100000.0,100000.0
2014-07-16,BULL_100,NO,INACTIVE,11.0,0.0,0.0,0.0,100000.0,100000.0
2014-07-17,BULL_100,NO,INACTIVE,14.54,0.0,0.0,0.0,100000.0,100000.0
2014-07-18,BULL_100,NO,INACTIVE,12.06,0.0,0.0,0.0,100000.0,100000.0
2014-07-21,BULL_100,NO,INACTIVE,12.81,0.0,0.0,0.0,100000.0,100000.0
2014-07-22,BULL_100,NO,INACTIVE,12.24,0.0,0.0,0.0,100000.0,100000.0
2014-07-23,BULL_100,NO,INACTIVE,11.52,0.0,0.0,0.0,100000.0,100000.0
2014-07-24,BULL_100,NO,INACTIVE,11.84,0.0,0.0,0.0,100000.0,100000.0
2014-07-25,BULL_100,NO,INACTIVE,12.69,0.0,0.0,0.0,100000.0,100000.0
2014-07-28,BULL_100,NO,INACTIVE,12.56,0.0,0.0,0.0,100000.0,100000.0
2014-07-29,BULL_100,NO,INACTIVE,13.28,0.0,0.0,0.0,100000.0,100000.0
2014-07-30,BULL_100,NO,INACTIVE,13.33,0.0,0.0,0.0,100000.0,100000.0
2014-07-31,BULL_100,NO,INACTIVE,16.95,0.0,0.0,0.0,100000.0,100000.0
2014-08-01,BULL_100,NO,INACTIVE,17.03,0.0,0.0,0.0,100000.0,100000.0
2014-08-04,DEFENSIVE_SPY,NO,INACTIVE,15.12,0.0,0.0,0.0,100000.0,100000.0
2014-08-05,DEFENSIVE_SPY,NO,INACTIVE,16.87,0.0,0.0,0.0,100000.0,100000.0
2014-08-06,DEFENSIVE_SPY,NO,INACTIVE,16.37,0.0,0.0,0.0,100000.0,100000.0
2014-08-07,DEFENSIVE_SPY,NO,INACTIVE,16.66,0.0,0.0,0.0,100000.0,100000.0
2014-08-08,DEFENSIVE_SPY,NO,INACTIVE,15.77,0.0,0.0,0.0,100000.0,100000.0
2014-08-11,DEFENSIVE_SPY,NO,INACTIVE,14.23,0.0,0.0,0.0,100000.0,100000.0
2014-08-12,DEFENSIVE_SPY,NO,INACTIVE,14.13,0.0,0.0,0.0,100000.0,100000.0
2014-08-13,DEFENSIVE_SPY,NO,INACTIVE,12.9,0.0,0.0,0.0,100000.0,100000.0
2014-08-14,DEFENSIVE_SPY,NO,INACTIVE,12.42,0.0,0.0,0.0,100000.0,100000.0
2014-08-15,DEFENSIVE_SPY,NO,INACTIVE,13.15,0.0,0.0,0.0,100000.0,100000.0
2014-08-18,DEFENSIVE_SPY,NO,INACTIVE,12.32,0.0,0.0,0.0,100000.0,100000.0
2014-08-19,DEFENSIVE_SPY,NO,INACTIVE,12.21,0.0,0.0,0.0,100000.0,100000.0
2014-08-20,BULL_100,NO,INACTIVE,11.78,0.0,0.0,0.0,100000.0,100000.0
2014-08-21,BULL_100,NO,INACTIVE,11.76,0.0,0.0,0.0,100000.0,100000.0
2014-08-22,BULL_100,NO,INACTIVE,11.47,0.0,0.0,0.0,100000.0,100000.0
2014-08-25,BULL_100,NO,INACTIVE,11.7,0.0,0.0,0.0,100000.0,100000.0
2014-08-26,BULL_100,NO,INACTIVE,11.63,0.0,0.0,0.0,100000.0,100000.0
2014-08-27,BULL_100,NO,INACTIVE,11.78,0.0,0.0,0.0,100000.0,100000.0
2014-08-28,BULL_100,NO,INACTIVE,12.05,0.0,0.0,0.0,100000.0,100000.0
2014-08-29,BULL_100,NO,INACTIVE,11.98,0.0,0.0,0.0,100000.0,100000.0
2014-09-02,BULL_100,NO,INACTIVE,12.25,0.0,0.0,0.0,100000.0,100000.0
2014-09-03,BULL_100,NO,INACTIVE,12.36,0.0,0.0,0.0,100000.0,100000.0
2014-09-04,BULL_100,NO,INACTIVE,12.64,0.0,0.0,0.0,100000.0,100000.0
2014-09-05,BULL_100,NO,INACTIVE,12.09,0.0,0.0,0.0,100000.0,100000.0
2014-09-08,BULL_100,NO,INACTIVE,12.66,0.0,0.0,0.0,100000.0,100000.0
2014-09-09,BULL_100,NO,INACTIVE,13.5,0.0,0.0,0.0,100000.0,100000.0
2014-09-10,BULL_100,NO,INACTIVE,12.88,0.0,0.0,0.0,100000.0,100000.0
2014-09-11,BULL_100,NO,INACTIVE,12.8,0.0,0.0,0.0,100000.0,100000.0
2014-09-12,BULL_100,NO,INACTIVE,13.31,0.0,0.0,0.0,100000.0,100000.0
2014-09-15,BULL_100,NO,INACTIVE,14.12,0.0,0.0,0.0,100000.0,100000.0
2014-09-16,BULL_100,NO,INACTIVE,12.73,0.0,0.0,0.0,100000.0,100000.0
2014-09-17,BULL_100,NO,INACTIVE,12.65,0.0,0.0,0.0,100000.0,100000.0
2014-09-18,BULL_100,NO,INACTIVE,12.03,0.0,0.0,0.0,100000.0,100000.0
2014-09-19,BULL_100,NO,INACTIVE,12.11,0.0,0.0,0.0,100000.0,100000.0
2014-09-22,BULL_100,NO,INACTIVE,13.69,0.0,0.0,0.0,100000.0,100000.0
2014-09-23,BULL_100,NO,INACTIVE,14.93,0.0,0.0,0.0,100000.0,100000.0
2014-09-24,BULL_100,NO,INACTIVE,13.27,0.0,0.0,0.0,100000.0,100000.0
2014-09-25,BULL_100,NO,INACTIVE,15.64,0.0,0.0,0.0,100000.0,100000.0
2014-09-26,BULL_100,NO,INACTIVE,14.85,0.0,0.0,0.0,100000.0,100000.0
2014-09-29,BULL_100,NO,INACTIVE,15.98,0.0,0.0,0.0,100000.0,100000.0
2014-09-30,BULL_100,NO,INACTIVE,16.31,0.0,0.0,0.0,100000.0,100000.0
2014-10-01,DEFENSIVE_SPY,NO,INACTIVE,16.71,0.0,0.0,0.0,100000.0,100000.0
2014-10-02,DEFENSIVE_SPY,NO,INACTIVE,16.16,0.0,0.0,0.0,100000.0,100000.0
2014-10-03,DEFENSIVE_BOTH,NO,INACTIVE,14.55,0.0,0.0,0.0,100000.0,100000.0
2014-10-06,DEFENSIVE_BOTH,NO,INACTIVE,15.46,0.0,0.0,0.0,100000.0,100000.0
2014-10-07,DEFENSIVE_BOTH,NO,INACTIVE,17.2,0.0,0.0,0.0,100000.0,100000.0
2014-10-08,DEFENSIVE_BOTH,NO,INACTIVE,15.11,0.0,0.0,0.0,100000.0,100000.0
2014-10-09,DEFENSIVE_BOTH,NO,INACTIVE,18.76,0.0,0.0,0.0,100000.0,100000.0
2014-10-10,DEFENSIVE_BOTH,NO,INACTIVE,21.24,0.0,0.0,0.0,100000.0,100000.0
2014-10-13,CASH,NO,CASH_IDLE,24.64,0.0,0.0,0.0,100000.0,100000.0
2014-10-14,CASH,NO,CASH_IDLE,22.79,0.0,0.0,0.0,100000.0,100000.0
2014-10-15,CASH,NO,CASH_IDLE,26.25,0.0,0.0,0.0,100000.0,100000.0
2014-10-16,CASH,NO,CASH_IDLE,25.2,0.0,0.0,0.0,100000.0,100000.0
2014-10-17,CASH,NO,CASH_IDLE,21.99,0.0,0.0,0.0,100000.0,100000.0
2014-10-20,CASH,NO,CASH_IDLE,18.57,0.0,0.0,0.0,100000.0,100000.0
2014-10-21,CASH,NO,CASH_IDLE,16.08,0.0,0.0,0.0,100000.0,100000.0
2014-10-22,SMA_RECOVERY,NO,INACTIVE,17.87,0.0,0.0,0.0,100000.0,100000.0
2014-10-23,BULL_100,NO,INACTIVE,16.53,0.0,0.0,0.0,100000.0,100000.0
2014-10-24,BULL_100,NO,INACTIVE,16.11,0.0,0.0,0.0,100000.0,100000.0
2014-10-27,DEFENSIVE_SPY,NO,INACTIVE,16.04,0.0,0.0,0.0,100000.0,100000.0
2014-10-28,DEFENSIVE_SPY,NO,INACTIVE,14.39,0.0,0.0,0.0,100000.0,100000.0
2014-10-29,DEFENSIVE_SPY,NO,INACTIVE,15.15,0.0,0.0,0.0,100000.0,100000.0
2014-10-30,BULL_100,NO,INACTIVE,14.52,0.0,0.0,0.0,100000.0,100000.0
2014-10-31,BULL_100,NO,INACTIVE,14.03,0.0,0.0,0.0,100000.0,100000.0
2014-11-03,BULL_100,NO,INACTIVE,14.73,0.0,0.0,0.0,100000.0,100000.0
2014-11-04,BULL_100,NO,INACTIVE,14.89,0.0,0.0,0.0,100000.0,100000.0
2014-11-05,BULL_100,NO,INACTIVE,14.17,0.0,0.0,0.0,100000.0,100000.0
2014-11-06,BULL_100,NO,INACTIVE,13.67,0.0,0.0,0.0,100000.0,100000.0
2014-11-07,BULL_100,NO,INACTIVE,13.12,0.0,0.0,0.0,100000.0,100000.0
2014-11-10,BULL_100,NO,INACTIVE,12.67,0.0,0.0,0.0,100000.0,100000.0
