date,step2_state,svix_available,step4_state,vix,svix_close,svix_shares,svix_value,cash,portfolio_value
2011-03-31,UNKNOWN,NO,INACTIVE,17.74,0.0,0.0,0.0,100000.0,100000.0
2011-04-01,UNKNOWN,NO,INACTIVE,17.4,0.0,0.0,0.0,100000.0,100000.0
2011-04-04,UNKNOWN,NO,INACTIVE,17.5,0.0,0.0,0.0,100000.0,100000.0
2011-04-05,UNKNOWN,NO,INACTIVE,17.25,0.0,0.0,0.0,100000.0,100000.0
2011-04-06,UNKNOWN,NO,INACTIVE,16.9,0.0,0.0,0.0,100000.0,100000.0
2011-04-07,UNKNOWN,NO,INACTIVE,17.11,0.0,0.0,0.0,100000.0,100000.0
2011-04-08,UNKNOWN,NO,INACTIVE,17.87,0.0,0.0,0.0,100000.0,100000.0
2011-04-11,UNKNOWN,NO,INACTIVE,16.59,0.0,0.0,0.0,100000.0,100000.0
2011-04-12,UNKNOWN,NO,INACTIVE,17.09,0.0,0.0,0.0,100000.0,100000.0
2011-04-13,UNKNOWN,NO,INACTIVE,16.92,0.0,0.0,0.0,100000.0,100000.0
2011-04-14,UNKNOWN,NO,INACTIVE,16.27,0.0,0.0,0.0,100000.0,100000.0
2011-04-15,UNKNOWN,NO,INACTIVE,15.32,0.0,0.0,0.0,100000.0,100000.0
2011-04-18,UNKNOWN,NO,INACTIVE,16.96,0.0,0.0,0.0,100000.0,100000.0
2011-04-19,UNKNOWN,NO,INACTIVE,15.83,0.0,0.0,0.0,100000.0,100000.0
2011-04-20,UNKNOWN,NO,INACTIVE,15.07,0.0,0.0,0.0,100000.0,100000.0
2011-04-21,UNKNOWN,NO,INACTIVE,14.69,0.0,0.0,0.0,100000.0,100000.0
2011-04-25,UNKNOWN,NO,INACTIVE,15.77,0.0,0.0,0.0,100000.0,100000.0
2011-04-26,UNKNOWN,NO,INACTIVE,15.62,0.0,0.0,0.0,100000.0,100000.0
2011-04-27,UNKNOWN,NO,INACTIVE,15.35,0.0,0.0,0.0,100000.0,100000.0
2011-04-28,UNKNOWN,NO,INACTIVE,14.62,0.0,0.0,0.0,100000.0,100000.0
2011-04-29,UNKNOWN,NO,INACTIVE,14.75,0.0,0.0,0.0,100000.0,100000.0
2011-05-02,UNKNOWN,NO,INACTIVE,15.99,0.0,0.0,0.0,100000.0,100000.0
2011-05-03,UNKNOWN,NO,INACTIVE,16.7,0.0,0.0,0.0,100000.0,100000.0
2011-05-04,UNKNOWN,NO,INACTIVE,17.08,0.0,0.0,0.0,100000.0,100000.0
2011-05-05,UNKNOWN,NO,INACTIVE,18.2,0.0,0.0,0.0,100000.0,100000.0
2011-05-06,UNKNOWN,NO,INACTIVE,18.4,0.0,0.0,0.0,100000.0,100000.0
2011-05-09,UNKNOWN,NO,INACTIVE,17.16,0.0,0.0,0.0,100000.0,100000.0
2011-05-10,UNKNOWN,NO,INACTIVE,15.91,0.0,0.0,0.0,100000.0,100000.0
2011-05-11,UNKNOWN,NO,INACTIVE,16.95,0.0,0.0,0.0,100000.0,100000.0
2011-05-12,UNKNOWN,NO,INACTIVE,16.03,0.0,0.0,0.0,100000.0,100000.0
2011-05-13,UNKNOWN,NO,INACTIVE,17.07,0.0,0.0,0.0,100000.0,100000.0
2011-05-16,UNKNOWN,NO,INACTIVE,18.24,0.0,0.0,0.0,100000.0,100000.0
2011-05-17,UNKNOWN,NO,INACTIVE,17.55,0.0,0.0,0.0,100000.0,100000.0
2011-05-18,UNKNOWN,NO,INACTIVE,16.23,0.0,0.0,0.0,100000.0,100000.0
2011-05-19,UNKNOWN,NO,INACTIVE,15.52,0.0,0.0,0.0,100000.0,100000.0
2011-05-20,UNKNOWN,NO,INACTIVE,17.43,0.0,0.0,0.0,100000.0,100000.0
2011-05-23,UNKNOWN,NO,INACTIVE,18.27,0.0,0.0,0.0,100000.0,100000.0
2011-05-24,UNKNOWN,NO,INACTIVE,17.82,0.0,0.0,0.0,100000.0,100000.0
2011-05-25,UNKNOWN,NO,INACTIVE,17.07,0.0,0.0,0.0,100000.0,100000.0
2011-05-26,UNKNOWN,NO,INACTIVE,16.09,0.0,0.0,0.0,100000.0,100000.0
2011-05-27,UNKNOWN,NO,INACTIVE,15.98,0.0,0.0,0.0,100000.0,100000.0
2011-05-31,UNKNOWN,NO,INACTIVE,15.45,0.0,0.0,0.0,100000.0,100000.0
2011-06-01,UNKNOWN,NO,INACTIVE,18.3,0.0,0.0,0.0,100000.0,100000.0
2011-06-02,UNKNOWN,NO,INACTIVE,18.09,0.0,0.0,0.0,100000.0,100000.0
2011-06-03,UNKNOWN,NO,INACTIVE,17.95,0.0,0.0,0.0,100000.0,100000.0
2011-06-06,UNKNOWN,NO,INACTIVE,18.49,0.0,0.0,0.0,100000.0,100000.0
2011-06-07,UNKNOWN,NO,INACTIVE,18.07,0.0,0.0,0.0,100000.0,100000.0
2011-06-08,UNKNOWN,NO,INACTIVE,18.79,0.0,0.0,0.0,100000.0,100000.0
2011-06-09,UNKNOWN,NO,INACTIVE,17.77,0.0,0.0,0.0,100000.0,100000.0
2011-06-10,UNKNOWN,NO,INACTIVE,18.86,0.0,0.0,0.0,100000.0,100000.0
2011-06-13,UNKNOWN,NO,INACTIVE,19.61,0.0,0.0,0.0,100000.0,100000.0
2011-06-14,UNKNOWN,NO,INACTIVE,18.26,0.0,0.0,0.0,100000.0,100000.0
2011-06-15,UNKNOWN,NO,INACTIVE,21.32,0.0,0.0,0.0,100000.0,100000.0
2011-06-16,UNKNOWN,NO,INACTIVE,22.73,0.0,0.0,0.0,100000.0,100000.0
2011-06-17,UNKNOWN,NO,INACTIVE,21.85,0.0,0.0,0.0,100000.0,100000.0
2011-06-20,UNKNOWN,NO,INACTIVE,19.99,0.0,0.0,0.0,100000.0,100000.0
2011-06-21,UNKNOWN,NO,INACTIVE,18.86,0.0,0.0,0.0,100000.0,100000.0
2011-06-22,UNKNOWN,NO,INACTIVE,18.52,0.0,0.0,0.0,100000.0,100000.0
2011-06-23,UNKNOWN,NO,INACTIVE,19.29,0.0,0.0,0.0,100000.0,100000.0
2011-06-24,UNKNOWN,NO,INACTIVE,21.1,0.0,0.0,0.0,100000.0,100000.0
2011-06-27,UNKNOWN,NO,INACTIVE,20.56,0.0,0.0,0.0,100000.0,100000.0
2011-06-28,UNKNOWN,NO,INACTIVE,19.17,0.0,0.0,0.0,100000.0,100000.0
2011-06-29,UNKNOWN,NO,INACTIVE,17.27,0.0,0.0,0.0,100000.0,100000.0
2011-06-30,UNKNOWN,NO,INACTIVE,16.52,0.0,0.0,0.0,100000.0,100000.0
2011-07-01,UNKNOWN,NO,INACTIVE,15.87,0.0,0.0,0.0,100000.0,100000.0
2011-07-05,UNKNOWN,NO,INACTIVE,16.06,0.0,0.0,0.0,100000.0,100000.0
2011-07-06,UNKNOWN,NO,INACTIVE,16.34,0.0,0.0,0.0,100000.0,100000.0
2011-07-07,UNKNOWN,NO,INACTIVE,15.95,0.0,0.0,0.0,100000.0,100000.0
2011-07-08,UNKNOWN,NO,INACTIVE,15.95,0.0,0.0,0.0,100000.0,100000.0
2011-07-11,UNKNOWN,NO,INACTIVE,18.39,0.0,0.0,0.0,100000.0,100000.0
2011-07-12,UNKNOWN,NO,INACTIVE,19.87,0.0,0.0,0.0,100000.0,100000.0
2011-07-13,UNKNOWN,NO,INACTIVE,19.91,0.0,0.0,0.0,100000.0,100000.0
2011-07-14,UNKNOWN,NO,INACTIVE,20.8,0.0,0.0,0.0,100000.0,100000.0
2011-07-15,UNKNOWN,NO,INACTIVE,19.53,0.0,0.0,0.0,100000.0,100000.0
2011-07-18,UNKNOWN,NO,INACTIVE,20.95,0.0,0.0,0.0,100000.0,100000.0
2011-07-19,UNKNOWN,NO,INACTIVE,19.21,0.0,0.0,0.0,100000.0,100000.0
2011-07-20,UNKNOWN,NO,INACTIVE,19.09,0.0,0.0,0.0,100000.0,100000.0
2011-07-21,UNKNOWN,NO,INACTIVE,17.56,0.0,0.0,0.0,100000.0,100000.0
2011-07-22,UNKNOWN,NO,INACTIVE,17.52,0.0,0.0,0.0,100000.0,100000.0
2011-07-25,UNKNOWN,NO,INACTIVE,19.35,0.0,0.0,0.0,100000.0,100000.0
2011-07-26,UNKNOWN,NO,INACTIVE,20.23,0.0,0.0,0.0,100000.0,100000.0
2011-07-27,UNKNOWN,NO,INACTIVE,22.98,0.0,0.0,0.0,100000.0,100000.0
2011-07-28,UNKNOWN,NO,INACTIVE,23.74,0.0,0.0,0.0,100000.0,100000.0
2011-07-29,UNKNOWN,NO,INACTIVE,25.25,0.0,0.0,0.0,100000.0,100000.0
2011-08-01,UNKNOWN,NO,INACTIVE,23.66,0.0,0.0,0.0,100000.0,100000.0
2011-08-02,UNKNOWN,NO,INACTIVE,24.79,0.0,0.0,0.0,100000.0,100000.0
2011-08-03,UNKNOWN,NO,INACTIVE,23.38,0.0,0.0,0.0,100000.0,100000.0
2011-08-04,UNKNOWN,NO,INACTIVE,31.66,0.0,0.0,0.0,100000.0,100000.0
2011-08-05,UNKNOWN,NO,INACTIVE,32.0,0.0,0.0,0.0,100000.0,100000.0
2011-08-08,UNKNOWN,NO,INACTIVE,48.0,0.0,0.0,0.0,100000.0,100000.0
2011-08-09,UNKNOWN,NO,INACTIVE,35.06,0.0,0.0,0.0,100000.0,100000.0
2011-08-10,UNKNOWN,NO,INACTIVE,42.99,0.0,0.0,0.0,100000.0,100000.0
2011-08-11,UNKNOWN,NO,INACTIVE,39.0,0.0,0.0,0.0,100000.0,100000.0
2011-08-12,UNKNOWN,NO,INACTIVE,36.36,0.0,0.0,0.0,100000.0,100000.0
2011-08-15,UNKNOWN,NO,INACTIVE,31.87,0.0,0.0,0.0,100000.0,100000.0
2011-08-16,UNKNOWN,NO,INACTIVE,32.85,0.0,0.0,0.0,100000.0,100000.0
2011-08-17,UNKNOWN,NO,INACTIVE,31.58,0.0,0.0,0.0,100000.0,100000.0
2011-08-18,UNKNOWN,NO,INACTIVE,42.67,0.0,0.0,0.0,100000.0,100000.0
2011-08-19,UNKNOWN,NO,INACTIVE,43.05,0.0,0.0,0.0,100000.0,100000.0
2011-08-22,UNKNOWN,NO,INACTIVE,42.44,0.0,0.0,0.0,100000.0,100000.0
2011-08-23,UNKNOWN,NO,INACTIVE,36.27,0.0,0.0,0.0,100000.0,100000.0
2011-08-24,UNKNOWN,NO,INACTIVE,35.9,0.0,0.0,0.0,100000.0,100000.0
2011-08-25,UNKNOWN,NO,INACTIVE,39.76,0.0,0.0,0.0,100000.0,100000.0
2011-08-26,UNKNOWN,NO,INACTIVE,35.59,0.0,0.0,0.0,100000.0,100000.0
2011-08-29,UNKNOWN,NO,INACTIVE,32.28,0.0,0.0,0.0,100000.0,100000.0
2011-08-30,UNKNOWN,NO,INACTIVE,32.89,0.0,0.0,0.0,100000.0,100000.0
2011-08-31,UNKNOWN,NO,INACTIVE,31.62,0.0,0.0,0.0,100000.0,100000.0
2011-09-01,UNKNOWN,NO,INACTIVE,31.82,0.0,0.0,0.0,100000.0,100000.0
2011-09-02,UNKNOWN,NO,INACTIVE,33.92,0.0,0.0,0.0,100000.0,100000.0
2011-09-06,UNKNOWN,NO,INACTIVE,37.0,0.0,0.0,0.0,100000.0,100000.0
2011-09-07,UNKNOWN,NO,INACTIVE,33.38,0.0,0.0,0.0,100000.0,100000.0
2011-09-08,UNKNOWN,NO,INACTIVE,34.32,0.0,0.0,0.0,100000.0,100000.0
2011-09-09,UNKNOWN,NO,INACTIVE,38.52,0.0,0.0,0.0,100000.0,100000.0
2011-09-12,UNKNOWN,NO,INACTIVE,38.59,0.0,0.0,0.0,100000.0,100000.0
2011-09-13,UNKNOWN,NO,INACTIVE,36.91,0.0,0.0,0.0,100000.0,100000.0
2011-09-14,UNKNOWN,NO,INACTIVE,34.6,0.0,0.0,0.0,100000.0,100000.0
2011-09-15,UNKNOWN,NO,INACTIVE,31.97,0.0,0.0,0.0,100000.0,100000.0
2011-09-16,UNKNOWN,NO,INACTIVE,30.98,0.0,0.0,0.0,100000.0,100000.0
2011-09-19,UNKNOWN,NO,INACTIVE,32.73,0.0,0.0,0.0,100000.0,100000.0
2011-09-20,UNKNOWN,NO,INACTIVE,32.86,0.0,0.0,0.0,100000.0,100000.0
2011-09-21,UNKNOWN,NO,INACTIVE,37.32,0.0,0.0,0.0,100000.0,100000.0
2011-09-22,UNKNOWN,NO,INACTIVE,41.35,0.0,0.0,0.0,100000.0,100000.0
2011-09-23,UNKNOWN,NO,INACTIVE,41.25,0.0,0.0,0.0,100000.0,100000.0
2011-09-26,UNKNOWN,NO,INACTIVE,39.02,0.0,0.0,0.0,100000.0,100000.0
2011-09-27,UNKNOWN,NO,INACTIVE,37.71,0.0,0.0,0.0,100000.0,100000.0
2011-09-28,UNKNOWN,NO,INACTIVE,41.08,0.0,0.0,0.0,100000.0,100000.0
2011-09-29,UNKNOWN,NO,INACTIVE,38.84,0.0,0.0,0.0,100000.0,100000.0
2011-09-30,UNKNOWN,NO,INACTIVE,42.96,0.0,0.0,0.0,100000.0,100000.0
2011-10-03,UNKNOWN,NO,INACTIVE,45.45,0.0,0.0,0.0,100000.0,100000.0
2011-10-04,UNKNOWN,NO,INACTIVE,40.82,0.0,0.0,0.0,100000.0,100000.0
2011-10-05,UNKNOWN,NO,INACTIVE,37.81,0.0,0.0,0.0,100000.0,100000.0
2011-10-06,UNKNOWN,NO,INACTIVE,36.27,0.0,0.0,0.0,100000.0,100000.0
2011-10-07,UNKNOWN,NO,INACTIVE,36.2,0.0,0.0,0.0,100000.0,100000.0
2011-10-10,UNKNOWN,NO,INACTIVE,33.02,0.0,0.0,0.0,100000.0,100000.0
2011-10-11,UNKNOWN,NO,INACTIVE,32.86,0.0,0.0,0.0,100000.0,100000.0
2011-10-12,UNKNOWN,NO,INACTIVE,31.26,0.0,0.0,0.0,100000.0,100000.0
2011-10-13,UNKNOWN,NO,INACTIVE,30.7,0.0,0.0,0.0,100000.0,100000.0
2011-10-14,UNKNOWN,NO,INACTIVE,28.24,0.0,0.0,0.0,100000.0,100000.0
2011-10-17,UNKNOWN,NO,INACTIVE,33.39,0.0,0.0,0.0,100000.0,100000.0
2011-10-18,UNKNOWN,NO,INACTIVE,31.56,0.0,0.0,0.0,100000.0,100000.0
2011-10-19,UNKNOWN,NO,INACTIVE,34.44,0.0,0.0,0.0,100000.0,100000.0
2011-10-20,UNKNOWN,NO,INACTIVE,34.78,0.0,0.0,0.0,100000.0,100000.0
2011-10-21,UNKNOWN,NO,INACTIVE,31.32,0.0,0.0,0.0,100000.0,100000.0
2011-10-24,UNKNOWN,NO,INACTIVE,29.26,0.0,0.0,0.0,100000.0,100000.0
2011-10-25,UNKNOWN,NO,INACTIVE,32.22,0.0,0.0,0.0,100000.0,100000.0
2011-10-26,UNKNOWN,NO,INACTIVE,29.86,0.0,0.0,0.0,100000.0,100000.0
2011-10-27,UNKNOWN,NO,INACTIVE,25.46,0.0,0.0,0.0,100000.0,100000.0
2011-10-28,UNKNOWN,NO,INACTIVE,24.53,0.0,0.0,0.0,100000.0,100000.0
2011-10-31,UNKNOWN,NO,INACTIVE,29.96,0.0,0.0,0.0,100000.0,100000.0
2011-11-01,UNKNOWN,NO,INACTIVE,34.77,0.0,0.0,0.0,100000.0,100000.0
2011-11-02,UNKNOWN,NO,INACTIVE,32.74,0.0,0.0,0.0,100000.0,100000.0
2011-11-03,UNKNOWN,NO,INACTIVE,30.5,0.0,0.0,0.0,100000.0,100000.0
2011-11-04,UNKNOWN,NO,INACTIVE,30.16,0.0,0.0,0.0,100000.0,100000.0
2011-11-07,UNKNOWN,NO,INACTIVE,29.85,0.0,0.0,0.0,100000.0,100000.0
2011-11-08,UNKNOWN,NO,INACTIVE,27.48,0.0,0.0,0.0,100000.0,100000.0
2011-11-09,UNKNOWN,NO,INACTIVE,36.16,0.0,0.0,0.0,100000.0,100000.0
2011-11-10,UNKNOWN,NO,INACTIVE,32.81,0.0,0.0,0.0,100000.0,100000.0
2011-11-11,UNKNOWN,NO,INACTIVE,30.04,0.0,0.0,0.0,100000.0,100000.0
2011-11-14,UNKNOWN,NO,INACTIVE,31.13,0.0,0.0,0.0,100000.0,100000.0
2011-11-15,UNKNOWN,NO,INACTIVE,31.22,0.0,0.0,0.0,100000.0,100000.0
2011-11-16,UNKNOWN,NO,INACTIVE,33.51,0.0,0.0,0.0,100000.0,100000.0
2011-11-17,UNKNOWN,NO,INACTIVE,34.51,0.0,0.0,0.0,100000.0,100000.0
2011-11-18,UNKNOWN,NO,INACTIVE,32.0,0.0,0.0,0.0,100000.0,100000.0
2011-11-21,UNKNOWN,NO,INACTIVE,32.91,0.0,0.0,0.0,100000.0,100000.0
2011-11-22,UNKNOWN,NO,INACTIVE,31.97,0.0,0.0,0.0,100000.0,100000.0
2011-11-23,UNKNOWN,NO,INACTIVE,33.98,0.0,0.0,0.0,100000.0,100000.0
2011-11-25,UNKNOWN,NO,INACTIVE,34.47,0.0,0.0,0.0,100000.0,100000.0
2011-11-28,UNKNOWN,NO,INACTIVE,32.13,0.0,0.0,0.0,100000.0,100000.0
2011-11-29,UNKNOWN,NO,INACTIVE,30.64,0.0,0.0,0.0,100000.0,100000.0
2011-11-30,UNKNOWN,NO,INACTIVE,27.8,0.0,0.0,0.0,100000.0,100000.0
2011-12-01,UNKNOWN,NO,INACTIVE,27.41,0.0,0.0,0.0,100000.0,100000.0
2011-12-02,UNKNOWN,NO,INACTIVE,27.52,0.0,0.0,0.0,100000.0,100000.0
2011-12-05,UNKNOWN,NO,INACTIVE,27.84,0.0,0.0,0.0,100000.0,100000.0
2011-12-06,UNKNOWN,NO,INACTIVE,28.13,0.0,0.0,0.0,100000.0,100000.0
2011-12-07,UNKNOWN,NO,INACTIVE,28.67,0.0,0.0,0.0,100000.0,100000.0
2011-12-08,UNKNOWN,NO,INACTIVE,30.59,0.0,0.0,0.0,100000.0,100000.0
2011-12-09,UNKNOWN,NO,INACTIVE,26.38,0.0,0.0,0.0,100000.0,100000.0
2011-12-12,UNKNOWN,NO,INACTIVE,25.67,0.0,0.0,0.0,100000.0,100000.0
2011-12-13,UNKNOWN,NO,INACTIVE,25.41,0.0,0.0,0.0,100000.0,100000.0
2011-12-14,UNKNOWN,NO,INACTIVE,26.04,0.0,0.0,0.0,100000.0,100000.0
2011-12-15,UNKNOWN,NO,INACTIVE,25.11,0.0,0.0,0.0,100000.0,100000.0
2011-12-16,UNKNOWN,NO,INACTIVE,24.29,0.0,0.0,0.0,100000.0,100000.0
2011-12-19,UNKNOWN,NO,INACTIVE,24.92,0.0,0.0,0.0,100000.0,100000.0
2011-12-20,UNKNOWN,NO,INACTIVE,23.22,0.0,0.0,0.0,100000.0,100000.0
2011-12-21,UNKNOWN,NO,INACTIVE,21.43,0.0,0.0,0.0,100000.0,100000.0
2011-12-22,UNKNOWN,NO,INACTIVE,21.16,0.0,0.0,0.0,100000.0,100000.0
2011-12-23,UNKNOWN,NO,INACTIVE,20.73,0.0,0.0,0.0,100000.0,100000.0
2011-12-27,UNKNOWN,NO,INACTIVE,21.91,0.0,0.0,0.0,100000.0,100000.0
2011-12-28,UNKNOWN,NO,INACTIVE,23.52,0.0,0.0,0.0,100000.0,100000.0
2011-12-29,UNKNOWN,NO,INACTIVE,22.65,0.0,0.0,0.0,100000.0,100000.0
2011-12-30,UNKNOWN,NO,INACTIVE,23.4,0.0,0.0,0.0,100000.0,100000.0
2012-01-03,UNKNOWN,NO,INACTIVE,22.97,0.0,0.0,0.0,100000.0,100000.0
2012-01-04,UNKNOWN,NO,INACTIVE,22.22,0.0,0.0,0.0,100000.0,100000.0
2012-01-05,CASH,NO,CASH_IDLE,21.48,0.0,0.0,0.0,100000.0,100000.0
2012-01-06,SMA_RECOVERY,NO,INACTIVE,20.63,0.0,0.0,0.0,100000.0,100000.0
2012-01-09,BULL_100,NO,INACTIVE,21.07,0.0,0.0,0.0,100000.0,100000.0
2012-01-10,BULL_100,NO,INACTIVE,20.69,0.0,0.0,0.0,100000.0,100000.0
2012-01-11,BULL_100,NO,INACTIVE,21.05,0.0,0.0,0.0,100000.0,100000.0
2012-01-12,BULL_100,NO,INACTIVE,20.47,0.0,0.0,0.0,100000.0,100000.0
2012-01-13,BULL_100,NO,INACTIVE,20.91,0.0,0.0,0.0,100000.0,100000.0
2012-01-17,BULL_100,NO,INACTIVE,22.2,0.0,0.0,0.0,100000.0,100000.0
2012-01-18,BULL_100,NO,INACTIVE,20.89,0.0,0.0,0.0,100000.0,100000.0
2012-01-19,BULL_100,NO,INACTIVE,19.87,0.0,0.0,0.0,100000.0,100000.0
2012-01-20,BULL_100,NO,INACTIVE,18.28,0.0,0.0,0.0,100000.0,100000.0
2012-01-23,BULL_100,NO,INACTIVE,18.67,0.0,0.0,0.0,100000.0,100000.0
2012-01-24,BULL_100,NO,INACTIVE,18.91,0.0,0.0,0.0,100000.0,100000.0
2012-01-25,BULL_100,NO,INACTIVE,18.31,0.0,0.0,0.0,100000.0,100000.0
2012-01-26,BULL_100,NO,INACTIVE,18.57,0.0,0.0,0.0,100000.0,100000.0
2012-01-27,BULL_100,NO,INACTIVE,18.53,0.0,0.0,0.0,100000.0,100000.0
2012-01-30,BULL_100,NO,INACTIVE,19.4,0.0,0.0,0.0,100000.0,100000.0
2012-01-31,BULL_100,NO,INACTIVE,19.44,0.0,0.0,0.0,100000.0,100000.0
2012-02-01,BULL_100,NO,INACTIVE,18.55,0.0,0.0,0.0,100000.0,100000.0
