date,state,spy_close,qqq_close,vix,upro_shares,tqqq_shares,cash,upro_value,tqqq_value,portfolio_value,data_source
2015-03-20,BULL_100,210.41,108.53,13.02,16817.2354,28498.8273,2436.23,198542.6,66621.71,267600.54,polygon
2015-03-23,BULL_100,210.0,108.32,13.41,16817.2354,28498.8273,2436.23,197476.39,66065.98,265978.6,polygon
2015-03-24,BULL_100,208.82,107.93,13.62,16817.2354,28498.8273,2436.23,194001.95,65393.41,261831.59,polygon
2015-03-25,BULL_100,205.76,105.46,15.44,16817.2354,28498.8273,2436.23,185283.89,60827.9,248548.02,polygon
2015-03-26,BULL_100,205.27,105.1,15.8,16817.2354,28498.8273,2436.23,184064.64,60329.17,246830.04,polygon
2015-03-27,DEFENSIVE_SPY,205.74,105.52,15.07,8457.4233,29147.3595,92278.06,93130.61,62296.65,247705.32,polygon
2015-03-30,DEFENSIVE_BOTH,208.25,106.73,14.51,8378.2101,14375.3446,125284.6,95665.75,31829.89,252780.24,polygon
2015-03-31,DEFENSIVE_BOTH,206.43,105.6,15.29,8378.2101,14375.3446,125284.6,93179.94,30845.18,249309.71,polygon
2015-04-01,DEFENSIVE_BOTH,205.7,105.05,15.11,8378.2101,14375.3446,125284.6,92202.2,30323.35,247810.15,polygon
2015-04-02,DEFENSIVE_BOTH,206.44,105.12,14.67,8378.2101,14375.3446,125284.6,93033.32,30373.67,248691.58,polygon
2015-04-06,DEFENSIVE_BOTH,207.83,105.98,14.74,8378.2101,14375.3446,125284.6,95016.44,31105.37,251406.41,polygon
2015-04-07,DEFENSIVE_BOTH,207.28,105.8,14.78,8378.2101,14375.3446,125284.6,94220.51,30961.62,250466.73,polygon
2015-04-08,DEFENSIVE_BOTH,207.97,106.64,13.98,8378.2101,14375.3446,125284.6,95218.36,31697.63,252200.59,polygon
2015-04-09,DEFENSIVE_BOTH,208.9,107.31,13.09,8378.2101,14375.3446,125284.6,96510.28,32288.46,254083.34,polygon
2015-04-10,BULL_100,210.04,107.75,12.58,16339.8974,28041.2926,2374.83,191163.73,63735.05,257273.61,polygon
2015-04-13,BULL_100,209.09,107.48,13.94,16339.8974,28041.2926,2374.83,188671.89,63263.96,254310.68,polygon
2015-04-14,BULL_100,209.49,107.17,13.67,16339.8974,28041.2926,2374.83,189680.07,62719.96,254774.85,polygon
2015-04-15,BULL_100,210.43,107.84,12.84,16339.8974,28041.2926,2374.83,192184.97,63830.39,258390.19,polygon
2015-04-16,BULL_100,210.37,107.69,12.6,16339.8974,28041.2926,2374.83,192008.5,63608.87,257992.2,polygon
2015-04-17,BULL_100,207.95,106.01,13.89,16339.8974,28041.2926,2374.83,185376.14,60633.69,248384.65,polygon
2015-04-20,BULL_100,209.85,107.6,13.3,16339.8974,28041.2926,2374.83,190415.36,63345.28,256135.47,polygon
2015-04-21,BULL_100,209.6,108.06,13.25,16339.8974,28041.2926,2374.83,189774.84,64155.67,256305.34,polygon
2015-04-22,BULL_100,210.63,108.65,12.71,16339.8974,28041.2926,2374.83,192539.55,65196.01,260110.38,polygon
2015-04-23,BULL_100,211.16,109.06,12.48,16339.8974,28041.2926,2374.83,193995.43,65978.36,262348.62,polygon
2015-04-24,BULL_100,211.65,110.54,12.29,16339.8974,28041.2926,2374.83,195384.32,68560.96,266320.11,polygon
2015-04-27,BULL_100,210.77,110.26,13.12,16339.8974,28041.2926,2374.83,192810.79,68123.52,263309.13,polygon
2015-04-28,BULL_100,211.44,110.04,12.41,16339.8974,28041.2926,2374.83,194582.03,67680.46,264637.32,polygon
2015-04-29,BULL_100,210.57,109.35,13.39,16339.8974,28041.2926,2374.83,192212.75,66387.76,260975.34,polygon
2015-04-30,BULL_100,208.46,107.63,14.55,16339.8974,28041.2926,2374.83,186438.23,63269.57,252082.62,polygon
2015-05-01,BULL_100,210.72,109.05,12.7,16339.8974,28041.2926,2374.83,192402.29,65826.93,260604.05,polygon
2015-05-04,BULL_100,211.32,109.23,12.85,16339.8974,28041.2926,2374.83,194268.31,66062.48,262705.62,polygon
2015-05-05,BULL_100,208.9,107.45,14.31,16339.8974,28041.2926,2374.83,187351.63,62930.27,252656.73,polygon
2015-05-06,BULL_100,208.04,106.71,15.15,16339.8974,28041.2926,2374.83,185104.89,61587.09,249066.81,polygon
2015-05-07,DEFENSIVE_BOTH,208.87,107.35,15.13,8246.3761,14167.9306,124166.94,94552.12,31651.16,250370.22,polygon
2015-05-08,DEFENSIVE_BOTH,211.62,108.69,12.86,8246.3761,14167.9306,124166.94,98228.36,32811.51,255206.81,polygon
2015-05-11,DEFENSIVE_BOTH,210.6,108.27,13.85,8246.3761,14167.9306,124166.94,96874.3,32450.23,253491.47,polygon
2015-05-12,BULL_100,209.98,107.78,13.86,16127.0737,27676.4216,2347.6,187638.5,62573.62,252559.73,polygon
2015-05-13,BULL_100,210.02,108.0,13.76,16127.0737,27676.4216,2347.6,187854.61,62894.67,253096.88,polygon
2015-05-14,BULL_100,212.21,109.58,12.74,16127.0737,27676.4216,2347.6,193740.99,65681.68,261770.27,polygon
2015-05-15,BULL_100,212.44,109.58,12.38,16127.0737,27676.4216,2347.6,194316.72,65673.38,262337.71,polygon
2015-05-18,BULL_100,213.1,110.06,12.73,16127.0737,27676.4216,2347.6,196119.73,66481.53,264948.86,polygon
2015-05-19,BULL_100,213.03,109.94,12.85,16127.0737,27676.4216,2347.6,195850.41,66290.56,264488.58,polygon
2015-05-20,BULL_100,212.88,110.01,12.88,16127.0737,27676.4216,2347.6,195487.55,66401.27,264236.42,polygon
2015-05-21,BULL_100,213.5,110.58,12.11,16127.0737,27676.4216,2347.6,197153.48,67444.67,266945.75,polygon
2015-05-22,BULL_100,212.99,110.47,12.13,16127.0737,27676.4216,2347.6,195782.67,67259.24,265389.52,polygon
2015-05-26,BULL_100,210.7,109.2,14.06,16127.0737,27676.4216,2347.6,189585.04,64931.65,256864.29,polygon
2015-05-27,BULL_100,212.7,110.96,13.27,16127.0737,27676.4216,2347.6,194653.78,68056.32,265057.7,polygon
2015-05-28,BULL_100,212.46,110.71,13.31,16127.0737,27676.4216,2347.6,194142.55,67555.38,264045.53,polygon
2015-05-29,BULL_100,211.14,110.05,13.84,16127.0737,27676.4216,2347.6,190326.89,66412.34,259086.83,polygon
2015-06-01,BULL_100,211.57,110.42,13.97,16127.0737,27676.4216,2347.6,191562.22,66996.31,260906.13,polygon
2015-06-02,BULL_100,211.36,110.07,14.24,16127.0737,27676.4216,2347.6,191025.19,66384.66,259757.45,polygon
2015-06-03,BULL_100,211.92,110.4,13.66,16127.0737,27676.4216,2347.6,192504.04,66965.87,261817.51,polygon
2015-06-04,BULL_100,210.13,109.56,14.71,16127.0737,27676.4216,2347.6,188041.68,65507.32,255896.6,polygon
2015-06-05,BULL_100,209.77,109.3,14.21,16127.0737,27676.4216,2347.6,186832.15,65011.91,254191.66,polygon
2015-06-08,BULL_100,208.48,108.19,15.29,16127.0737,27676.4216,2347.6,183337.41,63021.98,248706.99,polygon
2015-06-09,DEFENSIVE_SPY,208.45,108.01,14.47,8189.3393,27449.9621,92985.66,92949.0,62198.87,248133.53,polygon
2015-06-10,DEFENSIVE_BOTH,210.95,109.49,13.22,8145.8965,13662.1818,124944.86,95863.35,32182.64,252990.85,polygon
2015-06-11,DEFENSIVE_BOTH,211.63,109.65,12.85,8145.8965,13662.1818,124944.86,96732.52,32360.24,254037.63,polygon
2015-06-12,BULL_100,210.01,108.75,13.78,15996.0662,26780.7205,2354.91,185474.39,61820.62,249649.91,polygon
2015-06-15,BULL_100,209.11,108.21,15.39,15996.0662,26780.7205,2354.91,183022.19,60966.31,246343.41,polygon
2015-06-16,DEFENSIVE_SPY,210.25,108.8,14.81,8068.8418,27106.2006,92059.27,93947.95,62647.85,248655.07,polygon
2015-06-17,DEFENSIVE_SPY,210.59,109.1,14.5,8068.8418,27106.2006,92059.27,94405.45,63176.42,249641.14,polygon
2015-06-18,DEFENSIVE_SPY,212.78,110.69,13.19,8068.8418,27106.2006,92059.27,97189.2,65846.38,255094.85,polygon
2015-06-19,DEFENSIVE_SPY,210.81,109.89,13.96,8068.8418,27106.2006,92059.27,95508.46,64840.74,252408.47,polygon
2015-06-22,BULL_100,211.89,110.7,12.74,15728.484,25859.5246,2467.29,189973.35,63350.66,255791.3,polygon
2015-06-23,BULL_100,212.04,110.79,12.11,15728.484,25859.5246,2467.29,190393.3,63508.41,256368.99,polygon
2015-06-24,BULL_100,210.5,110.22,13.26,15728.484,25859.5246,2467.29,186173.35,62530.92,251171.55,polygon
2015-06-25,BULL_100,209.86,110.0,14.01,15728.484,25859.5246,2467.29,184337.83,62122.34,248927.46,polygon
2015-06-26,DEFENSIVE_SPY,209.82,109.27,14.02,7948.7966,26055.9713,93723.27,93173.41,61432.16,248328.84,polygon
2015-06-29,DEFENSIVE_SPY,205.42,106.69,18.85,7948.7966,26055.9713,93723.27,87357.28,57091.24,238171.78,polygon
2015-06-30,DEFENSIVE_SPY,205.85,107.07,18.23,7948.7966,26055.9713,93723.27,87966.95,57742.64,239432.86,polygon
2015-07-01,DEFENSIVE_BOTH,207.5,107.92,16.09,8028.6929,13366.8101,121617.44,90831.01,30229.04,242677.49,polygon
2015-07-02,DEFENSIVE_BOTH,207.31,107.95,16.79,8028.6929,13366.8101,121617.44,90550.01,30342.66,242510.11,polygon
2015-07-06,DEFENSIVE_BOTH,206.72,107.7,17.01,8028.6929,13366.8101,121617.44,89814.58,30086.02,241518.04,polygon
2015-07-07,DEFENSIVE_BOTH,208.02,107.97,16.09,8028.6929,13366.8101,121617.44,91420.32,30239.73,243277.49,polygon
2015-07-08,DEFENSIVE_BOTH,204.53,106.09,19.66,8028.6929,13366.8101,121617.44,86896.95,28725.27,237239.67,polygon
2015-07-09,CASH,204.9,106.03,19.97,0.0,0.0,241276.71,0.0,0.0,241276.71,polygon
2015-07-10,CASH,207.48,107.65,16.83,0.0,0.0,241276.71,0.0,0.0,241276.71,polygon
2015-07-13,SMA_RECOVERY,209.77,109.54,13.9,11765.7695,19677.8529,60071.48,137168.87,46378.73,243619.08,polygon
2015-07-14,BULL_100,210.68,110.26,13.37,15538.2443,25454.1292,2361.07,183688.46,61196.82,247246.35,polygon
2015-07-15,BULL_100,210.61,110.38,13.23,15538.2443,25454.1292,2361.07,183351.28,61489.54,247201.9,polygon
2015-07-16,BULL_100,212.3,111.94,12.11,15538.2443,25454.1292,2361.07,187520.19,63889.86,253771.13,polygon
2015-07-17,BULL_100,212.48,113.59,11.95,15538.2443,25454.1292,2361.07,188116.86,66812.0,257289.94,polygon
2015-07-20,BULL_100,212.59,113.98,12.25,15538.2443,25454.1292,2361.07,188505.32,67560.35,258426.74,polygon
2015-07-21,BULL_100,211.75,113.91,12.22,15538.2443,25454.1292,2361.07,186121.75,67374.53,255857.36,polygon
2015-07-22,BULL_100,211.37,112.62,12.12,15538.2443,25454.1292,2361.07,185009.21,65162.57,252532.86,polygon
2015-07-23,BULL_100,210.18,112.2,12.64,15538.2443,25454.1292,2361.07,181952.84,64383.67,248697.59,polygon
2015-07-24,BULL_100,208.0,111.1,13.74,15538.2443,25454.1292,2361.07,176436.76,62553.52,241351.36,polygon
2015-07-27,DEFENSIVE_SPY,206.79,110.18,15.6,7966.2678,24605.5078,89003.7,88837.43,58915.43,236756.55,polygon
2015-07-28,DEFENSIVE_SPY,209.33,111.13,13.44,7966.2678,24605.5078,89003.7,92076.51,60468.04,241548.25,polygon
2015-07-29,DEFENSIVE_SPY,210.77,111.55,12.5,7966.2678,24605.5078,89003.7,93975.67,61144.69,244124.06,polygon
2015-07-30,DEFENSIVE_SPY,210.82,112.08,12.13,7966.2678,24605.5078,89003.7,93988.42,61996.04,244988.15,polygon
2015-07-31,BULL_100,210.5,111.95,12.12,15365.449,23987.1496,2379.4,180544.03,60253.32,243176.74,polygon
2015-08-03,BULL_100,209.79,111.6,12.56,15365.449,23987.1496,2379.4,178572.64,59699.22,240651.25,polygon
2015-08-04,BULL_100,209.38,111.39,13.0,15365.449,23987.1496,2379.4,177598.47,59313.02,239290.89,polygon
2015-08-05,DEFENSIVE_SPY,210.07,112.25,12.51,7763.5557,24178.4718,91085.88,90613.89,61188.46,242888.23,polygon
2015-08-06,DEFENSIVE_SPY,208.35,110.45,13.77,7763.5557,24178.4718,91085.88,88634.19,58250.77,237970.84,polygon
2015-08-07,DEFENSIVE_SPY,207.95,110.31,13.39,7763.5557,24178.4718,91085.88,87870.25,58018.66,236974.79,polygon
2015-08-10,DEFENSIVE_SPY,210.57,111.57,12.23,7763.5557,24178.4718,91085.88,91157.34,59977.12,242220.34,polygon
2015-08-11,DEFENSIVE_SPY,208.67,110.14,13.71,7763.5557,24178.4718,91085.88,88711.82,57692.25,237489.95,polygon
2015-08-12,DEFENSIVE_SPY,208.92,110.52,13.61,7763.5557,24178.4718,91085.88,88957.15,58200.0,238243.03,polygon
2015-08-13,DEFENSIVE_SPY,208.66,110.34,13.49,7763.5557,24178.4718,91085.88,88698.62,57938.87,237723.37,polygon
2015-08-14,DEFENSIVE_SPY,209.42,110.51,12.83,7763.5557,24178.4718,91085.88,89630.25,58250.77,238966.9,polygon
2015-08-17,DEFENSIVE_SPY,210.59,111.43,13.02,7763.5557,24178.4718,91085.88,91144.14,59682.14,241912.16,polygon
2015-08-18,DEFENSIVE_SPY,209.98,110.86,13.79,7763.5557,24178.4718,91085.88,90354.59,58729.51,240169.98,polygon
2015-08-19,BULL_100,208.32,110.13,15.25,15414.4533,24523.8189,2299.98,175236.13,58450.07,235986.18,polygon
2015-08-20,BULL_100,203.97,107.08,19.14,15414.4533,24523.8189,2299.98,164163.93,53636.04,220099.95,polygon
2015-08-21,CASH,197.83,102.4,28.03,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-08-24,CASH,189.5,98.46,40.74,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-08-25,CASH,187.27,98.09,36.02,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-08-26,CASH,194.46,103.03,30.32,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-08-27,CASH,199.27,105.64,26.1,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-08-28,CASH,199.28,105.62,26.05,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-08-31,CASH,197.67,104.31,28.43,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-01,CASH,191.77,101.05,31.4,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-02,CASH,195.41,103.9,26.09,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-03,CASH,195.55,103.39,25.61,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-04,CASH,192.59,102.16,27.8,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-08,CASH,197.43,105.04,24.9,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-09,CASH,194.79,103.86,26.23,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-10,CASH,195.85,104.99,24.37,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-11,CASH,196.74,105.57,23.2,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-14,CASH,196.01,105.25,24.25,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-15,CASH,198.46,106.49,22.54,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-16,CASH,200.18,107.09,21.35,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-17,CASH,199.73,107.13,21.14,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-18,CASH,195.45,105.35,22.28,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-21,CASH,196.46,105.68,20.14,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-22,CASH,193.91,104.1,22.44,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-23,CASH,193.6,104.18,22.13,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-24,CASH,192.9,103.8,23.47,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-25,CASH,192.85,102.92,23.62,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-28,CASH,188.01,99.99,27.63,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-29,CASH,188.12,99.47,26.83,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-09-30,CASH,191.63,101.76,24.5,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-10-01,CASH,192.13,102.22,22.55,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-10-02,CASH,195.0,104.01,20.94,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-10-05,CASH,198.47,105.5,19.54,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-10-06,CASH,197.79,105.0,19.4,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-10-07,CASH,199.41,105.63,18.4,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-10-08,CASH,201.21,106.05,17.42,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-10-09,CASH,201.33,106.53,17.08,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-10-12,CASH,201.52,106.79,16.17,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-10-13,CASH,200.25,106.1,17.67,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-10-14,CASH,199.29,105.93,18.03,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-10-15,CASH,202.35,107.67,16.05,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-10-16,CASH,203.27,108.12,15.05,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-10-19,CASH,203.37,108.74,14.98,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-10-20,CASH,203.11,108.18,15.75,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-10-21,CASH,201.85,107.52,16.7,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-10-22,CASH,205.26,109.71,14.45,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-10-23,CASH,207.51,112.78,14.46,0.0,0.0,211796.9,0.0,0.0,211796.9,polygon
2015-10-26,SMA_RECOVERY,207.0,112.85,15.29,10855.194,16191.1029,52734.56,118574.54,39881.92,211191.03,polygon
2015-10-27,BULL_100,206.6,113.08,15.43,14405.1021,21225.5925,2027.05,156198.84,52622.49,210848.38,polygon
2015-10-28,BULL_100,208.95,114.02,14.33,14405.1021,21225.5925,2027.05,161600.76,53842.96,217470.77,polygon
2015-10-29,BULL_100,208.83,113.84,14.61,14405.1021,21225.5925,2027.05,161577.71,53643.44,217248.2,polygon
2015-10-30,BULL_100,207.93,113.33,15.07,14405.1021,21225.5925,2027.05,159079.86,52909.03,214015.95,polygon
2015-11-02,BULL_100,210.39,114.61,14.15,14405.1021,21225.5925,2027.05,164769.88,54713.21,221510.14,polygon
2015-11-03,BULL_100,211.0,115.01,14.54,14405.1021,21225.5925,2027.05,166187.34,55235.36,223449.75,polygon
2015-11-04,BULL_100,210.36,115.02,15.51,14405.1021,21225.5925,2027.05,164985.96,55258.71,222271.71,polygon
2015-11-05,BULL_100,210.15,114.71,15.05,14405.1021,21225.5925,2027.05,164314.68,54770.52,221112.25,polygon
2015-11-06,BULL_100,210.04,114.79,14.33,14405.1021,21225.5925,2027.05,163977.6,54953.06,220957.71,polygon
2015-11-09,BULL_100,208.08,113.57,16.52,14405.1021,21225.5925,2027.05,159464.48,53184.97,214676.5,polygon
2015-11-10,BULL_100,208.56,113.28,15.29,14405.1021,21225.5925,2027.05,160304.3,52807.15,215138.5,polygon
2015-11-11,BULL_100,207.74,113.14,16.06,14405.1021,21225.5925,2027.05,158575.69,52573.67,213176.4,polygon
2015-11-12,BULL_100,204.84,112.04,18.37,14405.1021,21225.5925,2027.05,152021.36,51047.55,205095.96,polygon
2015-11-13,CASH,202.54,109.84,20.08,0.0,0.0,202793.71,0.0,0.0,202793.71,polygon
2015-11-16,CASH,205.62,111.42,18.16,0.0,0.0,202793.71,0.0,0.0,202793.71,polygon
2015-11-17,CASH,205.47,111.49,18.84,0.0,0.0,202793.71,0.0,0.0,202793.71,polygon
2015-11-18,CASH,208.73,113.63,16.85,0.0,0.0,202793.71,0.0,0.0,202793.71,polygon
2015-11-19,SMA_RECOVERY,208.55,113.71,16.99,10261.2702,15173.7184,50495.2,114054.02,38016.23,202565.45,polygon
2015-11-20,BULL_100,209.31,114.48,15.47,13488.8596,19935.0591,1982.01,151570.27,50938.06,204490.34,polygon
2015-11-23,BULL_100,209.07,114.15,15.62,13488.8596,19935.0591,1982.01,150917.41,50527.4,203426.82,polygon
2015-11-24,BULL_100,209.35,114.05,15.93,13488.8596,19935.0591,1982.01,151637.71,50369.91,203989.64,polygon
2015-11-25,BULL_100,209.32,114.15,15.19,13488.8596,19935.0591,1982.01,151456.96,50481.55,203920.52,polygon
2015-11-27,BULL_100,209.56,114.31,15.12,13488.8596,19935.0591,1982.01,151884.56,50664.95,204531.52,polygon
2015-11-30,BULL_100,208.69,114.02,16.13,13488.8596,19935.0591,1982.01,150175.52,50344.0,202501.53,polygon
2015-12-01,BULL_100,210.68,115.16,14.67,13488.8596,19935.0591,1982.01,154424.51,51839.13,208245.65,polygon
2015-12-02,BULL_100,208.53,114.45,15.91,13488.8596,19935.0591,1982.01,149524.01,50898.19,202404.21,polygon
2015-12-03,BULL_100,205.61,112.51,18.11,13488.8596,19935.0591,1982.01,143296.2,48300.65,193578.87,polygon
2015-12-04,CASH,209.62,115.14,14.81,0.0,0.0,194495.79,0.0,0.0,194495.79,polygon
2015-12-07,SMA_RECOVERY,208.35,114.62,15.84,9781.3039,14041.801,48431.89,107985.59,35914.71,192332.2,polygon
2015-12-08,BULL_100,206.95,114.63,17.6,13015.1138,18813.7396,1819.29,140780.58,48123.66,190723.53,polygon
2015-12-09,BULL_100,205.34,112.89,19.61,13015.1138,18813.7396,1819.29,137569.75,45882.95,185271.99,polygon
2015-12-10,CASH,205.87,113.4,19.34,0.0,0.0,185141.34,0.0,0.0,185141.34,polygon
2015-12-11,CASH,201.88,110.79,24.39,0.0,0.0,185141.34,0.0,0.0,185141.34,polygon
2015-12-14,CASH,202.9,111.63,22.73,0.0,0.0,185141.34,0.0,0.0,185141.34,polygon
2015-12-15,CASH,205.03,112.31,20.95,0.0,0.0,185141.34,0.0,0.0,185141.34,polygon
2015-12-16,CASH,208.03,113.98,17.86,0.0,0.0,185141.34,0.0,0.0,185141.34,polygon
2015-12-17,SMA_RECOVERY,204.86,112.32,18.94,9443.16,13696.0469,46100.21,98838.72,32830.79,177769.72,polygon
2015-12-18,CASH,200.02,109.83,20.7,0.0,0.0,175498.11,0.0,0.0,175498.11,polygon
2015-12-21,CASH,201.67,111.05,18.7,0.0,0.0,175498.11,0.0,0.0,175498.11,polygon
2015-12-22,CASH,203.5,111.78,16.6,0.0,0.0,175498.11,0.0,0.0,175498.11,polygon
2015-12-23,CASH,206.02,112.61,15.57,0.0,0.0,175498.11,0.0,0.0,175498.11,polygon
2015-12-24,CASH,205.68,112.59,15.74,0.0,0.0,175498.11,0.0,0.0,175498.11,polygon
2015-12-28,CASH,205.21,112.53,16.91,0.0,0.0,175498.11,0.0,0.0,175498.11,polygon
2015-12-29,CASH,207.4,114.3,16.08,0.0,0.0,175498.11,0.0,0.0,175498.11,polygon
2015-12-30,SMA_RECOVERY,205.93,113.27,17.29,9019.4322,12997.5491,43698.62,97019.33,32123.44,172841.39,polygon
2015-12-31,CASH,203.87,111.86,18.21,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-01-04,CASH,201.02,109.5,20.7,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-01-05,CASH,201.36,109.31,19.34,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-01-06,CASH,198.82,108.26,20.59,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-01-07,CASH,194.05,104.87,24.99,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-01-08,CASH,191.92,104.01,27.01,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-01-11,CASH,192.11,104.33,24.3,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-01-12,CASH,193.66,105.54,22.47,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-01-13,CASH,188.83,101.9,25.22,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-01-14,CASH,191.93,104.07,23.95,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-01-15,CASH,187.81,100.84,27.02,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-01-19,CASH,188.06,101.06,26.05,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-01-20,CASH,185.65,100.75,27.59,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-01-21,CASH,186.69,100.85,26.69,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-01-22,CASH,190.52,103.77,22.34,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-01-25,CASH,187.64,102.23,24.15,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-01-26,CASH,190.2,103.15,22.5,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-01-27,CASH,188.13,100.58,23.11,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-01-28,CASH,189.11,102.0,22.42,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-01-29,CASH,193.72,104.13,20.2,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-02-01,CASH,193.65,104.41,19.98,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-02-02,CASH,190.16,102.15,21.98,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-02-03,CASH,191.3,101.66,21.65,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-02-04,CASH,191.6,101.65,21.84,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-02-05,CASH,187.95,98.12,23.38,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-02-08,CASH,185.42,96.62,26.0,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-02-09,CASH,185.43,96.32,26.54,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-02-10,CASH,185.27,96.69,26.29,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-02-11,CASH,182.86,96.55,28.14,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-02-12,CASH,186.63,98.02,25.4,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-02-16,CASH,189.78,100.23,24.11,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-02-17,CASH,192.88,102.5,22.31,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-02-18,CASH,192.09,101.33,21.64,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-02-19,CASH,192.0,101.63,20.53,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-02-22,CASH,194.78,103.28,19.38,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-02-23,CASH,192.32,101.58,20.98,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-02-24,CASH,193.2,102.55,20.72,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
2016-02-25,CASH,195.54,103.56,19.11,0.0,0.0,171043.92,0.0,0.0,171043.92,polygon
