date,step2_state,combined_state,vix,spy_close,spxu_close,svix_close,svix_available,spxu_shares,svix_shares,spxu_value,svix_value,cash,portfolio_value,allocation,data_source
2015-09-17,CASH,CASH_IDLE,21.14,199.73,36.2428,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-09-18,CASH,CASH_IDLE,22.28,195.45,38.0545,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-09-21,CASH,CASH_IDLE,20.14,196.46,37.4373,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-09-22,CASH,CASH_IDLE,22.44,193.91,38.9205,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-09-23,CASH,CASH_IDLE,22.13,193.6,39.1096,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-09-24,CASH,CASH_IDLE,23.47,192.9,39.4779,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-09-25,CASH,CASH_IDLE,23.62,192.85,39.5476,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-09-28,CASH,CASH_IDLE,27.63,188.01,42.6234,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-09-29,CASH,CASH_IDLE,26.83,188.12,42.4641,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-09-30,CASH,CASH_IDLE,24.5,191.63,40.0951,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-10-01,CASH,CASH_IDLE,22.55,192.13,39.7865,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-10-02,CASH,CASH_IDLE,20.94,195.0,38.0346,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-10-05,CASH,CASH_IDLE,19.54,198.47,35.9641,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-10-06,CASH,CASH_IDLE,19.4,197.79,36.3026,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-10-07,CASH,CASH_IDLE,18.4,199.41,35.3868,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-10-08,CASH,CASH_IDLE,17.42,201.21,34.4909,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-10-09,CASH,CASH_IDLE,17.08,201.33,34.4113,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-10-12,CASH,CASH_IDLE,16.17,201.52,34.262,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-10-13,CASH,CASH_IDLE,17.67,200.25,34.9588,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-10-14,CASH,CASH_IDLE,18.03,199.29,35.4465,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-10-15,CASH,CASH_IDLE,16.05,202.35,33.8439,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-10-16,CASH,CASH_IDLE,15.05,203.27,33.4358,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-10-19,CASH,CASH_IDLE,14.98,203.37,33.3362,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-10-20,CASH,CASH_IDLE,15.75,203.11,33.4557,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-10-21,CASH,CASH_IDLE,16.7,201.85,34.0529,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-10-22,CASH,CASH_IDLE,14.45,205.26,32.3309,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-10-23,CASH,CASH_IDLE,14.46,207.51,31.2658,0.0,NO,0.0,0.0,0.0,0.0,208728.59,208728.59,0.0,polygon
2015-10-26,SMA_RECOVERY,SMA_RECOVERY,15.29,207.0,31.4848,0.0,NO,0.0,0.0,0.0,0.0,208131.5,208131.5,0.0,polygon
2015-10-27,BULL_100,BULL_100,15.43,206.6,31.654,0.0,NO,0.0,0.0,0.0,0.0,207793.81,207793.81,0.0,polygon
2015-10-28,BULL_100,BULL_100,14.33,208.95,30.5989,0.0,NO,0.0,0.0,0.0,0.0,214320.26,214320.26,0.0,polygon
2015-10-29,BULL_100,BULL_100,14.61,208.83,30.6287,0.0,NO,0.0,0.0,0.0,0.0,214100.92,214100.92,0.0,polygon
2015-10-30,BULL_100,BULL_100,15.07,207.93,31.0468,0.0,NO,0.0,0.0,0.0,0.0,210915.49,210915.49,0.0,polygon
2015-11-02,BULL_100,BULL_100,14.15,210.39,29.9518,0.0,NO,0.0,0.0,0.0,0.0,218301.11,218301.11,0.0,polygon
2015-11-03,BULL_100,BULL_100,14.54,211.0,29.6632,0.0,NO,0.0,0.0,0.0,0.0,220212.63,220212.63,0.0,polygon
2015-11-04,BULL_100,BULL_100,15.51,210.36,29.9319,0.0,NO,0.0,0.0,0.0,0.0,219051.65,219051.65,0.0,polygon
2015-11-05,BULL_100,BULL_100,15.05,210.15,30.0215,0.0,NO,0.0,0.0,0.0,0.0,217908.99,217908.99,0.0,polygon
2015-11-06,BULL_100,BULL_100,14.33,210.04,30.0613,0.0,NO,0.0,0.0,0.0,0.0,217756.69,217756.69,0.0,polygon
2015-11-09,BULL_100,BULL_100,16.52,208.08,30.9074,0.0,NO,0.0,0.0,0.0,0.0,211566.47,211566.47,0.0,polygon
2015-11-10,BULL_100,BULL_100,15.29,208.56,30.7084,0.0,NO,0.0,0.0,0.0,0.0,212021.78,212021.78,0.0,polygon
2015-11-11,BULL_100,BULL_100,16.06,207.74,31.0667,0.0,NO,0.0,0.0,0.0,0.0,210088.11,210088.11,0.0,polygon
2015-11-12,BULL_100,BULL_100,18.37,204.84,32.3607,0.0,NO,0.0,0.0,0.0,0.0,202124.73,202124.73,0.0,polygon
2015-11-13,CASH,CASH_IDLE,20.08,202.54,33.4358,0.0,NO,0.0,0.0,0.0,0.0,202124.73,202124.73,0.0,polygon
2015-11-16,CASH,CASH_IDLE,18.16,205.62,31.9148,0.0,NO,0.0,0.0,0.0,0.0,202124.73,202124.73,0.0,polygon
2015-11-17,CASH,CASH_IDLE,18.84,205.47,32.0223,0.0,NO,0.0,0.0,0.0,0.0,202124.73,202124.73,0.0,polygon
2015-11-18,CASH,CASH_IDLE,16.85,208.73,30.4695,0.0,NO,0.0,0.0,0.0,0.0,202124.73,202124.73,0.0,polygon
2015-11-19,SMA_RECOVERY,SMA_RECOVERY,16.99,208.55,30.5292,0.0,NO,0.0,0.0,0.0,0.0,201897.22,201897.22,0.0,polygon
2015-11-20,BULL_100,BULL_100,15.47,209.31,30.1808,0.0,NO,0.0,0.0,0.0,0.0,203815.76,203815.76,0.0,polygon
2015-11-23,BULL_100,BULL_100,15.62,209.07,30.3301,0.0,NO,0.0,0.0,0.0,0.0,202755.75,202755.75,0.0,polygon
2015-11-24,BULL_100,BULL_100,15.93,209.35,30.1808,0.0,NO,0.0,0.0,0.0,0.0,203316.71,203316.71,0.0,polygon
2015-11-25,BULL_100,BULL_100,15.19,209.32,30.2107,0.0,NO,0.0,0.0,0.0,0.0,203247.82,203247.82,0.0,polygon
2015-11-27,BULL_100,BULL_100,15.12,209.56,30.0912,0.0,NO,0.0,0.0,0.0,0.0,203856.8,203856.8,0.0,polygon
2015-11-30,BULL_100,BULL_100,16.13,208.69,30.4595,0.0,NO,0.0,0.0,0.0,0.0,201833.51,201833.51,0.0,polygon
2015-12-01,BULL_100,BULL_100,14.67,210.68,29.5736,0.0,NO,0.0,0.0,0.0,0.0,207558.68,207558.68,0.0,polygon
2015-12-02,BULL_100,BULL_100,15.91,208.53,30.4993,0.0,NO,0.0,0.0,0.0,0.0,201736.51,201736.51,0.0,polygon
2015-12-03,BULL_100,BULL_100,18.11,205.61,31.7734,0.0,NO,0.0,0.0,0.0,0.0,192940.29,192940.29,0.0,polygon
2015-12-04,CASH,CASH_IDLE,14.81,209.62,29.922,0.0,NO,0.0,0.0,0.0,0.0,192940.29,192940.29,0.0,polygon
2015-12-07,SMA_RECOVERY,SMA_RECOVERY,15.84,208.35,30.4794,0.0,NO,0.0,0.0,0.0,0.0,190794.0,190794.0,0.0,polygon
2015-12-08,BULL_100,BULL_100,17.6,206.95,31.0667,0.0,NO,0.0,0.0,0.0,0.0,189198.19,189198.19,0.0,polygon
2015-12-09,BULL_100,BULL_100,19.61,205.34,31.8033,0.0,NO,0.0,0.0,0.0,0.0,183790.25,183790.25,0.0,polygon
2015-12-10,CASH,CASH_IDLE,19.34,205.87,31.5345,0.0,NO,0.0,0.0,0.0,0.0,183790.25,183790.25,0.0,polygon
2015-12-11,CASH,CASH_IDLE,24.39,201.88,33.396,0.0,NO,0.0,0.0,0.0,0.0,183790.25,183790.25,0.0,polygon
2015-12-14,CASH,CASH_IDLE,22.73,202.9,32.8485,0.0,NO,0.0,0.0,0.0,0.0,183790.25,183790.25,0.0,polygon
2015-12-15,CASH,CASH_IDLE,20.95,205.03,31.7934,0.0,NO,0.0,0.0,0.0,0.0,183790.25,183790.25,0.0,polygon
2015-12-16,CASH,CASH_IDLE,17.86,208.03,30.4894,0.0,NO,0.0,0.0,0.0,0.0,183790.25,183790.25,0.0,polygon
2015-12-17,SMA_RECOVERY,SMA_RECOVERY,18.94,204.86,31.8033,0.0,NO,0.0,0.0,0.0,0.0,176472.43,176472.43,0.0,polygon
2015-12-18,CASH,CASH_IDLE,20.7,200.02,33.6249,0.0,NO,0.0,0.0,0.0,0.0,176472.43,176472.43,0.0,polygon
2015-12-21,CASH,CASH_IDLE,18.7,201.67,32.739,0.0,NO,0.0,0.0,0.0,0.0,176472.43,176472.43,0.0,polygon
2015-12-22,CASH,CASH_IDLE,16.6,203.5,31.8531,0.0,NO,0.0,0.0,0.0,0.0,176472.43,176472.43,0.0,polygon
2015-12-23,CASH,CASH_IDLE,15.57,206.02,30.6486,0.0,NO,0.0,0.0,0.0,0.0,176472.43,176472.43,0.0,polygon
2015-12-24,CASH,CASH_IDLE,15.74,205.68,30.8776,0.0,NO,0.0,0.0,0.0,0.0,176472.43,176472.43,0.0,polygon
2015-12-28,CASH,CASH_IDLE,16.91,205.21,30.9871,0.0,NO,0.0,0.0,0.0,0.0,176472.43,176472.43,0.0,polygon
2015-12-29,CASH,CASH_IDLE,16.08,207.4,30.0414,0.0,NO,0.0,0.0,0.0,0.0,176472.43,176472.43,0.0,polygon
2015-12-30,SMA_RECOVERY,SMA_RECOVERY,17.29,205.93,30.6586,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2015-12-31,CASH,CASH_IDLE,18.21,203.87,31.5644,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-01-04,CASH,CASH_IDLE,20.7,201.02,32.9182,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-01-05,CASH,CASH_IDLE,19.34,201.36,32.6494,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-01-06,CASH,CASH_IDLE,20.59,198.82,33.9833,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-01-07,CASH,CASH_IDLE,24.99,194.05,36.4618,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-01-08,CASH,CASH_IDLE,27.01,191.92,37.5966,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-01-11,CASH,CASH_IDLE,24.3,192.11,37.5866,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-01-12,CASH,CASH_IDLE,22.47,193.66,36.6509,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-01-13,CASH,CASH_IDLE,25.22,188.83,39.3087,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-01-14,CASH,CASH_IDLE,23.95,191.93,37.3776,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-01-15,CASH,CASH_IDLE,27.02,187.81,39.7865,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-01-19,CASH,CASH_IDLE,26.05,188.06,39.7268,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-01-20,CASH,CASH_IDLE,27.59,185.65,41.0407,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-01-21,CASH,CASH_IDLE,26.69,186.69,40.5529,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-01-22,CASH,CASH_IDLE,22.34,190.52,37.9947,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-01-25,CASH,CASH_IDLE,24.15,187.64,39.7367,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-01-26,CASH,CASH_IDLE,22.5,190.2,38.1142,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-01-27,CASH,CASH_IDLE,23.11,188.13,39.3186,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-01-28,CASH,CASH_IDLE,22.42,189.11,38.7015,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-01-29,CASH,CASH_IDLE,20.2,193.72,35.9343,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-01,CASH,CASH_IDLE,19.98,193.65,35.8845,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-02,CASH,CASH_IDLE,21.98,190.16,37.9052,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-03,CASH,CASH_IDLE,21.65,191.3,37.2681,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-04,CASH,CASH_IDLE,21.84,191.6,37.0292,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-05,CASH,CASH_IDLE,23.38,187.95,39.0857,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-08,CASH,CASH_IDLE,26.0,185.42,40.7023,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-09,CASH,CASH_IDLE,26.54,185.43,40.7122,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-10,CASH,CASH_IDLE,26.29,185.27,40.8516,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-11,CASH,CASH_IDLE,28.14,182.86,42.3049,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-12,CASH,CASH_IDLE,25.4,186.63,39.7765,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-16,CASH,CASH_IDLE,24.11,189.78,37.7857,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-17,CASH,CASH_IDLE,22.31,192.88,35.9542,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-18,CASH,CASH_IDLE,21.64,192.09,36.3822,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-19,CASH,CASH_IDLE,20.53,192.0,36.3822,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-22,CASH,CASH_IDLE,19.38,194.78,34.8592,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-23,CASH,CASH_IDLE,20.98,192.32,36.1234,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-24,CASH,CASH_IDLE,20.72,193.2,35.6356,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-25,CASH,CASH_IDLE,19.11,195.54,34.3623,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-26,CASH,CASH_IDLE,19.81,195.09,34.5606,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-02-29,CASH,CASH_IDLE,20.55,193.56,35.5361,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-03-01,CASH,CASH_IDLE,17.7,198.11,32.8983,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-03-02,CASH,CASH_IDLE,17.09,199.0,32.4404,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-03-03,CASH,CASH_IDLE,16.7,199.78,32.082,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-03-04,CASH,CASH_IDLE,16.86,200.43,31.7834,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-03-07,CASH,CASH_IDLE,17.35,200.59,31.6839,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-03-08,CASH,CASH_IDLE,18.67,198.4,32.729,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-03-09,CASH,CASH_IDLE,18.34,199.38,32.2413,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-03-10,CASH,CASH_IDLE,18.05,199.54,32.1915,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-03-11,CASH,CASH_IDLE,16.5,202.76,30.6287,0.0,NO,0.0,0.0,0.0,0.0,173800.96,173800.96,0.0,polygon
2016-03-14,SMA_RECOVERY,SMA_RECOVERY,16.92,202.5,30.7183,0.0,NO,0.0,0.0,0.0,0.0,174668.8,174668.8,0.0,polygon
2016-03-15,BULL_100,BULL_100,16.84,202.17,30.8676,0.0,NO,0.0,0.0,0.0,0.0,174629.69,174629.69,0.0,polygon
2016-03-16,BULL_100,BULL_100,14.99,203.34,30.2903,0.0,NO,0.0,0.0,0.0,0.0,178069.81,178069.81,0.0,polygon
2016-03-17,BULL_100,BULL_100,14.44,204.63,29.7627,0.0,NO,0.0,0.0,0.0,0.0,180388.21,180388.21,0.0,polygon
2016-03-18,BULL_100,BULL_100,14.02,204.38,29.3745,0.0,NO,0.0,0.0,0.0,0.0,182217.45,182217.45,0.0,polygon
2016-03-21,BULL_100,BULL_100,13.79,204.67,29.265,0.0,NO,0.0,0.0,0.0,0.0,183249.45,183249.45,0.0,polygon
2016-03-22,BULL_100,BULL_100,14.17,204.56,29.3048,0.0,NO,0.0,0.0,0.0,0.0,183517.86,183517.86,0.0,polygon
2016-03-23,BULL_100,BULL_100,14.94,203.21,29.9021,0.0,NO,0.0,0.0,0.0,0.0,179752.91,179752.91,0.0,polygon
2016-03-24,BULL_100,BULL_100,14.74,203.12,29.912,0.0,NO,0.0,0.0,0.0,0.0,179409.75,179409.75,0.0,polygon
2016-03-28,BULL_100,BULL_100,15.24,203.24,29.9021,0.0,NO,0.0,0.0,0.0,0.0,179578.24,179578.24,0.0,polygon
2016-03-29,BULL_100,BULL_100,13.82,205.12,29.0162,0.0,NO,0.0,0.0,0.0,0.0,185488.51,185488.51,0.0,polygon
2016-03-30,BULL_100,BULL_100,13.56,206.02,28.6777,0.0,NO,0.0,0.0,0.0,0.0,187817.82,187817.82,0.0,polygon
2016-03-31,BULL_100,BULL_100,13.95,205.52,28.8569,0.0,NO,0.0,0.0,0.0,0.0,186606.75,186606.75,0.0,polygon
2016-04-01,BULL_100,BULL_100,13.1,206.92,28.3492,0.0,NO,0.0,0.0,0.0,0.0,190736.65,190736.65,0.0,polygon
2016-04-04,BULL_100,BULL_100,14.12,206.25,28.5782,0.0,NO,0.0,0.0,0.0,0.0,188850.09,188850.09,0.0,polygon
2016-04-05,BULL_100,BULL_100,15.42,204.19,29.4143,0.0,NO,0.0,0.0,0.0,0.0,183486.21,183486.21,0.0,polygon
2016-04-06,BULL_100,BULL_100,14.09,206.42,28.4687,0.0,NO,0.0,0.0,0.0,0.0,189917.91,189917.91,0.0,polygon
2016-04-07,BULL_100,BULL_100,16.16,203.95,29.5039,0.0,NO,0.0,0.0,0.0,0.0,182952.74,182952.74,0.0,polygon
2016-04-08,BULL_100,BULL_100,15.36,204.5,29.275,0.0,NO,0.0,0.0,0.0,0.0,183913.74,183913.74,0.0,polygon
2016-04-11,BULL_100,BULL_100,16.26,204.02,29.474,0.0,NO,0.0,0.0,0.0,0.0,182368.91,182368.91,0.0,polygon
2016-04-12,BULL_100,BULL_100,14.85,205.92,28.618,0.0,NO,0.0,0.0,0.0,0.0,187327.78,187327.78,0.0,polygon
2016-04-13,BULL_100,BULL_100,13.84,208.0,27.7719,0.0,NO,0.0,0.0,0.0,0.0,193223.07,193223.07,0.0,polygon
2016-04-14,BULL_100,BULL_100,13.72,208.01,27.7619,0.0,NO,0.0,0.0,0.0,0.0,193362.49,193362.49,0.0,polygon
2016-04-15,BULL_100,BULL_100,13.62,207.78,27.8316,0.0,NO,0.0,0.0,0.0,0.0,192335.57,192335.57,0.0,polygon
2016-04-18,BULL_100,BULL_100,13.35,209.24,27.2543,0.0,NO,0.0,0.0,0.0,0.0,196176.12,196176.12,0.0,polygon
2016-04-19,BULL_100,BULL_100,13.24,209.9,26.9855,0.0,NO,0.0,0.0,0.0,0.0,196706.02,196706.02,0.0,polygon
2016-04-20,BULL_100,BULL_100,13.28,210.1,26.9457,0.0,NO,0.0,0.0,0.0,0.0,197172.77,197172.77,0.0,polygon
2016-04-21,BULL_100,BULL_100,13.95,208.97,27.3837,0.0,NO,0.0,0.0,0.0,0.0,194871.97,194871.97,0.0,polygon
2016-04-22,BULL_100,BULL_100,13.22,208.97,27.3339,0.0,NO,0.0,0.0,0.0,0.0,192770.77,192770.77,0.0,polygon
2016-04-25,BULL_100,BULL_100,14.08,208.61,27.5031,0.0,NO,0.0,0.0,0.0,0.0,191881.19,191881.19,0.0,polygon
2016-04-26,BULL_100,BULL_100,13.96,208.92,27.3439,0.0,NO,0.0,0.0,0.0,0.0,192034.9,192034.9,0.0,polygon
2016-04-27,BULL_100,BULL_100,13.77,209.35,27.2244,0.0,NO,0.0,0.0,0.0,0.0,191709.1,191709.1,0.0,polygon
2016-04-28,BULL_100,BULL_100,15.22,207.45,27.961,0.0,NO,0.0,0.0,0.0,0.0,186289.16,186289.16,0.0,polygon
2016-04-29,BULL_100,BULL_100,15.7,206.33,28.3791,0.0,NO,0.0,0.0,0.0,0.0,183267.38,183267.38,0.0,polygon
2016-05-02,DEFENSIVE_QQQ,DEFENSIVE_QQQ,14.68,207.97,27.7221,0.0,NO,0.0,0.0,0.0,0.0,187007.37,187007.37,0.0,polygon
2016-05-03,DEFENSIVE_QQQ,DEFENSIVE_QQQ,15.6,206.16,28.4488,0.0,NO,0.0,0.0,0.0,0.0,182763.79,182763.79,0.0,polygon
2016-05-04,DEFENSIVE_QQQ,DEFENSIVE_QQQ,16.05,205.01,28.9067,0.0,NO,0.0,0.0,0.0,0.0,179899.03,179899.03,0.0,polygon
2016-05-05,DEFENSIVE_QQQ,DEFENSIVE_QQQ,15.91,204.97,28.9365,0.0,NO,0.0,0.0,0.0,0.0,179994.36,179994.36,0.0,polygon
2016-05-06,DEFENSIVE_QQQ,DEFENSIVE_QQQ,14.72,205.72,28.618,0.0,NO,0.0,0.0,0.0,0.0,181632.69,181632.69,0.0,polygon
2016-05-09,DEFENSIVE_QQQ,DEFENSIVE_QQQ,14.57,205.89,28.5583,0.0,NO,0.0,0.0,0.0,0.0,182349.15,182349.15,0.0,polygon
2016-05-10,DEFENSIVE_QQQ,DEFENSIVE_QQQ,13.63,208.45,27.4932,0.0,NO,0.0,0.0,0.0,0.0,188244.14,188244.14,0.0,polygon
2016-05-11,DEFENSIVE_QQQ,DEFENSIVE_QQQ,14.69,206.5,28.2497,0.0,NO,0.0,0.0,0.0,0.0,183714.86,183714.86,0.0,polygon
2016-05-12,DEFENSIVE_QQQ,DEFENSIVE_QQQ,14.41,206.56,28.2397,0.0,NO,0.0,0.0,0.0,0.0,183365.93,183365.93,0.0,polygon
2016-05-13,DEFENSIVE_QQQ,DEFENSIVE_QQQ,15.04,204.76,28.9963,0.0,NO,0.0,0.0,0.0,0.0,179448.75,179448.75,0.0,polygon
2016-05-16,DEFENSIVE_QQQ,DEFENSIVE_QQQ,14.68,206.78,28.1402,0.0,NO,0.0,0.0,0.0,0.0,184285.73,184285.73,0.0,polygon
2016-05-17,DEFENSIVE_QQQ,DEFENSIVE_QQQ,15.57,204.85,28.8768,0.0,NO,0.0,0.0,0.0,0.0,179634.76,179634.76,0.0,polygon
2016-05-18,DEFENSIVE_QQQ,DEFENSIVE_QQQ,15.95,204.91,28.8967,0.0,NO,0.0,0.0,0.0,0.0,180064.57,180064.57,0.0,polygon
2016-05-19,DEFENSIVE_BOTH,DEFENSIVE_BOTH,16.33,204.2,29.1953,0.0,NO,0.0,0.0,0.0,0.0,178036.35,178036.35,0.0,polygon
2016-05-20,DEFENSIVE_BOTH,DEFENSIVE_BOTH,15.2,205.49,28.6678,0.0,NO,0.0,0.0,0.0,0.0,179992.63,179992.63,0.0,polygon
2016-05-23,DEFENSIVE_BOTH,DEFENSIVE_BOTH,15.82,205.21,28.7574,0.0,NO,0.0,0.0,0.0,0.0,179543.58,179543.58,0.0,polygon
2016-05-24,DEFENSIVE_BOTH,DEFENSIVE_BOTH,14.42,207.87,27.6226,0.0,NO,0.0,0.0,0.0,0.0,183621.52,183621.52,0.0,polygon
2016-05-25,DEFENSIVE_BOTH,DEFENSIVE_BOTH,13.9,209.28,27.095,0.0,NO,0.0,0.0,0.0,0.0,185554.68,185554.68,0.0,polygon
2016-05-26,BULL_100,BULL_100,13.43,209.34,27.0453,0.0,NO,0.0,0.0,0.0,0.0,185690.7,185690.7,0.0,polygon
2016-05-27,BULL_100,BULL_100,13.12,210.24,26.7267,0.0,NO,0.0,0.0,0.0,0.0,188067.42,188067.42,0.0,polygon
2016-05-31,BULL_100,BULL_100,14.19,209.84,26.8561,0.0,NO,0.0,0.0,0.0,0.0,187684.86,187684.86,0.0,polygon
2016-06-01,BULL_100,BULL_100,14.2,210.27,26.667,0.0,NO,0.0,0.0,0.0,0.0,188471.35,188471.35,0.0,polygon
2016-06-02,BULL_100,BULL_100,13.63,210.91,26.458,0.0,NO,0.0,0.0,0.0,0.0,190088.1,190088.1,0.0,polygon
2016-06-03,BULL_100,BULL_100,13.47,210.28,26.657,0.0,NO,0.0,0.0,0.0,0.0,188212.23,188212.23,0.0,polygon
2016-06-06,BULL_100,BULL_100,13.65,211.35,26.239,0.0,NO,0.0,0.0,0.0,0.0,190772.13,190772.13,0.0,polygon
2016-06-07,BULL_100,BULL_100,14.05,211.68,26.1295,0.0,NO,0.0,0.0,0.0,0.0,190954.63,190954.63,0.0,polygon
2016-06-08,BULL_100,BULL_100,14.08,212.37,25.9204,0.0,NO,0.0,0.0,0.0,0.0,192576.41,192576.41,0.0,polygon
2016-06-09,BULL_100,BULL_100,14.64,212.08,26.01,0.0,NO,0.0,0.0,0.0,0.0,191827.24,191827.24,0.0,polygon
