date,step2_state,step3_state,spy_close,vix,spxu_close,spxu_shares,spxu_value,cash,portfolio_value,data_source
2015-02-25,BULL_100,INACTIVE,211.63,13.84,34.0828,0.0,0.0,100000.0,100000.0,polygon
2015-02-26,BULL_100,INACTIVE,211.38,13.91,34.1823,0.0,0.0,100000.0,100000.0,polygon
2015-02-27,BULL_100,INACTIVE,210.66,13.34,34.5307,0.0,0.0,100000.0,100000.0,polygon
2015-03-02,BULL_100,INACTIVE,211.99,13.04,33.8837,0.0,0.0,100000.0,100000.0,polygon
2015-03-03,BULL_100,INACTIVE,211.12,13.86,34.2819,0.0,0.0,100000.0,100000.0,polygon
2015-03-04,BULL_100,INACTIVE,210.23,14.23,34.7398,0.0,0.0,100000.0,100000.0,polygon
2015-03-05,BULL_100,INACTIVE,210.46,14.04,34.6303,0.0,0.0,100000.0,100000.0,polygon
2015-03-06,BULL_100,INACTIVE,207.5,15.2,36.0637,0.0,0.0,100000.0,100000.0,polygon
2015-03-09,BULL_100,INACTIVE,208.36,15.06,35.6157,0.0,0.0,100000.0,100000.0,polygon
2015-03-10,BULL_100,INACTIVE,204.98,16.69,37.3278,0.0,0.0,100000.0,100000.0,polygon
2015-03-11,BULL_100,INACTIVE,204.5,16.87,37.5966,0.0,0.0,100000.0,100000.0,polygon
2015-03-12,DEFENSIVE_SPY,INACTIVE,207.1,15.42,36.1831,0.0,0.0,100000.0,100000.0,polygon
2015-03-13,DEFENSIVE_SPY,INACTIVE,205.83,16.0,36.8301,0.0,0.0,100000.0,100000.0,polygon
2015-03-16,DEFENSIVE_SPY,INACTIVE,208.58,15.61,35.3271,0.0,0.0,100000.0,100000.0,polygon
2015-03-17,DEFENSIVE_SPY,INACTIVE,207.96,15.66,35.6356,0.0,0.0,100000.0,100000.0,polygon
2015-03-18,BULL_100,INACTIVE,210.46,13.97,34.4013,0.0,0.0,100000.0,100000.0,polygon
2015-03-19,BULL_100,INACTIVE,209.5,14.07,34.8293,0.0,0.0,100000.0,100000.0,polygon
2015-03-20,BULL_100,INACTIVE,210.41,13.02,33.9235,0.0,0.0,100000.0,100000.0,polygon
2015-03-23,BULL_100,INACTIVE,210.0,13.41,34.1127,0.0,0.0,100000.0,100000.0,polygon
2015-03-24,BULL_100,INACTIVE,208.82,13.62,34.7099,0.0,0.0,100000.0,100000.0,polygon
2015-03-25,BULL_100,INACTIVE,205.76,15.44,36.2528,0.0,0.0,100000.0,100000.0,polygon
2015-03-26,BULL_100,INACTIVE,205.27,15.8,36.4917,0.0,0.0,100000.0,100000.0,polygon
2015-03-27,DEFENSIVE_SPY,INACTIVE,205.74,15.07,36.2329,0.0,0.0,100000.0,100000.0,polygon
2015-03-30,DEFENSIVE_BOTH,INACTIVE,208.25,14.51,34.909,0.0,0.0,100000.0,100000.0,polygon
2015-03-31,DEFENSIVE_BOTH,INACTIVE,206.43,15.29,35.8248,0.0,0.0,100000.0,100000.0,polygon
2015-04-01,DEFENSIVE_BOTH,INACTIVE,205.7,15.11,36.213,0.0,0.0,100000.0,100000.0,polygon
2015-04-02,DEFENSIVE_BOTH,INACTIVE,206.44,14.67,35.8845,0.0,0.0,100000.0,100000.0,polygon
2015-04-06,DEFENSIVE_BOTH,INACTIVE,207.83,14.74,35.0882,0.0,0.0,100000.0,100000.0,polygon
2015-04-07,DEFENSIVE_BOTH,INACTIVE,207.28,14.78,35.4067,0.0,0.0,100000.0,100000.0,polygon
2015-04-08,DEFENSIVE_BOTH,INACTIVE,207.97,13.98,35.0284,0.0,0.0,100000.0,100000.0,polygon
2015-04-09,DEFENSIVE_BOTH,INACTIVE,208.9,13.09,34.5307,0.0,0.0,100000.0,100000.0,polygon
2015-04-10,BULL_100,INACTIVE,210.04,12.58,33.9833,0.0,0.0,100000.0,100000.0,polygon
2015-04-13,BULL_100,INACTIVE,209.09,13.94,34.4411,0.0,0.0,100000.0,100000.0,polygon
2015-04-14,BULL_100,INACTIVE,209.49,13.67,34.2421,0.0,0.0,100000.0,100000.0,polygon
2015-04-15,BULL_100,INACTIVE,210.43,12.84,33.7742,0.0,0.0,100000.0,100000.0,polygon
2015-04-16,BULL_100,INACTIVE,210.37,12.6,33.8439,0.0,0.0,100000.0,100000.0,polygon
2015-04-17,BULL_100,INACTIVE,207.95,13.89,34.9986,0.0,0.0,100000.0,100000.0,polygon
2015-04-20,BULL_100,INACTIVE,209.85,13.3,34.0231,0.0,0.0,100000.0,100000.0,polygon
2015-04-21,BULL_100,INACTIVE,209.6,13.25,34.1326,0.0,0.0,100000.0,100000.0,polygon
2015-04-22,BULL_100,INACTIVE,210.63,12.71,33.6249,0.0,0.0,100000.0,100000.0,polygon
2015-04-23,BULL_100,INACTIVE,211.16,12.48,33.3761,0.0,0.0,100000.0,100000.0,polygon
2015-04-24,BULL_100,INACTIVE,211.65,12.29,33.1571,0.0,0.0,100000.0,100000.0,polygon
2015-04-27,BULL_100,INACTIVE,210.77,13.12,33.5652,0.0,0.0,100000.0,100000.0,polygon
2015-04-28,BULL_100,INACTIVE,211.44,12.41,33.2566,0.0,0.0,100000.0,100000.0,polygon
2015-04-29,BULL_100,INACTIVE,210.57,13.39,33.6846,0.0,0.0,100000.0,100000.0,polygon
2015-04-30,BULL_100,INACTIVE,208.46,14.55,34.6502,0.0,0.0,100000.0,100000.0,polygon
2015-05-01,BULL_100,INACTIVE,210.72,12.7,33.5453,0.0,0.0,100000.0,100000.0,polygon
2015-05-04,BULL_100,INACTIVE,211.32,12.85,33.2267,0.0,0.0,100000.0,100000.0,polygon
2015-05-05,BULL_100,INACTIVE,208.9,14.31,34.3914,0.0,0.0,100000.0,100000.0,polygon
2015-05-06,BULL_100,INACTIVE,208.04,15.15,34.8293,0.0,0.0,100000.0,100000.0,polygon
2015-05-07,DEFENSIVE_BOTH,INACTIVE,208.87,15.13,34.4013,0.0,0.0,100000.0,100000.0,polygon
2015-05-08,DEFENSIVE_BOTH,INACTIVE,211.62,12.86,33.0476,0.0,0.0,100000.0,100000.0,polygon
2015-05-11,DEFENSIVE_BOTH,INACTIVE,210.6,13.85,33.5154,0.0,0.0,100000.0,100000.0,polygon
2015-05-12,BULL_100,INACTIVE,209.98,13.86,33.8339,0.0,0.0,100000.0,100000.0,polygon
2015-05-13,BULL_100,INACTIVE,210.02,13.76,33.8041,0.0,0.0,100000.0,100000.0,polygon
2015-05-14,BULL_100,INACTIVE,212.21,12.74,32.7489,0.0,0.0,100000.0,100000.0,polygon
2015-05-15,BULL_100,INACTIVE,212.44,12.38,32.6295,0.0,0.0,100000.0,100000.0,polygon
2015-05-18,BULL_100,INACTIVE,213.1,12.73,32.3508,0.0,0.0,100000.0,100000.0,polygon
2015-05-19,BULL_100,INACTIVE,213.03,12.85,32.3806,0.0,0.0,100000.0,100000.0,polygon
2015-05-20,BULL_100,INACTIVE,212.88,12.88,32.4304,0.0,0.0,100000.0,100000.0,polygon
2015-05-21,BULL_100,INACTIVE,213.5,12.11,32.1318,0.0,0.0,100000.0,100000.0,polygon
2015-05-22,BULL_100,INACTIVE,212.99,12.13,32.3906,0.0,0.0,100000.0,100000.0,polygon
2015-05-26,BULL_100,INACTIVE,210.7,14.06,33.396,0.0,0.0,100000.0,100000.0,polygon
2015-05-27,BULL_100,INACTIVE,212.7,13.27,32.4603,0.0,0.0,100000.0,100000.0,polygon
2015-05-28,BULL_100,INACTIVE,212.46,13.31,32.5797,0.0,0.0,100000.0,100000.0,polygon
2015-05-29,BULL_100,INACTIVE,211.14,13.84,33.177,0.0,0.0,100000.0,100000.0,polygon
2015-06-01,BULL_100,INACTIVE,211.57,13.97,32.9779,0.0,0.0,100000.0,100000.0,polygon
2015-06-02,BULL_100,INACTIVE,211.36,14.24,33.1073,0.0,0.0,100000.0,100000.0,polygon
2015-06-03,BULL_100,INACTIVE,211.92,13.66,32.7987,0.0,0.0,100000.0,100000.0,polygon
2015-06-04,BULL_100,INACTIVE,210.13,14.71,33.605,0.0,0.0,100000.0,100000.0,polygon
2015-06-05,BULL_100,INACTIVE,209.77,14.21,33.8041,0.0,0.0,100000.0,100000.0,polygon
2015-06-08,BULL_100,INACTIVE,208.48,15.29,34.4411,0.0,0.0,100000.0,100000.0,polygon
2015-06-09,DEFENSIVE_SPY,INACTIVE,208.45,14.47,34.461,0.0,0.0,100000.0,100000.0,polygon
2015-06-10,DEFENSIVE_BOTH,INACTIVE,210.95,13.22,33.2267,0.0,0.0,100000.0,100000.0,polygon
2015-06-11,DEFENSIVE_BOTH,INACTIVE,211.63,12.85,32.9182,0.0,0.0,100000.0,100000.0,polygon
2015-06-12,BULL_100,INACTIVE,210.01,13.78,33.6548,0.0,0.0,100000.0,100000.0,polygon
2015-06-15,BULL_100,INACTIVE,209.11,15.39,34.0927,0.0,0.0,100000.0,100000.0,polygon
2015-06-16,DEFENSIVE_SPY,INACTIVE,210.25,14.81,33.5453,0.0,0.0,100000.0,100000.0,polygon
2015-06-17,DEFENSIVE_SPY,INACTIVE,210.59,14.5,33.396,0.0,0.0,100000.0,100000.0,polygon
2015-06-18,DEFENSIVE_SPY,INACTIVE,212.78,13.19,32.3508,0.0,0.0,100000.0,100000.0,polygon
2015-06-19,DEFENSIVE_SPY,INACTIVE,210.81,13.96,32.9679,0.0,0.0,100000.0,100000.0,polygon
2015-06-22,BULL_100,INACTIVE,211.89,12.74,32.2711,0.0,0.0,100000.0,100000.0,polygon
2015-06-23,BULL_100,INACTIVE,212.04,12.11,32.1915,0.0,0.0,100000.0,100000.0,polygon
2015-06-24,BULL_100,INACTIVE,210.5,13.26,32.8584,0.0,0.0,100000.0,100000.0,polygon
2015-06-25,BULL_100,INACTIVE,209.86,14.01,33.1969,0.0,0.0,100000.0,100000.0,polygon
2015-06-26,DEFENSIVE_SPY,INACTIVE,209.82,14.02,33.1869,0.0,0.0,100000.0,100000.0,polygon
2015-06-29,DEFENSIVE_SPY,INACTIVE,205.42,18.85,35.2474,0.0,0.0,100000.0,100000.0,polygon
2015-06-30,DEFENSIVE_SPY,INACTIVE,205.85,18.23,35.0682,0.0,0.0,100000.0,100000.0,polygon
2015-07-01,DEFENSIVE_BOTH,INACTIVE,207.5,16.09,34.2421,0.0,0.0,100000.0,100000.0,polygon
2015-07-02,DEFENSIVE_BOTH,INACTIVE,207.31,16.79,34.3217,0.0,0.0,100000.0,100000.0,polygon
2015-07-06,DEFENSIVE_BOTH,INACTIVE,206.72,17.01,34.6004,0.0,0.0,100000.0,100000.0,polygon
2015-07-07,DEFENSIVE_BOTH,INACTIVE,208.02,16.09,34.0131,0.0,0.0,100000.0,100000.0,polygon
2015-07-08,DEFENSIVE_BOTH,INACTIVE,204.53,19.66,35.7053,0.0,0.0,100000.0,100000.0,polygon
2015-07-09,CASH,CASH_IDLE,204.9,19.97,35.5261,0.0,0.0,100000.0,100000.0,polygon
2015-07-10,CASH,CASH_IDLE,207.48,16.83,34.1724,0.0,0.0,100000.0,100000.0,polygon
2015-07-13,SMA_RECOVERY,INACTIVE,209.77,13.9,33.0376,0.0,0.0,100000.0,100000.0,polygon
2015-07-14,BULL_100,INACTIVE,210.68,13.37,32.5797,0.0,0.0,100000.0,100000.0,polygon
2015-07-15,BULL_100,INACTIVE,210.61,13.23,32.6195,0.0,0.0,100000.0,100000.0,polygon
2015-07-16,BULL_100,INACTIVE,212.3,12.11,31.8431,0.0,0.0,100000.0,100000.0,polygon
2015-07-17,BULL_100,INACTIVE,212.48,11.95,31.7635,0.0,0.0,100000.0,100000.0,polygon
2015-07-20,BULL_100,INACTIVE,212.59,12.25,31.6938,0.0,0.0,100000.0,100000.0,polygon
2015-07-21,BULL_100,INACTIVE,211.75,12.22,32.0721,0.0,0.0,100000.0,100000.0,polygon
2015-07-22,BULL_100,INACTIVE,211.37,12.12,32.2811,0.0,0.0,100000.0,100000.0,polygon
2015-07-23,BULL_100,INACTIVE,210.18,12.64,32.7987,0.0,0.0,100000.0,100000.0,polygon
2015-07-24,BULL_100,INACTIVE,208.0,13.74,33.814,0.0,0.0,100000.0,100000.0,polygon
2015-07-27,DEFENSIVE_SPY,INACTIVE,206.79,15.6,34.4411,0.0,0.0,100000.0,100000.0,polygon
2015-07-28,DEFENSIVE_SPY,INACTIVE,209.33,13.44,33.1571,0.0,0.0,100000.0,100000.0,polygon
2015-07-29,DEFENSIVE_SPY,INACTIVE,210.77,12.5,32.4802,0.0,0.0,100000.0,100000.0,polygon
2015-07-30,DEFENSIVE_SPY,INACTIVE,210.82,12.13,32.4503,0.0,0.0,100000.0,100000.0,polygon
2015-07-31,BULL_100,INACTIVE,210.5,12.12,32.5797,0.0,0.0,100000.0,100000.0,polygon
2015-08-03,BULL_100,INACTIVE,209.79,12.56,32.9381,0.0,0.0,100000.0,100000.0,polygon
2015-08-04,BULL_100,INACTIVE,209.38,13.0,33.1073,0.0,0.0,100000.0,100000.0,polygon
2015-08-05,DEFENSIVE_SPY,INACTIVE,210.07,12.51,32.7689,0.0,0.0,100000.0,100000.0,polygon
2015-08-06,DEFENSIVE_SPY,INACTIVE,208.35,13.77,33.5055,0.0,0.0,100000.0,100000.0,polygon
2015-08-07,DEFENSIVE_SPY,INACTIVE,207.95,13.39,33.7842,0.0,0.0,100000.0,100000.0,polygon
2015-08-10,DEFENSIVE_SPY,INACTIVE,210.57,12.23,32.4901,0.0,0.0,100000.0,100000.0,polygon
2015-08-11,DEFENSIVE_SPY,INACTIVE,208.67,13.71,33.3661,0.0,0.0,100000.0,100000.0,polygon
2015-08-12,DEFENSIVE_SPY,INACTIVE,208.92,13.61,33.2566,0.0,0.0,100000.0,100000.0,polygon
2015-08-13,DEFENSIVE_SPY,INACTIVE,208.66,13.49,33.386,0.0,0.0,100000.0,100000.0,polygon
2015-08-14,DEFENSIVE_SPY,INACTIVE,209.42,12.83,33.0078,0.0,0.0,100000.0,100000.0,polygon
2015-08-17,DEFENSIVE_SPY,INACTIVE,210.59,13.02,32.4503,0.0,0.0,100000.0,100000.0,polygon
2015-08-18,DEFENSIVE_SPY,INACTIVE,209.98,13.79,32.739,0.0,0.0,100000.0,100000.0,polygon
2015-08-19,BULL_100,INACTIVE,208.32,15.25,33.5055,0.0,0.0,100000.0,100000.0,polygon
2015-08-20,BULL_100,INACTIVE,203.97,19.14,35.6157,0.0,0.0,100000.0,100000.0,polygon
2015-08-21,CASH,CASH_IDLE,197.83,28.03,38.9603,0.0,0.0,100000.0,100000.0,polygon
2015-08-24,CASH,CASH_IDLE,189.5,40.74,43.7681,0.0,0.0,100000.0,100000.0,polygon
2015-08-25,CASH,CASH_SPXU,187.27,36.02,45.4404,1259.2286,57219.85,49893.7,107113.55,polygon
2015-08-26,CASH,CASH_SPXU,194.46,30.32,40.0851,1259.2286,50476.31,49893.7,100370.01,polygon
2015-08-27,CASH,CASH_SPXU,199.27,26.1,37.1686,1259.2286,46803.71,49893.7,96697.41,polygon
2015-08-28,CASH,CASH_IDLE,199.28,26.05,37.079,0.0,0.0,97147.92,97147.92,polygon
2015-08-31,CASH,CASH_IDLE,197.67,28.43,38.0744,0.0,0.0,97147.92,97147.92,polygon
2015-09-01,CASH,CASH_IDLE,191.77,31.4,41.5583,0.0,0.0,97147.92,97147.92,polygon
2015-09-02,CASH,CASH_SPXU,195.41,26.09,39.0499,1226.697,47902.37,48470.68,96373.05,polygon
2015-09-03,CASH,CASH_IDLE,195.55,25.61,39.03,0.0,0.0,95686.18,95686.18,polygon
2015-09-04,CASH,CASH_IDLE,192.59,27.8,40.752,0.0,0.0,95686.18,95686.18,polygon
2015-09-08,CASH,CASH_IDLE,197.43,24.9,37.6264,0.0,0.0,95686.18,95686.18,polygon
2015-09-09,CASH,CASH_IDLE,194.79,26.23,39.2291,0.0,0.0,95686.18,95686.18,polygon
2015-09-10,CASH,CASH_IDLE,195.85,24.37,38.5522,0.0,0.0,95686.18,95686.18,polygon
2015-09-11,CASH,CASH_IDLE,196.74,23.2,38.0346,0.0,0.0,95686.18,95686.18,polygon
2015-09-14,CASH,CASH_IDLE,196.01,24.25,38.4427,0.0,0.0,95686.18,95686.18,polygon
2015-09-15,CASH,CASH_IDLE,198.46,22.54,36.9993,0.0,0.0,95686.18,95686.18,polygon
2015-09-16,CASH,CASH_IDLE,200.18,21.35,36.0537,0.0,0.0,95686.18,95686.18,polygon
2015-09-17,CASH,CASH_IDLE,199.73,21.14,36.2428,0.0,0.0,95686.18,95686.18,polygon
2015-09-18,CASH,CASH_IDLE,195.45,22.28,38.0545,0.0,0.0,95686.18,95686.18,polygon
2015-09-21,CASH,CASH_IDLE,196.46,20.14,37.4373,0.0,0.0,95686.18,95686.18,polygon
2015-09-22,CASH,CASH_IDLE,193.91,22.44,38.9205,0.0,0.0,95686.18,95686.18,polygon
2015-09-23,CASH,CASH_IDLE,193.6,22.13,39.1096,0.0,0.0,95686.18,95686.18,polygon
2015-09-24,CASH,CASH_IDLE,192.9,23.47,39.4779,0.0,0.0,95686.18,95686.18,polygon
2015-09-25,CASH,CASH_IDLE,192.85,23.62,39.5476,0.0,0.0,95686.18,95686.18,polygon
2015-09-28,CASH,CASH_IDLE,188.01,27.63,42.6234,0.0,0.0,95686.18,95686.18,polygon
2015-09-29,CASH,CASH_IDLE,188.12,26.83,42.4641,0.0,0.0,95686.18,95686.18,polygon
2015-09-30,CASH,CASH_IDLE,191.63,24.5,40.0951,0.0,0.0,95686.18,95686.18,polygon
2015-10-01,CASH,CASH_IDLE,192.13,22.55,39.7865,0.0,0.0,95686.18,95686.18,polygon
2015-10-02,CASH,CASH_IDLE,195.0,20.94,38.0346,0.0,0.0,95686.18,95686.18,polygon
2015-10-05,CASH,CASH_IDLE,198.47,19.54,35.9641,0.0,0.0,95686.18,95686.18,polygon
2015-10-06,CASH,CASH_IDLE,197.79,19.4,36.3026,0.0,0.0,95686.18,95686.18,polygon
2015-10-07,CASH,CASH_IDLE,199.41,18.4,35.3868,0.0,0.0,95686.18,95686.18,polygon
2015-10-08,CASH,CASH_IDLE,201.21,17.42,34.4909,0.0,0.0,95686.18,95686.18,polygon
2015-10-09,CASH,CASH_IDLE,201.33,17.08,34.4113,0.0,0.0,95686.18,95686.18,polygon
2015-10-12,CASH,CASH_IDLE,201.52,16.17,34.262,0.0,0.0,95686.18,95686.18,polygon
2015-10-13,CASH,CASH_IDLE,200.25,17.67,34.9588,0.0,0.0,95686.18,95686.18,polygon
2015-10-14,CASH,CASH_IDLE,199.29,18.03,35.4465,0.0,0.0,95686.18,95686.18,polygon
2015-10-15,CASH,CASH_IDLE,202.35,16.05,33.8439,0.0,0.0,95686.18,95686.18,polygon
2015-10-16,CASH,CASH_IDLE,203.27,15.05,33.4358,0.0,0.0,95686.18,95686.18,polygon
2015-10-19,CASH,CASH_IDLE,203.37,14.98,33.3362,0.0,0.0,95686.18,95686.18,polygon
2015-10-20,CASH,CASH_IDLE,203.11,15.75,33.4557,0.0,0.0,95686.18,95686.18,polygon
2015-10-21,CASH,CASH_IDLE,201.85,16.7,34.0529,0.0,0.0,95686.18,95686.18,polygon
2015-10-22,CASH,CASH_IDLE,205.26,14.45,32.3309,0.0,0.0,95686.18,95686.18,polygon
2015-10-23,CASH,CASH_IDLE,207.51,14.46,31.2658,0.0,0.0,95686.18,95686.18,polygon
2015-10-26,SMA_RECOVERY,INACTIVE,207.0,15.29,31.4848,0.0,0.0,95686.18,95686.18,polygon
2015-10-27,BULL_100,INACTIVE,206.6,15.43,31.654,0.0,0.0,95686.18,95686.18,polygon
2015-10-28,BULL_100,INACTIVE,208.95,14.33,30.5989,0.0,0.0,95686.18,95686.18,polygon
2015-10-29,BULL_100,INACTIVE,208.83,14.61,30.6287,0.0,0.0,95686.18,95686.18,polygon
2015-10-30,BULL_100,INACTIVE,207.93,15.07,31.0468,0.0,0.0,95686.18,95686.18,polygon
2015-11-02,BULL_100,INACTIVE,210.39,14.15,29.9518,0.0,0.0,95686.18,95686.18,polygon
2015-11-03,BULL_100,INACTIVE,211.0,14.54,29.6632,0.0,0.0,95686.18,95686.18,polygon
2015-11-04,BULL_100,INACTIVE,210.36,15.51,29.9319,0.0,0.0,95686.18,95686.18,polygon
2015-11-05,BULL_100,INACTIVE,210.15,15.05,30.0215,0.0,0.0,95686.18,95686.18,polygon
2015-11-06,BULL_100,INACTIVE,210.04,14.33,30.0613,0.0,0.0,95686.18,95686.18,polygon
2015-11-09,BULL_100,INACTIVE,208.08,16.52,30.9074,0.0,0.0,95686.18,95686.18,polygon
2015-11-10,BULL_100,INACTIVE,208.56,15.29,30.7084,0.0,0.0,95686.18,95686.18,polygon
2015-11-11,BULL_100,INACTIVE,207.74,16.06,31.0667,0.0,0.0,95686.18,95686.18,polygon
2015-11-12,BULL_100,INACTIVE,204.84,18.37,32.3607,0.0,0.0,95686.18,95686.18,polygon
2015-11-13,CASH,CASH_IDLE,202.54,20.08,33.4358,0.0,0.0,95686.18,95686.18,polygon
2015-11-16,CASH,CASH_IDLE,205.62,18.16,31.9148,0.0,0.0,95686.18,95686.18,polygon
2015-11-17,CASH,CASH_IDLE,205.47,18.84,32.0223,0.0,0.0,95686.18,95686.18,polygon
2015-11-18,CASH,CASH_IDLE,208.73,16.85,30.4695,0.0,0.0,95686.18,95686.18,polygon
2015-11-19,SMA_RECOVERY,INACTIVE,208.55,16.99,30.5292,0.0,0.0,95686.18,95686.18,polygon
2015-11-20,BULL_100,INACTIVE,209.31,15.47,30.1808,0.0,0.0,95686.18,95686.18,polygon
2015-11-23,BULL_100,INACTIVE,209.07,15.62,30.3301,0.0,0.0,95686.18,95686.18,polygon
2015-11-24,BULL_100,INACTIVE,209.35,15.93,30.1808,0.0,0.0,95686.18,95686.18,polygon
2015-11-25,BULL_100,INACTIVE,209.32,15.19,30.2107,0.0,0.0,95686.18,95686.18,polygon
2015-11-27,BULL_100,INACTIVE,209.56,15.12,30.0912,0.0,0.0,95686.18,95686.18,polygon
2015-11-30,BULL_100,INACTIVE,208.69,16.13,30.4595,0.0,0.0,95686.18,95686.18,polygon
2015-12-01,BULL_100,INACTIVE,210.68,14.67,29.5736,0.0,0.0,95686.18,95686.18,polygon
2015-12-02,BULL_100,INACTIVE,208.53,15.91,30.4993,0.0,0.0,95686.18,95686.18,polygon
2015-12-03,BULL_100,INACTIVE,205.61,18.11,31.7734,0.0,0.0,95686.18,95686.18,polygon
2015-12-04,CASH,CASH_IDLE,209.62,14.81,29.922,0.0,0.0,95686.18,95686.18,polygon
2015-12-07,SMA_RECOVERY,INACTIVE,208.35,15.84,30.4794,0.0,0.0,95686.18,95686.18,polygon
2015-12-08,BULL_100,INACTIVE,206.95,17.6,31.0667,0.0,0.0,95686.18,95686.18,polygon
2015-12-09,BULL_100,INACTIVE,205.34,19.61,31.8033,0.0,0.0,95686.18,95686.18,polygon
2015-12-10,CASH,CASH_IDLE,205.87,19.34,31.5345,0.0,0.0,95686.18,95686.18,polygon
2015-12-11,CASH,CASH_IDLE,201.88,24.39,33.396,0.0,0.0,95686.18,95686.18,polygon
2015-12-14,CASH,CASH_IDLE,202.9,22.73,32.8485,0.0,0.0,95686.18,95686.18,polygon
2015-12-15,CASH,CASH_IDLE,205.03,20.95,31.7934,0.0,0.0,95686.18,95686.18,polygon
2015-12-16,CASH,CASH_IDLE,208.03,17.86,30.4894,0.0,0.0,95686.18,95686.18,polygon
2015-12-17,SMA_RECOVERY,INACTIVE,204.86,18.94,31.8033,0.0,0.0,95686.18,95686.18,polygon
2015-12-18,CASH,CASH_IDLE,200.02,20.7,33.6249,0.0,0.0,95686.18,95686.18,polygon
2015-12-21,CASH,CASH_IDLE,201.67,18.7,32.739,0.0,0.0,95686.18,95686.18,polygon
2015-12-22,CASH,CASH_IDLE,203.5,16.6,31.8531,0.0,0.0,95686.18,95686.18,polygon
2015-12-23,CASH,CASH_IDLE,206.02,15.57,30.6486,0.0,0.0,95686.18,95686.18,polygon
2015-12-24,CASH,CASH_IDLE,205.68,15.74,30.8776,0.0,0.0,95686.18,95686.18,polygon
2015-12-28,CASH,CASH_IDLE,205.21,16.91,30.9871,0.0,0.0,95686.18,95686.18,polygon
2015-12-29,CASH,CASH_IDLE,207.4,16.08,30.0414,0.0,0.0,95686.18,95686.18,polygon
2015-12-30,SMA_RECOVERY,INACTIVE,205.93,17.29,30.6586,0.0,0.0,95686.18,95686.18,polygon
2015-12-31,CASH,CASH_IDLE,203.87,18.21,31.5644,0.0,0.0,95686.18,95686.18,polygon
2016-01-04,CASH,CASH_IDLE,201.02,20.7,32.9182,0.0,0.0,95686.18,95686.18,polygon
2016-01-05,CASH,CASH_IDLE,201.36,19.34,32.6494,0.0,0.0,95686.18,95686.18,polygon
2016-01-06,CASH,CASH_IDLE,198.82,20.59,33.9833,0.0,0.0,95686.18,95686.18,polygon
2016-01-07,CASH,CASH_IDLE,194.05,24.99,36.4618,0.0,0.0,95686.18,95686.18,polygon
2016-01-08,CASH,CASH_IDLE,191.92,27.01,37.5966,0.0,0.0,95686.18,95686.18,polygon
2016-01-11,CASH,CASH_IDLE,192.11,24.3,37.5866,0.0,0.0,95686.18,95686.18,polygon
2016-01-12,CASH,CASH_IDLE,193.66,22.47,36.6509,0.0,0.0,95686.18,95686.18,polygon
2016-01-13,CASH,CASH_IDLE,188.83,25.22,39.3087,0.0,0.0,95686.18,95686.18,polygon
2016-01-14,CASH,CASH_IDLE,191.93,23.95,37.3776,0.0,0.0,95686.18,95686.18,polygon
2016-01-15,CASH,CASH_IDLE,187.81,27.02,39.7865,0.0,0.0,95686.18,95686.18,polygon
2016-01-19,CASH,CASH_IDLE,188.06,26.05,39.7268,0.0,0.0,95686.18,95686.18,polygon
2016-01-20,CASH,CASH_IDLE,185.65,27.59,41.0407,0.0,0.0,95686.18,95686.18,polygon
2016-01-21,CASH,CASH_IDLE,186.69,26.69,40.5529,0.0,0.0,95686.18,95686.18,polygon
2016-01-22,CASH,CASH_IDLE,190.52,22.34,37.9947,0.0,0.0,95686.18,95686.18,polygon
2016-01-25,CASH,CASH_IDLE,187.64,24.15,39.7367,0.0,0.0,95686.18,95686.18,polygon
2016-01-26,CASH,CASH_IDLE,190.2,22.5,38.1142,0.0,0.0,95686.18,95686.18,polygon
2016-01-27,CASH,CASH_IDLE,188.13,23.11,39.3186,0.0,0.0,95686.18,95686.18,polygon
2016-01-28,CASH,CASH_IDLE,189.11,22.42,38.7015,0.0,0.0,95686.18,95686.18,polygon
2016-01-29,CASH,CASH_IDLE,193.72,20.2,35.9343,0.0,0.0,95686.18,95686.18,polygon
2016-02-01,CASH,CASH_IDLE,193.65,19.98,35.8845,0.0,0.0,95686.18,95686.18,polygon
2016-02-02,CASH,CASH_IDLE,190.16,21.98,37.9052,0.0,0.0,95686.18,95686.18,polygon
2016-02-03,CASH,CASH_IDLE,191.3,21.65,37.2681,0.0,0.0,95686.18,95686.18,polygon
2016-02-04,CASH,CASH_IDLE,191.6,21.84,37.0292,0.0,0.0,95686.18,95686.18,polygon
2016-02-05,CASH,CASH_IDLE,187.95,23.38,39.0857,0.0,0.0,95686.18,95686.18,polygon
2016-02-08,CASH,CASH_IDLE,185.42,26.0,40.7023,0.0,0.0,95686.18,95686.18,polygon
2016-02-09,CASH,CASH_IDLE,185.43,26.54,40.7122,0.0,0.0,95686.18,95686.18,polygon
2016-02-10,CASH,CASH_IDLE,185.27,26.29,40.8516,0.0,0.0,95686.18,95686.18,polygon
2016-02-11,CASH,CASH_IDLE,182.86,28.14,42.3049,0.0,0.0,95686.18,95686.18,polygon
2016-02-12,CASH,CASH_IDLE,186.63,25.4,39.7765,0.0,0.0,95686.18,95686.18,polygon
2016-02-16,CASH,CASH_IDLE,189.78,24.11,37.7857,0.0,0.0,95686.18,95686.18,polygon
2016-02-17,CASH,CASH_IDLE,192.88,22.31,35.9542,0.0,0.0,95686.18,95686.18,polygon
