date,step2_state,step3_state,spy_close,vix,spxu_close,spxu_shares,spxu_value,cash,portfolio_value,data_source
2012-03-12,BULL_100,INACTIVE,137.58,15.64,196.6927,0.0,0.0,100000.0,100000.0,polygon
2012-03-13,BULL_100,INACTIVE,140.06,14.8,185.7433,0.0,0.0,100000.0,100000.0,polygon
2012-03-14,BULL_100,INACTIVE,139.91,15.31,186.3405,0.0,0.0,100000.0,100000.0,polygon
2012-03-15,BULL_100,INACTIVE,140.72,15.42,183.5534,0.0,0.0,100000.0,100000.0,polygon
2012-03-16,BULL_100,INACTIVE,140.3,14.47,182.5579,0.0,0.0,100000.0,100000.0,polygon
2012-03-19,BULL_100,INACTIVE,140.85,15.04,180.169,0.0,0.0,100000.0,100000.0,polygon
2012-03-20,BULL_100,INACTIVE,140.44,15.58,181.7616,0.0,0.0,100000.0,100000.0,polygon
2012-03-21,BULL_100,INACTIVE,140.21,15.13,182.757,0.0,0.0,100000.0,100000.0,polygon
2012-03-22,BULL_100,INACTIVE,139.2,15.57,186.7387,0.0,0.0,100000.0,100000.0,polygon
2012-03-23,BULL_100,INACTIVE,139.65,14.82,184.7478,0.0,0.0,100000.0,100000.0,polygon
2012-03-26,BULL_100,INACTIVE,141.61,14.26,177.1827,0.0,0.0,100000.0,100000.0,polygon
2012-03-27,BULL_100,INACTIVE,141.17,15.59,178.7754,0.0,0.0,100000.0,100000.0,polygon
2012-03-28,BULL_100,INACTIVE,140.47,15.47,181.5625,0.0,0.0,100000.0,100000.0,polygon
2012-03-29,BULL_100,INACTIVE,140.23,15.48,182.5579,0.0,0.0,100000.0,100000.0,polygon
2012-03-30,BULL_100,INACTIVE,140.81,15.5,180.368,0.0,0.0,100000.0,100000.0,polygon
2012-04-02,BULL_100,INACTIVE,141.84,15.64,176.3864,0.0,0.0,100000.0,100000.0,polygon
2012-04-03,BULL_100,INACTIVE,141.26,15.66,177.9791,0.0,0.0,100000.0,100000.0,polygon
2012-04-04,BULL_100,INACTIVE,139.86,16.44,183.4538,0.0,0.0,100000.0,100000.0,polygon
2012-04-05,BULL_100,INACTIVE,139.79,16.7,183.7524,0.0,0.0,100000.0,100000.0,polygon
2012-04-09,BULL_100,INACTIVE,138.22,18.81,189.924,0.0,0.0,100000.0,100000.0,polygon
2012-04-10,BULL_100,INACTIVE,135.9,20.39,199.5794,0.0,0.0,100000.0,100000.0,polygon
2012-04-11,BULL_100,INACTIVE,137.0,20.02,195.2992,0.0,0.0,100000.0,100000.0,polygon
2012-04-12,DEFENSIVE_SPY,INACTIVE,138.79,17.2,186.7387,0.0,0.0,100000.0,100000.0,polygon
2012-04-13,DEFENSIVE_SPY,INACTIVE,137.14,19.55,193.7065,0.0,0.0,100000.0,100000.0,polygon
2012-04-16,DEFENSIVE_SPY,INACTIVE,137.05,19.55,194.5028,0.0,0.0,100000.0,100000.0,polygon
2012-04-17,DEFENSIVE_SPY,INACTIVE,139.08,18.46,185.3451,0.0,0.0,100000.0,100000.0,polygon
2012-04-18,DEFENSIVE_SPY,INACTIVE,138.61,18.64,187.3359,0.0,0.0,100000.0,100000.0,polygon
2012-04-19,BULL_100,INACTIVE,137.72,18.36,190.7203,0.0,0.0,100000.0,100000.0,polygon
2012-04-20,BULL_100,INACTIVE,137.95,17.44,189.924,0.0,0.0,100000.0,100000.0,polygon
2012-04-23,DEFENSIVE_SPY,INACTIVE,136.79,18.97,194.7019,0.0,0.0,100000.0,100000.0,polygon
2012-04-24,DEFENSIVE_SPY,INACTIVE,137.31,18.1,192.1139,0.0,0.0,100000.0,100000.0,polygon
2012-04-25,DEFENSIVE_BOTH,INACTIVE,139.19,16.82,184.7478,0.0,0.0,100000.0,100000.0,polygon
2012-04-26,DEFENSIVE_BOTH,INACTIVE,140.16,16.24,180.7662,0.0,0.0,100000.0,100000.0,polygon
2012-04-27,BULL_100,INACTIVE,140.39,16.32,179.5717,0.0,0.0,100000.0,100000.0,polygon
2012-04-30,BULL_100,INACTIVE,139.87,17.15,182.1598,0.0,0.0,100000.0,100000.0,polygon
