date,state,spy_close,upro_close,vix,shares_held,cash_held,portfolio_value,upro_allocation_pct,data_source
2014-07-18,BULL_100,197.71,9.8384,12.06,21646.0495,1699.33,214661.82,99.2,polygon
2014-07-21,BULL_100,197.34,9.7784,12.81,21646.0495,1699.33,213363.06,99.2,polygon
2014-07-22,BULL_100,198.2,9.91,12.24,21646.0495,1699.33,216211.68,99.2,polygon
2014-07-23,BULL_100,198.64,9.9767,11.52,21646.0495,1699.33,217655.47,99.2,polygon
2014-07-24,BULL_100,198.65,9.9788,11.84,21646.0495,1699.33,217700.93,99.2,polygon
2014-07-25,BULL_100,197.72,9.8425,12.69,21646.0495,1699.33,214750.57,99.2,polygon
2014-07-28,BULL_100,197.8,9.8484,12.56,21646.0495,1699.33,214878.28,99.2,polygon
2014-07-29,BULL_100,196.95,9.7234,13.28,21646.0495,1699.33,212172.53,99.2,polygon
2014-07-30,BULL_100,196.98,9.7234,13.33,21646.0495,1699.33,212172.53,99.2,polygon
2014-07-31,BULL_100,193.09,9.1467,16.95,21646.0495,1699.33,199689.25,99.1,polygon
2014-08-01,BULL_100,192.5,9.0584,17.03,21646.0495,1699.33,197777.91,99.1,polygon
2014-08-04,DEFENSIVE,193.89,9.2534,15.12,10916.2235,99417.37,200429.56,50.4,polygon
2014-08-05,DEFENSIVE,192.01,8.9792,16.87,10916.2235,99417.37,197436.33,49.6,polygon
2014-08-06,DEFENSIVE,192.07,8.9884,16.37,10916.2235,99417.37,197536.76,49.7,polygon
2014-08-07,DEFENSIVE,191.03,8.8409,16.66,10916.2235,99417.37,195926.62,49.3,polygon
2014-08-08,DEFENSIVE,193.24,9.1492,15.77,10916.2235,99417.37,199292.09,50.1,polygon
2014-08-11,DEFENSIVE,193.79,9.2366,14.23,10916.2235,99417.37,200246.16,50.4,polygon
2014-08-12,DEFENSIVE,193.53,9.1925,14.13,10916.2235,99417.37,199764.76,50.2,polygon
2014-08-13,DEFENSIVE,194.84,9.3917,12.9,10916.2235,99417.37,201939.27,50.8,polygon
2014-08-14,DEFENSIVE,195.76,9.51,12.42,10916.2235,99417.37,203230.66,51.1,polygon
2014-08-15,DEFENSIVE,195.72,9.5059,13.15,10916.2235,99417.37,203185.9,51.1,polygon
2014-08-18,DEFENSIVE,197.36,9.74,12.32,10916.2235,99417.37,205741.39,51.7,polygon
2014-08-19,DEFENSIVE,198.39,9.8934,12.21,10916.2235,99417.37,207415.94,52.1,polygon
2014-08-20,BULL_100,198.92,9.9767,11.78,20794.1948,1971.9,209429.35,99.1,polygon
2014-08-21,BULL_100,199.5,10.065,11.76,20794.1948,1971.9,211265.47,99.1,polygon
2014-08-22,BULL_100,199.19,10.0125,11.47,20794.1948,1971.9,210173.78,99.1,polygon
2014-08-25,BULL_100,200.2,10.1625,11.7,20794.1948,1971.9,213292.91,99.1,polygon
2014-08-26,BULL_100,200.33,10.19,11.63,20794.1948,1971.9,213864.75,99.1,polygon
2014-08-27,BULL_100,200.25,10.1792,11.78,20794.1948,1971.9,213640.17,99.1,polygon
2014-08-28,BULL_100,200.14,10.1575,12.05,20794.1948,1971.9,213188.94,99.1,polygon
2014-08-29,BULL_100,200.71,10.24,11.98,20794.1948,1971.9,214904.46,99.1,polygon
2014-09-02,BULL_100,200.61,10.2192,12.25,20794.1948,1971.9,214471.94,99.1,polygon
2014-09-03,BULL_100,200.5,10.2134,12.36,20794.1948,1971.9,214351.33,99.1,polygon
2014-09-04,BULL_100,200.21,10.1558,12.64,20794.1948,1971.9,213153.59,99.1,polygon
2014-09-05,BULL_100,201.11,10.3,12.09,20794.1948,1971.9,216152.11,99.1,polygon
2014-09-08,BULL_100,200.59,10.2209,12.66,20794.1948,1971.9,214507.29,99.1,polygon
2014-09-09,BULL_100,199.32,10.0284,13.5,20794.1948,1971.9,210504.41,99.1,polygon
2014-09-10,BULL_100,200.07,10.1417,12.88,20794.1948,1971.9,212860.39,99.1,polygon
2014-09-11,BULL_100,200.3,10.1645,12.8,20794.1948,1971.9,213334.5,99.1,polygon
2014-09-12,BULL_100,199.13,9.9917,13.31,20794.1948,1971.9,209741.26,99.1,polygon
2014-09-15,BULL_100,198.98,9.9675,14.12,20794.1948,1971.9,209238.04,99.1,polygon
2014-09-16,BULL_100,200.48,10.1942,12.73,20794.1948,1971.9,213952.08,99.1,polygon
2014-09-17,BULL_100,200.75,10.2317,12.65,20794.1948,1971.9,214731.87,99.1,polygon
2014-09-18,BULL_100,201.82,10.3917,12.03,20794.1948,1971.9,218058.94,99.1,polygon
2014-09-19,BULL_100,200.7,10.375,12.11,20794.1948,1971.9,217711.67,99.1,polygon
2014-09-22,BULL_100,199.15,10.1217,13.69,20794.1948,1971.9,212444.51,99.1,polygon
2014-09-23,BULL_100,198.01,9.95,14.93,20794.1948,1971.9,208874.14,99.1,polygon
2014-09-24,BULL_100,199.56,10.18,13.27,20794.1948,1971.9,213656.81,99.1,polygon
2014-09-25,BULL_100,196.34,9.6859,15.64,20794.1948,1971.9,203382.4,99.0,polygon
2014-09-26,BULL_100,197.9,9.9225,14.85,20794.1948,1971.9,208302.3,99.1,polygon
2014-09-29,BULL_100,197.54,9.8608,15.98,20794.1948,1971.9,207019.3,99.0,polygon
2014-09-30,BULL_100,197.02,9.78,16.31,20794.1948,1971.9,205339.13,99.0,polygon
2014-10-01,DEFENSIVE,194.36,9.3867,16.71,10498.4629,102013.85,200559.77,49.1,polygon
2014-10-02,DEFENSIVE,194.38,9.3809,16.16,10498.4629,102013.85,200498.88,49.1,polygon
2014-10-03,DEFENSIVE,196.52,9.6916,14.55,10498.4629,102013.85,203760.75,49.9,polygon
2014-10-06,DEFENSIVE,196.29,9.6558,15.46,10498.4629,102013.85,203384.91,49.8,polygon
2014-10-07,DEFENSIVE,193.26,9.215,17.2,10498.4629,102013.85,198757.18,48.7,polygon
2014-10-08,DEFENSIVE,196.64,9.6992,15.11,10498.4629,102013.85,203840.54,50.0,polygon
2014-10-09,DEFENSIVE,192.74,9.1108,18.76,10498.4629,102013.85,197663.24,48.4,polygon
2014-10-10,DEFENSIVE,190.54,8.8009,21.24,10498.4629,102013.85,194409.77,47.5,polygon
2014-10-13,CASH,187.41,8.3667,24.64,0.0,193953.51,193953.51,0.0,polygon
2014-10-14,CASH,187.7,8.41,22.79,0.0,193953.51,193953.51,0.0,polygon
2014-10-15,CASH,186.43,8.205,26.25,0.0,193953.51,193953.51,0.0,polygon
2014-10-16,CASH,186.27,8.2,25.2,0.0,193953.51,193953.51,0.0,polygon
2014-10-17,CASH,188.47,8.5084,21.99,0.0,193953.51,193953.51,0.0,polygon
2014-10-20,CASH,190.3,8.7492,18.57,0.0,193953.51,193953.51,0.0,polygon
2014-10-21,CASH,194.07,9.2659,16.08,0.0,193953.51,193953.51,0.0,polygon
2014-10-22,SMA_RECOVERY,192.69,9.0725,17.87,15606.3397,48337.61,189926.13,74.5,polygon
2014-10-23,BULL_100,194.93,9.3909,16.53,20573.3628,1893.11,195095.5,99.0,polygon
2014-10-24,BULL_100,196.43,9.5892,16.11,20573.3628,1893.11,199175.2,99.0,polygon
2014-10-27,DEFENSIVE,196.16,9.5559,16.04,10386.3618,98528.55,197779.58,50.2,polygon
2014-10-28,DEFENSIVE,198.41,9.8742,14.39,10386.3618,98528.55,201085.56,51.0,polygon
2014-10-29,DEFENSIVE,198.11,9.8484,15.15,10386.3618,98528.55,200817.59,50.9,polygon
2014-10-30,BULL_100,199.38,10.0392,14.52,20282.7299,1900.64,205523.02,99.1,polygon
2014-10-31,BULL_100,201.66,10.37,14.03,20282.7299,1900.64,212232.55,99.1,polygon
2014-11-03,BULL_100,201.77,10.3867,14.73,20282.7299,1900.64,212571.27,99.1,polygon
2014-11-04,BULL_100,201.07,10.2867,14.89,20282.7299,1900.64,210542.99,99.1,polygon
2014-11-05,BULL_100,202.34,10.4734,14.17,20282.7299,1900.64,214329.78,99.1,polygon
2014-11-06,BULL_100,203.15,10.605,13.67,20282.7299,1900.64,216998.99,99.1,polygon
2014-11-07,BULL_100,203.34,10.6334,13.12,20282.7299,1900.64,217575.02,99.1,polygon
2014-11-10,BULL_100,203.98,10.7225,12.67,20282.7299,1900.64,219382.21,99.1,polygon
2014-11-11,BULL_100,204.18,10.7541,12.92,20282.7299,1900.64,220023.14,99.1,polygon
2014-11-12,BULL_100,203.96,10.7234,13.02,20282.7299,1900.64,219400.46,99.1,polygon
2014-11-13,BULL_100,204.19,10.755,13.79,20282.7299,1900.64,220041.4,99.1,polygon
2014-11-14,BULL_100,204.24,10.7667,13.31,20282.7299,1900.64,220278.7,99.1,polygon
2014-11-17,BULL_100,204.37,10.7875,13.99,20282.7299,1900.64,220700.59,99.1,polygon
2014-11-18,BULL_100,205.55,10.9717,13.86,20282.7299,1900.64,224436.66,99.2,polygon
2014-11-19,BULL_100,205.22,10.9159,13.96,20282.7299,1900.64,223304.89,99.1,polygon
2014-11-20,BULL_100,205.58,10.9725,13.58,20282.7299,1900.64,224452.89,99.2,polygon
2014-11-21,BULL_100,206.68,11.1575,12.9,20282.7299,1900.64,228205.2,99.2,polygon
2014-11-24,BULL_100,207.26,11.2442,12.62,20282.7299,1900.64,229963.71,99.2,polygon
2014-11-25,BULL_100,207.25,11.2342,12.25,20282.7299,1900.64,229760.88,99.2,polygon
2014-11-26,BULL_100,207.64,11.3092,12.07,20282.7299,1900.64,231282.09,99.2,polygon
2014-11-28,BULL_TRIMMED,207.2,11.235,13.33,15338.4195,57619.85,229946.99,74.9,polygon
2014-12-01,BULL_TRIMMED,205.76,11.0059,14.29,15338.4195,57619.85,226432.96,74.6,polygon
2014-12-02,BULL_TRIMMED,207.09,11.2017,12.85,15338.4195,57619.85,229436.23,74.9,polygon
2014-12-03,BULL_TRIMMED,207.89,11.345,12.47,15338.4195,57619.85,231634.22,75.1,polygon
2014-12-04,BULL_TRIMMED,207.66,11.3009,12.38,15338.4195,57619.85,230957.8,75.1,polygon
2014-12-05,BULL_TRIMMED,208.0,11.3509,11.82,15338.4195,57619.85,231724.72,75.1,polygon
2014-12-08,BULL_TRIMMED,206.61,11.13,14.21,15338.4195,57619.85,228336.46,74.8,polygon
2014-12-09,BULL_TRIMMED,206.47,11.0967,14.89,15338.4195,57619.85,227825.69,74.7,polygon
2014-12-10,BULL_100,203.16,10.5717,18.53,20365.312,2212.41,217508.38,99.0,polygon
2014-12-11,BULL_100,204.19,10.7175,20.08,20365.312,2212.41,220477.64,99.0,polygon
2014-12-12,BULL_100,200.89,10.2084,21.08,20365.312,2212.41,210109.66,98.9,polygon
2014-12-15,BULL_100,199.51,9.98,20.42,20365.312,2212.41,205458.23,98.9,polygon
2014-12-16,BULL_100,197.91,9.7575,23.57,20365.312,2212.41,200926.94,98.9,polygon
2014-12-17,DEFENSIVE,201.79,10.3484,19.44,10295.1988,101093.73,207632.56,51.3,polygon
2014-12-18,DEFENSIVE,206.78,11.0859,16.81,10295.1988,101093.73,215225.27,53.0,polygon
2014-12-19,BULL_100,206.52,11.2292,16.49,19116.8951,2071.89,216739.33,99.0,polygon
2014-12-22,BULL_100,207.47,11.3667,15.25,19116.8951,2071.89,219367.9,99.1,polygon
2014-12-23,BULL_100,207.75,11.4292,14.8,19116.8951,2071.89,220562.71,99.1,polygon
2014-12-24,BULL_100,207.77,11.4284,14.37,19116.8951,2071.89,220547.41,99.1,polygon
2014-12-26,BULL_100,208.44,11.53,14.5,19116.8951,2071.89,222489.69,99.1,polygon
2014-12-29,BULL_100,208.72,11.5717,15.06,19116.8951,2071.89,223286.86,99.1,polygon
2014-12-30,BULL_100,207.6,11.3942,15.92,19116.8951,2071.89,219893.61,99.1,polygon
2014-12-31,BULL_100,205.54,11.0509,19.2,19116.8951,2071.89,213330.78,99.0,polygon
2015-01-02,BULL_100,205.43,11.0209,17.79,19116.8951,2071.89,212757.28,99.0,polygon
2015-01-05,BULL_100,201.72,10.4275,19.92,19116.8951,2071.89,201413.31,99.0,polygon
2015-01-06,BULL_100,199.82,10.145,21.12,19116.8951,2071.89,196012.79,98.9,polygon
2015-01-07,DEFENSIVE,202.31,10.5192,19.31,9658.2014,100204.02,201800.57,50.3,polygon
2015-01-08,DEFENSIVE,205.9,11.0742,17.01,9658.2014,100204.02,207160.87,51.6,polygon
2015-01-09,DEFENSIVE,204.25,10.8025,17.55,9658.2014,100204.02,204536.74,51.0,polygon
2015-01-12,DEFENSIVE,202.65,10.5417,19.6,9658.2014,100204.02,202017.88,50.4,polygon
2015-01-13,DEFENSIVE,202.08,10.455,20.56,9658.2014,100204.02,201180.51,50.2,polygon
2015-01-14,DEFENSIVE,200.86,10.2717,21.48,9658.2014,100204.02,199410.16,49.7,polygon
2015-01-15,DEFENSIVE,199.02,9.9909,22.39,9658.2014,100204.02,196698.14,49.1,polygon
2015-01-16,DEFENSIVE,201.63,10.3634,20.95,9658.2014,100204.02,200295.82,50.0,polygon
2015-01-20,DEFENSIVE,202.06,10.4459,19.89,9658.2014,100204.02,201092.62,50.2,polygon
2015-01-21,DEFENSIVE,203.08,10.5992,18.85,9658.2014,100204.02,202573.23,50.5,polygon
2015-01-22,DEFENSIVE,206.1,11.0775,16.4,9658.2014,100204.02,207192.74,51.6,polygon
2015-01-23,DEFENSIVE,204.97,10.8842,16.66,9658.2014,100204.02,205325.81,51.2,polygon
2015-01-26,BULL_100,205.45,10.975,15.52,18703.2264,1955.81,207223.72,99.1,polygon
2015-01-27,BULL_100,202.74,10.5375,17.22,18703.2264,1955.81,199041.06,99.0,polygon
2015-01-28,BULL_100,200.14,10.1084,20.44,18703.2264,1955.81,191015.51,99.0,polygon
2015-01-29,DEFENSIVE,201.99,10.4084,18.76,9447.8477,95912.89,194249.87,50.6,polygon
2015-01-30,DEFENSIVE,199.45,10.0041,20.97,9447.8477,95912.89,190430.1,49.6,polygon
2015-02-02,DEFENSIVE,201.92,10.37,19.43,9447.8477,95912.89,193887.07,50.5,polygon
2015-02-03,DEFENSIVE,204.84,10.8233,17.33,9447.8477,95912.89,198169.78,51.6,polygon
2015-02-04,DEFENSIVE,204.06,10.7009,18.33,9447.8477,95912.89,197013.36,51.3,polygon
2015-02-05,DEFENSIVE,206.12,11.0342,16.85,9447.8477,95912.89,200162.33,52.1,polygon
2015-02-06,DEFENSIVE,205.55,10.9367,17.29,9447.8477,95912.89,199241.17,51.9,polygon
2015-02-09,BULL_100,204.63,10.7875,18.55,18135.8697,1890.2,197530.89,99.0,polygon
2015-02-10,BULL_100,206.81,11.135,17.23,18135.8697,1890.2,203833.1,99.1,polygon
2015-02-11,BULL_100,206.93,11.1534,16.96,18135.8697,1890.2,204166.8,99.1,polygon
2015-02-12,BULL_100,208.92,11.4717,15.34,18135.8697,1890.2,209939.45,99.1,polygon
2015-02-13,BULL_100,209.78,11.62,14.69,18135.8697,1890.2,212629.0,99.1,polygon
2015-02-17,BULL_100,210.11,11.68,15.8,18135.8697,1890.2,213717.15,99.1,polygon
2015-02-18,BULL_100,210.13,11.6684,15.45,18135.8697,1890.2,213506.78,99.1,polygon
2015-02-19,BULL_100,209.98,11.6459,15.29,18135.8697,1890.2,213098.72,99.1,polygon
2015-02-20,BULL_100,211.24,11.8575,14.3,18135.8697,1890.2,216936.27,99.1,polygon
2015-02-23,BULL_100,211.21,11.8492,14.56,18135.8697,1890.2,216785.74,99.1,polygon
2015-02-24,BULL_100,211.81,11.9492,13.69,18135.8697,1890.2,218599.33,99.1,polygon
2015-02-25,BULL_100,211.63,11.91,13.84,18135.8697,1890.2,217888.4,99.1,polygon
2015-02-26,BULL_100,211.38,11.8709,13.91,18135.8697,1890.2,217179.29,99.1,polygon
2015-02-27,BULL_100,210.66,11.7534,13.34,18135.8697,1890.2,215048.33,99.1,polygon
2015-03-02,BULL_100,211.99,11.9734,13.04,18135.8697,1890.2,219038.22,99.1,polygon
2015-03-03,BULL_100,211.12,11.825,13.86,18135.8697,1890.2,216346.85,99.1,polygon
2015-03-04,BULL_100,210.23,11.6692,14.23,18135.8697,1890.2,213521.29,99.1,polygon
2015-03-05,BULL_100,210.46,11.71,14.04,18135.8697,1890.2,214261.23,99.1,polygon
2015-03-06,BULL_100,207.5,11.2075,15.2,18135.8697,1890.2,205147.96,99.1,polygon
2015-03-09,BULL_100,208.36,11.355,15.06,18135.8697,1890.2,207823.0,99.1,polygon
2015-03-10,BULL_100,204.98,10.8,16.69,18135.8697,1890.2,197757.59,99.0,polygon
2015-03-11,BULL_100,204.5,10.7209,16.87,18135.8697,1890.2,196323.04,99.0,polygon
2015-03-12,DEFENSIVE,207.1,11.13,15.42,9155.121,99147.94,201044.43,50.7,polygon
2015-03-13,DEFENSIVE,205.83,10.925,16.0,9155.121,99147.94,199167.63,50.2,polygon
2015-03-16,DEFENSIVE,208.58,11.3709,15.61,9155.121,99147.94,203249.9,51.2,polygon
2015-03-17,DEFENSIVE,207.96,11.2617,15.66,9155.121,99147.94,202250.16,51.0,polygon
2015-03-18,BULL_100,210.46,11.6575,13.97,17853.674,1921.75,210050.95,99.1,polygon
2015-03-19,BULL_100,209.5,11.5017,14.07,17853.674,1921.75,207269.35,99.1,polygon
2015-03-20,BULL_100,210.41,11.8059,13.02,17853.674,1921.75,212700.44,99.1,polygon
2015-03-23,BULL_100,210.0,11.7425,13.41,17853.674,1921.75,211568.51,99.1,polygon
2015-03-24,BULL_100,208.82,11.5359,13.62,17853.674,1921.75,207879.94,99.1,polygon
2015-03-25,BULL_100,205.76,11.0175,15.44,17853.674,1921.75,198624.6,99.0,polygon
2015-03-26,BULL_100,205.27,10.945,15.8,17853.674,1921.75,197330.21,99.0,polygon
2015-03-27,DEFENSIVE,205.74,11.0117,15.07,9014.8154,98364.65,197633.09,50.2,polygon
2015-03-30,DEFENSIVE,208.25,11.4184,14.51,9014.8154,98364.65,201299.42,51.1,polygon
2015-03-31,DEFENSIVE,206.43,11.1217,15.29,9014.8154,98364.65,198624.72,50.5,polygon
2015-04-01,DEFENSIVE,205.7,11.005,15.11,9014.8154,98364.65,197572.69,50.2,polygon
2015-04-02,DEFENSIVE,206.44,11.1042,14.67,9014.8154,98364.65,198466.96,50.4,polygon
2015-04-06,DEFENSIVE,207.83,11.3409,14.74,9014.8154,98364.65,200600.77,51.0,polygon
2015-04-07,DEFENSIVE,207.28,11.2459,14.78,9014.8154,98364.65,199744.36,50.8,polygon
2015-04-08,DEFENSIVE,207.97,11.365,13.98,9014.8154,98364.65,200818.03,51.0,polygon
2015-04-09,DEFENSIVE,208.9,11.5192,13.09,9014.8154,98364.65,202208.11,51.4,polygon
2015-04-10,BULL_100,210.04,11.6992,12.58,17347.391,1936.08,204886.68,99.1,polygon
2015-04-13,BULL_100,209.09,11.5467,13.94,17347.391,1936.08,202241.2,99.0,polygon
2015-04-14,BULL_100,209.49,11.6084,13.67,17347.391,1936.08,203311.54,99.0,polygon
2015-04-15,BULL_100,210.43,11.7617,12.84,17347.391,1936.08,205970.89,99.1,polygon
2015-04-16,BULL_100,210.37,11.7509,12.6,17347.391,1936.08,205783.54,99.1,polygon
2015-04-17,BULL_100,207.95,11.345,13.89,17347.391,1936.08,198742.23,99.0,polygon
2015-04-20,BULL_100,209.85,11.6534,13.3,17347.391,1936.08,204092.17,99.1,polygon
2015-04-21,BULL_100,209.6,11.6142,13.25,17347.391,1936.08,203412.15,99.0,polygon
2015-04-22,BULL_100,210.63,11.7834,12.71,17347.391,1936.08,206347.33,99.1,polygon
2015-04-23,BULL_100,211.16,11.8725,12.48,17347.391,1936.08,207892.98,99.1,polygon
2015-04-24,BULL_100,211.65,11.9575,12.29,17347.391,1936.08,209367.51,99.1,polygon
2015-04-27,BULL_100,210.77,11.8,13.12,17347.391,1936.08,206635.3,99.1,polygon
2015-04-28,BULL_100,211.44,11.9084,12.41,17347.391,1936.08,208515.75,99.1,polygon
2015-04-29,BULL_100,210.57,11.7634,13.39,17347.391,1936.08,206000.38,99.1,polygon
2015-04-30,BULL_100,208.46,11.41,14.55,17347.391,1936.08,199869.81,99.0,polygon
2015-05-01,BULL_100,210.72,11.775,12.7,17347.391,1936.08,206201.61,99.1,polygon
2015-05-04,BULL_100,211.32,11.8892,12.85,17347.391,1936.08,208182.68,99.1,polygon
2015-05-05,BULL_100,208.9,11.4659,14.31,17347.391,1936.08,200839.53,99.0,polygon
2015-05-06,BULL_100,208.04,11.3284,15.15,17347.391,1936.08,198454.27,99.0,polygon
2015-05-07,DEFENSIVE,208.87,11.4659,15.13,8759.2992,98962.16,199395.41,50.4,polygon
2015-05-08,DEFENSIVE,211.62,11.9117,12.86,8759.2992,98962.16,203300.31,51.3,polygon
2015-05-11,DEFENSIVE,210.6,11.7475,13.85,8759.2992,98962.16,201862.03,51.0,polygon
2015-05-12,BULL_100,209.98,11.635,13.86,17131.5444,1913.69,201239.21,99.0,polygon
2015-05-13,BULL_100,210.02,11.6484,13.76,17131.5444,1913.69,201468.77,99.1,polygon
2015-05-14,BULL_100,212.21,12.0134,12.74,17131.5444,1913.69,207721.78,99.1,polygon
2015-05-15,BULL_100,212.44,12.0491,12.38,17131.5444,1913.69,208333.38,99.1,polygon
2015-05-18,BULL_100,213.1,12.1609,12.73,17131.5444,1913.69,210248.69,99.1,polygon
2015-05-19,BULL_100,213.03,12.1442,12.85,17131.5444,1913.69,209962.59,99.1,polygon
2015-05-20,BULL_100,212.88,12.1217,12.88,17131.5444,1913.69,209577.13,99.1,polygon
2015-05-21,BULL_100,213.5,12.225,12.11,17131.5444,1913.69,211346.82,99.1,polygon
2015-05-22,BULL_100,212.99,12.14,12.13,17131.5444,1913.69,209890.64,99.1,polygon
2015-05-26,BULL_100,210.7,11.7557,14.06,17131.5444,1913.69,203306.98,99.1,polygon
2015-05-27,BULL_100,212.7,12.07,13.27,17131.5444,1913.69,208691.43,99.1,polygon
2015-05-28,BULL_100,212.46,12.0383,13.31,17131.5444,1913.69,208148.36,99.1,polygon
2015-05-29,BULL_100,211.14,11.8017,13.84,17131.5444,1913.69,204095.04,99.1,polygon
2015-06-01,BULL_100,211.57,11.8783,13.97,17131.5444,1913.69,205407.31,99.1,polygon
2015-06-02,BULL_100,211.36,11.845,14.24,17131.5444,1913.69,204836.83,99.1,polygon
2015-06-03,BULL_100,211.92,11.9367,13.66,17131.5444,1913.69,206407.79,99.1,polygon
2015-06-04,BULL_100,210.13,11.66,14.71,17131.5444,1913.69,201667.5,99.1,polygon
2015-06-05,BULL_100,209.77,11.585,14.21,17131.5444,1913.69,200382.63,99.0,polygon
2015-06-08,BULL_100,208.48,11.3683,15.29,17131.5444,1913.69,196670.22,99.0,polygon
2015-06-09,DEFENSIVE,208.45,11.35,14.47,8649.9644,98216.24,196393.33,50.0,polygon
2015-06-10,DEFENSIVE,210.95,11.7683,13.22,8649.9644,98216.24,200011.61,50.9,polygon
2015-06-11,DEFENSIVE,211.63,11.875,12.85,8649.9644,98216.24,200934.57,51.1,polygon
2015-06-12,BULL_100,210.01,11.595,13.78,16872.8621,1905.13,197545.97,99.0,polygon
2015-06-15,BULL_100,209.11,11.4417,15.39,16872.8621,1905.13,194959.36,99.0,polygon
2015-06-16,DEFENSIVE,210.25,11.6433,14.81,8519.8433,97207.14,196406.24,50.5,polygon
2015-06-17,DEFENSIVE,210.59,11.7,14.5,8519.8433,97207.14,196889.31,50.6,polygon
2015-06-18,DEFENSIVE,212.78,12.045,13.19,8519.8433,97207.14,199828.66,51.4,polygon
2015-06-19,DEFENSIVE,210.81,11.8367,13.96,8519.8433,97207.14,198053.97,50.9,polygon
2015-06-22,BULL_100,211.89,12.0783,12.74,16398.9487,1914.55,199985.97,99.0,polygon
2015-06-23,BULL_100,212.04,12.105,12.11,16398.9487,1914.55,200423.82,99.0,polygon
2015-06-24,BULL_100,210.5,11.8367,13.26,16398.9487,1914.55,196023.98,99.0,polygon
2015-06-25,BULL_100,209.86,11.72,14.01,16398.9487,1914.55,194110.23,99.0,polygon
2015-06-26,DEFENSIVE,209.82,11.7217,14.02,8280.5875,97636.51,194699.08,49.9,polygon
2015-06-29,DEFENSIVE,205.42,10.99,18.85,8280.5875,97636.51,188640.17,48.2,polygon
2015-06-30,DEFENSIVE,205.85,11.0667,18.23,8280.5875,97636.51,189275.29,48.4,polygon
2015-07-01,DEFENSIVE,207.5,11.3133,16.09,8280.5875,97636.51,191317.29,49.0,polygon
2015-07-02,DEFENSIVE,207.31,11.2783,16.79,8280.5875,97636.51,191027.46,48.9,polygon
2015-07-06,DEFENSIVE,206.72,11.1867,17.01,8280.5875,97636.51,190268.96,48.7,polygon
2015-07-07,DEFENSIVE,208.02,11.3867,16.09,8280.5875,97636.51,191925.08,49.1,polygon
2015-07-08,DEFENSIVE,204.53,10.8233,19.66,8280.5875,97636.51,187259.8,47.9,polygon
2015-07-09,CASH,204.9,10.8767,19.97,0.0,190358.81,190358.81,0.0,polygon
2015-07-10,CASH,207.48,11.29,16.83,0.0,190358.81,190358.81,0.0,polygon
2015-07-13,SMA_RECOVERY,209.77,11.6583,13.9,12377.0358,47456.43,191751.62,75.3,polygon
2015-07-14,BULL_100,210.68,11.8217,13.37,16286.632,1873.96,194409.64,99.0,polygon
2015-07-15,BULL_100,210.61,11.8,13.23,16286.632,1873.96,194056.22,99.0,polygon
2015-07-16,BULL_100,212.3,12.0683,12.11,16286.632,1873.96,198425.92,99.1,polygon
2015-07-17,BULL_100,212.48,12.1067,11.95,16286.632,1873.96,199051.33,99.1,polygon
2015-07-20,BULL_100,212.59,12.1317,12.25,16286.632,1873.96,199458.49,99.1,polygon
2015-07-21,BULL_100,211.75,11.9783,12.22,16286.632,1873.96,196960.12,99.0,polygon
2015-07-22,BULL_100,211.37,11.9067,12.12,16286.632,1873.96,195794.0,99.0,polygon
2015-07-23,BULL_100,210.18,11.71,12.64,16286.632,1873.96,192590.42,99.0,polygon
2015-07-24,BULL_100,208.0,11.355,13.74,16286.632,1873.96,186808.66,99.0,polygon
2015-07-27,DEFENSIVE,206.79,11.1517,15.6,8227.0998,91920.76,183666.91,50.0,polygon
2015-07-28,DEFENSIVE,209.33,11.5583,13.44,8227.0998,91920.76,187012.05,50.8,polygon
2015-07-29,DEFENSIVE,210.77,11.7967,12.5,8227.0998,91920.76,188973.39,51.4,polygon
2015-07-30,DEFENSIVE,210.82,11.7983,12.13,8227.0998,91920.76,188986.55,51.4,polygon
2015-07-31,BULL_100,210.5,11.75,12.12,15786.6879,1816.1,187309.69,99.0,polygon
2015-08-03,BULL_100,209.79,11.6217,12.56,15786.6879,1816.1,185284.26,99.0,polygon
2015-08-04,BULL_100,209.38,11.5583,13.0,15786.6879,1816.1,184283.38,99.0,polygon
2015-08-05,DEFENSIVE,210.07,11.6717,12.51,7970.6691,93516.99,186548.24,49.9,polygon
2015-08-06,DEFENSIVE,208.35,11.4167,13.77,7970.6691,93516.99,184515.72,49.3,polygon
2015-08-07,DEFENSIVE,207.95,11.3183,13.39,7970.6691,93516.99,183731.41,49.1,polygon
2015-08-10,DEFENSIVE,210.57,11.7417,12.23,7970.6691,93516.99,187106.19,50.0,polygon
2015-08-11,DEFENSIVE,208.67,11.4267,13.71,7970.6691,93516.99,184595.43,49.3,polygon
2015-08-12,DEFENSIVE,208.92,11.4583,13.61,7970.6691,93516.99,184847.3,49.4,polygon
2015-08-13,DEFENSIVE,208.66,11.425,13.49,7970.6691,93516.99,184581.88,49.3,polygon
2015-08-14,DEFENSIVE,209.42,11.545,12.83,7970.6691,93516.99,185538.36,49.6,polygon
2015-08-17,DEFENSIVE,210.59,11.74,13.02,7970.6691,93516.99,187092.64,50.0,polygon
2015-08-18,DEFENSIVE,209.98,11.6383,13.79,7970.6691,93516.99,186282.02,49.8,polygon
2015-08-19,BULL_100,208.32,11.3683,15.25,15952.0696,1764.86,183112.77,99.0,polygon
