datetime,open,high,low,close,volume,source
2023-11-27,454.61999999999995,455.49000000000007,454.0499999999999,454.81,7783258.0,databento
2023-11-28,454.12000000000006,456.26,453.2999999999999,455.0199999999999,9755551.0,databento
2023-11-29,455.94999999999993,458.31,454.2099999999999,454.87999999999994,9295756.0,databento
2023-11-30,455.08,456.755,453.34,456.09,12854404.0,databento
2023-12-01,457.06999999999994,459.89,455.1799999999999,459.7399999999999,13135501.0,databento
2023-12-04,458.21,458.23,454.36000000000007,455.94999999999993,11892117.0,databento
2023-12-05,455.6799999999999,457.59,454.63,456.74000000000007,11005395.0,databento
2023-12-06,457.62999999999994,458.93000000000006,454.31000000000006,454.50999999999993,10090956.0,databento
2023-12-07,454.44999999999993,458.88999999999993,454.2,457.76,9712603.0,databento
2023-12-08,458.08,460.74499999999995,455.7099999999999,460.4,11524345.0,databento
2023-12-11,459.7900000000001,462.165,459.4100000000001,462.03,9541097.0,databento
2023-12-12,462.25000000000006,464.7999999999999,460.6,464.7099999999999,8690129.0,databento
2023-12-13,464.85,471.31000000000006,464.12000000000006,471.31000000000006,11623632.0,databento
2023-12-14,472.05999999999995,473.72,469.25000000000006,471.68999999999994,14588570.0,databento
2023-12-15,471.2399999999999,471.65,468.44,469.94999999999993,15123053.0,databento
2023-12-18,470.61000000000007,472.97,470.11999999999995,471.7900000000001,8356300.0,databento
2023-12-19,472.36,474.92,472.32,474.6,7938109.0,databento
2023-12-20,474.41,475.88999999999993,467.36,468.86,13627821.0,databento
2023-12-21,470.71,472.99000000000007,468.84,472.59,11002594.0,databento
2023-12-22,472.1,475.37999999999994,471.7,473.18999999999994,8888305.0,databento
2023-12-26,474.41,476.5799999999999,473.8299999999999,475.80999999999995,6626877.0,databento
2023-12-27,475.69000000000005,476.68999999999994,474.895,476.5499999999999,8328926.0,databento
2023-12-28,477.05999999999995,477.54,476.25999999999993,477.0,7473099.0,databento
2023-12-29,477.38,477.46,473.31000000000006,475.24999999999994,14702435.0,databento
2024-01-02,476.36999999999995,476.36999999999995,470.4899999999999,472.64,16348671.0,databento
2024-01-03,472.1499999999999,472.22,468.17,469.08,15528265.0,databento
2024-01-04,469.44000000000005,470.96,467.05,467.8399999999999,11346310.0,databento
2024-01-05,466.84,470.4299999999999,464.66,468.35,12943270.0,databento
2024-01-08,467.49999999999994,474.75,466.15,474.21,12511240.0,databento
2024-01-09,473.44999999999993,474.9299999999999,471.355,473.7699999999999,10012367.0,databento
2024-01-10,473.95,477.43999999999994,473.3999999999999,476.7999999999999,10888150.0,databento
2024-01-11,478.38999999999993,478.75,472.27,476.0499999999999,12312903.0,databento
2024-01-12,476.67,478.6,474.1700000000001,475.69999999999993,9688662.0,databento
2024-01-16,474.36,476.6000000000001,473.07,475.0799999999999,11653810.0,databento
2024-01-17,472.64,473.63,469.86999999999995,472.19999999999993,11431281.0,databento
2024-01-18,472.64,477.05,472.43000000000006,476.87999999999994,11784740.0,databento
2024-01-19,477.84,482.75,476.93999999999994,482.44,13600135.0,databento
2024-01-22,483.6,485.215,482.79,483.62999999999994,12463545.0,databento
2024-01-23,483.36,485.91,482.88999999999993,485.83,8513554.0,databento
2024-01-24,486.85,488.7699999999999,484.41,485.3399999999999,14321676.0,databento
2024-01-25,485.7699999999999,488.3,485.38999999999993,487.0899999999999,12322544.0,databento
2024-01-26,486.2799999999999,489.11999999999995,486.0199999999999,486.95,10195389.0,databento
2024-01-29,487.74999999999994,491.415,487.17,491.0899999999999,8836877.0,databento
2024-01-30,491.23,491.61999999999995,488.15,488.91,9413071.0,databento
2024-01-31,489.4299999999999,489.65,482.7,483.7,18284038.0,databento
2024-02-01,484.8299999999999,492.61,483.80999999999995,491.64,14703867.0,databento
2024-02-02,492.12999999999994,496.04,488.94999999999993,494.2699999999999,13981375.0,databento
2024-02-05,493.66,494.18,490.23,492.17,10781658.0,databento
2024-02-06,493.0799999999999,494.31999999999994,492.02,493.79,9328663.0,databento
2024-02-07,493.96,498.5299999999999,493.49999999999994,497.9,10942290.0,databento
2024-02-08,497.99,498.69999999999993,497.24999999999994,498.25,8669585.0,databento
2024-02-09,498.9599999999999,501.6499999999999,498.4899999999999,501.0,10574436.0,databento
2024-02-12,500.98,503.49999999999994,500.04,500.5499999999999,8300421.0,databento
2024-02-13,499.55999999999995,500.0,490.72,494.26,15647340.0,databento
2024-02-14,495.33,499.3299999999999,494.3999999999999,498.94999999999993,11422396.0,databento
2024-02-15,500.11999999999995,502.5,498.7999999999999,502.2,10517853.0,databento
2024-02-16,502.75,503.2999999999999,498.51,498.76,10977951.0,databento
2024-02-20,498.42,498.74999999999994,494.46,496.3299999999999,10882163.0,databento
2024-02-21,495.37,499.7399999999999,493.55999999999995,499.68,8927100.0,databento
2024-02-22,503.0799999999999,508.48,502.43999999999994,507.74999999999994,12491993.0,databento
2024-02-23,507.36999999999995,510.12999999999994,507.06999999999994,507.16,9456638.0,databento
2024-02-26,507.14,508.7399999999999,505.6,505.91,8047291.0,databento
2024-02-27,505.81,507.2999999999999,504.74999999999994,506.75999999999993,7500094.0,databento
2024-02-28,505.7699999999999,506.855,504.52,505.0499999999999,8378591.0,databento
2024-02-29,505.25999999999993,509.7399999999999,504.65,508.08,13111639.0,databento
2024-03-01,509.12,513.28,507.39,512.05,10403659.0,databento
2024-03-04,512.74,514.19,511.49999999999994,511.5499999999999,8599563.0,databento
2024-03-05,510.75999999999993,511.2399999999999,504.91,507.35,11564221.0,databento
2024-03-06,508.56999999999994,512.06,508.41,509.6499999999999,12460470.0,databento
